,doi,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,strain_final,biosample_genotype,project,condition,refrence,condition_name_old,project_name_old,full_condition_name,replicate,refrence_condition_old,strain_description,base_media,carbon_source,aerobicity,nitrogen_source,supplement,temperature,growth_phase,OD,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,sample,n_replicates
SRX2662722,https://doi.org/10.1186/s12864-019-6367-9,2/1/18 0:10,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5367455,SRP102339,PRJNA360055,360055.0,SRS2064682,SAMN06628917,SRA548594,RNA-Seq,PCR,TRANSCRIPTOMIC,Sichuan University,0.0,0.0,3847696,6628917,,,,PAO1,,NC_002516.2,Lung_infection_transcriptome,PA01_CS1,PA01_CS1,PA01_CS1,PA01_LS,Lung_infection_transcriptome:PA01_CS1,2,PA01_CS1,,,,,,,,,,,1.0,1.0,,1.0,1.0,Lung_infection_transcriptome:PA01_CS1:2,2.0
SRX8143226,https://dx.doi.org/10.1128%2FmBio.01774-20,4/22/20 16:10,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR11575106,SRP257531,PRJNA626622,626622.0,SRS6506137,SAMN14646045,SRA1067177,RNA-Seq,cDNA,TRANSCRIPTOMIC,Lee Kong Chian School of Medicine,0.0,0.0,10620459,14646045,GSE148955,,,PAO1,wild type,,Testosterone_treatment,Testosterone_Control,Testosterone_Control,Testosterone_Control,PA01_Testosterone,Testosterone_treatment:Testosterone_Control,1,Testosterone_Control,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Testosterone_treatment:Testosterone_Control:1,2.0
SRX8143227,https://dx.doi.org/10.1128%2FmBio.01774-20,4/22/20 16:10,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR11575107,SRP257531,PRJNA626622,626622.0,SRS6506138,SAMN14646044,SRA1067177,RNA-Seq,cDNA,TRANSCRIPTOMIC,Lee Kong Chian School of Medicine,0.0,0.0,10620460,14646044,GSE148955,,,PAO1,wild type,,Testosterone_treatment,Testosterone_Control,Testosterone_Control,Testosterone_Control,PA01_Testosterone,Testosterone_treatment:Testosterone_Control,2,Testosterone_Control,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Testosterone_treatment:Testosterone_Control:2,2.0
SRX8143228,https://dx.doi.org/10.1128%2FmBio.01774-20,4/22/20 16:10,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR11575108,SRP257531,PRJNA626622,626622.0,SRS6506139,SAMN14646043,SRA1067177,RNA-Seq,cDNA,TRANSCRIPTOMIC,Lee Kong Chian School of Medicine,0.0,0.0,10620461,14646043,GSE148955,,,PAO1,wild type,,Testosterone_treatment,Testosterone_2.5,Testosterone_Control,Testosterone_2.5,PA01_Testosterone,Testosterone_treatment:Testosterone_2.5,1,Testosterone_Control,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Testosterone_treatment:Testosterone_2.5:1,2.0
SRX8143229,https://dx.doi.org/10.1128%2FmBio.01774-20,4/22/20 16:10,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR11575109,SRP257531,PRJNA626622,626622.0,SRS6506140,SAMN14646042,SRA1067177,RNA-Seq,cDNA,TRANSCRIPTOMIC,Lee Kong Chian School of Medicine,0.0,0.0,10620462,14646042,GSE148955,,,PAO1,wild type,,Testosterone_treatment,Testosterone_2.5,Testosterone_Control,Testosterone_2.5,PA01_Testosterone,Testosterone_treatment:Testosterone_2.5,2,Testosterone_Control,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Testosterone_treatment:Testosterone_2.5:2,2.0
ERX2456848,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437280,ERP107614,PRJEB25674,454255.0,ERS2312229,SAMEA104710846,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487300.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:BC_COU,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_COU1,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU,1,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,3.0
ERX2456849,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437281,ERP107614,PRJEB25674,454255.0,ERS2312230,SAMEA104710847,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487301.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:BC_COU,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_COU2,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU,2,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,3.0
ERX2456850,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437282,ERP107614,PRJEB25674,454255.0,ERS2312231,SAMEA104710848,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487302.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:BC_COU,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_COU3,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU,3,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,3.0
ERX2456851,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437283,ERP107614,PRJEB25674,454255.0,ERS2312232,SAMEA104710849,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487303.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:PC_COU,E-MTAB-6629:BC_CTRL,E-MTAB-6629:PC_COU1,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU,1,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,3.0
ERX2456852,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437284,ERP107614,PRJEB25674,454255.0,ERS2312233,SAMEA104710850,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487304.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:PC_COU,E-MTAB-6629:BC_CTRL,E-MTAB-6629:PC_COU2,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU,2,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,3.0
ERX2456853,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437285,ERP107614,PRJEB25674,454255.0,ERS2312234,SAMEA104710851,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487305.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:PC_COU,E-MTAB-6629:BC_CTRL,E-MTAB-6629:PC_COU3,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU,3,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,3.0
ERX2456854,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437286,ERP107614,PRJEB25674,454255.0,ERS2312235,SAMEA104710852,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487306.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL,1,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,6.0
ERX2456855,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437287,ERP107614,PRJEB25674,454255.0,ERS2312236,SAMEA104710853,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487307.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL,2,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,6.0
ERX2456856,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437288,ERP107614,PRJEB25674,454255.0,ERS2312237,SAMEA104710854,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487308.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL,3,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,6.0
ERX2456857,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437289,ERP107614,PRJEB25674,454255.0,ERS2312238,SAMEA104710855,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487309.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL,4,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,6.0
ERX2456858,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437290,ERP107614,PRJEB25674,454255.0,ERS2312239,SAMEA104710856,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487310.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL,5,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,6.0
ERX2456859,https://dx.doi.org/10.3389%2Ffmicb.2018.01952,4/30/18 14:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,ERR2437291,ERP107614,PRJEB25674,454255.0,ERS2312240,SAMEA104710857,ERA1253810,RNA-Seq,PolyA,TRANSCRIPTOMIC,Ghent University,0.0,5487311.0,,,,,PAO1,PAO1,wild type genotype,NC_002516.2,Planktonic_biofilm_coumarin,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,E-MTAB-6629:BC_CTRL,PAO1_biofilm_plankt_coumarin,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL,6,E-MTAB-6629:BC_CTRL,,,,Aerobic,,,,,,The goal of this transcriptomic analysis is to elucidate the effect of coumarin on gene expression of P. aeruginosa,1.0,1.0,1.0,1.0,1.0,Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,6.0
SRX540108,https://doi.org/10.1038/ncomms5462,6/20/14 7:29,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR1283219,SRP041868,PRJNA246577,246577.0,SRS605137,SAMN02768595,SRA163415,RNA-Seq,unspecified,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,769990.0,,,,,PA01,PAO1,wildtype,NC_002516.2,Dispersed_cells,PAO1_dispersed_wt,PAO1_dispersed_wt,PAO1_dispersed_wt,PAO1_dispersed_cells,Dispersed_cells:PAO1_dispersed_wt,1,PAO1_dispersed_wt,,,,,,,,,,Dispersion,1.0,1.0,,1.0,1.0,Dispersed_cells:PAO1_dispersed_wt:1,2.0
SRX540109,https://doi.org/10.1038/ncomms5462,6/21/14 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR1283220,SRP041868,PRJNA246577,246577.0,SRS605138,SAMN02768596,SRA163415,RNA-Seq,unspecified,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,769991.0,,,,,PA01,PAO1,wildtype,NC_002516.2,Dispersed_cells,PAO1_dispersed_wt,PAO1_dispersed_wt,PAO1_dispersed_wt,PAO1_dispersed_cells,Dispersed_cells:PAO1_dispersed_wt,2,PAO1_dispersed_wt,,,,,,,,,,Dispersion,1.0,1.0,,1.0,1.0,Dispersed_cells:PAO1_dispersed_wt:2,2.0
SRX540110,https://doi.org/10.1038/ncomms5462,6/21/14 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR1283221,SRP041868,PRJNA246577,246577.0,SRS605139,SAMN02768597,SRA163415,RNA-Seq,unspecified,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,769992.0,,,,,PAO1/pBAD-yhjH,PAO1,pBAD-yhjH,NC_002516.2,Dispersed_cells,PyhjH_dispersed,PAO1_dispersed_wt,PyhjH_dispersed_1,PAO1_dispersed_cells,Dispersed_cells:PyhjH_dispersed,1,PAO1_dispersed_wt,,,,,,,,,,Dispersion,1.0,1.0,,1.0,1.0,Dispersed_cells:PyhjH_dispersed:1,2.0
SRX540111,https://doi.org/10.1038/ncomms5462,6/21/14 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR1283222,SRP041868,PRJNA246577,246577.0,SRS605140,SAMN02768598,SRA163415,RNA-Seq,unspecified,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,769993.0,,,,,PAO1/pBAD-yhjH,PAO1,pBAD-yhjH,NC_002516.2,Dispersed_cells,PyhjH_dispersed,PAO1_dispersed_wt,PyhjH_dispersed_2,PAO1_dispersed_cells,Dispersed_cells:PyhjH_dispersed,2,PAO1_dispersed_wt,,,,,,,,,,Dispersion,1.0,1.0,,1.0,1.0,Dispersed_cells:PyhjH_dispersed:2,2.0
SRX540112,https://doi.org/10.1038/ncomms5462,6/21/14 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR1283223,SRP041868,PRJNA246577,246577.0,SRS605141,SAMN02768599,SRA163415,RNA-Seq,unspecified,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,769994.0,,,,,PA01,PAO1,wildtype,NC_002516.2,Dispersed_cells,PA01_Planktonic,PAO1_dispersed_wt,PA01_Planktonic_1,PAO1_dispersed_cells,Dispersed_cells:PA01_Planktonic,1,PAO1_dispersed_wt,,,,,,,,,,Planktonic,1.0,1.0,,1.0,1.0,Dispersed_cells:PA01_Planktonic:1,2.0
SRX540113,https://doi.org/10.1038/ncomms5462,6/21/14 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR1283224,SRP041868,PRJNA246577,246577.0,SRS605142,SAMN02768600,SRA163415,RNA-Seq,unspecified,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,769995.0,,,,,PA01,PAO1,wildtype,NC_002516.2,Dispersed_cells,PA01_Planktonic,PAO1_dispersed_wt,PA01_Planktonic_2,PAO1_dispersed_cells,Dispersed_cells:PA01_Planktonic,2,PAO1_dispersed_wt,,,,,,,,,,Planktonic,1.0,1.0,,1.0,1.0,Dispersed_cells:PA01_Planktonic:2,2.0
SRX540114,https://doi.org/10.1038/ncomms5462,6/21/14 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR1283225,SRP041868,PRJNA246577,246577.0,SRS605143,SAMN02768601,SRA163415,RNA-Seq,unspecified,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,769996.0,,,,,PA01,PAO1,wildtype,NC_002516.2,Dispersed_cells,PAO1_Biofilm,PAO1_dispersed_wt,PAO1_Biofilm_1,PAO1_dispersed_cells,Dispersed_cells:PAO1_Biofilm,1,PAO1_dispersed_wt,,,,,,,,,,Biofilm,1.0,1.0,,1.0,1.0,Dispersed_cells:PAO1_Biofilm:1,2.0
SRX540115,https://doi.org/10.1038/ncomms5462,6/21/14 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR1283226,SRP041868,PRJNA246577,246577.0,SRS605144,SAMN02768602,SRA163415,RNA-Seq,unspecified,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,769997.0,,,,,PA01,PAO1,wildtype,NC_002516.2,Dispersed_cells,PAO1_Biofilm,PAO1_dispersed_wt,PAO1_Biofilm_2,PAO1_dispersed_cells,Dispersed_cells:PAO1_Biofilm,2,PAO1_dispersed_wt,,,,,,,,,,Biofilm,1.0,1.0,,1.0,1.0,Dispersed_cells:PAO1_Biofilm:2,2.0
SRX1737662,https://doi.org/10.1111/j.1365-2958.2009.06991.x,8/15/16 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR3468929,SRP074218,PRJNA320165,320165.0,SRS1418181,SAMN04922440,SRA422311,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,2492153.0,,,,,PAO1 _wspFpelApslBCD,PAO1,wspFpelApslBCD,NC_002516.2,Doxorubicin_treatment,PAO1 _wspFpelApslBCD_Doxorubicin,PAO1 _wspFpelApslBCD_wt,PAO1 _wspFpelApslBCD_Doxorubicin_1,PAO1_wspFpelApslBCD_KO,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin,1,PAO1 _wspFpelApslBCD_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,3.0
SRX1737664,https://doi.org/10.1111/j.1365-2958.2009.06991.x,8/15/16 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR3468931,SRP074218,PRJNA320165,320165.0,SRS1418181,SAMN04922440,SRA422311,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,2492155.0,,,,,PAO1 _wspFpelApslBCD,PAO1,wspFpelApslBCD,NC_002516.2,Doxorubicin_treatment,PAO1 _wspFpelApslBCD_Doxorubicin,PAO1 _wspFpelApslBCD_wt,PAO1 _wspFpelApslBCD_Doxorubicin_2,PAO1_wspFpelApslBCD_KO,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin,2,PAO1 _wspFpelApslBCD_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,3.0
SRX1737665,https://doi.org/10.1111/j.1365-2958.2009.06991.x,8/15/16 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR3468932,SRP074218,PRJNA320165,320165.0,SRS1418181,SAMN04922440,SRA422311,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,2492156.0,,,,,PAO1 _wspFpelApslBCD,PAO1,wspFpelApslBCD,NC_002516.2,Doxorubicin_treatment,PAO1 _wspFpelApslBCD_Doxorubicin,PAO1 _wspFpelApslBCD_wt,PAO1 _wspFpelApslBCD_Doxorubicin_3,PAO1_wspFpelApslBCD_KO,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin,3,PAO1 _wspFpelApslBCD_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,3.0
SRX1737667,https://doi.org/10.1111/j.1365-2958.2009.06991.x,8/15/16 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR3468968,SRP074218,PRJNA320165,320165.0,SRS1418182,SAMN04922441,SRA422311,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,2492158.0,,,,,PAO1 _wspFpelApslBCD,PAO1,wspFpelApslBCD,NC_002516.2,Doxorubicin_treatment,PAO1 _wspFpelApslBCD_wt,PAO1 _wspFpelApslBCD_wt,PAO1 _wspFpelApslBCD_wt,PAO1_wspFpelApslBCD_KO,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt,1,PAO1 _wspFpelApslBCD_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,3.0
SRX1737668,https://doi.org/10.1111/j.1365-2958.2009.06991.x,8/15/16 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR3468934,SRP074218,PRJNA320165,320165.0,SRS1418182,SAMN04922441,SRA422311,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,2492159.0,,,,,PAO1 _wspFpelApslBCD,PAO1,wspFpelApslBCD,NC_002516.2,Doxorubicin_treatment,PAO1 _wspFpelApslBCD_wt,PAO1 _wspFpelApslBCD_wt,PAO1 _wspFpelApslBCD_wt,PAO1_wspFpelApslBCD_KO,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt,2,PAO1 _wspFpelApslBCD_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,3.0
