,A,GcsR
mexZ_knockout:del_mexZ:3,0.12081103900000001,0.107160192
mexZ_knockout:wt_LB:1,-1.6341520827,-0.060734568
mexZ_knockout:wt_LB:2,0.8532131025,-0.145740442
mexZ_knockout:wt_LB:3,0.7809389802000001,0.20647501000000001
n-alkanes_treatment:PA_alkane:1,-2.5565356347,0.14519631900000002
n-alkanes_treatment:PA_alkane:2,-1.9678313944,-0.154444314
n-alkanes_treatment:PA_Glycerol:1,0.1952562988,-0.036410793000000004
n-alkanes_treatment:PA_Glycerol:2,0.17181614080000002,0.127785394
n-alkanes_treatment:PA_Glycerol:3,-0.36707243970000003,-0.091374601
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.023295540700000002,0.013119227
natural_RNA_aptamers:PA_Water_rep_wt:2,0.023295540700000002,-0.013119227
natural_RNA_aptamers:PA_FMN_rep:1,-0.5429068132,0.08212528
natural_RNA_aptamers:PA_FMN_rep:2,-0.1033381402,0.025136698000000002
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.015728357000000002,0.06971010200000001
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.3866798575,-0.065360636
NC_002516.2:Planktonic_total_RNA_Rep:3,0.4024082145,-0.004349466000000001
NC_002516.2:Biofilm_total_RNA_Rep:1,1.5502252961,-0.6579760680000001
NC_002516.2:Biofilm_total_RNA_Rep:2,0.9373395670000001,-0.319794424
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-0.0110895647,0.285016967
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.3257055512,0.272817827
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.2310924202,0.137484715
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,0.0763070067,0.37685664100000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,0.2360569407,0.418078559
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-1.3844331854,-0.25157961
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-1.0918217522,-0.298897562
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.25528780560000003,0.035677668
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.6099333331999999,-0.153037068
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-1.4096423808,-0.134525526
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-1.9256480447,0.358957181
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.15982740680000002,-0.13656546
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.08437083420000001,-0.184129175
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-2.7941561210000003,-0.43295371800000004
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-2.8371429703,-0.477652687
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-2.8533862716,-0.002321968
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-2.720740317,-0.293007652
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.17620555470000002,0.202124289
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-2.1868447518,-0.18879326400000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-2.2091821375,-0.236474293
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.2434905333,-0.075625932
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-3.0690476883,-0.011674989
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-2.0141573947,-0.05871008
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-2.6895036964,-0.34466742
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.404455043,0.02953958
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.5675871436000001,-0.06919953300000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.1631321007,0.039659953000000005
relA-spoT_double-mutant:plank_WT_1:1,0.2927020751,-0.023440419
relA-spoT_double-mutant:plank_WT_1:2,-0.1951617398,0.08103397100000001
relA-spoT_double-mutant:plank_WT_1:3,-0.0975403353,-0.05759355100000001
relA-spoT_double-mutant:plank_rel-spot:1,-0.707206116,0.32988338700000003
relA-spoT_double-mutant:plank_rel-spot:2,-0.942483748,0.269050993
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.6285952438,-0.076643535
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.238784508,-0.019601907000000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.0825003624,-0.17071229100000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.8461605823,-0.013276591
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.0612811929,0.28023432400000003
sRNA_PA0805.1_overexpression:PA08051:1,-0.4793048541,-0.043339148
sRNA_PA0805.1_overexpression:PA08051:2,-1.6650755061,-0.6100193540000001
sRNA_PA0805.1_overexpression:PA08051:3,-2.5181553666000003,-1.052022767
sRNA_PA0805.1_overexpression:PA08051:4,-2.1777919543,-1.025043059
sRNA_PA0805.1_overexpression:PA08051:5,-1.9851021066,-0.49366781400000004
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,0.2706867516,-0.263440765
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.6741079782,-0.051640171000000006
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.0565120577,0.073286037
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.0565120577,-0.073286037
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.4950807836,-0.04675854
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.4950807836,0.04675854
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,2.6040584819,0.6384793320000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,3.2673462535,0.373939575
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,3.3571746528,0.375854106
yhjH_knockout:PA_delyhjH_wt:1,-0.16405566,0.008355621
yhjH_knockout:PA_delyhjH_wt:2,0.16405566,-0.008355621
yhjH_knockout:PA_delyhjH:1,1.8469256648,0.330732595
yhjH_knockout:PA_delyhjH:2,0.3490158092,0.192826291
yhjH_knockout:PA_delwspF:1,2.3010638884,-0.17202498700000002
yhjH_knockout:PA_delwspF:2,2.0128712288,-0.8816304380000001
