,A,RoxR
mexZ_knockout:del_mexZ:3,-0.1537248877,0.06778115500000001
mexZ_knockout:wt_LB:1,3.3305122143,-0.085786414
mexZ_knockout:wt_LB:2,-0.8660549135000001,-0.21251694100000001
mexZ_knockout:wt_LB:3,-2.4644573008,0.298303355
n-alkanes_treatment:PA_alkane:1,6.2549908911,-0.8037816320000001
n-alkanes_treatment:PA_alkane:2,7.2035505220000005,-0.7797352390000001
n-alkanes_treatment:PA_Glycerol:1,1.6673766561,-0.305139412
n-alkanes_treatment:PA_Glycerol:2,-0.0339802295,-0.41689382300000005
n-alkanes_treatment:PA_Glycerol:3,-1.6333964266,0.722033235
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.23744787890000002,-0.059198591
natural_RNA_aptamers:PA_Water_rep_wt:2,0.23744787890000002,0.059198591
natural_RNA_aptamers:PA_FMN_rep:1,-0.8348486317,-0.097297303
natural_RNA_aptamers:PA_FMN_rep:2,0.0231698296,-0.30808819200000004
NC_002516.2:Planktonic_total_RNA_Rep:1,1.5042904217,-0.08930597200000001
NC_002516.2:Planktonic_total_RNA_Rep:2,0.3299576618,0.013917484
NC_002516.2:Planktonic_total_RNA_Rep:3,-1.8342480834,0.075388488
NC_002516.2:Biofilm_total_RNA_Rep:1,3.0201038019,-0.911952744
NC_002516.2:Biofilm_total_RNA_Rep:2,2.4344380631,-0.620907839
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.2828576822,-0.373742224
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.7053375477,0.362065162
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.8981019126,0.354545842
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.1991496426,-0.471717936
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.4593952101,-0.40853735500000005
p-anisaldehyde_epigallocatechin_gallate:Combination:1,3.3108719836000002,-0.28657024400000003
p-anisaldehyde_epigallocatechin_gallate:Combination:2,3.2402451291,-0.21512541000000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.6421758887,0.029141141000000002
p-anisaldehyde_epigallocatechin_gallate:Combination:3,4.1819776681,0.27125756
p-anisaldehyde_epigallocatechin_gallate:Combination:4,4.1006238746,0.2578331
p-anisaldehyde_epigallocatechin_gallate:Combination:5,4.6119443554,0.005984007
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.0655926911,0.153133395
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.2937255154,0.19146768800000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,6.5685924822,0.11376300600000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,6.5295421231,-0.039557667000000005
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,6.580732639,0.364264489
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,6.4230067091,0.334856321
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.12837082660000002,-0.49852702
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,6.4384078767,0.24855790600000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,6.5768329697,0.156389158
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.6760303546,0.00017545900000000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,2.7861696801,-1.133158899
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,3.2853722293,-1.242822439
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,2.7544598139,-1.006986449
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.3030052445,-0.29206755
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-1.0417185132,0.34371731
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.7387132688,-0.05164976
relA-spoT_double-mutant:plank_WT_1:1,-0.0679406924,0.084667904
relA-spoT_double-mutant:plank_WT_1:2,-0.5140750590000001,-0.012029485000000001
relA-spoT_double-mutant:plank_WT_1:3,0.5820157514000001,-0.07263841900000001
relA-spoT_double-mutant:plank_rel-spot:1,-0.7587235399000001,-0.8023412230000001
relA-spoT_double-mutant:plank_rel-spot:2,-0.9023470331000001,-0.614509007
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.0570658915,-0.186910962
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.4531628842,-0.054366819000000004
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.4576157302,0.013948822000000001
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.3314236788,0.276511546
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.6364208271,-0.049182586
sRNA_PA0805.1_overexpression:PA08051:1,0.3132617692,-0.16501928600000002
sRNA_PA0805.1_overexpression:PA08051:2,0.5994559675000001,-0.142793158
sRNA_PA0805.1_overexpression:PA08051:3,0.9228431392,-0.403097464
sRNA_PA0805.1_overexpression:PA08051:4,0.3343377514,-0.53670711
sRNA_PA0805.1_overexpression:PA08051:5,0.6937214016000001,-0.007197151000000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.842830047,0.093758218
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-1.5341781184,0.19360743100000002
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.2863067037,-0.030952791
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.2863067037,0.030952791
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.7263551703000001,-0.166545514
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.7263551703000001,0.166545514
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-4.3396347023,0.5656164020000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-4.809697875,0.773229114
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-4.9602070816,0.8074717060000001
yhjH_knockout:PA_delyhjH_wt:1,-0.49448562830000004,0.059152806
yhjH_knockout:PA_delyhjH_wt:2,0.49448562830000004,-0.059152806
yhjH_knockout:PA_delyhjH:1,-1.9693143808,-0.42315513200000004
yhjH_knockout:PA_delyhjH:2,-1.7619007949,-0.448589962
yhjH_knockout:PA_delwspF:1,-0.5264861169,-0.6598294370000001
yhjH_knockout:PA_delwspF:2,1.7643066818,-0.8853849570000001
