,A,PmrA
mexZ_knockout:del_mexZ:3,0.2425502985,-0.133255425
mexZ_knockout:wt_LB:1,-3.2067569888,0.443340781
mexZ_knockout:wt_LB:2,0.9356418222,-0.186041953
mexZ_knockout:wt_LB:3,2.2711151666,-0.25729882800000003
n-alkanes_treatment:PA_alkane:1,19.6880793474,3.620235329
n-alkanes_treatment:PA_alkane:2,20.0505633431,3.539601541
n-alkanes_treatment:PA_Glycerol:1,-0.2021255022,0.113470122
n-alkanes_treatment:PA_Glycerol:2,0.40283693340000004,-0.027616649
n-alkanes_treatment:PA_Glycerol:3,-0.2007114312,-0.085853473
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.249505793,-0.032557981
natural_RNA_aptamers:PA_Water_rep_wt:2,0.249505793,0.032557981
natural_RNA_aptamers:PA_FMN_rep:1,-0.42050884190000004,-0.6517518440000001
natural_RNA_aptamers:PA_FMN_rep:2,0.4814111413,-0.9063188240000001
NC_002516.2:Planktonic_total_RNA_Rep:1,-3.0479592376,-0.239243546
NC_002516.2:Planktonic_total_RNA_Rep:2,2.4196329434,0.551714754
NC_002516.2:Planktonic_total_RNA_Rep:3,0.6283262943,-0.312471209
NC_002516.2:Biofilm_total_RNA_Rep:1,-2.1035419729,-1.009135233
NC_002516.2:Biofilm_total_RNA_Rep:2,-4.7426361904,-1.344704295
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.3762253412,0.653746489
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.3431360844,0.02637397
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.2286129836,0.045035458
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.3254721471,0.07231011100000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.056190787900000004,-0.04372911
p-anisaldehyde_epigallocatechin_gallate:Combination:1,3.4883888216,-0.6187565650000001
p-anisaldehyde_epigallocatechin_gallate:Combination:2,3.3599201007,-0.694121041
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.4687519444,-0.23263992300000003
p-anisaldehyde_epigallocatechin_gallate:Combination:3,3.8843059548000003,-0.223421638
p-anisaldehyde_epigallocatechin_gallate:Combination:4,3.7507644178,-0.139483346
p-anisaldehyde_epigallocatechin_gallate:Combination:5,4.4320071436,-0.021189515000000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.0750071674,-0.25266572400000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.1675337705,-0.168440842
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,8.1757253755,-0.663351554
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,8.0870625808,-0.407754738
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,8.8854875455,-0.447451521
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,8.6827143246,-0.40172049400000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.987354641,0.464489664
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,8.349755296,-0.57539133
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,8.4295715348,-0.427393625
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.20868085360000002,-0.28559502200000003
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-2.3729997009,-0.9863087690000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-3.396455132,-1.167006894
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-3.2807308816000003,-1.281197085
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.2379661318,-0.011849906
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.1535862483,0.027400446000000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.3915523802,-0.01555054
relA-spoT_double-mutant:plank_WT_1:1,0.318412623,0.052945456
relA-spoT_double-mutant:plank_WT_1:2,-0.1881332658,-0.16245679100000002
relA-spoT_double-mutant:plank_WT_1:3,-0.1302793573,0.109511335
relA-spoT_double-mutant:plank_rel-spot:1,2.3175206453,0.11804497300000001
relA-spoT_double-mutant:plank_rel-spot:2,1.1592770579,-0.11128112700000001
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.8732133811,-0.192665003
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.39214840030000003,-0.151153941
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.535599763,-0.1584657
sRNA_PA0805.1_overexpression:EmptyVector_1:4,2.8079364363,0.671527655
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-1.0069748919,-0.169243011
sRNA_PA0805.1_overexpression:PA08051:1,-0.7977996992,-0.5594302280000001
sRNA_PA0805.1_overexpression:PA08051:2,0.8703464905,-0.06483343400000001
sRNA_PA0805.1_overexpression:PA08051:3,-0.2845590576,-0.37854676800000003
sRNA_PA0805.1_overexpression:PA08051:4,3.3336035409,0.397730415
sRNA_PA0805.1_overexpression:PA08051:5,-1.2952489912,-0.25633388100000004
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,0.3246981121,-0.06649865
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.7436672809,0.260987953
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.1047893792,-0.015291976
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.1047893792,0.015291976
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.0634936573,0.022555922000000003
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.0634936573,-0.022555922000000003
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-0.8711825531,-0.398084335
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,1.3712575527,-0.510671809
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,1.2956357635,-0.407470973
yhjH_knockout:PA_delyhjH_wt:1,0.3001048189,0.172444752
yhjH_knockout:PA_delyhjH_wt:2,-0.3001048189,-0.172444752
yhjH_knockout:PA_delyhjH:1,-0.056119276200000005,-0.228587051
yhjH_knockout:PA_delyhjH:2,0.4837990059,-0.083541485
yhjH_knockout:PA_delwspF:1,5.1278120955,0.50744992
yhjH_knockout:PA_delwspF:2,-1.6147724887,-0.369885919
