,A,rpoS
novobiocin:0_Novobiocin_0min:2.0,-0.3046487633,-0.0347291935
novobiocin:100_Novobiocin_60min:3.0,39.2110356216,3.4310792173
novobiocin:500_Novobiocin_20min:2.0,21.2911824013,2.6407507148000002
novobiocin:500_Novobiocin_10min:2.0,14.2581872639,1.3378965555
novobiocin:0_Novobiocin_0min:3.0,-0.12144600380000001,-0.06290850890000001
novobiocin:500_Novobiocin_20min:3.0,17.8345810477,2.4033470958
novobiocin:0_Novobiocin_10min:3.0,7.8170608261000005,1.3762387988
novobiocin:0_Novobiocin_20min:3.0,15.096675812400001,1.8603410687
starvation:Glucose_6h:1.0,1.3347264697,-0.114722892
starvation:Low_3d:1.0,18.8558299661,0.5883975739
starvation:Low_3d:2.0,18.2023687944,0.6966392444
starvation:Glucose_24h:1.0,0.0393749983,-2.6915469155
starvation:High_4d:1.0,20.9299157989,0.2713932323
starvation:High_4h:1.0,20.0507603314,1.7524128907
starvation:High_4d:2.0,21.3640252211,0.0639516111
starvation:High_4h:2.0,19.1810475362,2.2187767466
starvation:Low_24h:1.0,14.330675153,2.1832876434
starvation:Glucose_6h:2.0,-1.3347264697,0.114722892
starvation:Low_24h:2.0,11.9153379163,2.0916466497
starvation:Glucose_24h:2.0,0.34252898600000004,-2.9552185956
18_mutants:phoB/R_InSPI2:1.0,21.4593967023,1.1737855995
18_mutants:hfq_ESP:1.0,12.7163812627,1.7253464989
18_mutants:ompR/envZ_InSPI2:1.0,10.9226268314,1.1497268703
18_mutants:dam_MEP:1.0,3.7736311515,0.638900483
18_mutants:WT_IEP:1.0,19.5359813948,0.6208595916
18_mutants:ssrA/B_InSPI2:1.0,15.1628842592,0.8538469558
18_mutants:WT_InSPI2:1.0,23.4234385597,1.1551741134
18_mutants:hilC_IEP:1.0,26.7628093339,1.4778593213
18_mutants:fliZ_ESP:1.0,20.855387138,1.7176987961
18_mutants:hilD_InSPI2:1.0,20.0062610094,0.9920029146
18_mutants:phoP/Q_InSPI2:1.0,7.0683943571,1.061597617
18_mutants:ssrB_InSPI2:1.0,12.5168912928,0.9007385789000001
18_mutants:fur_ESP:1.0,31.9573161353,1.3104146727
18_mutants:WT_MEP:1.0,2.7622967379999997e-21,0.0
18_mutants:hilD_IEP:1.0,20.8191661571,1.1958288372
18_mutants:hilE_IEP:1.0,17.1696299341,0.7964498442
18_mutants:slyA_InSPI2:1.0,12.1586569538,1.0814748867
18_mutants:ssrA_InSPI2:1.0,13.3008516899,0.9482660652
18_mutants:WT_lnSPI2:1.0,21.7329820556,1.3412683708
18_mutants:hilA_IEP:1.0,20.3497175348,1.0067068311
Infection_conditions:pH3_shock:1.0,-16.7528854879,-3.3669369578
Infection_conditions:Peroxide_shock_InSPI2:1.0,-1.1173059057999999,0.6217530178
Infection_conditions:MEP:1.0,-16.6626626124,-1.0116646315
Infection_conditions:Oxygen_shock:1.0,8.1587062594,0.9380147102
Infection_conditions:MEP:2.0,-16.607134969,-0.9610541060000001
Infection_conditions:Anaerobic_shock:1.0,-6.7787949401,-1.6748645855
Infection_conditions:Bile_shock:1.0,-8.734326841,-0.1952865352
Infection_conditions:LowFe2+_shock:1.0,-9.3820902288,-0.5140364778000001
Infection_conditions:MEP:3.0,-16.6592291856,-0.9379694583
Infection_conditions:pH5.8_shock:1.0,-17.7544633084,-1.0720138175
Infection_conditions:ESP:1.0,8.0307702808,0.3037192309
Infection_conditions:inSPI2_dRNA_seq:1.0,-0.07459882720000001,-2.5722654454000002
Infection_conditions:LEP:1.0,-0.6150376235,0.1982430509
Infection_conditions:Temp20:1.0,6.3544223103,0.0097208664
Infection_conditions:25C:1.0,-13.5247004389,-1.2702286682000001
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,5.168602083,0.8179018527
Infection_conditions:ESP:2.0,9.1071038552,-0.0008676407000000001
Infection_conditions:EEP:1.0,-18.8741231149,-1.2770051226999999
Infection_conditions:ESP:3.0,8.3621567009,0.2656349603
Infection_conditions:Anaerobic_growth:1.0,3.0297495061,-0.6883014831000001
Infection_conditions:NaCl_shock:1.0,6.4830002969,0.9252055026
Infection_conditions:Pool_RNA_seq:1.0,-4.964309639999999e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,-18.5552890993,-1.8333195868
Infection_conditions:Pool_dRNA_seq:1.0,-3.3824229615,-0.6857655704000001
Infection_conditions:InSPI2_LowMg2+:1.0,15.0884165962,0.2820137674
Infection_conditions:Temp10:1.0,2.9282849368,0.16817721700000002
Infection_conditions:NonSPI2:1.0,-5.9457971791,0.9179260272
Macrophage:Intra_macrophage_dRNA:1.0,-2.9985774225,-0.5379969542
Macrophage:Intra_macrophage_RNA:1.0,-0.6334018231,0.0536566045
Macrophage:Intra_macrophage_RNA:2.0,0.6334018231,-0.0536566045
Macrophage:Intra_macrophage_dRNA:2.0,-3.2382382771,0.0021411394
comparative_st474:st474_InSPI2:1.0,21.9025338753,0.9769796901000001
comparative_st474:st474_LEP:1.0,16.0202627934,1.1985422634
comparative_st474:st474_InSPI2:2.0,14.6430913586,0.9439701260000001
comparative_st474:st474_EEP:1.0,-2.2171197247,-0.2543724859
comparative_st474:st474_ESP:1.0,27.2220330247,0.9363769481
comparative_st474:st474_NaCl_shock:1.0,23.1365987604,1.9000514138
comparative_st474:st474_NO_shock_InSPI2:1.0,21.7862522874,1.7241068240000001
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,15.5068104502,1.486469893
comparative_st474:st474_Oxygen_shock:1.0,24.801556339,1.9386115988000001
comparative_st474:st474_MEP:1.0,1.720730589e-28,0.0
comparative_st474:st474_ESP:2.0,27.1172124033,0.9934547872
comparative_st474:st474_ESP:3.0,28.7650220159,0.9298159540000001
comparative_st474:st474_NonSPI2:1.0,9.0261630743,1.6158417162
comparative_st474:st474_Bile_shock:1.0,7.9062741461,0.8217445381
comparative_st474:st474_NonSPI2:2.0,7.8557562918,1.5325583967
comparative_st474:st474_Anaerobic_growth:1.0,5.7256552528,-0.5705785921000001
comparative_st474:st474_Macrophage:1.0,17.1592005502,2.3279356741
comparative_st474:st474_Anaerobic_shock:1.0,9.8782899529,-0.6899612381
comparative_st474:st474_InSPI2:3.0,18.3437358057,0.8915831956
comparative_st474:st474_InSPI2:4.0,23.3892806862,1.0920934189
comparative_st474:st474_Anaerobic_growth:2.0,7.9767776084,-0.9094823867
comparative_st474:st474_Anaerobic_growth:3.0,5.6811768339,-0.676341846
comparative_st474:st474_ESP:4.0,27.1795441009,1.0378174863
comparative_st474:st474_Macrophage:2.0,18.4238557894,2.2206163624
comparative_st474:st474_25C:1.0,3.1356513325,-0.2516576785
comparative_st474:st474_Low_Fe2+_shock:1.0,7.2673531857,0.49010988110000003
comparative_st474:st474_NonSPI2:3.0,7.6530546591,1.7297937653000002
comparative_D23580:D23580_NonSPI2:1.0,15.1730532491,2.4097370056000003
comparative_D23580:D23580_InSPI2:1.0,23.7682091342,1.5140557663
comparative_D23580:D23580_Anaerobic_growth:1.0,7.1897051636,0.5874413184
comparative_D23580:D23580_pBT1 deletion:1.0,22.9474840813,1.8681970137000001
comparative_D23580:D23580_InSPI2:2.0,23.2102244047,1.7480679336
comparative_D23580:D23580_25C:1.0,0.4666530016,-0.0091168321
comparative_D23580:D23580_pBT1 deletion:2.0,23.537099869,1.9003408703
comparative_D23580:D23580_Oxygen_shock:1.0,26.6996702558,2.2435233977
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,17.5472985529,2.9867204767
comparative_D23580:D23580_LEP:1.0,22.2895689954,1.711996843
comparative_D23580:D23580_ESP:1.0,28.9921516951,1.7051152802
comparative_D23580:D23580_Macrophage:1.0,20.2819868905,2.5200112026
comparative_D23580:D23580_ESP:2.0,28.5277004526,2.0003205447
comparative_D23580:D23580_Low_Fe2+_shock:1.0,7.6840842323,0.6512066527
comparative_D23580:D23580_Bile_shock:1.0,2.4022659913,0.9429711059
comparative_D23580:D23580_NaCl_shock:1.0,30.6839325441,2.4507647475
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,19.8548534147,2.6923844023
comparative_D23580:D23580_InSPI2:3.0,21.4508077984,1.7571556043
comparative_D23580:D23580_EEP:1.0,0.6531082758,0.0503264862
comparative_D23580:D23580_NO_shock_InSPI2:1.0,33.2800073606,2.4027365233999998
comparative_D23580:D23580_Anaerobic_shock:1.0,8.687890548,-0.7948201184
comparative_D23580:D23580_InSPI2:4.0,12.1738866247,1.7598827338
comparative_D23580:D23580_NonSPI2:2.0,16.1626662855,2.3103552957
comparative_D23580:D23580_NonSPI2:3.0,16.7916921781,2.6213623644
comparative_D23580:D23580_ESP:3.0,30.22958735,1.8948662549000002
comparative_D23580:D23580_Macrophage:2.0,22.5806899907,2.3380844588
comparative_D23580:D23580_NonSPI2:4.0,13.9353983284,2.1270133887
comparative_D23580:D23580_ESP:4.0,30.7819513601,1.6257371787000001
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,23.838505573,2.341013493
comparative_D23580:D23580_Anaerobic_growth:2.0,10.8046996287,0.6375565883000001
comparative_D23580:D23580_Anaerobic_growth:3.0,9.5819493764,0.8440026629
pgtE:ESP_tex:1.0,3.5003382731,-1.0445599816
pgtE:Pooled_tex:1.0,-2.4479517845,-2.9625919624
pgtE:ESP:1.0,8.5035416594,0.44921756290000003
pgtE:InSPI2:1.0,3.7429421059,-0.0369980169
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-1.5783848795000002,-2.5420446008
aroA:SF101:1.0,7.3823955867,-1.0276363958
aroA:SF101:2.0,-0.0021746979,-1.2970727346
aroA:SF100:1.0,7.1160546973,-1.0080897941
aroA:SF100:2.0,7.3174210196,-1.1250627133
aroA:WT_vivo:1.0,-1.0166845886,-0.015838776000000002
aroA:WT_vivo:2.0,1.0166845886,0.015838776000000002
flagella_mutants:SF102:1.0,-0.2062281809,-0.0698914154
flagella_mutants:SF102:2.0,0.2062281809,0.0698914154
flagella_mutants:del_fliHIJ:1.0,2.7229880934,0.7042134830000001
flagella_mutants:del_fliHIJ:2.0,2.9676566032,0.590051157
flagella_mutants:del_fliF:1.0,1.2835384026,0.29331396860000003
flagella_mutants:del_fliF:2.0,3.0972162413,0.4945347363
myricanol:Control:1.0,-0.46104703610000003,-0.13952988160000002
myricanol:Control:2.0,1.0152298451,-0.0262347
myricanol:Control:3.0,-0.5541828091000001,0.16576458160000002
myricanol:Myricanol:1.0,8.8905188121,-0.45633370910000004
myricanol:Myricanol:2.0,3.9011863473,-0.1704396971
myricanol:Myricanol:3.0,5.477501576,-0.5824911642
