,A,cytR
novobiocin:0_Novobiocin_60min:3.0,-9.068474006,-1.3486138187
novobiocin:500_Novobiocin_10min:1.0,-4.7864042824,0.9265856462000001
novobiocin:0_Novobiocin_20min:2.0,-4.4427356192000005,0.2476851536
novobiocin:500_Novobiocin_60min:3.0,-3.1057711846,-0.6360269622
novobiocin:0_Novobiocin_0min:2.0,-0.2538563813,-0.0628617808
novobiocin:100_Novobiocin_60min:3.0,-8.2582920745,-1.3015127583
novobiocin:500_Novobiocin_20min:2.0,-2.6182244792000002,0.1479023216
novobiocin:500_Novobiocin_10min:2.0,-3.7140050842,-0.0782202657
novobiocin:0_Novobiocin_0min:3.0,-0.5535150433,0.0089083478
novobiocin:500_Novobiocin_20min:3.0,-2.4793458106,-0.0453253065
novobiocin:0_Novobiocin_10min:3.0,-4.4496486618,-0.0018330082
novobiocin:0_Novobiocin_20min:3.0,-3.7480375917,0.2122160979
starvation:Glucose_6h:1.0,0.635536094,-0.0497241963
starvation:Low_3d:1.0,-8.0619644345,-1.7607141963
starvation:Low_3d:2.0,-6.5138350467,-1.6319706976
starvation:Glucose_24h:1.0,-1.8950407312,-2.4530345263
starvation:High_4d:1.0,-1.3750994544,0.10665049
starvation:High_4h:1.0,-4.4106110995,-0.25633846600000004
starvation:High_4d:2.0,-2.6018033874,0.4712122811
starvation:High_4h:2.0,-4.1105238962,-0.0904697844
starvation:Low_24h:1.0,-5.6053621811,0.20630643270000001
starvation:Glucose_6h:2.0,-0.635536094,0.0497241963
starvation:Low_24h:2.0,-5.8470863434,0.06516130640000001
starvation:Glucose_24h:2.0,-1.9166830379,-2.2392344331
18_mutants:phoB/R_InSPI2:1.0,-5.9215439912,-0.6600972498000001
18_mutants:hfq_ESP:1.0,-7.4473638312,-0.3043422905
18_mutants:ompR/envZ_InSPI2:1.0,-4.6742364436,-1.7156397027999999
18_mutants:dam_MEP:1.0,-0.9657941886,-0.7513575222000001
18_mutants:WT_IEP:1.0,-7.0575236409,-0.8904543582000001
18_mutants:ssrA/B_InSPI2:1.0,-6.4487374507,-1.9789691266
18_mutants:WT_InSPI2:1.0,-3.5584370011,-1.7796087471000002
18_mutants:hilC_IEP:1.0,-5.934009329,-0.7571681045
18_mutants:fliZ_ESP:1.0,-6.7071406001,-0.6267948670000001
18_mutants:hilD_InSPI2:1.0,-6.5941877639,-2.0911598312
18_mutants:phoP/Q_InSPI2:1.0,-7.1887571039000004,-1.8732921518
18_mutants:ssrB_InSPI2:1.0,-7.5238161228,-1.580834513
18_mutants:fur_ESP:1.0,-8.8256762882,-1.0100632684
18_mutants:WT_MEP:1.0,4.169603735e-21,0.0
18_mutants:hilD_IEP:1.0,-6.9743600587,-1.0757521157
18_mutants:hilE_IEP:1.0,-4.5043040394,-1.2018841746
18_mutants:slyA_InSPI2:1.0,-7.0649344017,-0.6754311677
18_mutants:ssrA_InSPI2:1.0,-7.0942470444,-1.6562017138
18_mutants:WT_lnSPI2:1.0,-4.7181232365,-0.8547879773
18_mutants:hilA_IEP:1.0,-6.5212773883,-1.0139694673
Infection_conditions:pH3_shock:1.0,-0.32848746570000004,-0.6128836827
Infection_conditions:Peroxide_shock_InSPI2:1.0,-2.9557329887,-0.7002353789
Infection_conditions:MEP:1.0,2.6455893224,0.0371390359
Infection_conditions:Oxygen_shock:1.0,-4.3587557322,-0.8529574374000001
Infection_conditions:MEP:2.0,3.8013741441,-0.0488409065
Infection_conditions:Anaerobic_shock:1.0,5.2131107447,1.7857871435
Infection_conditions:Bile_shock:1.0,2.5216756711,1.1448244379
Infection_conditions:LowFe2+_shock:1.0,2.0691574591,0.1744737962
Infection_conditions:MEP:3.0,3.1467141957,0.1161088069
Infection_conditions:pH5.8_shock:1.0,-2.9288812088,-1.6995077317
Infection_conditions:ESP:1.0,-5.7129500871,-0.1779341463
Infection_conditions:inSPI2_dRNA_seq:1.0,-4.6413139883,-2.4462143938
Infection_conditions:LEP:1.0,-4.9653970962,-0.5403520475
Infection_conditions:Temp20:1.0,-0.073087919,0.17488058820000002
Infection_conditions:25C:1.0,4.4837011537,-0.2034147486
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-4.1967239551,0.0701335839
Infection_conditions:ESP:2.0,-5.2201592589,-1.173843467
Infection_conditions:EEP:1.0,1.9989011535,-0.6071544243
Infection_conditions:ESP:3.0,-5.572726265,-0.2148865798
Infection_conditions:Anaerobic_growth:1.0,-1.3113434063,0.1807501091
Infection_conditions:NaCl_shock:1.0,0.4806189891,-1.1520968367
Infection_conditions:Pool_RNA_seq:1.0,-7.493477451e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,-0.3699862789,0.5455397425
Infection_conditions:Pool_dRNA_seq:1.0,-1.9579262825,-0.504910866
Infection_conditions:InSPI2_LowMg2+:1.0,-2.2475809447,-0.7663437996
Infection_conditions:Temp10:1.0,2.3914982489,0.6529599584
Infection_conditions:NonSPI2:1.0,-3.0911403297,-0.3948681101
Macrophage:Intra_macrophage_dRNA:1.0,-0.9650269554,-0.44836649640000004
Macrophage:Intra_macrophage_RNA:1.0,-0.7140375759,0.0612877818
Macrophage:Intra_macrophage_RNA:2.0,0.7140375759,-0.0612877818
Macrophage:Intra_macrophage_dRNA:2.0,-1.1715649854,0.07858245130000001
comparative_st474:st474_InSPI2:1.0,-5.5115221051,-1.7000940303
comparative_st474:st474_LEP:1.0,-7.6091259058,-0.5883652864000001
comparative_st474:st474_InSPI2:2.0,-5.3726919596,-1.5478718447
comparative_st474:st474_EEP:1.0,-0.6301453142,-0.6332286299000001
comparative_st474:st474_ESP:1.0,-7.7570029341,-0.645845854
comparative_st474:st474_NaCl_shock:1.0,-2.1802027598000002,-1.2243458174
comparative_st474:st474_NO_shock_InSPI2:1.0,-6.8347869184,-0.0712091792
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,-5.644127943,-0.8809596186
comparative_st474:st474_Oxygen_shock:1.0,-7.0120053613,-0.9004273172
comparative_st474:st474_MEP:1.0,-2.672748256e-28,0.0
comparative_st474:st474_ESP:2.0,-7.9395156184,-0.6232814483
comparative_st474:st474_ESP:3.0,-6.666299727,-1.0795474194
comparative_st474:st474_NonSPI2:1.0,-6.6009699485999995,-1.2667731283
comparative_st474:st474_Bile_shock:1.0,-0.1276484082,1.112783128
comparative_st474:st474_NonSPI2:2.0,-6.6953863558,-1.3845146914
comparative_st474:st474_Anaerobic_growth:1.0,-3.5819439359,-0.014640297100000001
comparative_st474:st474_Macrophage:1.0,-4.2888238475,0.16176840550000002
comparative_st474:st474_Anaerobic_shock:1.0,2.5438289941,1.7214977956
comparative_st474:st474_InSPI2:3.0,-4.9928589251,-1.7797442512
comparative_st474:st474_InSPI2:4.0,-3.5751342404,-1.8401178536
comparative_st474:st474_Anaerobic_growth:2.0,-0.7382042876,-0.2736382036
comparative_st474:st474_Anaerobic_growth:3.0,-1.4154646554,0.25809233260000003
comparative_st474:st474_ESP:4.0,-8.3293795195,-1.2744768021000001
comparative_st474:st474_Macrophage:2.0,-2.8598541691,0.0391868072
comparative_st474:st474_25C:1.0,1.8123844126000002,-0.23365044980000002
comparative_st474:st474_Low_Fe2+_shock:1.0,-0.57273577,0.1298635904
comparative_st474:st474_NonSPI2:3.0,-6.8372334021,-1.0745342855
comparative_D23580:D23580_NonSPI2:1.0,-8.3552166847,0.0004961085
comparative_D23580:D23580_InSPI2:1.0,-9.3587341237,-0.7757160302
comparative_D23580:D23580_Anaerobic_growth:1.0,-3.1200521745,1.4127851033
comparative_D23580:D23580_pBT1 deletion:1.0,-8.9668077765,0.6865365806
comparative_D23580:D23580_InSPI2:2.0,-9.286795765699999,-0.11914948600000001
comparative_D23580:D23580_25C:1.0,-1.7319502216,-0.9902926925000001
comparative_D23580:D23580_pBT1 deletion:2.0,-8.6538316538,0.07089576780000001
comparative_D23580:D23580_Oxygen_shock:1.0,-8.1234189083,-0.2824627403
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,-8.1503428819,1.0499592103
comparative_D23580:D23580_LEP:1.0,-8.1780384753,-0.2840154929
comparative_D23580:D23580_ESP:1.0,-10.6812342567,0.5618387855
comparative_D23580:D23580_Macrophage:1.0,-9.8926342698,0.0892423749
comparative_D23580:D23580_ESP:2.0,-10.4607916863,0.52389253
comparative_D23580:D23580_Low_Fe2+_shock:1.0,-5.6277212067,1.2104621195
comparative_D23580:D23580_Bile_shock:1.0,0.0215356705,1.6299510952
comparative_D23580:D23580_NaCl_shock:1.0,-4.339290472,0.0219883099
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,-7.0641935116,0.44320348060000003
comparative_D23580:D23580_InSPI2:3.0,-7.7936601891,-0.24375319820000002
comparative_D23580:D23580_EEP:1.0,-4.9623858694,-0.5877413871
comparative_D23580:D23580_NO_shock_InSPI2:1.0,-8.6473175562,-0.4310942855
comparative_D23580:D23580_Anaerobic_shock:1.0,-9.3974959471,0.5898972401
comparative_D23580:D23580_InSPI2:4.0,-8.8419432643,-0.005202056300000001
comparative_D23580:D23580_NonSPI2:2.0,-9.7931410794,-0.0966309211
comparative_D23580:D23580_NonSPI2:3.0,-8.6836870675,0.4102055074
comparative_D23580:D23580_ESP:3.0,-10.7736882077,0.5070328342
comparative_D23580:D23580_Macrophage:2.0,-8.4067237825,-0.267677806
comparative_D23580:D23580_NonSPI2:4.0,-10.4570620364,-0.1815734042
comparative_D23580:D23580_ESP:4.0,-9.1750903773,-0.0258636509
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-7.6410660263,-2.2114830341
comparative_D23580:D23580_Anaerobic_growth:2.0,-4.887939424,1.169461531
comparative_D23580:D23580_Anaerobic_growth:3.0,-4.4231435536,1.1127855928
pgtE:ESP_tex:1.0,-6.4753978222,-1.0699972769
pgtE:Pooled_tex:1.0,-2.4773587941,-2.0176025078
pgtE:ESP:1.0,-4.8960105312,0.178007626
pgtE:InSPI2:1.0,-3.7912301548,-1.1215530446
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-4.8271989775,-2.165423975
aroA:SF101:1.0,-11.505316307,-1.2286006191
aroA:SF101:2.0,-14.1321143939,-1.3888960825
aroA:SF100:1.0,-12.6744466989,-1.2972543941999999
aroA:SF100:2.0,-11.6101801311,-1.1809528651
aroA:WT_vivo:1.0,-0.2260140283,-0.1238848971
aroA:WT_vivo:2.0,0.2260140283,0.1238848971
flagella_mutants:SF102:1.0,-0.18333444000000002,0.0093816866
flagella_mutants:SF102:2.0,0.18333444000000002,-0.0093816866
flagella_mutants:del_fliHIJ:1.0,1.2320884622000001,0.1186323118
flagella_mutants:del_fliHIJ:2.0,1.5369010194000001,0.10490475910000001
flagella_mutants:del_fliF:1.0,0.26063800800000003,0.1379756561
flagella_mutants:del_fliF:2.0,0.9189754241,0.24554957300000002
myricanol:Control:1.0,-0.4143614538,0.0753727463
myricanol:Control:2.0,-0.14224574380000002,0.0062654345
myricanol:Control:3.0,0.5566071976,-0.08163818070000001
myricanol:Myricanol:1.0,-0.5667360657,-0.022646668300000002
myricanol:Myricanol:2.0,0.6165784626,0.068146697
myricanol:Myricanol:3.0,-0.4570784849,0.0947695524
