,A,ideR
mrsI:ko_sds_no_atc:2,-0.6799977878,0.2862257763
mrsI:wt_iron_atc:1,0.4221647002,0.0006472643
mrsI:wt_iron_atc:2,-0.11029949010000001,-0.1018378186
mrsI:wt_iron_no_atc:1,-3.5749377216,-1.7155657138
mrsI:wt_iron_no_atc:2,-3.6897491602,-1.2745888111
mrsI:wt_ox_atc:1,-3.4233966447,-1.6751258722
mrsI:wt_ox_atc:2,-3.2741312719,-1.2802250075
mrsI:wt_ox_noatc:1,-17.1544842545,0.7169613988
mrsI:wt_ox_noatc:2,-16.0623757038,0.6672607903000001
mrsI:wt_sds_atc:1,-16.2800262738,0.7625990797000001
mrsI:wt_sds_atc:2,-17.1875607892,0.6714788147
mrsI:wt_sds_no_atc:1,-0.2274527242,0.1202863052
mrsI:wt_sds_no_atc:2,0.2274527242,-0.1202863052
nitrate:control:1,-0.1448256551,0.048317995700000005
nitrate:control:2,0.1448256551,-0.048317995700000005
p218:0_days_.1:1,-2.5731587042,0.7997331727
p218:0_days_.1:2,-0.1061059891,0.0793389485
p218:0_days_.1:3,-2.0944318104,0.7413494158
p218:0_days_.1:4,-2.4312968322,0.7184151644
p218:0_days_control:1,-0.121914769,-0.0295814623
p218:0_days_control:2,0.397670462,0.0864263294
p218:0_days_control:3,0.0524537792,-0.0194084655
p218:0_days_control:4,-0.3282094722,-0.037436401700000004
p218:1_days_.1:1,1.1031114394000001,0.4122584871
p218:1_days_.1:2,1.0422459171,0.44780808040000003
p218:1_days_.1:3,1.1896978124,0.41051122560000003
p218:1_days_.1:4,1.0871595456,0.4239115128
p218:1_days_control:1,-2.374363206,0.5587166176
p218:1_days_control:2,-2.5438208217,0.5160266997
p218:1_days_control:3,-2.4808188315,0.5739738630000001
p218:1_days_control:4,-3.082053078,0.5801613016
patH-Cap:post_path_ctrl:1,0.679125065,-1.3571125313
patH-Cap:post_path_ctrl:2,1.441723954,-1.1512309828
patH-Cap:post_path_inh:1,3.3861341961,-0.7583088572000001
patH-Cap:post_path_inh:2,2.999190595,-1.0892666615
patH-Cap:pre_path_ctrl:1,0.09376661630000001,-0.0397910568
patH-Cap:pre_path_ctrl:2,-0.09376661630000001,0.0397910568
patH-Cap:pre_path_inh:1,2.1871740462,0.3596967612
patH-Cap:pre_path_inh:2,2.118065935,0.3790004621
ppxx:double_mutant:1,-0.2754644161,0.1038439144
ppxx:double_mutant:2,0.2754644161,-0.1038439144
reactivation:day_1_reactivation:1,6.8265821754000005,-1.7709680524
reactivation:day_1_reactivation:2,7.0146722593,-1.733634424
reactivation:day_1_reactivation:3,6.9010083897,-1.7911877699
reactivation:day_2_reactivation:1,1.9032185429,-1.8575377786
reactivation:day_2_reactivation:2,2.0125868714,-1.9260036452
reactivation:day_2_reactivation:3,1.9249892715999999,-1.9292571776
reactivation:day_3_reactivation:1,2.6908508443,-1.8848807314
reactivation:day_3_reactivation:2,2.6167127672,-1.9185490131
reactivation:day_3_reactivation:3,2.3050684184,-1.8428944446000002
reactivation:day_4_reactivation:1,3.0749348462,-1.9742016008
reactivation:day_4_reactivation:2,3.2264662018,-2.0394333873
reactivation:day_4_reactivation:3,3.1288543119,-2.0371308549
reactivation:days_0_persistence:1,0.006308058,0.0007229408
reactivation:days_0_persistence:2,-0.19038113780000002,-0.0022082132
reactivation:days_0_persistence:3,0.1840730798,0.0014852724
redox:intra_basal:1,7.1994318867,0.0803909762
redox:intra_basal:2,1.5685161879,-0.101909417
redox:whib3_comp_4.5:1,-4.1815280327,0.2683204662
redox:whib3_comp_4.5:2,-3.0231576376,0.1228194393
redox:whib3_comp_6.6:1,1.6184063846,-0.10688567800000001
redox:whib3_comp_6.6:2,-0.6100881908,0.1295551924
redox:whib3_ko_4.5:1,-3.3425862119,-0.0385329561
redox:whib3_ko_4.5:2,-4.3324250563,-0.12300532950000001
redox:wt_4.5:1,-4.0274707902,0.48686378010000003
redox:wt_4.5:2,-3.2801405166,0.3588913791
redox:wt_6.6:1,-1.1244345657,0.1500562553
redox:wt_6.6:2,1.1244345657,-0.1500562553
resus:day_1_run_1:1,0.1070576578,0.016477726
resus:day_1_run_1:2,-0.1070576578,-0.016477726
resus:day_4_run_1:1,-0.1355440645,0.30252561170000003
resus:day_4_run_1:2,0.5160135619,0.5302412828
rho:00h_DUC:1,0.1719079762,-0.055389716500000005
rho:00h_DUC:2,-0.1719079762,0.055389716500000005
rho:00h_DUC_1:1,-1.5200310235,-0.0695304015
rho:00h_DUC_1:2,-1.2580993888,-0.0485698563
rho:01.5_DUC:1,-0.9901903961,-0.1514734391
rho:01.5_DUC:2,-0.5384997562,-0.1138016953
rho:01.5h_DUC_ATC:1,2.5612103977,-0.1389353491
rho:01.5h_DUC_ATC:2,0.5886259941,-0.0887860624
rho:03_DUC:1,-1.6032323745000001,0.020309083500000002
rho:03_DUC:2,-1.9763274774,0.0870616649
rho:03h_DUC_ATC:1,0.7172045778,0.0587737365
rho:03h_DUC_ATC:2,0.155894735,0.045103445400000004
rho:06h_DUC_ATC:1,1.0972083242,0.0823357088
rho:06h_DUC_ATC:2,1.3521844565,0.0454875194
rho:06h_WT_ATC:1,-0.029494414400000002,0.176437479
rho:06h_WT_ATC:2,-0.0549551821,0.1580436935
rho:09_DUC:1,2.9346858814,-0.7017124818
rho:09_DUC:2,3.0329270563,-0.7876316516
rho:09h_DUC_ATC:1,2.8418003897,-0.3097381681
smx:0_days_12.5:1,-0.4530470588,-0.1186263314
smx:0_days_12.5:2,-0.1442112887,-0.0417989413
smx:0_days_12.5:3,-0.028734204000000003,-0.0535482029
smx:0_days_control:1,0.010098315600000001,0.017550271000000003
smx:0_days_control:2,0.0064080635,0.0071984287000000004
smx:0_days_control:3,-0.0165063791,-0.0247486997
smx:1_days_12.5:1,1.2243693916,-0.7102312714
smx:1_days_12.5:2,1.05840731,-0.643980675
smx:1_days_12.5:3,1.2943208222,-0.6418300637000001
smx:1_days_control:1,3.9547407615,-0.3327731595
smx:1_days_control:2,3.9769253239,-0.3915456305
smx:1_days_control:3,3.7197733621999998,-0.3852560687
sq109:0_days_3:1,-1.115767141,-0.2358146516
sq109:0_days_3:2,0.715701212,0.035503386500000005
sq109:0_days_3:3,0.6747524523,0.0095255687
sq109:0_days_3:4,-0.7652319251,-0.0923114414
sq109:0_days_control:1,-1.2440946413,0.0148213625
sq109:0_days_control:2,1.0476322914,0.042034629500000004
sq109:0_days_control:3,1.143561797,0.0020807307
sq109:0_days_control:4,-0.9470994471,-0.0589367227
sq109:1_days_3:1,-1.1364484092,-0.25162649060000003
sq109:1_days_3:2,0.6748680291,0.0477666249
sq109:1_days_3:3,0.6070494012000001,-0.021128284900000002
sq109:1_days_3:4,-1.2222078377,-0.2668355388
sq109:1_days_control:1,-0.9478719940000001,-0.0480712559
sq109:1_days_control:2,0.9335316720000001,0.0638287033
sq109:1_days_control:3,-1.0868681997,-0.0857846867
sq109:1_days_control:4,1.2425389309,-0.0469804892
stress:.1_butyrate:1,-0.4514997858,0.6338500991
stress:.1_butyrate:2,0.16292941390000001,0.5463190129000001
stress:.1_butyrate:3,-2.6007241462,0.5702871585
stress:.4_gluc:1,0.5320274014,-0.056290824100000005
stress:.4_gluc:2,-0.7065844472,-0.0149423786
stress:.4_gluc:3,0.1745570458,0.0712332027
stress:1_days_low_iron:1,32.7470076611,0.8648706261
stress:1_days_low_iron:2,32.668607134,0.6317734467
stress:1_days_low_iron:3,32.2063788638,0.5598571815
stress:7_days_low_iron:1,30.2334962079,1.2875682776000001
stress:7_days_low_iron:2,30.6716945621,1.4290377957
stress:7_days_low_iron:3,30.6599346497,1.4325846848000001
stress:gluc_butyrate:1,0.1285555709,0.6569144522
stress:gluc_butyrate:2,0.8077795555,0.4437802156
stress:gluc_butyrate:3,0.0095398433,0.698809303
stress:high_iron:1,1.4174262102,0.3561636908
stress:high_iron:2,0.8262598174,0.2432372828
stress:high_iron:3,1.3222283338,0.36343134520000003
stress:tolox_ph_7:1,7.9018121762,0.3321201983
stress:tolox_ph_7:2,8.0870510224,0.39674127330000003
sutez:0_days_5.6:1,0.009055771,-0.0790633094
sutez:0_days_5.6:2,-0.0747495069,-0.0079281924
sutez:0_days_5.6:3,-0.2328378533,0.0595403979
sutez:0_days_5.6:4,-0.3445666194,-0.0816214292
sutez:0_days_control:1,0.0821699519,-0.0304315712
sutez:0_days_control:2,0.07774794310000001,0.0008533362000000001
sutez:0_days_control:3,-0.2676616349,0.014702246
sutez:0_days_control:4,0.10774374,0.0148759891
sutez:1_days_5.6:1,-4.4408429086,0.0515086775
sutez:1_days_5.6:2,-4.2658981895,0.0426330838
sutez:1_days_control:1,1.4075761103,-0.5135245156
sutez:1_days_control:2,1.3903101896,-0.5210062590000001
sutez:1_days_control:3,1.4915522682,-0.6377434884000001
sutez:1_days_control:4,1.3050802133000001,-0.49008613360000003
thrB:0_days_starve:1,-0.3250824466,-0.1375821511
thrB:0_days_starve:2,0.3250824466,0.1375821511
tss:expression_library:1,0.6233534101,-0.8251862715
tss:expression_library:2,1.3835441867,-0.7952317735000001
tss:mapping_triphosphate:1,2.7433262785,-0.3169083741
tss:mapping_triphosphate:2,3.5020336365,-0.18862241970000002
tss:mapping_wo_triphosphate:1,2.240233284,-0.023955139
tss:mapping_wo_triphosphate:2,2.8913010052,-0.2443117079
tss:wt_experiment_2:1,-0.5032598285000001,0.0549715069
tss:wt_experiment_2:2,0.2350122531,-0.0554560656
tss:wt_experiment_2:3,0.2682475754,0.0004845587
vera:0_days_176:1,-0.010775601000000001,0.0258847627
vera:0_days_176:2,-0.312329047,-0.0086503301
vera:0_days_176:3,-0.6962894759,-0.0289620337
vera:0_days_176:4,-0.29905158390000003,0.016288657
vera:0_days_control:1,-0.12547043900000002,0.1266721871
vera:0_days_control:2,0.0475820313,-0.0569852189
vera:0_days_control:3,-0.109677678,-0.1060678012
vera:0_days_control:4,0.1875660857,0.036380833
vera:1_days_176:1,15.1515964439,1.3370533865
vera:1_days_176:2,15.5225704145,1.3827719151
vera:1_days_176:3,16.1398422505,1.3410949193000001
vera:1_days_control:1,-1.1157193478,0.6685582585000001
vera:1_days_control:2,-1.2597154423,0.7100262810000001
vera:1_days_control:3,-1.3589851473,0.7759538565
vera:1_days_control:4,-1.3106513941,0.7368128544
