,A,narL
novobiocin:0_Novobiocin_20min:2.0,-1.7565270230999999,0.4945688399
novobiocin:500_Novobiocin_60min:3.0,2.1225059435,0.0937952331
novobiocin:0_Novobiocin_0min:2.0,0.6464883863,-0.0484844781
novobiocin:100_Novobiocin_60min:3.0,1.5734807276,0.7913036042
novobiocin:500_Novobiocin_20min:2.0,1.205586707,-0.22592336270000002
novobiocin:500_Novobiocin_10min:2.0,1.3841697194,-0.4528291806
novobiocin:0_Novobiocin_0min:3.0,1.000694019,-0.1902789004
novobiocin:500_Novobiocin_20min:3.0,2.2385086555,-0.31525339820000003
novobiocin:0_Novobiocin_10min:3.0,-0.6788037363,-0.17832547940000001
novobiocin:0_Novobiocin_20min:3.0,-0.5469640621,0.4340894062
starvation:Glucose_6h:1.0,-0.30799822060000004,0.086269756
starvation:Low_3d:1.0,5.4915934736,0.1812328675
starvation:Low_3d:2.0,3.5539429107,0.5416626913
starvation:Glucose_24h:1.0,3.462548973,-0.7382736904
starvation:High_4d:1.0,-0.7520206142,-1.2863320753
starvation:High_4h:1.0,-1.3689062616,-0.8766958866000001
starvation:High_4d:2.0,0.4698497513,-1.3314762167
starvation:High_4h:2.0,-3.5654559846,-1.4411913907
starvation:Low_24h:1.0,3.1857239038,1.4559025192
starvation:Glucose_6h:2.0,0.30799822060000004,-0.086269756
starvation:Low_24h:2.0,3.1598304661,1.0893391738
starvation:Glucose_24h:2.0,3.6992428413000003,-0.7590433643000001
18_mutants:phoB/R_InSPI2:1.0,3.8384339161,1.7745885637
18_mutants:hfq_ESP:1.0,-8.3862162109,1.2262024314
18_mutants:ompR/envZ_InSPI2:1.0,4.4191417405,1.3164765666
18_mutants:dam_MEP:1.0,0.4503775135,0.9514120749
18_mutants:WT_IEP:1.0,-2.5284439965,0.25086379270000003
18_mutants:ssrA/B_InSPI2:1.0,4.2557906801,1.180296404
18_mutants:WT_InSPI2:1.0,4.3021248044,0.9983006096
18_mutants:hilC_IEP:1.0,-2.3253075923,0.8223459398
18_mutants:fliZ_ESP:1.0,-13.3211223271,1.317277663
18_mutants:hilD_InSPI2:1.0,4.3719855409,1.3212079957
18_mutants:phoP/Q_InSPI2:1.0,2.6321541731,1.1485169474
18_mutants:ssrB_InSPI2:1.0,4.4664669464,1.2073624926
18_mutants:fur_ESP:1.0,-11.8983784969,0.7064952236
18_mutants:WT_MEP:1.0,-8.718207035e-21,0.0
18_mutants:hilD_IEP:1.0,-3.9446080502000003,0.5749621140000001
18_mutants:hilE_IEP:1.0,-1.7472999383999999,0.8861885654
18_mutants:slyA_InSPI2:1.0,4.292978586,1.2258961236
18_mutants:ssrA_InSPI2:1.0,4.2098125897,0.9945585655
18_mutants:WT_lnSPI2:1.0,3.1825202597,1.8468376429000002
18_mutants:hilA_IEP:1.0,-4.3874133079,0.3783449903
Infection_conditions:pH3_shock:1.0,3.9243460593,-0.5852538462
Infection_conditions:Peroxide_shock_InSPI2:1.0,6.4982881539,0.9636847654
Infection_conditions:MEP:1.0,2.8084219203,-1.1553726008
Infection_conditions:Oxygen_shock:1.0,2.8549736405,-0.0471014962
Infection_conditions:MEP:2.0,2.2445107393,-0.6564779595
Infection_conditions:Anaerobic_shock:1.0,-14.8477002214,0.432034197
Infection_conditions:Bile_shock:1.0,2.5618257718,-1.1304394405
Infection_conditions:LowFe2+_shock:1.0,5.4046313553,-0.8767717005000001
Infection_conditions:MEP:3.0,1.851082162,-1.1099561619
Infection_conditions:pH5.8_shock:1.0,3.6836746142,-0.863667556
Infection_conditions:ESP:1.0,-6.1739058647,0.2782933408
Infection_conditions:inSPI2_dRNA_seq:1.0,6.3557664243,1.1294262735
Infection_conditions:LEP:1.0,-0.213198041,-0.3508195303
Infection_conditions:Temp20:1.0,2.658268014,-0.5763023405000001
Infection_conditions:25C:1.0,6.1087493056,-0.7688054427000001
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,7.2216543873,1.0199329359
Infection_conditions:ESP:2.0,-7.6615232816,-0.016828930500000002
Infection_conditions:EEP:1.0,4.2030505785,-0.8191439313000001
Infection_conditions:ESP:3.0,-6.0845434435,0.4859287691
Infection_conditions:Anaerobic_growth:1.0,-13.1300784013,0.3179077958
Infection_conditions:NaCl_shock:1.0,5.635162984,-0.11121862860000001
Infection_conditions:Pool_RNA_seq:1.0,1.566807825e-20,0.0
Infection_conditions:Cold_shock_15C:1.0,4.2124587945,-0.0191289896
Infection_conditions:Pool_dRNA_seq:1.0,1.1418563727,-0.0513205481
Infection_conditions:InSPI2_LowMg2+:1.0,6.2013800786,1.2789196104
Infection_conditions:Temp10:1.0,2.5863668838000002,-0.5032825508000001
Infection_conditions:NonSPI2:1.0,5.397483681,0.0771446004
Macrophage:Intra_macrophage_dRNA:1.0,-0.3632422453,-0.0172286753
Macrophage:Intra_macrophage_RNA:1.0,0.3159199158,0.1297968834
Macrophage:Intra_macrophage_RNA:2.0,-0.3159199158,-0.1297968834
Macrophage:Intra_macrophage_dRNA:2.0,-0.4906299952,0.065795433
comparative_st474:st474_InSPI2:1.0,2.7241430791,0.8717042819
comparative_st474:st474_LEP:1.0,-3.0166061987,0.7922784111000001
comparative_st474:st474_InSPI2:2.0,2.9816809563,1.0071410793
comparative_st474:st474_EEP:1.0,1.3869343833,0.34582784240000003
comparative_st474:st474_ESP:1.0,-9.3437545818,1.1956275741
comparative_st474:st474_NaCl_shock:1.0,2.8053571684,1.0070293043
comparative_st474:st474_NO_shock_InSPI2:1.0,4.3893441122,2.0690851898
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,3.6639229236,1.9722253336
comparative_st474:st474_Oxygen_shock:1.0,0.028312305700000002,1.095835139
comparative_st474:st474_MEP:1.0,-2.717989173e-28,0.0
comparative_st474:st474_ESP:2.0,-8.9026963954,1.3454953961
comparative_st474:st474_ESP:3.0,-11.0128219324,0.8959076195000001
comparative_st474:st474_NonSPI2:1.0,1.4454497204,0.8794672423000001
comparative_st474:st474_Bile_shock:1.0,-0.2499625426,0.0298692218
comparative_st474:st474_NonSPI2:2.0,1.3523972657,1.0698524508
comparative_st474:st474_Anaerobic_growth:1.0,-21.3612525021,1.1072129612
comparative_st474:st474_Macrophage:1.0,-2.0560709118,1.5847309195000001
comparative_st474:st474_Anaerobic_shock:1.0,-17.6421797954,1.5589623733
comparative_st474:st474_InSPI2:3.0,2.3511234246,0.7616614851
comparative_st474:st474_InSPI2:4.0,4.2963841107,0.9376705446
comparative_st474:st474_Anaerobic_growth:2.0,-21.7244783668,0.0163409334
comparative_st474:st474_Anaerobic_growth:3.0,-21.00476674,0.654776389
comparative_st474:st474_ESP:4.0,-11.2573635015,0.9388813086000001
comparative_st474:st474_Macrophage:2.0,-2.687614131,1.3251312364
comparative_st474:st474_25C:1.0,3.2805715918000002,0.3922673727
comparative_st474:st474_Low_Fe2+_shock:1.0,2.6023004902,0.2709812883
comparative_st474:st474_NonSPI2:3.0,0.9054645014,1.227965647
comparative_D23580:D23580_NonSPI2:1.0,4.7618865595,0.3927845182
comparative_D23580:D23580_InSPI2:1.0,2.8651638253,0.479378193
comparative_D23580:D23580_Anaerobic_growth:1.0,-21.9985600399,-0.3579725928
comparative_D23580:D23580_pBT1 deletion:1.0,-10.0524261048,1.2296146416
comparative_D23580:D23580_InSPI2:2.0,3.6629455659,1.0304829874
comparative_D23580:D23580_25C:1.0,5.372926676,-0.8420595951000001
comparative_D23580:D23580_pBT1 deletion:2.0,-10.5466304244,0.5854515571000001
comparative_D23580:D23580_Oxygen_shock:1.0,1.5354651825999999,-0.4990160167
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,-0.9629598887,1.2331334103
comparative_D23580:D23580_LEP:1.0,-3.2217133199,0.7453310214000001
comparative_D23580:D23580_ESP:1.0,-15.0553279314,-0.2430699383
comparative_D23580:D23580_Macrophage:1.0,0.1604137044,1.6410473246000001
comparative_D23580:D23580_ESP:2.0,-10.3891570319,1.8355298088
comparative_D23580:D23580_Low_Fe2+_shock:1.0,0.8460849997000001,-0.3298389016
comparative_D23580:D23580_Bile_shock:1.0,-0.28797646250000003,0.8353581021
comparative_D23580:D23580_NaCl_shock:1.0,5.8798808514,-1.4412836278
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,-0.42684033330000004,1.2808962532
comparative_D23580:D23580_InSPI2:3.0,4.2866534591,1.0040178884
comparative_D23580:D23580_EEP:1.0,2.5266070927,-0.12365846150000001
comparative_D23580:D23580_NO_shock_InSPI2:1.0,2.9587544286,1.3591976651
comparative_D23580:D23580_Anaerobic_shock:1.0,-17.6320244798,2.9726796732
comparative_D23580:D23580_InSPI2:4.0,2.3438359813,0.5257494673
comparative_D23580:D23580_NonSPI2:2.0,3.6147651249,0.0510927632
comparative_D23580:D23580_NonSPI2:3.0,4.3786329316,0.6323053631000001
comparative_D23580:D23580_ESP:3.0,-11.1436452829,-0.1985175837
comparative_D23580:D23580_Macrophage:2.0,0.045262511000000005,1.6183772298
comparative_D23580:D23580_NonSPI2:4.0,3.4699089331,0.211942453
comparative_D23580:D23580_ESP:4.0,-13.6619533305,0.0385168613
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,5.7955197035,-0.2220278973
comparative_D23580:D23580_Anaerobic_growth:2.0,-22.7691162874,-0.5420465683
comparative_D23580:D23580_Anaerobic_growth:3.0,-23.2139221598,-0.1146059284
pgtE:ESP_tex:1.0,-3.1614354199,-0.06357060340000001
pgtE:Pooled_tex:1.0,7.88712914,-2.0976940414
pgtE:ESP:1.0,-6.3630008418,1.2943069418
pgtE:InSPI2:1.0,6.9138745887,-0.0617960134
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,6.0096455291,-1.2485627942
aroA:SF101:1.0,-0.7500264717,-2.8999306148
aroA:SF101:2.0,-1.3970991057,-3.0309948589
aroA:SF100:1.0,-0.3630987196,-3.2575829944
aroA:SF100:2.0,2.1283961945,-2.8068733031
aroA:WT_vivo:1.0,0.5503768089000001,-0.1677258006
aroA:WT_vivo:2.0,-0.5503768089000001,0.1677258006
flagella_mutants:SF102:1.0,0.4480484965,-0.1681544079
flagella_mutants:SF102:2.0,-0.4480484965,0.1681544079
flagella_mutants:del_fliHIJ:1.0,-1.570314432,0.24364569530000002
flagella_mutants:del_fliHIJ:2.0,-0.7887564531,0.3255833197
flagella_mutants:del_fliF:1.0,-1.2811028555,0.0360608222
flagella_mutants:del_fliF:2.0,-1.1434566636,0.3970941334
myricanol:Control:1.0,0.5483080012,-0.11098773270000001
myricanol:Control:2.0,-0.29632345050000003,0.013574589000000001
myricanol:Control:3.0,-0.2519845506,0.09741314370000001
myricanol:Myricanol:1.0,7.8616885369,-0.1199429117
myricanol:Myricanol:2.0,0.8143339559,0.2749295337
myricanol:Myricanol:3.0,1.3596879192,0.08159571310000001
