,A,sigK
mrsI:ko_sds_atc:2,2.4312773267,-0.7341622442
mrsI:ko_sds_no_atc:1,0.0754214862,-0.301157601
mrsI:ko_sds_no_atc:2,1.1455540368000001,0.1825962153
mrsI:wt_iron_atc:1,0.5365181991,0.1925136878
mrsI:wt_iron_atc:2,-0.3983914756,-0.22066925
mrsI:wt_iron_no_atc:1,0.0538412408,1.1832066919
mrsI:wt_iron_no_atc:2,-0.44593640630000003,0.5731931987000001
mrsI:wt_ox_atc:1,0.3081868658,1.1579456533
mrsI:wt_ox_atc:2,-0.5296200798,0.4648091026
mrsI:wt_ox_noatc:1,1.4804678892,-0.5727848797
mrsI:wt_ox_noatc:2,2.9142236303,-0.43248825960000004
mrsI:wt_sds_atc:1,2.766885219,-0.4044602383
mrsI:wt_sds_atc:2,1.4768663601,-0.5347276938000001
mrsI:wt_sds_no_atc:1,0.4810973911,0.2644481501
mrsI:wt_sds_no_atc:2,-0.4810973911,-0.2644481501
nitrate:control:1,-0.1718722674,-0.0014332779
nitrate:control:2,0.1718722674,0.0014332779
p218:0_days_.1:1,-0.9784227950000001,-0.7176515561
p218:0_days_.1:2,-0.5023700680000001,-0.222110209
p218:0_days_.1:3,-0.7128254897,-0.6407889050000001
p218:0_days_.1:4,-0.6864350359,-0.7123828054
p218:0_days_control:1,-0.0651998317,0.0043391355
p218:0_days_control:2,0.1369656826,0.006946955
p218:0_days_control:3,0.1183438076,-0.0079588872
p218:0_days_control:4,-0.1901096585,-0.0033272033
p218:1_days_.1:1,-0.8013960606,-0.0715013561
p218:1_days_.1:2,-0.6485461133,0.0062258196
p218:1_days_.1:3,-0.7689623837,-0.10502641200000001
p218:1_days_.1:4,-0.7646391657,-0.058687311400000004
p218:1_days_control:1,2.0044531703,-0.4158573128
p218:1_days_control:2,2.0089056742,-0.5394348488
p218:1_days_control:3,1.7682921037,-0.4302321443
p218:1_days_control:4,1.8560491977,-0.5048159207
patH-Cap:post_path_ctrl:1,-0.1320463859,-0.5472546758
patH-Cap:post_path_ctrl:2,-0.6954404529,-0.502366771
patH-Cap:post_path_inh:1,-1.292458541,-0.8110004194
patH-Cap:post_path_inh:2,-0.5063084812,-1.0322387393
patH-Cap:pre_path_ctrl:1,0.1213539114,0.009345021700000001
patH-Cap:pre_path_ctrl:2,-0.1213539114,-0.009345021700000001
patH-Cap:pre_path_inh:1,-1.0743337149,-0.2999936834
patH-Cap:pre_path_inh:2,-0.7812296668,-0.39548582130000004
ppxx:double_mutant:1,-0.28139039520000003,-0.07725220590000001
ppxx:double_mutant:2,0.28139039520000003,0.07725220590000001
reactivation:day_1_reactivation:1,3.1601262237,1.5835925356
reactivation:day_1_reactivation:2,2.9155857887,1.6992457541000001
reactivation:day_1_reactivation:3,2.9276503818,1.6364401881
reactivation:day_2_reactivation:1,1.9866447779,1.6462719799999999
reactivation:day_2_reactivation:2,2.0825866434,1.4959737805
reactivation:day_2_reactivation:3,1.9732536957,1.504948103
reactivation:day_3_reactivation:1,2.1014702783,1.7058877244000001
reactivation:day_3_reactivation:2,2.0720886349,1.7002894604
reactivation:day_3_reactivation:3,2.1382473481,1.6662147643
reactivation:day_4_reactivation:1,1.6331619526,1.6409525953
reactivation:day_4_reactivation:2,1.5899590818,1.5571109715
reactivation:day_4_reactivation:3,1.8839262039,1.5406386739
reactivation:days_0_persistence:1,-0.22636450100000002,-0.026608364000000002
reactivation:days_0_persistence:2,-0.1084793705,-0.0084414508
reactivation:days_0_persistence:3,0.3348438715,0.0350498148
redox:intra_basal:1,-0.5776577426,-0.5292551561000001
redox:intra_basal:2,0.1289561606,-0.3586440184
redox:whib3_comp_4.5:1,5.6503392074,-0.8598537152
redox:whib3_comp_4.5:2,5.7763542162,-0.3998517066
redox:whib3_comp_6.6:1,2.4050887644,0.060572626500000004
redox:whib3_comp_6.6:2,2.0130998764,0.0553396882
redox:whib3_ko_4.5:1,6.283787379,-1.1778379513
redox:whib3_ko_4.5:2,6.426318891,-0.9656261153000001
redox:wt_4.5:1,1.159000062,-0.8784801602000001
redox:wt_4.5:2,0.2965085146,-1.1258274456
redox:wt_6.6:1,0.1192611637,-0.0965258591
redox:wt_6.6:2,-0.1192611637,0.0965258591
resus:day_1_run_1:1,0.0423665422,0.035795835000000005
resus:day_1_run_1:2,-0.0423665422,-0.035795835000000005
resus:day_4_run_1:1,-1.2335357139,0.5765334831
resus:day_4_run_1:2,-0.5914304312,0.1066047566
rho:00h_DUC:1,0.21836732120000002,-0.1143515409
rho:00h_DUC:2,-0.21836732120000002,0.1143515409
rho:00h_DUC_1:1,-0.10945777840000001,-0.4403301483
rho:00h_DUC_1:2,-0.2740172424,-0.4504111005
rho:01.5_DUC:1,-0.2870437525,-0.0818782062
rho:01.5_DUC:2,-0.6843422761,-0.3222134374
rho:01.5h_DUC_ATC:1,2.0789226474999998,0.17325865980000002
rho:01.5h_DUC_ATC:2,1.6982315752,0.0263973869
rho:03_DUC:1,-0.8404050041000001,-0.6486822752
rho:03_DUC:2,-1.4587959314,-0.41611485330000003
rho:03h_DUC_ATC:1,1.9421227617999999,-0.2915118189
rho:03h_DUC_ATC:2,0.7019771934,0.0017498522000000002
rho:06h_DUC_ATC:1,2.0000731199,-0.2891058467
rho:06h_DUC_ATC:2,2.2348497636,-0.3191767721
rho:06h_WT_ATC:1,2.2242409978,-0.0592721931
rho:06h_WT_ATC:2,-0.2397526557,0.0030934299000000003
rho:09_DUC:1,2.2357742254,-0.8817208364
rho:09_DUC:2,2.0142993613,-0.8306866783
rho:09h_DUC_ATC:1,4.5533100318,-0.6082768055000001
smx:0_days_12.5:1,0.1984649615,0.24506025990000002
smx:0_days_12.5:2,0.3449128938,0.2124672166
smx:0_days_12.5:3,0.7046879601,0.3107174223
smx:0_days_control:1,0.07325212910000001,0.018226756400000002
smx:0_days_control:2,-0.0177750966,-9.45272e-05
smx:0_days_control:3,-0.0554770325,-0.018132229200000002
smx:1_days_12.5:1,1.5485004474,0.8412903725
smx:1_days_12.5:2,1.5670639732,0.7314070679
smx:1_days_12.5:3,1.7033869726000002,0.8059060527
smx:1_days_control:1,0.7159758046,0.9179060873
smx:1_days_control:2,0.6401692662,0.9004415791
smx:1_days_control:3,0.5906974612,0.8072622894
sq109:0_days_3:1,-0.020856669600000002,-0.4111894847
sq109:0_days_3:2,1.6939812395,0.6805969179
sq109:0_days_3:3,1.6940375632,0.6610155528
sq109:0_days_3:4,-0.11123711500000001,-0.2032132312
sq109:0_days_control:1,-0.6917728309000001,-0.7305549130000001
sq109:0_days_control:2,0.5619425418,0.5921335134
sq109:0_days_control:3,0.8237486547,0.6963871844
sq109:0_days_control:4,-0.6939183657,-0.5579657847
sq109:1_days_3:1,-0.0294262991,-0.28751353300000004
sq109:1_days_3:2,1.4388876252,0.6448076479
sq109:1_days_3:3,1.6833453283000002,0.5939355987
sq109:1_days_3:4,-0.1531009206,-0.41406141890000003
sq109:1_days_control:1,-0.5567227108,-0.5425919137
sq109:1_days_control:2,1.1055886773,0.6358725717
sq109:1_days_control:3,-0.46844629990000003,-0.6368363309
sq109:1_days_control:4,1.0883562178,0.7090007107
stress:.1_butyrate:1,1.2624843775,-0.3770812262
stress:.1_butyrate:2,-0.38797565770000003,-0.29293690840000003
stress:.1_butyrate:3,1.4980124703,-0.471324357
stress:.4_gluc:1,-0.0717447107,0.18825473040000001
stress:.4_gluc:2,0.2300744869,0.0997170232
stress:.4_gluc:3,-0.1583297762,-0.2879717536
stress:1_days_low_iron:1,1.5539147243,0.17943867160000002
stress:1_days_low_iron:2,2.1486200094,0.2139326685
stress:1_days_low_iron:3,2.2380886015,0.460177241
stress:7_days_low_iron:1,-1.1086720992,-0.25262247120000003
stress:7_days_low_iron:2,-1.8608726897999999,0.0194906483
stress:7_days_low_iron:3,-1.30370658,0.06747862510000001
stress:gluc_butyrate:1,-0.49667364280000004,0.3284944499
stress:gluc_butyrate:2,0.3590116501,0.5602487935
stress:gluc_butyrate:3,-0.7239248789,0.028126672300000002
stress:high_iron:1,0.7380273373,1.3718908876
stress:high_iron:2,1.3814285739,1.5086216332
stress:high_iron:3,1.5268326440000002,1.4730137885
stress:tolox_ph_7:1,1.6720713092000001,1.1426442602
stress:tolox_ph_7:2,1.8076586979,1.0424263935
sutez:0_days_5.6:1,-0.0070758495,-0.1410764616
sutez:0_days_5.6:2,0.2191152366,-0.0034936459
sutez:0_days_5.6:3,0.4168537966,0.0681397985
sutez:0_days_5.6:4,0.0597430716,-0.0981973033
sutez:0_days_control:1,-0.1545731138,-0.0597093628
sutez:0_days_control:2,0.055502715800000005,0.038994486700000004
sutez:0_days_control:3,0.0370108395,0.0185570086
sutez:0_days_control:4,0.0620595585,0.0021578675
sutez:1_days_5.6:1,6.1265301051,-0.9402922833
sutez:1_days_5.6:2,6.3635034602000005,-1.0496603954000001
sutez:1_days_control:1,-0.5060289405,0.6181727487
sutez:1_days_control:2,-0.0473227378,0.4056666689
sutez:1_days_control:3,0.3292551445,0.4578773062
sutez:1_days_control:4,-0.3405847744,0.5088310315
thrB:0_days_starve:1,0.1573498066,0.34442514160000004
thrB:0_days_starve:2,-0.1573498066,-0.34442514160000004
tss:expression_library:1,0.5764900086,0.4549619709
tss:expression_library:2,0.6957159792000001,0.8473555944000001
tss:mapping_triphosphate:1,2.0845009668,1.9681771060000002
tss:mapping_triphosphate:2,2.8380244045,2.2323776809
tss:mapping_wo_triphosphate:1,0.7409671035000001,1.6443297956
tss:mapping_wo_triphosphate:2,0.0453466388,1.5777059436
tss:wt_experiment_2:1,-0.1288988519,-0.3321783421
tss:wt_experiment_2:2,-0.1836554736,0.09427004330000001
tss:wt_experiment_2:3,0.3125543255,0.2379082989
vera:0_days_176:1,-0.8635311439000001,-0.3042950934
vera:0_days_176:2,-0.2146419069,-0.08099382720000001
vera:0_days_176:3,-0.5310168838,-0.1777823789
vera:0_days_176:4,-0.3633528012,-0.1144111421
vera:0_days_control:1,0.4781915404,-0.0534821777
vera:0_days_control:2,-0.3153640981,0.2141749486
vera:0_days_control:3,-0.0401552965,-0.13654180670000002
vera:0_days_control:4,-0.12267214580000001,-0.0241509643
vera:1_days_176:1,-1.6348012550000002,-0.5286161718
vera:1_days_176:2,-1.7567486796,-0.5576937152
vera:1_days_176:3,-2.6883102912,-0.6927924510000001
vera:1_days_control:1,0.0089178761,-0.1285166018
vera:1_days_control:2,-0.44319675470000003,0.0396993995
vera:1_days_control:3,-0.0917749489,-0.1478029531
vera:1_days_control:4,-0.18656888100000002,-0.0642028939
