,A,metJ
novobiocin:0_Novobiocin_60min:3.0,-3.1628776442,-1.1523538958
novobiocin:500_Novobiocin_10min:1.0,-3.7352472413999998,0.6573860461000001
novobiocin:0_Novobiocin_20min:2.0,-2.613646458,0.360113568
novobiocin:500_Novobiocin_60min:3.0,-6.2726006076,0.5631968566000001
novobiocin:0_Novobiocin_0min:2.0,-0.21905357120000002,-0.0407279211
novobiocin:100_Novobiocin_60min:3.0,-6.7568403515,0.7217242208
novobiocin:500_Novobiocin_20min:2.0,-5.1271128363,0.3478623266
novobiocin:500_Novobiocin_10min:2.0,-3.442062547,0.6402152954
novobiocin:0_Novobiocin_0min:3.0,0.4362617749,-0.0961598895
novobiocin:500_Novobiocin_20min:3.0,-4.7791418534,0.6785578639000001
novobiocin:0_Novobiocin_10min:3.0,-2.3831369548,0.0345727611
novobiocin:0_Novobiocin_20min:3.0,-2.4671043425,0.38187718800000003
starvation:Glucose_6h:1.0,0.0084395691,0.1977916431
starvation:Low_3d:1.0,-1.4926414041,-0.6832034024
starvation:Low_3d:2.0,-2.9768531605,-0.9086418328
starvation:Glucose_24h:1.0,-7.4848968426999996,-2.020912855
starvation:High_4d:1.0,3.8610596062,1.3586203858
starvation:High_4h:1.0,0.5585120312,1.1091568998
starvation:High_4d:2.0,3.9752258369,1.6939021201000002
starvation:High_4h:2.0,-0.788323069,0.8904315492
starvation:Low_24h:1.0,-1.3259425399,-0.0714140482
starvation:Glucose_6h:2.0,-0.0084395691,-0.1977916431
starvation:Low_24h:2.0,-3.3175722391,-0.37053443610000003
starvation:Glucose_24h:2.0,-7.0733754825,-1.8836766349
18_mutants:phoB/R_InSPI2:1.0,15.0241874446,0.5582271232
18_mutants:hfq_ESP:1.0,-1.6728525409000001,1.3298023361
18_mutants:ompR/envZ_InSPI2:1.0,16.5176183312,1.1573302552
18_mutants:dam_MEP:1.0,0.6305077439,0.2593966246
18_mutants:WT_IEP:1.0,-2.9747195679000002,0.0569978848
18_mutants:ssrA/B_InSPI2:1.0,15.4778158492,0.7696083952
18_mutants:WT_InSPI2:1.0,15.8928892217,0.712141581
18_mutants:hilC_IEP:1.0,-3.7194509511,0.9778715407
18_mutants:fliZ_ESP:1.0,-0.5387923327,0.18933103580000002
18_mutants:hilD_InSPI2:1.0,14.2421768683,0.7245130493
18_mutants:phoP/Q_InSPI2:1.0,16.3745487353,1.0423059158
18_mutants:ssrB_InSPI2:1.0,15.0121988173,0.7975438354000001
18_mutants:fur_ESP:1.0,-1.0808240515,0.0427241161
18_mutants:WT_MEP:1.0,6.584827736e-21,0.0
18_mutants:hilD_IEP:1.0,-2.7923834536000003,0.6214853661
18_mutants:hilE_IEP:1.0,-0.2393020565,0.187316898
18_mutants:slyA_InSPI2:1.0,17.3522215566,0.1973343928
18_mutants:ssrA_InSPI2:1.0,14.7935751395,0.8804112611
18_mutants:WT_lnSPI2:1.0,15.4602478174,0.5691417956
18_mutants:hilA_IEP:1.0,-2.5270962233,0.1667075557
Infection_conditions:pH3_shock:1.0,-4.3988547479,-0.44480249520000004
Infection_conditions:Peroxide_shock_InSPI2:1.0,13.8256269871,1.1461081384
Infection_conditions:MEP:1.0,-6.783266402,-0.2139215046
Infection_conditions:Oxygen_shock:1.0,-5.9691870026,-0.24607947330000002
Infection_conditions:MEP:2.0,-7.6276678987,-0.18211964890000001
Infection_conditions:Anaerobic_shock:1.0,-7.436467049,0.0206832302
Infection_conditions:Bile_shock:1.0,-8.4852699151,0.5469065209
Infection_conditions:LowFe2+_shock:1.0,-6.2369427731,-0.299529102
Infection_conditions:MEP:3.0,-6.6928002946,0.0968324936
Infection_conditions:pH5.8_shock:1.0,-5.6704707961,-0.262083408
Infection_conditions:ESP:1.0,-7.7899913996,-0.2183256436
Infection_conditions:inSPI2_dRNA_seq:1.0,1.3474377577,-1.6618818685
Infection_conditions:LEP:1.0,-7.4160710026,-0.5225885895
Infection_conditions:Temp20:1.0,-7.5091365075,-0.4957698901
Infection_conditions:25C:1.0,-5.1441673451,0.065900547
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-1.0675724726,-0.0282368008
Infection_conditions:ESP:2.0,-7.6417906001,-0.2251693347
Infection_conditions:EEP:1.0,-6.1466179513,0.0210178808
Infection_conditions:ESP:3.0,-7.3006525503,-0.1712762549
Infection_conditions:Anaerobic_growth:1.0,-6.0193599718,-0.1416067338
Infection_conditions:NaCl_shock:1.0,-6.8286089327,0.3292788587
Infection_conditions:Pool_RNA_seq:1.0,-1.183403878e-20,0.0
Infection_conditions:Cold_shock_15C:1.0,-6.0754296882,-0.7054468133
Infection_conditions:Pool_dRNA_seq:1.0,-1.5472713622,-1.1821683641
Infection_conditions:InSPI2_LowMg2+:1.0,-1.7084507814,-0.0534250371
Infection_conditions:Temp10:1.0,-5.9829955945,0.4112209656
Infection_conditions:NonSPI2:1.0,8.6723538963,0.58115607
Macrophage:Intra_macrophage_dRNA:1.0,-0.1982409383,-1.010484953
Macrophage:Intra_macrophage_RNA:1.0,-0.2752186841,0.2252521231
Macrophage:Intra_macrophage_RNA:2.0,0.2752186841,-0.2252521231
Macrophage:Intra_macrophage_dRNA:2.0,-0.6691514712000001,-0.0659332323
comparative_st474:st474_InSPI2:1.0,12.061552091,-0.18671311740000002
comparative_st474:st474_LEP:1.0,-0.6420512631,-0.31987726040000003
comparative_st474:st474_InSPI2:2.0,11.8019574627,-0.1625285416
comparative_st474:st474_EEP:1.0,0.6247706885000001,0.245837255
comparative_st474:st474_ESP:1.0,-3.5877278675,-0.3271344462
comparative_st474:st474_NaCl_shock:1.0,-0.0133209424,0.5064794690000001
comparative_st474:st474_NO_shock_InSPI2:1.0,5.7017952341,0.0806716125
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,20.5412149144,1.2132107827
comparative_st474:st474_Oxygen_shock:1.0,0.814026851,-0.043113399999999996
comparative_st474:st474_MEP:1.0,5.375041136e-29,0.0
comparative_st474:st474_ESP:2.0,-2.6206823919,-0.099050699
comparative_st474:st474_ESP:3.0,-3.6698787885,-0.7736254209000001
comparative_st474:st474_NonSPI2:1.0,10.8875022174,-0.7209218336000001
comparative_st474:st474_Bile_shock:1.0,-1.6931348732,0.7661297378
comparative_st474:st474_NonSPI2:2.0,13.7414879845,-0.19360925810000001
comparative_st474:st474_Anaerobic_growth:1.0,-3.8593988519,0.1435879937
comparative_st474:st474_Macrophage:1.0,3.4765845144,0.2451633895
comparative_st474:st474_Anaerobic_shock:1.0,-0.6503922276,0.20780359480000002
comparative_st474:st474_InSPI2:3.0,12.5953236704,-0.3281542025
comparative_st474:st474_InSPI2:4.0,15.8684297608,0.6492028466
comparative_st474:st474_Anaerobic_growth:2.0,-3.0974462886,0.11029193920000001
comparative_st474:st474_Anaerobic_growth:3.0,-3.3265090344,0.3298613215
comparative_st474:st474_ESP:4.0,-1.5679113226,0.0157041236
comparative_st474:st474_Macrophage:2.0,4.0267806656,-0.2053469272
comparative_st474:st474_25C:1.0,1.6398937275,0.2866622153
comparative_st474:st474_Low_Fe2+_shock:1.0,0.5335630258,-0.0930605514
comparative_st474:st474_NonSPI2:3.0,12.5446063247,-0.3066682414
comparative_D23580:D23580_NonSPI2:1.0,14.6503511192,-0.1966684274
comparative_D23580:D23580_InSPI2:1.0,9.3802424875,-0.7887047198
comparative_D23580:D23580_Anaerobic_growth:1.0,-3.0050248091,0.1247887761
comparative_D23580:D23580_pBT1 deletion:1.0,-2.8071830399,-0.8925219
comparative_D23580:D23580_InSPI2:2.0,10.3662524933,-0.4984835265
comparative_D23580:D23580_25C:1.0,2.436837656,-0.5799306766
comparative_D23580:D23580_pBT1 deletion:2.0,-2.8815281179000003,-0.6691840176
comparative_D23580:D23580_Oxygen_shock:1.0,-2.5910457441,-0.45664401
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,4.8023723056000005,-1.4856399454
comparative_D23580:D23580_LEP:1.0,-2.911175144,-0.1875825399
comparative_D23580:D23580_ESP:1.0,-3.1719180161000002,-0.6553544484
comparative_D23580:D23580_Macrophage:1.0,3.9014807782,-0.8943258733
comparative_D23580:D23580_ESP:2.0,-3.8677804772,-0.4159387626
comparative_D23580:D23580_Low_Fe2+_shock:1.0,1.0474404389,-0.2618339341
comparative_D23580:D23580_Bile_shock:1.0,-0.0092000703,0.44586497690000004
comparative_D23580:D23580_NaCl_shock:1.0,3.4385906227,0.6828830318
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,2.747721195,-0.33500417260000004
comparative_D23580:D23580_InSPI2:3.0,14.5401777587,-0.0575225521
comparative_D23580:D23580_EEP:1.0,-1.2597517659,0.296540093
comparative_D23580:D23580_NO_shock_InSPI2:1.0,5.5999674685,0.1814832596
comparative_D23580:D23580_Anaerobic_shock:1.0,1.0253672509,0.2118785265
comparative_D23580:D23580_InSPI2:4.0,7.6012100518,-1.0270133805
comparative_D23580:D23580_NonSPI2:2.0,10.4136857247,-1.0309348497
comparative_D23580:D23580_NonSPI2:3.0,15.0497900745,0.0384706146
comparative_D23580:D23580_ESP:3.0,-2.9185448572,-0.4376857286
comparative_D23580:D23580_Macrophage:2.0,2.0893805551,-0.1249950392
comparative_D23580:D23580_NonSPI2:4.0,13.5964789171,0.07391657
comparative_D23580:D23580_ESP:4.0,-4.0700903976,-0.8946163952
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,19.2801968594,1.380488273
comparative_D23580:D23580_Anaerobic_growth:2.0,-3.9650330235,-0.0847792508
comparative_D23580:D23580_Anaerobic_growth:3.0,-4.4058778405,0.2386073829
pgtE:ESP_tex:1.0,-7.7924516549,-2.1282787685
pgtE:Pooled_tex:1.0,-0.29037638920000003,-2.4200987505000002
pgtE:ESP:1.0,-9.0289923567,-0.4933026741
pgtE:InSPI2:1.0,4.2023855423,-0.8660196462
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-0.7200669204,-2.8235679109
aroA:SF101:1.0,-4.1932846754,-1.9907963992000002
aroA:SF101:2.0,-2.3606140891000003,-1.8065603936999999
aroA:SF100:1.0,-3.19988684,-1.4644498905
aroA:SF100:2.0,-3.3504159567,-1.6420861068
aroA:WT_vivo:1.0,-0.743248812,0.1724910361
aroA:WT_vivo:2.0,0.743248812,-0.1724910361
flagella_mutants:SF102:1.0,-0.2039369379,-0.11407163390000001
flagella_mutants:SF102:2.0,0.2039369379,0.11407163390000001
flagella_mutants:del_fliHIJ:1.0,0.20132318300000002,0.6066868864
flagella_mutants:del_fliHIJ:2.0,-0.0034582899,0.6372324578
flagella_mutants:del_fliF:1.0,-0.2420164066,0.6787963261000001
flagella_mutants:del_fliF:2.0,0.2337972892,0.5641428061
myricanol:Control:1.0,0.0350780227,-0.12268916460000001
myricanol:Control:2.0,-0.0036745482,-0.0320131211
myricanol:Control:3.0,-0.0314034745,0.1547022857
myricanol:Myricanol:1.0,1.3908379219,0.3043792642
myricanol:Myricanol:2.0,0.3245711356,0.2676871701
myricanol:Myricanol:3.0,0.7550641344,0.1459154339
