,A,QscR
mexZ_knockout:wt_LB:3,-2.3727524574,-0.923084419
n-alkanes_treatment:PA_alkane:1,6.1521173288,2.079891048
n-alkanes_treatment:PA_alkane:2,6.0428063168,1.56863006
n-alkanes_treatment:PA_Glycerol:1,-0.39999108600000005,0.259333927
n-alkanes_treatment:PA_Glycerol:2,0.042947145900000004,-0.10475398500000001
n-alkanes_treatment:PA_Glycerol:3,0.3570439401,-0.154579942
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.37880040730000003,0.24712076800000002
natural_RNA_aptamers:PA_Water_rep_wt:2,0.37880040730000003,-0.24712076800000002
natural_RNA_aptamers:PA_FMN_rep:1,0.27172772230000003,-0.61072361
natural_RNA_aptamers:PA_FMN_rep:2,0.9957244065,-0.204348153
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.07046264590000001,0.233116167
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.5595000456,-0.163195892
NC_002516.2:Planktonic_total_RNA_Rep:3,0.6299626914,-0.069920275
NC_002516.2:Biofilm_total_RNA_Rep:1,5.288094593,0.5360278620000001
NC_002516.2:Biofilm_total_RNA_Rep:2,4.6566282138,0.291083454
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.20345324720000002,0.7589935800000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.4066984441,0.638438607
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.3563503316,0.9117965640000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,0.16652719130000002,0.42601497600000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,0.0025298264,0.251519555
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.4335680511,-0.30078451500000003
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.3959727884,0.024178939
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.0679776126,-0.5787840630000001
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.8513787186,0.368024511
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-0.6921867406000001,0.26015736300000003
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.3983410261,1.163392172
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.0717511852,-0.121304673
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.0637244495,-0.058904844000000005
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,0.0332751317,-0.283587982
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-0.28648850870000003,-0.7529925310000001
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-0.16835347920000002,0.49202819600000003
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-0.1258766003,0.398373026
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.10798944170000001,0.673861935
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,0.19458208200000002,0.029253492000000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,0.740862275,0.023874456000000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.0429590663,-0.14509592300000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,3.1096611633,-0.036825329000000004
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,2.8901000378,0.71146483
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,2.6202611895,1.130483083
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.139414499,0.168443071
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-1.2121310933,-0.277153113
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,1.3515455923,0.10871004100000001
relA-spoT_double-mutant:plank_WT_1:1,-0.5770499129000001,0.13338977100000002
relA-spoT_double-mutant:plank_WT_1:2,0.5049446331,0.307582564
relA-spoT_double-mutant:plank_WT_1:3,0.0721052798,-0.44097233500000005
relA-spoT_double-mutant:plank_rel-spot:1,-0.0260528602,-0.10041957700000001
relA-spoT_double-mutant:plank_rel-spot:2,-1.7541195557,0.106116045
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.00623173,0.19379025100000002
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.9548957062000001,0.050650934
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.7652326322,0.14795085400000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-1.5850686294,-0.232880298
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.14129143900000002,-0.159511741
sRNA_PA0805.1_overexpression:PA08051:1,-2.3001515683,-0.5467815220000001
sRNA_PA0805.1_overexpression:PA08051:2,-1.448747956,-0.367108584
sRNA_PA0805.1_overexpression:PA08051:3,-0.8146176277,-0.274039967
sRNA_PA0805.1_overexpression:PA08051:4,-1.0277603113,-0.216264692
sRNA_PA0805.1_overexpression:PA08051:5,-2.6240147048,-0.548746244
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-3.2760290213,-1.257388976
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-2.7853172043,-0.5400172470000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.575914304,0.149691727
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.575914304,-0.149691727
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.10981515600000001,0.019563005
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.10981515600000001,-0.019563005
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,6.104989649,2.258064598
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,4.4038808715,0.45471020100000004
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,6.2608417201,0.502809414
yhjH_knockout:PA_delyhjH_wt:1,-0.322599454,-0.152312884
yhjH_knockout:PA_delyhjH_wt:2,0.322599454,0.152312884
yhjH_knockout:PA_delyhjH:1,-1.0949919984,-0.151924588
yhjH_knockout:PA_delyhjH:2,-1.7026930368,0.022334916
yhjH_knockout:PA_delwspF:1,-0.4857908473,-0.127930988
yhjH_knockout:PA_delwspF:2,-0.1570012684,-0.044444233
