,A,ExsB
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.8419791750000001,-0.484623004
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-2.805102923,-0.850402455
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-2.740869027,-1.057758761
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.570662572,0.138151407
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.940565902,0.332530457
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-2.15927812,0.15265622
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-3.435294487,-0.281595671
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.08631625600000001,0.19249084100000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.178860591,-0.08397236200000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-4.255726185,-0.45175857100000005
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-3.95578422,-0.526762213
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-4.395798782,-0.587670098
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-4.415059902,-0.641207645
sRNA_PA0805.1_overexpression:EmptyVector_1:1,1.460624858,0.223454694
sRNA_PA0805.1_overexpression:EmptyVector_1:2,2.165431361,0.390432398
sRNA_PA0805.1_overexpression:EmptyVector_1:3,2.207958805,0.38213776400000005
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-3.770946823,-0.638611577
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-2.063068201,-0.35741327900000003
sRNA_PA0805.1_overexpression:PA08051:1,-13.15611669,-1.845709131
sRNA_PA0805.1_overexpression:PA08051:2,-14.65539176,-1.626980891
sRNA_PA0805.1_overexpression:PA08051:3,-14.5603787,-1.776335674
sRNA_PA0805.1_overexpression:PA08051:4,-15.67344219,-2.991907164
sRNA_PA0805.1_overexpression:PA08051:5,-15.09834425,-2.26656876
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,2.066353441,0.043518695
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,2.236034091,0.23352697500000003
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.01594276,0.276933982
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.01594276,-0.276933982
