,A,FpvR
mexZ_knockout:wt_LB:3,4.5977187415,-0.259610123
n-alkanes_treatment:PA_alkane:1,1.9117364814000002,0.29061890500000004
n-alkanes_treatment:PA_alkane:2,6.1204697523,0.40974890900000005
n-alkanes_treatment:PA_Glycerol:1,-0.8202107339,0.24211506200000002
n-alkanes_treatment:PA_Glycerol:2,0.2152881047,-0.042575138000000005
n-alkanes_treatment:PA_Glycerol:3,0.6049226292000001,-0.199539925
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.1337469849,0.223179227
natural_RNA_aptamers:PA_Water_rep_wt:2,0.1337469849,-0.223179227
natural_RNA_aptamers:PA_FMN_rep:1,0.33033477640000003,0.29204037800000004
natural_RNA_aptamers:PA_FMN_rep:2,0.1716049627,0.252042906
NC_002516.2:Planktonic_total_RNA_Rep:1,0.9702278447,0.039374744
NC_002516.2:Planktonic_total_RNA_Rep:2,-1.2552662973,0.221053716
NC_002516.2:Planktonic_total_RNA_Rep:3,0.2850384527,-0.26042846000000003
NC_002516.2:Biofilm_total_RNA_Rep:1,14.4794302992,0.518858546
NC_002516.2:Biofilm_total_RNA_Rep:2,14.8624966161,0.614786263
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.9508509234,0.035241084
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,2.7835513845,0.787094138
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,2.6471490060000002,0.7819004270000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,2.3452525148,1.256320375
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,2.4882065442,1.33347898
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.7564356266000001,0.026842132
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.6717445185,0.008655302
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.0134686669,-0.079044734
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.2649215355,0.47984582000000003
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.3316082853,0.39997573200000003
p-anisaldehyde_epigallocatechin_gallate:Combination:5,3.3176200011,0.9180283560000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.49920677100000005,-0.000176009
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.4381754855,0.043979659000000004
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-1.5236264662,-0.319351033
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-1.4034972998000002,-0.24120465300000002
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-0.7806882272,0.21543741100000002
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-1.0910424967,0.258334675
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.9079135471,0.051952159000000005
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-0.43383811590000004,0.209481837
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-0.5956050916,0.26834141100000003
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.0166889256,-0.04493557
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-4.796470623,0.075165309
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-4.8553362502,-0.11365535900000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-4.5869963408,-0.09716097400000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.8021038396,0.02199691
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.7038402767,-0.11705154
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.0982635629,0.09505463
relA-spoT_double-mutant:plank_WT_1:1,0.45560352470000004,-0.06130350700000001
relA-spoT_double-mutant:plank_WT_1:2,-2.160451556,0.024022658000000002
relA-spoT_double-mutant:plank_WT_1:3,1.7048480312,0.037280848000000005
relA-spoT_double-mutant:plank_rel-spot:1,3.9512017607,-0.045712837000000006
relA-spoT_double-mutant:plank_rel-spot:2,2.9125252593,0.363105944
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-1.0288659273,-0.092039199
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.25569395100000003,-0.115488295
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.6309586353000001,-0.133661362
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.4765093084,0.28361346
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.1770919346,0.057575397
sRNA_PA0805.1_overexpression:PA08051:1,-0.6825381656,-0.15055062300000002
sRNA_PA0805.1_overexpression:PA08051:2,3.4464507157,-0.025108787
sRNA_PA0805.1_overexpression:PA08051:3,2.980747942,0.069832189
sRNA_PA0805.1_overexpression:PA08051:4,3.2369503262,0.154618323
sRNA_PA0805.1_overexpression:PA08051:5,0.7742522673000001,0.23541863500000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.6530402028,-0.299025808
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-2.0152254253,-0.36192993700000003
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.083308122,0.0074288520000000005
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.083308122,-0.0074288520000000005
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.2499705322,0.020488414
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.2499705322,-0.020488414
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-4.3420233151,-0.27295399800000003
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-5.532399113,-0.42117984500000005
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-5.9598437882,-0.421372261
yhjH_knockout:PA_delyhjH_wt:1,0.0798841257,-0.007759473
yhjH_knockout:PA_delyhjH_wt:2,-0.0798841257,0.007759473
yhjH_knockout:PA_delyhjH:1,2.9569821537000003,-0.242483266
yhjH_knockout:PA_delyhjH:2,2.9856194718999998,-0.40954539300000004
yhjH_knockout:PA_delwspF:1,4.4842277796,-0.37954347
yhjH_knockout:PA_delwspF:2,2.2505285583,-0.087698973
