,A,Sfa2
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-3.275045418,-0.1430592
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-3.333755932,-0.111860872
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.24296788700000002,-0.15515267600000002
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-3.191914523,0.18206473
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-2.908858434,0.185876755
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-1.891666372,0.8439005570000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.24015100700000003,-0.042515754
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.23286178600000002,-0.046311573
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-4.519036031,-0.490103983
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-4.328293319,-0.478578881
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-4.304243224,-0.150693997
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-4.327962132,-0.052898809000000005
sRNA_PA0805.1_overexpression:EmptyVector_1:1,2.255599977,0.229629241
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.024202078000000002,0.196154666
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.614133204,-0.15291861
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-3.288489252,-0.27247398700000003
sRNA_PA0805.1_overexpression:EmptyVector_1:5,1.622820401,-0.00039131200000000005
sRNA_PA0805.1_overexpression:PA08051:1,7.364216076,0.837079993
sRNA_PA0805.1_overexpression:PA08051:2,1.6162255060000001,0.22248537200000001
sRNA_PA0805.1_overexpression:PA08051:3,0.06945079,0.272199301
sRNA_PA0805.1_overexpression:PA08051:4,1.058956384,0.25827416000000003
sRNA_PA0805.1_overexpression:PA08051:5,3.368709503,0.440502445
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,6.509320415,0.013219187
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,5.006692321,-0.022656451
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.29076009999999997,-0.018339107
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.29076009999999997,0.018339107
