,A,malT
novobiocin:0_Novobiocin_60min:3.0,8.6555112972,1.596136325
novobiocin:500_Novobiocin_10min:1.0,6.9044266833,-0.1456220786
novobiocin:0_Novobiocin_20min:2.0,8.8206933257,0.5892825127
novobiocin:500_Novobiocin_60min:3.0,-2.6625586083,0.5357309326
novobiocin:0_Novobiocin_0min:2.0,-0.7151201357,-0.0671911043
novobiocin:100_Novobiocin_60min:3.0,5.1459894552,1.4047101134
novobiocin:500_Novobiocin_20min:2.0,5.6587157111,-0.8502262878
novobiocin:500_Novobiocin_10min:2.0,3.3914027677,-0.9728150254000001
novobiocin:0_Novobiocin_0min:3.0,0.3395415057,-0.15473977600000002
novobiocin:500_Novobiocin_20min:3.0,2.9269224940000003,-1.5137305704
novobiocin:0_Novobiocin_10min:3.0,7.837348083,0.1827216539
novobiocin:0_Novobiocin_20min:3.0,8.5487418576,0.8398542829000001
starvation:Glucose_6h:1.0,-0.0488618325,-0.0776386168
starvation:Low_3d:1.0,3.4230939836,0.8735738901000001
starvation:Low_3d:2.0,1.381125274,0.7578929201
starvation:Glucose_24h:1.0,2.1652863141,-0.2311558236
starvation:High_4d:1.0,1.2114191722,2.0526237273
starvation:High_4h:1.0,-0.0966104629,2.2207531365
starvation:High_4d:2.0,0.9967928966,1.8529966663000002
starvation:High_4h:2.0,-0.49585392770000003,2.5689589811999998
starvation:Low_24h:1.0,10.1137989771,2.6869943697
starvation:Glucose_6h:2.0,0.0488618325,0.0776386168
starvation:Low_24h:2.0,4.8106377016,2.1515754922
starvation:Glucose_24h:2.0,2.2793167264,-0.0203423312
18_mutants:phoB/R_InSPI2:1.0,-9.8723864005,-0.0045014949
18_mutants:hfq_ESP:1.0,-6.4694830387,1.3523850855
18_mutants:ompR/envZ_InSPI2:1.0,-10.6847033067,0.2480610688
18_mutants:dam_MEP:1.0,-9.2488437928,0.18542389380000002
18_mutants:WT_IEP:1.0,-4.5876918579,1.6676607468
18_mutants:ssrA/B_InSPI2:1.0,-10.8522842094,0.14617878880000001
18_mutants:WT_InSPI2:1.0,-12.9526419127,-0.3644636449
18_mutants:hilC_IEP:1.0,-2.672252025,1.9541352505
18_mutants:fliZ_ESP:1.0,-2.7769792739,2.3504142434
18_mutants:hilD_InSPI2:1.0,-9.7464403362,-0.5336768085
18_mutants:phoP/Q_InSPI2:1.0,-9.6563927994,0.8132867566
18_mutants:ssrB_InSPI2:1.0,-10.4581647442,0.3830122412
18_mutants:fur_ESP:1.0,-1.947040094,1.8608483296
18_mutants:WT_MEP:1.0,-4.742904077e-21,0.0
18_mutants:hilD_IEP:1.0,-4.7158154848,1.8917680593
18_mutants:hilE_IEP:1.0,-3.2661885363,0.9282170745
18_mutants:slyA_InSPI2:1.0,-9.8114918951,1.1307450766
18_mutants:ssrA_InSPI2:1.0,-10.0470518271,0.3873386575
18_mutants:WT_lnSPI2:1.0,-10.4981571228,-0.3772523421
18_mutants:hilA_IEP:1.0,-4.6257467676,1.6490897649
Infection_conditions:pH3_shock:1.0,2.8229066415,0.2190035113
Infection_conditions:Peroxide_shock_InSPI2:1.0,-5.6246796154,-0.4440249021
Infection_conditions:MEP:1.0,4.2348170075,-1.0598306958
Infection_conditions:Oxygen_shock:1.0,-4.8236359818,-1.6782993256
Infection_conditions:MEP:2.0,4.1971055895,-1.0053833882
Infection_conditions:Anaerobic_shock:1.0,3.0740444246,1.444865842
Infection_conditions:Bile_shock:1.0,2.8276041416,0.8803184620000001
Infection_conditions:LowFe2+_shock:1.0,-0.48062235820000004,-1.4253666639
Infection_conditions:MEP:3.0,4.6105209015,-1.0320346388
Infection_conditions:pH5.8_shock:1.0,-5.0827501692,-2.3711259309
Infection_conditions:ESP:1.0,-0.0475102585,0.7835381783
Infection_conditions:inSPI2_dRNA_seq:1.0,-3.3854222804000003,-1.0313312178
Infection_conditions:LEP:1.0,1.5033328205,0.3962415808
Infection_conditions:Temp20:1.0,3.2327563834,0.6408672198
Infection_conditions:25C:1.0,-0.6711911408,-0.5938006421
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-6.1446843644,-0.9852453974000001
Infection_conditions:ESP:2.0,-0.858311947,0.602903629
Infection_conditions:EEP:1.0,-7.5838905424,-0.2013076521
Infection_conditions:ESP:3.0,0.2302252683,0.717298125
Infection_conditions:Anaerobic_growth:1.0,-3.8021650329,0.3050222788
Infection_conditions:NaCl_shock:1.0,-3.6766402781,-1.4439347003
Infection_conditions:Pool_RNA_seq:1.0,8.523792448999999e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,6.2492922402,0.3797380227
Infection_conditions:Pool_dRNA_seq:1.0,-0.6823721623,-0.2691231864
Infection_conditions:InSPI2_LowMg2+:1.0,-5.5780787396000004,-1.5788464033
Infection_conditions:Temp10:1.0,0.6107215277,0.2026831345
Infection_conditions:NonSPI2:1.0,-6.3677763087,0.3200665297
Macrophage:Intra_macrophage_dRNA:1.0,-0.9340292797,-0.1958017864
Macrophage:Intra_macrophage_RNA:1.0,0.40434128140000003,-0.0177130965
Macrophage:Intra_macrophage_RNA:2.0,-0.40434128140000003,0.0177130965
Macrophage:Intra_macrophage_dRNA:2.0,0.35556621250000003,0.0906981436
comparative_st474:st474_InSPI2:1.0,-12.0309068211,-0.2972524038
comparative_st474:st474_LEP:1.0,-2.7355447412,1.4443076486
comparative_st474:st474_InSPI2:2.0,-12.7398335138,-0.1872794844
comparative_st474:st474_EEP:1.0,-11.8015371354,0.8690276695
comparative_st474:st474_ESP:1.0,-4.1381870045,1.8753204808000001
comparative_st474:st474_NaCl_shock:1.0,-7.923884403,-0.41974565950000003
comparative_st474:st474_NO_shock_InSPI2:1.0,-10.3582576695,-0.0290070113
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,-9.8197315382,0.47039669500000003
comparative_st474:st474_Oxygen_shock:1.0,-9.0624702039,-0.628742902
comparative_st474:st474_MEP:1.0,-3.3870975630000002e-28,0.0
comparative_st474:st474_ESP:2.0,-5.2751608735,1.8254694382
comparative_st474:st474_ESP:3.0,-3.3451034204,1.6124198352999999
comparative_st474:st474_NonSPI2:1.0,-11.7261498771,1.30694223
comparative_st474:st474_Bile_shock:1.0,-1.4183699523,1.9449345536
comparative_st474:st474_NonSPI2:2.0,-11.8999646081,1.25567407
comparative_st474:st474_Anaerobic_growth:1.0,-3.3978456539,1.2003043227
comparative_st474:st474_Macrophage:1.0,-4.100425816,-0.6263389767
comparative_st474:st474_Anaerobic_shock:1.0,-1.1559377169,2.4772406678
comparative_st474:st474_InSPI2:3.0,-12.7307672997,-0.24024103400000002
comparative_st474:st474_InSPI2:4.0,-12.9230710609,-0.426070624
comparative_st474:st474_Anaerobic_growth:2.0,0.3895450794,0.761565951
comparative_st474:st474_Anaerobic_growth:3.0,-2.1034125929,1.0051909836
comparative_st474:st474_ESP:4.0,-4.9289776836,1.6280175333
comparative_st474:st474_Macrophage:2.0,-4.9091376202,-0.5909187199
comparative_st474:st474_25C:1.0,-4.9087558282,0.47262250180000004
comparative_st474:st474_Low_Fe2+_shock:1.0,-4.715341449,-0.372631608
comparative_st474:st474_NonSPI2:3.0,-11.7036296341,1.5275644029
comparative_D23580:D23580_NonSPI2:1.0,-10.2159705011,1.6362853275
comparative_D23580:D23580_InSPI2:1.0,-10.6541141945,-0.1975284146
comparative_D23580:D23580_Anaerobic_growth:1.0,-2.0855129567,1.3402384205
comparative_D23580:D23580_pBT1 deletion:1.0,-1.020616558,1.9081604409000001
comparative_D23580:D23580_InSPI2:2.0,-11.1182353503,0.1427613571
comparative_D23580:D23580_25C:1.0,-6.1598403191,-1.1759483676
comparative_D23580:D23580_pBT1 deletion:2.0,-1.7964501184000001,1.3435444675000001
comparative_D23580:D23580_Oxygen_shock:1.0,-11.8951231043,-0.7376835444000001
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,-10.4291292293,-0.7656532308
comparative_D23580:D23580_LEP:1.0,-3.1223035116,1.3612398024
comparative_D23580:D23580_ESP:1.0,-1.5220664143,2.2330110036
comparative_D23580:D23580_Macrophage:1.0,-11.5179692273,-1.7932266278000002
comparative_D23580:D23580_ESP:2.0,-2.3153172156,2.0165247099
comparative_D23580:D23580_Low_Fe2+_shock:1.0,7.3164890553,1.5323263594
comparative_D23580:D23580_Bile_shock:1.0,0.38714017030000003,1.8449321128
comparative_D23580:D23580_NaCl_shock:1.0,-9.5597092021,0.3055450046
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,-9.9899330523,-0.0017498960000000001
comparative_D23580:D23580_InSPI2:3.0,-11.2984276178,0.1807043768
comparative_D23580:D23580_EEP:1.0,-10.2776744906,0.0805918643
comparative_D23580:D23580_NO_shock_InSPI2:1.0,-9.4354972633,-0.6450266369000001
comparative_D23580:D23580_Anaerobic_shock:1.0,2.0251839058,2.7894120145
comparative_D23580:D23580_InSPI2:4.0,-10.3682950151,0.28453890060000003
comparative_D23580:D23580_NonSPI2:2.0,-8.7885021134,1.64246534
comparative_D23580:D23580_NonSPI2:3.0,-10.570726378,1.7750587612
comparative_D23580:D23580_ESP:3.0,-2.8459989241,2.0467778828
comparative_D23580:D23580_Macrophage:2.0,-10.4191672241,-0.7081016242
comparative_D23580:D23580_NonSPI2:4.0,-8.7135306794,1.2948796792000001
comparative_D23580:D23580_ESP:4.0,-1.592859984,2.0262305674
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-9.9424031735,-0.3374476467
comparative_D23580:D23580_Anaerobic_growth:2.0,-2.1975501532,1.5436569196
comparative_D23580:D23580_Anaerobic_growth:3.0,-2.1782144616,1.5807246437
pgtE:ESP_tex:1.0,-0.3479893868,-0.4665983152
pgtE:Pooled_tex:1.0,0.7165578762,-2.3971582036
pgtE:ESP:1.0,-0.0260719244,1.0233415273
pgtE:InSPI2:1.0,-8.3599537211,-1.1906629278
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-4.0923934445,-2.6127793373
aroA:SF101:1.0,-4.3357417955,0.1229844672
aroA:SF101:2.0,2.2853797269,2.0064171
aroA:SF100:1.0,4.4291583274,1.599988685
aroA:SF100:2.0,-0.9852302908,1.850036447
aroA:WT_vivo:1.0,-0.0528660711,-0.0569953913
aroA:WT_vivo:2.0,0.0528660711,0.0569953913
flagella_mutants:SF102:1.0,-0.5830708587,-0.10276069930000001
flagella_mutants:SF102:2.0,0.5830708587,0.10276069930000001
flagella_mutants:del_fliHIJ:1.0,0.6324283932,0.3596307835
flagella_mutants:del_fliHIJ:2.0,0.1602041573,0.2987928666
flagella_mutants:del_fliF:1.0,-0.0578099756,0.3180386269
flagella_mutants:del_fliF:2.0,-0.22753038860000002,0.3473099905
myricanol:Control:1.0,-0.0997411809,-0.0615737799
myricanol:Control:2.0,-0.1208100448,0.0658933284
myricanol:Control:3.0,0.2205512258,-0.0043195485
myricanol:Myricanol:1.0,-1.2962508244,0.0037891302
myricanol:Myricanol:2.0,-0.7129803965,-0.176542167
myricanol:Myricanol:3.0,-0.7910848465,0.0154151372
