,A,RhlR,QscR
Paeru_PRECISE:M9GlcNAcAA_2:2,-21.58965775,-2.017806635,-2.379384103
Paeru_PRECISE:M9GlcNAcAA_1:1,-19.40579388,-1.219631921,-1.512757985
Paeru_PRECISE:M9GlcNAcAA_1:2,-23.84836104,-1.823049782,-0.797864023
Paeru_PRECISE:M9glucAA_NaOCl:2,-22.8740259,-0.783330547,-0.11337999400000001
Paeru_PRECISE:M9glucAA_Cu:2,-26.66379993,-2.359102304,-0.049110899000000006
Paeru_PRECISE:M9glucAA_Fe:1,-0.591788492,-8.750000000000001e-06,-0.550183861
Paeru_PRECISE:M9glucAA_Fe:2,1.44757298,0.700866867,0.642998916
Paeru_PRECISE:M9glucAA_Zn:2,2.9838127940000003,0.9834538930000001,0.8365919620000001
Paeru_PRECISE:M9glucAA_wt:4,1.423593734,0.6383396530000001,0.87834439
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-0.011471275000000001,-0.081637282,-0.036825329000000004
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-0.033042728,-0.16997619700000002,0.71146483
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,0.411013993,0.05967783200000001,1.130483083
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,1.320279093,0.103094376,0.168443071
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.8148777930000001,0.24785119500000002,-0.277153113
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-2.135156886,-0.35094557,0.10871004100000001
relA-spoT_double-mutant:plank_WT_1:1,0.12499861200000001,-0.012887269000000002,0.13338977100000002
relA-spoT_double-mutant:plank_WT_1:2,-2.494800459,-0.19462036600000002,0.307582564
relA-spoT_double-mutant:plank_WT_1:3,2.369801847,0.20750763400000002,-0.44097233500000005
relA-spoT_double-mutant:plank_rel-spot:1,-11.04889328,-1.700550022,-0.10041957700000001
relA-spoT_double-mutant:plank_rel-spot:2,-12.25922388,-1.4357970930000001,0.106116045
Rosmarinic_acid:PAO1-100UMRA:1,3.889717347,0.368445426,0.31220248500000003
Rosmarinic_acid:PAO1-100UMRA:2,4.385493696,0.18590125300000002,0.272739034
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.20632171,0.035416604000000004,-0.258851487
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.037217849000000004,-0.007644161000000001,0.105969534
Rosmarinic_acid:PAO1_DMSO_Control:3,0.24353955900000002,-0.027772444,0.15288195200000002
Tf_toxin_expression:PAO1_WT:1,-0.310417119,0.261888685,0.024959995000000002
Tf_toxin_expression:PAO1_WT:2,0.310417119,-0.26188868400000004,-0.024959995000000002
Tf_toxin_expression:PAO1_derfA:1,-3.828524009,0.29834093500000003,0.042139273000000005
Tf_toxin_expression:PAO1_derfA:2,-3.3227845,0.206902797,-0.210866565
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-3.3058472070000002,-0.156908658,-0.705681436
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-1.624990785,-0.413267892,-0.500549174
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-2.770242775,-1.046298996,-2.468930004
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-2.090478542,-1.440206496,-0.11740254
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,8.740581936,0.371594242,-0.430321339
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,7.299238219,0.168596761,-0.01181398
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.158872296,0.021298380000000002,0.403490587
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.158872296,-0.021298380000000002,-0.403490587
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-0.41325132800000003,-2.304552314,3.149577378
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-2.427537019,-1.943848146,2.813006836
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-3.729860693,-1.9836857760000002,1.195892403
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-3.9087376430000003,-2.4413352230000003,0.38865587300000004
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.44469025300000004,0.083958113,0.24712076800000002
natural_RNA_aptamers:PA_Water_rep_wt:2,0.44469025300000004,-0.083958113,-0.24712076700000002
natural_RNA_aptamers:PA_FMN_rep:1,-1.6742679260000002,0.27151508,-0.610723611
natural_RNA_aptamers:PA_FMN_rep:2,0.274397112,-0.087608881,-0.204348153
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-1.269316831,0.065020745,0.7589935800000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.9484865710000001,0.158526877,0.638438607
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,1.147750547,0.17659965900000002,0.9117965640000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.452130919,-0.054883244000000005,0.42601497600000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.340875821,-0.043851060000000004,0.251519555
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-1.074485405,0.008145853,-0.30078451500000003
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.951327522,0.015331191000000001,0.024178939
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.398651637,-0.09494163100000001,-0.5787840630000001
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.2710901,0.14523302500000002,0.368024511
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-1.097188375,0.113310293,0.26015736300000003
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-2.803545965,0.360486472,1.163392172
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.495360642,0.007933663,-0.121304673
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.375304552,0.021987223,-0.058904844000000005
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-3.2996334210000002,-0.41632905400000003,-0.283587982
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-3.172054916,-0.440548708,-0.7529925310000001
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-3.843347236,-0.136751347,0.49202819600000003
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-3.8473470990000003,-0.11377627500000001,0.398373026
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-1.211591757,-0.211401321,0.19379025100000002
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.141712626,-0.034275389,0.050650933
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.159748305,0.053207223000000005,0.14795085400000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.630159074,0.33085051200000004,-0.232880299
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.5994683630000001,-0.13838102500000002,-0.159511741
sRNA_PA0805.1_overexpression:PA08051:1,3.324544101,0.21071393900000002,-0.5467815220000001
sRNA_PA0805.1_overexpression:PA08051:2,3.7081359860000003,0.9047529120000001,-0.367108584
sRNA_PA0805.1_overexpression:PA08051:3,3.639199682,1.029875802,-0.274039968
sRNA_PA0805.1_overexpression:PA08051:4,3.929352658,0.794991742,-0.216264693
sRNA_PA0805.1_overexpression:PA08051:5,4.231864088,0.685043972,-0.548746244
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.603442894,-0.187771508,-1.257388977
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-4.659500047,-0.257850168,-0.5400172470000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.33016210700000004,-0.08812742500000001,0.149691727
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.33016210700000004,0.08812742400000001,-0.149691727
