,A,whiB4
mrsI:ko_sds_atc:1,-28.6103187098,1.7000039034
mrsI:ko_sds_atc:2,-28.1627852872,1.7452878553
mrsI:ko_sds_no_atc:1,2.5703360649,0.0455817024
mrsI:ko_sds_no_atc:2,3.2592183915,-0.2578106337
mrsI:wt_iron_atc:1,-1.2231482047,-0.1292127213
mrsI:wt_iron_atc:2,-0.2014348636,0.16655562710000002
mrsI:wt_iron_no_atc:1,-40.4549665962,1.7442541493000001
mrsI:wt_iron_no_atc:2,-38.0998422966,1.5791195581
mrsI:wt_ox_atc:1,-40.5178377311,1.7848655849
mrsI:wt_ox_atc:2,-38.1649796091,1.4649792272
mrsI:wt_ox_noatc:1,-31.8570790828,1.429443188
mrsI:wt_ox_noatc:2,-31.0890549239,1.6880779657
mrsI:wt_sds_atc:1,-32.6114503825,1.3728024174
mrsI:wt_sds_atc:2,-31.2587677052,1.5403771871
mrsI:wt_sds_no_atc:1,1.4297800396,-0.1667863422
mrsI:wt_sds_no_atc:2,-1.4297800396,0.1667863422
nitrate:control:1,0.1352265557,0.058143042400000004
nitrate:control:2,-0.1352265557,-0.058143042400000004
p218:0_days_.1:1,1.5790308006,-0.6455556078
p218:0_days_.1:2,0.3585829734,-0.1392930897
p218:0_days_.1:3,1.4800726821,-0.5200348043
p218:0_days_.1:4,1.6477825792,-0.5543400281
p218:0_days_control:1,0.20739146420000001,-0.0837026881
p218:0_days_control:2,-0.2948212033,0.0435601288
p218:0_days_control:3,-0.0718511958,0.08699936450000001
p218:0_days_control:4,0.1592809349,-0.0468568053
p218:1_days_.1:1,1.3315809901,-0.3560810914
p218:1_days_.1:2,0.9868232172,-0.2913206356
p218:1_days_.1:3,1.3881066036,-0.4179370596
p218:1_days_.1:4,0.9319123741,-0.2300582032
p218:1_days_control:1,5.9854304112,-0.0327187804
p218:1_days_control:2,6.3504427154,-0.0715555717
p218:1_days_control:3,6.1751751701,-0.0665367223
p218:1_days_control:4,6.7419834948,0.0699628898
patH-Cap:post_path_ctrl:1,0.178230711,0.3024324521
patH-Cap:post_path_ctrl:2,0.7141699897,0.42602726290000004
patH-Cap:post_path_inh:1,-0.5901200015,-1.8514935495
patH-Cap:post_path_inh:2,-1.0454856537,-0.8967265815000001
patH-Cap:pre_path_ctrl:1,0.1428626203,0.14209848220000001
patH-Cap:pre_path_ctrl:2,-0.1428626203,-0.14209848220000001
patH-Cap:pre_path_inh:1,-1.2115926557,-0.815363218
patH-Cap:pre_path_inh:2,-1.3870045985,-1.1880769507
ppxx:double_mutant:1,0.17160750660000001,0.0891810459
ppxx:double_mutant:2,-0.17160750660000001,-0.0891810459
reactivation:day_1_reactivation:1,11.5377026565,-0.6947648217
reactivation:day_1_reactivation:2,11.3536658046,-0.6542913184
reactivation:day_1_reactivation:3,11.3916824582,-0.6508008203
reactivation:day_2_reactivation:1,18.2862026132,-1.1184603611
reactivation:day_2_reactivation:2,18.1461713958,-1.0045960853
reactivation:day_2_reactivation:3,18.4068460907,-0.9656957314000001
reactivation:day_3_reactivation:1,12.0851343878,-1.0031484175
reactivation:day_3_reactivation:2,11.825771958,-1.0959527367
reactivation:day_3_reactivation:3,12.195224184,-1.1315883881
reactivation:day_4_reactivation:1,9.3746847701,-1.1832545485
reactivation:day_4_reactivation:2,8.9208184874,-0.8740395267000001
reactivation:day_4_reactivation:3,9.3285629251,-1.0259525721
reactivation:days_0_persistence:1,0.1315268147,-0.0508391863
reactivation:days_0_persistence:2,-0.16373370780000002,0.0396761857
reactivation:days_0_persistence:3,0.0322068931,0.0111630006
redox:intra_basal:1,15.4941149773,-0.3760794591
redox:intra_basal:2,15.8584346151,0.2090908676
redox:whib3_comp_4.5:1,8.3777841465,0.9560882684
redox:whib3_comp_4.5:2,2.8950776986999998,0.9016776294000001
redox:whib3_comp_6.6:1,0.5010945119,-0.5423759987
redox:whib3_comp_6.6:2,3.3963738213,-0.8679481922000001
redox:whib3_ko_4.5:1,0.6899633879,1.3908712265
redox:whib3_ko_4.5:2,-0.4686971487,1.1798094766
redox:wt_4.5:1,0.45603515400000005,0.8866107710000001
redox:wt_4.5:2,-2.1088075381,0.9969102618000001
redox:wt_6.6:1,1.5111870228000002,0.0603464467
redox:wt_6.6:2,-1.5111870228000002,-0.0603464467
resus:day_1_run_1:1,0.254790032,0.0794976646
resus:day_1_run_1:2,-0.254790032,-0.0794976646
resus:day_4_run_1:1,1.9640019135000002,-0.4909002167
resus:day_4_run_1:2,2.4000190416000002,-0.424735697
rho:00h_DUC:1,0.2692642669,0.1097478702
rho:00h_DUC:2,-0.2692642669,-0.1097478702
rho:00h_DUC_1:1,-1.696141425,-0.597780178
rho:00h_DUC_1:2,-2.0015021707,-0.6840993390000001
rho:01.5_DUC:1,-2.3260917627,-0.696060121
rho:01.5_DUC:2,-2.1904501789,-0.5213000824
rho:01.5h_DUC_ATC:1,-1.8849168342,-0.08669760700000001
rho:01.5h_DUC_ATC:2,0.221616155,0.0502604852
rho:03_DUC:1,-1.0197338591,-0.3649518249
rho:03_DUC:2,-1.6304068267,-0.7419699666
rho:03h_DUC_ATC:1,0.9822814329,0.1001699674
rho:03h_DUC_ATC:2,-0.047344562300000004,0.0572813743
rho:06h_DUC_ATC:1,-0.1641696184,0.1398662903
rho:06h_DUC_ATC:2,-0.0752367015,0.1616712324
rho:06h_WT_ATC:1,-0.602935018,0.48072056690000003
rho:06h_WT_ATC:2,0.2842746122,0.3004824231
rho:09_DUC:1,5.4689357435,-1.8314547722999999
rho:09_DUC:2,4.7864135748,-1.6284128192
rho:09h_DUC_ATC:1,4.7285784148,-0.7921907709
smx:0_days_12.5:1,-0.3235034626,-0.1010733676
smx:0_days_12.5:2,-0.4156451538,0.0839458485
smx:0_days_12.5:3,-0.7765234065000001,-0.0627183452
smx:0_days_control:1,-0.0316762266,-0.0461082871
smx:0_days_control:2,-0.0179976403,0.053492343000000005
smx:0_days_control:3,0.049673867000000003,-0.0073840559
smx:1_days_12.5:1,-2.1083633384000002,0.5567677043
smx:1_days_12.5:2,-2.0206562995,0.6579426868
smx:1_days_12.5:3,-1.9388326448000002,0.5837301998000001
smx:1_days_control:1,-3.2851262151,0.28009529780000003
smx:1_days_control:2,-3.4476039476,0.3447215936
smx:1_days_control:3,-2.9097533587,0.2031560362
sq109:0_days_3:1,-0.3007103902,0.2504136564
sq109:0_days_3:2,-0.5594930347,0.0610109426
sq109:0_days_3:3,-0.7384274723,0.0267658541
sq109:0_days_3:4,-0.0477039062,0.32570430570000003
sq109:0_days_control:1,0.1669716807,0.0117265333
sq109:0_days_control:2,-0.30663520920000004,0.0860353034
sq109:0_days_control:3,-0.2122998693,-0.0325854474
sq109:0_days_control:4,0.3519633978,-0.0651763893
sq109:1_days_3:1,-0.2602947419,0.3306139132
sq109:1_days_3:2,-0.49907726350000003,0.0214118562
sq109:1_days_3:3,-0.6658161763,0.2026196632
sq109:1_days_3:4,-0.0716741528,0.2215873234
sq109:1_days_control:1,0.0796389859,0.08288130760000001
sq109:1_days_control:2,-0.283890878,0.0920589599
sq109:1_days_control:3,0.176160589,0.0662544179
sq109:1_days_control:4,-0.4426527355,0.11138009800000001
stress:.1_butyrate:1,0.39689396450000003,0.07117078460000001
stress:.1_butyrate:2,0.046858239,-0.0519953821
stress:.1_butyrate:3,-0.57590029,0.24354113670000002
stress:.4_gluc:1,0.020430774000000002,-0.2980309826
stress:.4_gluc:2,0.015378816600000001,0.2036348351
stress:.4_gluc:3,-0.0358095905,0.0943961475
stress:1_days_low_iron:1,9.2068367115,0.3594548645
stress:1_days_low_iron:2,6.3150587832,0.5679372714
stress:1_days_low_iron:3,6.4056534715,0.6186545077
stress:7_days_low_iron:1,4.6875728752,0.7581424131000001
stress:7_days_low_iron:2,5.676706619,0.7043952859
stress:7_days_low_iron:3,5.2170800231,0.7925828464
stress:gluc_butyrate:1,1.5035409843,-0.20347642370000002
stress:gluc_butyrate:2,0.4711689056,0.2317319333
stress:gluc_butyrate:3,1.7239596866,-0.3366532129
stress:high_iron:1,4.7568601405,-0.4095956261
stress:high_iron:2,4.2129253065,-0.120898712
stress:high_iron:3,4.6764305082,-0.1597832454
stress:tolox_ph_7:1,4.2734826158,-0.2289935377
stress:tolox_ph_7:2,4.2638967941,-0.5998645915
sutez:0_days_5.6:1,0.1254572727,-0.0231405474
sutez:0_days_5.6:2,0.0948132285,0.1104269636
sutez:0_days_5.6:3,0.09680780500000001,0.051914067800000005
sutez:0_days_5.6:4,-0.1271734891,-0.036800316300000004
sutez:0_days_control:1,-0.0164104303,0.09033109980000001
sutez:0_days_control:2,-0.0643776589,-0.1174246635
sutez:0_days_control:3,0.2064953555,-0.0348898253
sutez:0_days_control:4,-0.1257072663,0.06198338900000001
sutez:1_days_5.6:1,-1.200331326,1.4798274218
sutez:1_days_5.6:2,-1.2395892353,1.5079558879000001
sutez:1_days_control:1,-0.3827271431,0.0117661346
sutez:1_days_control:2,-0.1039109074,0.0100324
sutez:1_days_control:3,-0.9032388591,0.2781089827
sutez:1_days_control:4,-0.4108324063,0.12188872070000001
thrB:0_days_starve:1,0.0226390743,0.1970351365
thrB:0_days_starve:2,-0.0226390743,-0.1970351365
tss:expression_library:1,-2.0613965523,0.6145254771
tss:expression_library:2,-2.1025345779,0.5799540845
tss:mapping_triphosphate:1,-1.1725563895,-0.1768416445
tss:mapping_triphosphate:2,-0.41552582050000003,-0.30913879310000003
tss:mapping_wo_triphosphate:1,-0.6175206287,-0.3538828885
tss:mapping_wo_triphosphate:2,-0.8718359443,-0.4887919578
tss:wt_experiment_2:1,0.7519442097,0.2177075202
tss:wt_experiment_2:2,-0.1973865537,0.0366473183
tss:wt_experiment_2:3,-0.5545576560000001,-0.2543548384
vera:0_days_176:1,0.0404965575,-0.6224023111
vera:0_days_176:2,0.6877190878,-0.30271159210000004
vera:0_days_176:3,0.8324096104,-0.1462522363
vera:0_days_176:4,0.8510904760000001,-0.3409810585
vera:0_days_control:1,0.1693879458,-0.06351164620000001
vera:0_days_control:2,-0.1960567558,0.0378454016
vera:0_days_control:3,-0.1860726355,0.1336300806
vera:0_days_control:4,0.21274144550000001,-0.10796383600000001
vera:1_days_176:1,1.3626174711,-0.6520092816
vera:1_days_176:2,1.3879684497,-0.8816471920000001
vera:1_days_176:3,1.9458109173,-0.7736200705
vera:1_days_control:1,1.4596154918,-0.4522671689
vera:1_days_control:2,2.0110439397,-0.6057466331
vera:1_days_control:3,1.2989874697000001,-0.5856217624
vera:1_days_control:4,1.4547733313,-0.6410687304
