,A,cdaR
novobiocin:500_Novobiocin_60min:2.0,6.1324629636,0.8090814012
novobiocin:0_Novobiocin_60min:3.0,3.2157292577,0.8188168649
novobiocin:500_Novobiocin_10min:1.0,7.633319674,1.6179210715
novobiocin:0_Novobiocin_20min:2.0,6.3392125433,1.3355374177
novobiocin:500_Novobiocin_60min:3.0,2.8697490229,0.8667260053
novobiocin:0_Novobiocin_0min:2.0,-0.32463543770000003,-0.24594767150000002
novobiocin:100_Novobiocin_60min:3.0,10.487980936,1.3725723929
novobiocin:500_Novobiocin_20min:2.0,6.2927969378,0.8156853778
novobiocin:500_Novobiocin_10min:2.0,3.7762668983000003,0.46518384020000003
novobiocin:0_Novobiocin_0min:3.0,-0.0039019757,0.042988251500000005
novobiocin:500_Novobiocin_20min:3.0,4.9168633336,0.7148823003
novobiocin:0_Novobiocin_10min:3.0,7.5677920939,1.1370503313
novobiocin:0_Novobiocin_20min:3.0,7.7103009465,1.6593266714000001
starvation:Glucose_6h:1.0,-0.2651245092,-0.2541019262
starvation:Low_3d:1.0,-0.20196369150000001,0.6049605762
starvation:Low_3d:2.0,-1.3594977771,0.9225052406
starvation:Glucose_24h:1.0,1.1470657928999999,-0.37124712390000003
starvation:High_4d:1.0,0.7877736722,1.3879712977
starvation:High_4h:1.0,-0.0514367602,1.805513785
starvation:High_4d:2.0,0.0768250186,0.8243244379
starvation:High_4h:2.0,0.44871912150000004,2.3320981817
starvation:Low_24h:1.0,-0.3146182575,1.3278913299
starvation:Glucose_6h:2.0,0.2651245092,0.2541019262
starvation:Low_24h:2.0,-0.4555799707,1.147481239
starvation:Glucose_24h:2.0,1.055813208,-0.5825578031
18_mutants:phoB/R_InSPI2:1.0,-0.1120944326,-0.3400207783
18_mutants:hfq_ESP:1.0,0.8914481465,2.1805625881
18_mutants:ompR/envZ_InSPI2:1.0,-2.0022613708,-0.6458557345
18_mutants:dam_MEP:1.0,-1.0654024442,0.0549540634
18_mutants:WT_IEP:1.0,12.2305193174,4.1008808298
18_mutants:ssrA/B_InSPI2:1.0,-0.9006243779,-0.8309914421
18_mutants:WT_InSPI2:1.0,0.0599682049,-0.6509535769
18_mutants:hilC_IEP:1.0,7.6278174283,1.8097115910000001
18_mutants:fliZ_ESP:1.0,5.6441293244,1.7870385733
18_mutants:hilD_InSPI2:1.0,0.9377630426,0.0066633078000000005
18_mutants:phoP/Q_InSPI2:1.0,-2.8929549581,-0.9510574449
18_mutants:ssrB_InSPI2:1.0,-0.4867203438,-0.6025557554000001
18_mutants:fur_ESP:1.0,0.7133126897000001,1.1073784654
18_mutants:WT_MEP:1.0,-3.731152463e-21,0.0
18_mutants:hilD_IEP:1.0,11.7532972835,3.2907041868
18_mutants:hilE_IEP:1.0,13.5285392748,4.1828810179
18_mutants:slyA_InSPI2:1.0,-0.7380263686,-0.2305917027
18_mutants:ssrA_InSPI2:1.0,-0.2397327435,-0.3467037552
18_mutants:WT_lnSPI2:1.0,1.1883842715,-0.3066847622
18_mutants:hilA_IEP:1.0,12.8751776163,3.8928227105
Infection_conditions:pH3_shock:1.0,-2.5971429204,0.7132922676
Infection_conditions:Peroxide_shock_InSPI2:1.0,-1.4286504582,-0.9747355846
Infection_conditions:MEP:1.0,-2.8623630708,-1.0309304776
Infection_conditions:Oxygen_shock:1.0,-3.2538007237,-0.9195040645
Infection_conditions:MEP:2.0,-3.0969552914,-1.1502156864
Infection_conditions:Anaerobic_shock:1.0,11.2001342723,1.7456251773
Infection_conditions:Bile_shock:1.0,-3.4849654549,0.8318083234
Infection_conditions:LowFe2+_shock:1.0,-2.0616924761,-1.0952184106
Infection_conditions:MEP:3.0,-3.1198754377,-0.953477035
Infection_conditions:pH5.8_shock:1.0,-2.6805886201,-2.019621192
Infection_conditions:ESP:1.0,0.0855793114,0.2822934116
Infection_conditions:inSPI2_dRNA_seq:1.0,2.6503470458000002,-0.5170696208000001
Infection_conditions:LEP:1.0,5.4479955573,0.8172885442000001
Infection_conditions:Temp20:1.0,0.1210943221,0.8719425652
Infection_conditions:25C:1.0,-3.9957783556,-0.7762846992
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-1.9870241075,-1.0507627995
Infection_conditions:ESP:2.0,1.3429340903,-0.0068441812000000005
Infection_conditions:EEP:1.0,-3.7803946143,-1.2205787871
Infection_conditions:ESP:3.0,-0.0161784133,0.504214064
Infection_conditions:Anaerobic_growth:1.0,0.3915410684,-0.2974981344
Infection_conditions:NaCl_shock:1.0,-2.9824963956,-0.46934153440000004
Infection_conditions:Pool_RNA_seq:1.0,6.70550568e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,-3.4866372500000002,0.0721218839
Infection_conditions:Pool_dRNA_seq:1.0,1.4843496482,0.4697844681
Infection_conditions:InSPI2_LowMg2+:1.0,-0.7717401667,-1.4209511547
Infection_conditions:Temp10:1.0,0.79795174,0.32879252000000003
Infection_conditions:NonSPI2:1.0,-2.9727129958000003,-0.9858940294
Macrophage:Intra_macrophage_dRNA:1.0,0.5825010265,0.1821649958
Macrophage:Intra_macrophage_RNA:1.0,1.1206937902,0.3563570829
Macrophage:Intra_macrophage_RNA:2.0,-1.1206937902,-0.3563570829
Macrophage:Intra_macrophage_dRNA:2.0,1.8948207489,0.7454919243
comparative_st474:st474_InSPI2:1.0,-0.8066762461,-1.132618049
comparative_st474:st474_LEP:1.0,8.296755561,1.8347888111000001
comparative_st474:st474_InSPI2:2.0,-0.5426828077,-0.7395938312
comparative_st474:st474_EEP:1.0,-0.9115282428,-0.1791397556
comparative_st474:st474_ESP:1.0,2.7182600973,0.4343896949
comparative_st474:st474_NaCl_shock:1.0,-0.1078096436,0.5256320016
comparative_st474:st474_NO_shock_InSPI2:1.0,0.8982902122,-0.1170817609
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,1.4855880701,-0.0799673172
comparative_st474:st474_Oxygen_shock:1.0,-0.4050079776,0.1009262825
comparative_st474:st474_MEP:1.0,-1.9245289699999997e-28,0.0
comparative_st474:st474_ESP:2.0,1.8711238964999999,0.5253766056
comparative_st474:st474_ESP:3.0,2.7586844918,0.40327341990000004
comparative_st474:st474_NonSPI2:1.0,-2.8425935515000003,-0.4814448414
comparative_st474:st474_Bile_shock:1.0,-0.6333014683,1.8656918399
comparative_st474:st474_NonSPI2:2.0,-2.3558229143,-0.8295334400000001
comparative_st474:st474_Anaerobic_growth:1.0,3.6503592792,0.3639611824
comparative_st474:st474_Macrophage:1.0,6.5202914295,2.657355634
comparative_st474:st474_Anaerobic_shock:1.0,14.0316230739,2.7472068671
comparative_st474:st474_InSPI2:3.0,-0.9937550529,-0.8391566781
comparative_st474:st474_InSPI2:4.0,0.0910685869,-0.7066252716
comparative_st474:st474_Anaerobic_growth:2.0,5.992101408,0.0262786512
comparative_st474:st474_Anaerobic_growth:3.0,3.8198723859,0.6639108349
comparative_st474:st474_ESP:4.0,3.3055055106,0.4891047586
comparative_st474:st474_Macrophage:2.0,4.2761091485,1.94463548
comparative_st474:st474_25C:1.0,-1.1468366201,0.2606026426
comparative_st474:st474_Low_Fe2+_shock:1.0,0.8130596853000001,-0.0710654463
comparative_st474:st474_NonSPI2:3.0,-2.3009251814000002,-0.2470585053
comparative_D23580:D23580_NonSPI2:1.0,-0.0298045451,0.1659535626
comparative_D23580:D23580_InSPI2:1.0,0.4535864794,-0.0260917373
comparative_D23580:D23580_Anaerobic_growth:1.0,11.8029656516,2.3155156588
comparative_D23580:D23580_pBT1 deletion:1.0,2.5514346631,0.9763262108
comparative_D23580:D23580_InSPI2:2.0,-0.4130008912,0.051231565
comparative_D23580:D23580_25C:1.0,-1.473244468,-0.8355927830000001
comparative_D23580:D23580_pBT1 deletion:2.0,1.618938371,0.8289569471
comparative_D23580:D23580_Oxygen_shock:1.0,-1.3047421621,-0.1683061827
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,3.0453810994,3.9029994808
comparative_D23580:D23580_LEP:1.0,2.958094181,0.8661388335
comparative_D23580:D23580_ESP:1.0,2.1806458659,1.3968701036
comparative_D23580:D23580_Macrophage:1.0,2.4415774839,3.3953019325
comparative_D23580:D23580_ESP:2.0,1.7514700992,1.4948246044
comparative_D23580:D23580_Low_Fe2+_shock:1.0,4.0006325423,3.2348007803
comparative_D23580:D23580_Bile_shock:1.0,0.2776195192,2.0127420927
comparative_D23580:D23580_NaCl_shock:1.0,-0.5687734972,0.4573853885
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,3.0976912438,2.8947967654999998
comparative_D23580:D23580_InSPI2:3.0,-1.4234765571999999,-0.4899322504
comparative_D23580:D23580_EEP:1.0,0.3931554747,-0.34712000530000003
comparative_D23580:D23580_NO_shock_InSPI2:1.0,1.6681687499,0.36473095110000003
comparative_D23580:D23580_Anaerobic_shock:1.0,23.3674831957,6.2682875431
comparative_D23580:D23580_InSPI2:4.0,-0.31675613150000004,-0.082025597
comparative_D23580:D23580_NonSPI2:2.0,-0.37278326710000004,0.046157935500000004
comparative_D23580:D23580_NonSPI2:3.0,-0.41382103600000003,0.31973567950000004
comparative_D23580:D23580_ESP:3.0,1.9496225248,1.4754114709000001
comparative_D23580:D23580_Macrophage:2.0,2.474440034,2.6640763572
comparative_D23580:D23580_NonSPI2:4.0,0.2671366937,0.09176633470000001
comparative_D23580:D23580_ESP:4.0,2.9287473588,1.4594044179
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,2.0838899472,-0.1116463899
comparative_D23580:D23580_Anaerobic_growth:2.0,12.9545894872,2.317272291
comparative_D23580:D23580_Anaerobic_growth:3.0,12.1979583906,1.942023029
pgtE:ESP_tex:1.0,-3.2754788831,-0.9605641029
pgtE:Pooled_tex:1.0,-1.9820817221,0.053882194800000005
pgtE:ESP:1.0,-5.5223053195,-0.9884471674
pgtE:InSPI2:1.0,-6.8121270744,-2.5093173018
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-1.8537219874000002,-0.9956622743
aroA:SF101:1.0,3.4451807654,-0.8245766088
aroA:SF101:2.0,4.9039959395,-0.10735008010000001
aroA:SF100:1.0,2.8885123835,-0.0812731534
aroA:SF100:2.0,3.3775365424,-0.4918255832
aroA:WT_vivo:1.0,-0.0317905755,0.065231491
aroA:WT_vivo:2.0,0.0317905755,-0.065231491
flagella_mutants:SF102:1.0,0.5975705462,0.18899387510000001
flagella_mutants:SF102:2.0,-0.5975705462,-0.18899387510000001
flagella_mutants:del_fliHIJ:1.0,-3.131644055,-0.48637735320000003
flagella_mutants:del_fliHIJ:2.0,-2.7508203963,-0.5841420486000001
flagella_mutants:del_fliF:1.0,-2.9462978119,-0.2325687216
flagella_mutants:del_fliF:2.0,-3.5721458215,-0.2211111328
myricanol:Control:1.0,0.1080106557,0.0085284269
myricanol:Control:2.0,-0.066939477,-0.0424287335
myricanol:Control:3.0,-0.0410711787,0.0339003065
myricanol:Myricanol:1.0,1.0900011109,-0.3438591395
myricanol:Myricanol:2.0,0.6658189846,-0.24768466020000002
myricanol:Myricanol:3.0,0.13970762450000002,-0.3049797501
