,A,mce1R
mrsI:ko_ox_no_atc:1,5.7254943125,0.3012763498
mrsI:ko_ox_no_atc:2,2.7596326109,0.2955817874
mrsI:ko_sds_atc:1,2.3944428967,0.5477673418
mrsI:ko_sds_atc:2,5.0571868985,0.3532749195
mrsI:ko_sds_no_atc:1,1.6063748178,-0.19978260280000001
mrsI:ko_sds_no_atc:2,-1.3715947347,-0.33096302580000003
mrsI:wt_iron_atc:1,-1.0373750497,0.1122849672
mrsI:wt_iron_atc:2,0.9493599611,-0.0923434147
mrsI:wt_iron_no_atc:1,8.852599583,4.5823701031
mrsI:wt_iron_no_atc:2,11.1296973828,3.6443497147
mrsI:wt_ox_atc:1,8.6675082132,4.6189089539
mrsI:wt_ox_atc:2,11.7009474172,3.6956780075999998
mrsI:wt_ox_noatc:1,0.7960416276000001,-0.26228247520000003
mrsI:wt_ox_noatc:2,-0.9262534886,-0.3309294413
mrsI:wt_sds_atc:1,-1.7663329938999999,-0.0593115306
mrsI:wt_sds_atc:2,0.8202107589000001,-0.22855214370000002
mrsI:wt_sds_no_atc:1,-1.1141557558,-0.1859440364
mrsI:wt_sds_no_atc:2,1.1141557558,0.1859440364
nitrate:control:1,0.000383794,0.0945179939
nitrate:control:2,-0.000383794,-0.0945179939
p218:0_days_.1:1,0.4833162455,-0.42927662580000003
p218:0_days_.1:2,0.5558516208000001,-0.1416448199
p218:0_days_.1:3,0.2248008237,-0.4465147961
p218:0_days_.1:4,0.5397681526,-0.4137104527
p218:0_days_control:1,-0.0349762749,-0.0322409282
p218:0_days_control:2,0.3913813206,0.084497763
p218:0_days_control:3,-0.1442334475,0.0212283632
p218:0_days_control:4,-0.2121715982,-0.073485198
p218:1_days_.1:1,-2.3319378382,-0.11883131840000001
p218:1_days_.1:2,-2.0762877275,-0.1286451179
p218:1_days_.1:3,-2.2614448695,-0.1001142171
p218:1_days_.1:4,-1.9923583284,-0.07532898560000001
p218:1_days_control:1,-6.2477612516,-0.0678911623
p218:1_days_control:2,-6.6438630759,-0.11821409000000001
p218:1_days_control:3,-6.545567649,-0.0923096907
p218:1_days_control:4,-6.5192341251,-0.19063678
patH-Cap:post_path_ctrl:1,5.46264707,-2.4174831877000003
patH-Cap:post_path_ctrl:2,3.7197503244,-1.2056357625
patH-Cap:post_path_inh:1,-4.7665557186,-3.3476289025
patH-Cap:post_path_inh:2,-4.7081615632,-3.027588474
patH-Cap:pre_path_ctrl:1,-0.2917484709,-0.042497269500000004
patH-Cap:pre_path_ctrl:2,0.2917484709,0.042497269500000004
patH-Cap:pre_path_inh:1,-8.912639435,-2.1800599054
patH-Cap:pre_path_inh:2,-9.1815414189,-2.4185357385
ppxx:double_mutant:1,0.10700757720000001,-0.0032719051000000003
ppxx:double_mutant:2,-0.10700757720000001,0.0032719051000000003
reactivation:day_1_reactivation:1,16.0459947087,-0.9277972277000001
reactivation:day_1_reactivation:2,15.7798766514,-1.2146570349
reactivation:day_1_reactivation:3,15.7241921481,-1.1342617539
reactivation:day_2_reactivation:1,20.3839276108,-0.8349077734
reactivation:day_2_reactivation:2,20.4499987248,-0.7423382980000001
reactivation:day_2_reactivation:3,20.2703759163,-0.8524710635
reactivation:day_3_reactivation:1,23.1518176332,0.3885414197
reactivation:day_3_reactivation:2,22.8616916733,0.3097978813
reactivation:day_3_reactivation:3,23.4576910238,0.2388392833
reactivation:day_4_reactivation:1,24.9287491845,1.522225551
reactivation:day_4_reactivation:2,24.5775420927,1.5206714173
reactivation:day_4_reactivation:3,24.931004589,1.5572324394
reactivation:days_0_persistence:1,0.1778184335,0.1307504279
reactivation:days_0_persistence:2,-0.2041391311,-0.1475323184
reactivation:days_0_persistence:3,0.0263206976,0.0167818905
redox:intra_basal:1,3.3964151377,2.020555066
redox:intra_basal:2,1.2996515771000001,1.9900196196
redox:whib3_comp_4.5:1,-11.2326504836,-0.4004275275
redox:whib3_comp_4.5:2,-14.0496080722,0.0481846131
redox:whib3_comp_6.6:1,-0.29987215570000003,-0.014014623700000001
redox:whib3_comp_6.6:2,1.1137423786,-0.4109275093
redox:whib3_ko_4.5:1,-17.773314943,-0.0007108771
redox:whib3_ko_4.5:2,-18.4235500562,0.0656130113
redox:wt_4.5:1,-11.326355942,-0.6049729075
redox:wt_4.5:2,-11.4687340963,-0.0370046802
redox:wt_6.6:1,0.7521816288000001,0.2572014689
redox:wt_6.6:2,-0.7521816288000001,-0.2572014689
resus:day_1_run_1:1,0.0889712557,-0.2014873118
resus:day_1_run_1:2,-0.0889712557,0.2014873118
resus:day_4_run_1:1,5.4942111191,-0.3905782789
resus:day_4_run_1:2,5.1433242581,-0.15669766970000001
rho:00h_DUC:1,-0.12393859410000001,0.1342914168
rho:00h_DUC:2,0.12393859410000001,-0.1342914168
rho:00h_DUC_1:1,-1.7672004788,-0.1274280096
rho:00h_DUC_1:2,-1.7551351074000001,-0.0469017555
rho:01.5_DUC:1,-0.9099788026000001,-0.2075280461
rho:01.5_DUC:2,-1.3680300327000001,0.2408548047
rho:01.5h_DUC_ATC:1,-0.3117665425,0.7576694429
rho:01.5h_DUC_ATC:2,-0.6230279374000001,0.35814085970000004
rho:03_DUC:1,-2.2342802348,0.0455659977
rho:03_DUC:2,-2.5436594707999998,-0.0136585587
rho:03h_DUC_ATC:1,-0.8754998154,0.8014467036
rho:03h_DUC_ATC:2,-2.3504758491,0.5382732925
rho:06h_DUC_ATC:1,-2.9808492078,0.7410438746
rho:06h_DUC_ATC:2,-4.8884863364,1.36060037
rho:06h_WT_ATC:1,0.13353974870000002,0.7726095041000001
rho:06h_WT_ATC:2,0.1703618593,0.8230968832000001
rho:09_DUC:1,-14.8195829037,0.845654322
rho:09_DUC:2,-14.3009542604,0.7616096647
rho:09h_DUC_ATC:1,-12.9524283482,1.0372818034
smx:0_days_12.5:1,-0.8072506609000001,-0.0955081505
smx:0_days_12.5:2,-0.8596163972,0.0448659669
smx:0_days_12.5:3,-0.7230480074000001,-0.0683321259
smx:0_days_control:1,0.1351887151,-0.0242644207
smx:0_days_control:2,-0.1854668333,-0.0121513192
smx:0_days_control:3,0.0502781182,0.0364157399
smx:1_days_12.5:1,-1.7284771446,0.2728782133
smx:1_days_12.5:2,-1.341824963,0.389257053
smx:1_days_12.5:3,-1.208037681,0.4033208078
smx:1_days_control:1,-0.668204459,0.106899695
smx:1_days_control:2,-1.0831696735,0.16827325910000002
smx:1_days_control:3,-1.1289221122,0.0905292312
sq109:0_days_3:1,-1.1443693042,-0.0096900322
sq109:0_days_3:2,-0.8376644693,0.3107449049
sq109:0_days_3:3,-0.8610112897000001,0.3090466928
sq109:0_days_3:4,-1.6239979059,-0.0356532231
sq109:0_days_control:1,-0.22652507560000001,-0.1113105452
sq109:0_days_control:2,0.34908618690000004,0.1949757969
sq109:0_days_control:3,0.2746313984,0.078872673
sq109:0_days_control:4,-0.3971925096,-0.1625379247
sq109:1_days_3:1,-1.0187383652,-0.0681711748
sq109:1_days_3:2,-0.7076935027,0.2971802055
sq109:1_days_3:3,-0.6128838105000001,0.3514862278
sq109:1_days_3:4,-1.3508758212,-0.0686812503
sq109:1_days_control:1,-0.20130829600000003,-0.1814634721
sq109:1_days_control:2,0.2840316457,0.2185626574
sq109:1_days_control:3,-0.5520504481,-0.18273200750000002
sq109:1_days_control:4,0.0523818833,0.1630169847
stress:.1_butyrate:1,-2.3083600494,-0.8778851802000001
stress:.1_butyrate:2,-1.7335059085000002,-0.7973313204
stress:.1_butyrate:3,-2.6107766695,-0.9937392638
stress:.4_gluc:1,0.4837996271,0.15567423830000002
stress:.4_gluc:2,-0.27302604350000004,0.14620709710000002
stress:.4_gluc:3,-0.2107735836,-0.3018813354
stress:1_days_low_iron:1,-5.5729404806,-1.9335333726
stress:1_days_low_iron:2,-6.7479340941,-2.9868706498
stress:1_days_low_iron:3,-8.5314781146,-2.7755473587
stress:7_days_low_iron:1,-11.2434940178,-3.1760584764
stress:7_days_low_iron:2,-11.0216540041,-2.941161402
stress:7_days_low_iron:3,-11.2646869608,-2.8552266213
stress:gluc_butyrate:1,3.6863837284,-0.8305173395000001
stress:gluc_butyrate:2,3.2499632644,-0.35886198690000004
stress:gluc_butyrate:3,3.5590772895000002,-0.8456973383
stress:high_iron:1,4.3392922108,-0.5257641702
stress:high_iron:2,3.5332446294,-0.5063568742
stress:high_iron:3,3.4095307677,-0.6688370722
stress:tolox_ph_7:1,2.7807647937,-1.9613249286
stress:tolox_ph_7:2,3.0891576701,-2.0738991719
sutez:0_days_5.6:1,-1.0043833148,0.0801751877
sutez:0_days_5.6:2,-0.6288105387,-0.0576620308
sutez:0_days_5.6:3,-0.6683204803,0.1351169539
sutez:0_days_5.6:4,-0.8769583776000001,-0.1417656638
sutez:0_days_control:1,-0.0064418648000000005,0.0138579596
sutez:0_days_control:2,-0.2947030431,0.0102912789
sutez:0_days_control:3,0.34942612630000003,-0.053833577300000005
sutez:0_days_control:4,-0.0482812184,0.0296843388
sutez:1_days_5.6:1,-22.0814117822,-0.8788708499000001
sutez:1_days_5.6:2,-22.0443655077,-0.9289093284000001
sutez:1_days_control:1,-1.3164451108,-0.1913543795
sutez:1_days_control:2,-0.5882298224,-0.1586366658
sutez:1_days_control:3,-0.6951963903,-0.057455906800000005
sutez:1_days_control:4,-0.920039453,0.0295158214
thrB:0_days_starve:1,0.3277240864,-0.048847102
thrB:0_days_starve:2,-0.3277240864,0.048847102
tss:expression_library:1,-5.2939722794,-3.1825709425
tss:expression_library:2,-4.7539593804999996,-2.9253943606
tss:mapping_triphosphate:1,-8.3021969737,-2.579459026
tss:mapping_triphosphate:2,-8.1750603349,-2.6611181741000003
tss:mapping_wo_triphosphate:1,-4.1159586489,-2.2781672091000003
tss:mapping_wo_triphosphate:2,-4.8818266704,-2.4314175158999998
tss:wt_experiment_2:1,0.09033718780000001,0.0753232521
tss:wt_experiment_2:2,0.11484659900000001,-0.053167453600000004
tss:wt_experiment_2:3,-0.2051837869,-0.0221557985
vera:0_days_176:1,1.1930377369,0.028782565500000003
vera:0_days_176:2,0.7709686722,-0.3899606988
vera:0_days_176:3,0.7032241373,-0.2547323755
vera:0_days_176:4,0.9096624181,-0.1419050963
vera:0_days_control:1,-0.4016661573,0.07435632980000001
vera:0_days_control:2,0.0393706251,0.0365276323
vera:0_days_control:3,0.257575686,-0.1008551974
vera:0_days_control:4,0.10471984620000001,-0.0100287647
vera:1_days_176:1,-4.5138879202,-0.8486668071
vera:1_days_176:2,-4.605154991,-0.8167619224
vera:1_days_176:3,-3.851372046,-0.9800766413
vera:1_days_control:1,-5.970751542,-0.5214361581
vera:1_days_control:2,-5.9129806892,-0.6727545565
vera:1_days_control:3,-5.5518763398,-0.43760902030000004
vera:1_days_control:4,-5.9589521895,-0.4425642247
