,A,kdpE
novobiocin:500_Novobiocin_10min:1.0,1.1113325934,0.3751444498
novobiocin:0_Novobiocin_20min:2.0,-0.21599998620000002,0.6848851599
novobiocin:500_Novobiocin_60min:3.0,4.1906572257,0.8926549328000001
novobiocin:0_Novobiocin_0min:2.0,-0.2528469014,-0.07019583480000001
novobiocin:100_Novobiocin_60min:3.0,4.1267770406,0.9648412121000001
novobiocin:500_Novobiocin_20min:2.0,3.6799637628,0.5891094534
novobiocin:500_Novobiocin_10min:2.0,1.6091123112,0.2289158339
novobiocin:0_Novobiocin_0min:3.0,-0.0008031948000000001,0.0443066097
novobiocin:500_Novobiocin_20min:3.0,1.6099465022000001,-0.24545415850000002
novobiocin:0_Novobiocin_10min:3.0,1.1828529803,0.255771266
novobiocin:0_Novobiocin_20min:3.0,0.4821515771,0.4368818465
starvation:Glucose_6h:1.0,0.20075385580000002,-0.3032807218
starvation:Low_3d:1.0,11.1862950795,0.5128981702000001
starvation:Low_3d:2.0,12.9552778862,0.3563275917
starvation:Glucose_24h:1.0,6.8495103759,0.1741729982
starvation:High_4d:1.0,3.4206726454,0.8128395166
starvation:High_4h:1.0,7.1264620037,-0.1422401653
starvation:High_4d:2.0,2.4929401844,0.6868693234000001
starvation:High_4h:2.0,7.1075641043,0.2575412768
starvation:Low_24h:1.0,12.3242948429,0.8826197506000001
starvation:Glucose_6h:2.0,-0.20075385580000002,0.3032807218
starvation:Low_24h:2.0,8.3524787184,0.8452257302
starvation:Glucose_24h:2.0,5.757332315,0.1429963403
18_mutants:phoB/R_InSPI2:1.0,11.0132442538,0.8861945563
18_mutants:hfq_ESP:1.0,1.8261300413,-0.2727280247
18_mutants:ompR/envZ_InSPI2:1.0,9.9938695068,-0.32740164720000003
18_mutants:dam_MEP:1.0,-0.1673262425,-0.7137111829
18_mutants:WT_IEP:1.0,1.7320811225,-1.5808094043
18_mutants:ssrA/B_InSPI2:1.0,10.7502172349,-0.344849214
18_mutants:WT_InSPI2:1.0,11.0525280123,0.610364154
18_mutants:hilC_IEP:1.0,1.1255641798,-0.995981831
18_mutants:fliZ_ESP:1.0,2.8043182631,0.4352684898
18_mutants:hilD_InSPI2:1.0,9.495079949,-0.1025200123
18_mutants:phoP/Q_InSPI2:1.0,8.0685867251,-0.5992652717
18_mutants:ssrB_InSPI2:1.0,9.3355255335,0.3275160995
18_mutants:fur_ESP:1.0,1.075987968,-0.0823251173
18_mutants:WT_MEP:1.0,5.975946877e-21,0.0
18_mutants:hilD_IEP:1.0,1.4154041419,-0.8766890483
18_mutants:hilE_IEP:1.0,0.2605809496,-1.4158131815
18_mutants:slyA_InSPI2:1.0,9.4554314319,0.5613657923
18_mutants:ssrA_InSPI2:1.0,8.957269813,0.1889997048
18_mutants:WT_lnSPI2:1.0,11.3205249068,0.7139582813
18_mutants:hilA_IEP:1.0,0.7795393766000001,-1.3111199732
Infection_conditions:pH3_shock:1.0,-0.4685817646,-0.23996528990000002
Infection_conditions:Peroxide_shock_InSPI2:1.0,7.4041452847,0.8895519059
Infection_conditions:MEP:1.0,-3.8496743767,0.1153793488
Infection_conditions:Oxygen_shock:1.0,-3.5893455089,-0.0002607881
Infection_conditions:MEP:2.0,-2.6369932663,-0.46389072530000003
Infection_conditions:Anaerobic_shock:1.0,-0.2818320077,0.4607519004
Infection_conditions:Bile_shock:1.0,-3.5151256887,-0.6404816155
Infection_conditions:LowFe2+_shock:1.0,-1.6408096241,-0.0083522361
Infection_conditions:MEP:3.0,-3.4927669258,-0.6212666323
Infection_conditions:pH5.8_shock:1.0,-0.3029135759,-0.37053184850000004
Infection_conditions:ESP:1.0,-3.6515466940000003,-0.2706701278
Infection_conditions:inSPI2_dRNA_seq:1.0,1.237248126,0.3399228318
Infection_conditions:LEP:1.0,-2.9599902369,-0.12149032400000001
Infection_conditions:Temp20:1.0,-3.433753222,0.1250610399
Infection_conditions:25C:1.0,-2.4896559475,-1.0450011429
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,0.5161255847,1.0741927151
Infection_conditions:ESP:2.0,-4.1778836399,-0.4111909943
Infection_conditions:EEP:1.0,-2.9555046863000003,-1.1596662479
Infection_conditions:ESP:3.0,-4.1338757784,0.07209088550000001
Infection_conditions:Anaerobic_growth:1.0,-2.2788056020000003,0.8325006632
Infection_conditions:NaCl_shock:1.0,-2.238385121,-0.251352083
Infection_conditions:Pool_RNA_seq:1.0,-1.0739776339999999e-20,0.0
Infection_conditions:Cold_shock_15C:1.0,-2.5810555122,-0.46167135200000003
Infection_conditions:Pool_dRNA_seq:1.0,0.9073889756,0.3025855185
Infection_conditions:InSPI2_LowMg2+:1.0,6.1353013931,1.7486750914
Infection_conditions:Temp10:1.0,-4.3038886741999995,0.0550289577
Infection_conditions:NonSPI2:1.0,-4.3284921607,-0.1305696499
Macrophage:Intra_macrophage_dRNA:1.0,1.8076320106,-0.2080091923
Macrophage:Intra_macrophage_RNA:1.0,0.0856240179,0.0451214277
Macrophage:Intra_macrophage_RNA:2.0,-0.0856240179,-0.0451214277
Macrophage:Intra_macrophage_dRNA:2.0,1.0948844368,0.041130938000000006
comparative_st474:st474_InSPI2:1.0,14.4024918086,0.38598600980000003
comparative_st474:st474_LEP:1.0,0.8529943532,-0.2477595886
comparative_st474:st474_InSPI2:2.0,14.5626794595,0.45583432560000003
comparative_st474:st474_EEP:1.0,0.8657960304000001,-1.263329911
comparative_st474:st474_ESP:1.0,1.0312377701,-1.1304799974
comparative_st474:st474_NaCl_shock:1.0,1.5966727101,-0.4022503744
comparative_st474:st474_NO_shock_InSPI2:1.0,4.3517764242,0.8540827574000001
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,11.1710096814,0.6286903059
comparative_st474:st474_Oxygen_shock:1.0,0.20785972860000002,-0.126331202
comparative_st474:st474_MEP:1.0,5.620431252e-28,0.0
comparative_st474:st474_ESP:2.0,0.2369250607,-1.2861031529
comparative_st474:st474_ESP:3.0,-0.10457167590000001,-1.2486827499
comparative_st474:st474_NonSPI2:1.0,0.1542371788,-0.9499326596000001
comparative_st474:st474_Bile_shock:1.0,0.2799726181,-0.7500196043
comparative_st474:st474_NonSPI2:2.0,-0.1711037005,-0.6911953832000001
comparative_st474:st474_Anaerobic_growth:1.0,1.9433634990000002,-0.7751075955000001
comparative_st474:st474_Macrophage:1.0,2.118845387,1.3918675462
comparative_st474:st474_Anaerobic_shock:1.0,3.5348330628999998,0.318740758
comparative_st474:st474_InSPI2:3.0,13.7688630615,0.6194395771
comparative_st474:st474_InSPI2:4.0,11.0378733216,0.548110147
comparative_st474:st474_Anaerobic_growth:2.0,1.572260081,-0.7173355531000001
comparative_st474:st474_Anaerobic_growth:3.0,2.4105724036,-0.509911345
comparative_st474:st474_ESP:4.0,-0.6782610674,-0.7641079449
comparative_st474:st474_Macrophage:2.0,1.9501127801,1.3016186371
comparative_st474:st474_25C:1.0,1.3237712795,-1.1526728744
comparative_st474:st474_Low_Fe2+_shock:1.0,2.1635006889,-0.1309851672
comparative_st474:st474_NonSPI2:3.0,-0.3124382256,-0.7661593739
comparative_D23580:D23580_NonSPI2:1.0,-0.36606029970000004,0.4969167585
comparative_D23580:D23580_InSPI2:1.0,10.3416960145,1.3505297486
comparative_D23580:D23580_Anaerobic_growth:1.0,2.7056981331000003,0.6943466062
comparative_D23580:D23580_pBT1 deletion:1.0,1.6176875126999999,-0.0302683059
comparative_D23580:D23580_InSPI2:2.0,14.1918352678,1.5843120540000002
comparative_D23580:D23580_25C:1.0,-0.1046881862,-0.7589478301
comparative_D23580:D23580_pBT1 deletion:2.0,0.5018008542,-0.47133759890000004
comparative_D23580:D23580_Oxygen_shock:1.0,0.6587498862000001,0.5930596689000001
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,6.9286508982,3.9308560995
comparative_D23580:D23580_LEP:1.0,0.6483056841,0.5669105208
comparative_D23580:D23580_ESP:1.0,-0.3404498318,0.6785556981
comparative_D23580:D23580_Macrophage:1.0,5.8828690433,2.4710743061000002
comparative_D23580:D23580_ESP:2.0,1.0986836408,0.5032861879
comparative_D23580:D23580_Low_Fe2+_shock:1.0,2.5604680554,0.3117287814
comparative_D23580:D23580_Bile_shock:1.0,0.7605338895,-0.11161701680000001
comparative_D23580:D23580_NaCl_shock:1.0,1.0470380883,-0.1816835681
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,9.5640154748,2.7698692564
comparative_D23580:D23580_InSPI2:3.0,12.0215834378,1.5579184622
comparative_D23580:D23580_EEP:1.0,4.6030652247,-0.499846638
comparative_D23580:D23580_NO_shock_InSPI2:1.0,4.9311767366,1.7049136996
comparative_D23580:D23580_Anaerobic_shock:1.0,2.2500526262,0.9446710314000001
comparative_D23580:D23580_InSPI2:4.0,17.8647255868,1.5860514548
comparative_D23580:D23580_NonSPI2:2.0,0.1054604854,0.11237304570000001
comparative_D23580:D23580_NonSPI2:3.0,-0.9391767131000001,0.7288862085000001
comparative_D23580:D23580_ESP:3.0,0.4523212898,0.7993902206
comparative_D23580:D23580_Macrophage:2.0,9.2086739062,1.7832939503
comparative_D23580:D23580_NonSPI2:4.0,0.6518134871,0.446432806
comparative_D23580:D23580_ESP:4.0,-0.2808098906,0.1611549699
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,11.4587143919,1.469198562
comparative_D23580:D23580_Anaerobic_growth:2.0,2.7797908116,0.6240779791000001
comparative_D23580:D23580_Anaerobic_growth:3.0,2.6548363504,0.7133295284000001
pgtE:ESP_tex:1.0,2.676835337,-1.9864847908
pgtE:Pooled_tex:1.0,0.6402512068,-1.8686111148000002
pgtE:ESP:1.0,-2.2089419903,0.0498008569
pgtE:InSPI2:1.0,7.0050976855,0.8970923631000001
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,2.1594116371,-0.7803525725
aroA:SF101:1.0,-0.4878160259,-0.7543141449
aroA:SF101:2.0,-0.0454017714,-1.0910130547
aroA:SF100:1.0,-1.2975782547999999,-1.1029249851
aroA:SF100:2.0,-0.7533211725000001,-0.6493089287
aroA:WT_vivo:1.0,-0.3431183961,0.1343730547
aroA:WT_vivo:2.0,0.3431183961,-0.1343730547
flagella_mutants:SF102:1.0,-0.0058021639,-0.1540603085
flagella_mutants:SF102:2.0,0.0058021639,0.1540603085
flagella_mutants:del_fliHIJ:1.0,0.7782668460000001,0.33030077700000005
flagella_mutants:del_fliHIJ:2.0,0.14128565170000001,0.2548045695
flagella_mutants:del_fliF:1.0,-0.260350695,0.7789834167
flagella_mutants:del_fliF:2.0,-0.41496890880000004,0.6543281589000001
myricanol:Control:1.0,-0.09391708260000001,0.058817670700000005
myricanol:Control:2.0,0.1790576009,-0.0223462476
myricanol:Control:3.0,-0.08514051830000001,-0.036471423
myricanol:Myricanol:1.0,-0.21606104650000002,0.164895235
myricanol:Myricanol:2.0,-0.052113489900000004,0.10918521810000001
myricanol:Myricanol:3.0,-0.1979761211,0.4700650901
