,A,lldR
novobiocin:0_Novobiocin_60min:3.0,-2.5616585024000003,-0.2691271837
novobiocin:500_Novobiocin_10min:1.0,9.9415036539,5.632296115
novobiocin:0_Novobiocin_20min:2.0,6.225278065,4.1700188818
novobiocin:500_Novobiocin_60min:3.0,6.4100341708,4.8518981731
novobiocin:0_Novobiocin_0min:2.0,-0.4001613549,-0.0700659319
novobiocin:100_Novobiocin_60min:3.0,6.9950997629,4.8600356846
novobiocin:500_Novobiocin_20min:2.0,6.2274695242,4.7615101862
novobiocin:500_Novobiocin_10min:2.0,5.4132858136,2.9822925925
novobiocin:0_Novobiocin_0min:3.0,0.3063407586,0.2123922956
novobiocin:500_Novobiocin_20min:3.0,6.950463909,4.1076442584
novobiocin:0_Novobiocin_10min:3.0,8.2447508562,5.0356832273
novobiocin:0_Novobiocin_20min:3.0,6.8007775181,5.1151012857
starvation:Glucose_6h:1.0,-0.374381226,0.0479038551
starvation:Low_3d:1.0,0.3990725986,0.5526267276
starvation:Low_3d:2.0,-0.2158634596,2.1919534321
starvation:Glucose_24h:1.0,0.6916010133,-1.4742174715
starvation:High_4d:1.0,-8.5090239102,-0.8544652087
starvation:High_4h:1.0,-6.5735414593,-0.7282063545
starvation:High_4d:2.0,-9.4632849394,-1.6343441984
starvation:High_4h:2.0,-6.8244639455,-0.0333263201
starvation:Low_24h:1.0,8.4330995154,5.8699237689
starvation:Glucose_6h:2.0,0.374381226,-0.0479038551
starvation:Low_24h:2.0,5.0539174207,3.7599397363
starvation:Glucose_24h:2.0,0.6475217793,-1.3953233436999999
18_mutants:phoB/R_InSPI2:1.0,1.9139308037,-0.08147725210000001
18_mutants:hfq_ESP:1.0,0.5231222557,-0.3761368044
18_mutants:ompR/envZ_InSPI2:1.0,1.0533600848,-1.219047381
18_mutants:dam_MEP:1.0,1.6218692422,0.18174465550000002
18_mutants:WT_IEP:1.0,6.5746481419,4.2356485256
18_mutants:ssrA/B_InSPI2:1.0,0.9290219699000001,-1.4979476663
18_mutants:WT_InSPI2:1.0,0.3786327644,-1.4946060525
18_mutants:hilC_IEP:1.0,6.6584363341,4.5789957795
18_mutants:fliZ_ESP:1.0,-0.502020236,-0.7064447827
18_mutants:hilD_InSPI2:1.0,1.2249304341,-0.6709709402
18_mutants:phoP/Q_InSPI2:1.0,0.6158654349,-1.1330513822000001
18_mutants:ssrB_InSPI2:1.0,0.3769686874,-1.0914675679
18_mutants:fur_ESP:1.0,-0.8362090863,-0.9052465953000001
18_mutants:WT_MEP:1.0,1.1782289109999998e-20,0.0
18_mutants:hilD_IEP:1.0,5.7099773181,3.6970818232
18_mutants:hilE_IEP:1.0,2.8700465271,2.1675385702
18_mutants:slyA_InSPI2:1.0,1.8259422366,-0.0001105744
18_mutants:ssrA_InSPI2:1.0,1.1118678096,-0.3831954071
18_mutants:WT_lnSPI2:1.0,1.8930202709000001,-0.3731990408
18_mutants:hilA_IEP:1.0,4.5408169547,2.2299737
Infection_conditions:pH3_shock:1.0,1.5094933117,-0.8451584671
Infection_conditions:Peroxide_shock_InSPI2:1.0,-2.7016648071000002,-3.8736629874
Infection_conditions:MEP:1.0,-3.7041383174,-2.0181173241
Infection_conditions:Oxygen_shock:1.0,1.0730561722,-0.216635564
Infection_conditions:MEP:2.0,-4.5294991059,-2.3678774236
Infection_conditions:Anaerobic_shock:1.0,-5.9276901344,-2.0564410309
Infection_conditions:Bile_shock:1.0,-0.0688337893,-0.08286921100000001
Infection_conditions:LowFe2+_shock:1.0,-2.8924163256,-1.4264757006
Infection_conditions:MEP:3.0,-3.8938400294,-2.1523469128
Infection_conditions:pH5.8_shock:1.0,-2.8199126894,-2.4658130814
Infection_conditions:ESP:1.0,-4.1150937422,-2.7669387165
Infection_conditions:inSPI2_dRNA_seq:1.0,-4.7498194487,-1.0088750814
Infection_conditions:LEP:1.0,-2.2656910056,-1.4167733496000001
Infection_conditions:Temp20:1.0,3.3417561483,2.4300748422
Infection_conditions:25C:1.0,-4.3782232122,-2.9013372444
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-1.3078687848000001,-2.3215798525
Infection_conditions:ESP:2.0,-5.5197106031,-3.178564162
Infection_conditions:EEP:1.0,-2.6710136028,-2.7404550121
Infection_conditions:ESP:3.0,-3.7749394116,-2.5290865652
Infection_conditions:Anaerobic_growth:1.0,-4.6665456395,-3.3025618735
Infection_conditions:NaCl_shock:1.0,-2.6407916428,-1.8383251161
Infection_conditions:Pool_RNA_seq:1.0,-2.1174747169999998e-20,0.0
Infection_conditions:Cold_shock_15C:1.0,0.5181762665,-0.10673126720000001
Infection_conditions:Pool_dRNA_seq:1.0,-2.0070678542,-0.7480764354
Infection_conditions:InSPI2_LowMg2+:1.0,-4.6540001999000005,-2.7447848898
Infection_conditions:Temp10:1.0,1.523863327,1.5943157502
Infection_conditions:NonSPI2:1.0,-1.8056134579,-2.0451799768
Macrophage:Intra_macrophage_dRNA:1.0,0.2495246122,0.2557261625
Macrophage:Intra_macrophage_RNA:1.0,-1.6977616974,-0.4435109263
Macrophage:Intra_macrophage_RNA:2.0,1.6977616974,0.4435109263
Macrophage:Intra_macrophage_dRNA:2.0,-2.3998812915,-0.6460893343
comparative_st474:st474_InSPI2:1.0,1.0266276994,-1.3612818257
comparative_st474:st474_LEP:1.0,1.4388207439,0.5897184609
comparative_st474:st474_InSPI2:2.0,1.7437031485,-1.2347474158
comparative_st474:st474_EEP:1.0,1.0442074934,-0.7109486261
comparative_st474:st474_ESP:1.0,-0.5413960892,-0.9534956544000001
comparative_st474:st474_NaCl_shock:1.0,1.0918354478,0.1441188557
comparative_st474:st474_NO_shock_InSPI2:1.0,2.3718991826,-0.40314588690000003
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,1.0151996076,-1.9759065272
comparative_st474:st474_Oxygen_shock:1.0,4.772820475,1.7893496533
comparative_st474:st474_MEP:1.0,2.864717469e-28,0.0
comparative_st474:st474_ESP:2.0,-0.9728932760000001,-1.0954545224
comparative_st474:st474_ESP:3.0,-0.6568347987,-1.4944000784
comparative_st474:st474_NonSPI2:1.0,0.37479014520000004,-1.3999421777
comparative_st474:st474_Bile_shock:1.0,3.6541968228,1.9393097974
comparative_st474:st474_NonSPI2:2.0,0.9304690626000001,-1.146262987
comparative_st474:st474_Anaerobic_growth:1.0,-6.3515257323,-4.1558571319
comparative_st474:st474_Macrophage:1.0,1.5852434972,1.4205843965
comparative_st474:st474_Anaerobic_shock:1.0,-2.2077819542,-0.06404921
comparative_st474:st474_InSPI2:3.0,1.0187750854,-1.4724205356
comparative_st474:st474_InSPI2:4.0,0.3845304896,-1.550512265
comparative_st474:st474_Anaerobic_growth:2.0,-5.8568448307,-3.5644301407
comparative_st474:st474_Anaerobic_growth:3.0,-3.5108682117,-2.4065204389
comparative_st474:st474_ESP:4.0,-2.1773032672,-1.8493524194000002
comparative_st474:st474_Macrophage:2.0,4.9773175628,2.3076001934
comparative_st474:st474_25C:1.0,-0.6457792703,-0.8753494595
comparative_st474:st474_Low_Fe2+_shock:1.0,0.8078698022,0.5837492203
comparative_st474:st474_NonSPI2:3.0,1.3308248950000001,-0.6618380849000001
comparative_D23580:D23580_NonSPI2:1.0,1.7869563679,0.38773320640000003
comparative_D23580:D23580_InSPI2:1.0,1.9436224664,-0.6773617324
comparative_D23580:D23580_Anaerobic_growth:1.0,-2.8558473889,-0.1271274959
comparative_D23580:D23580_pBT1 deletion:1.0,0.3436828502,-0.0113736205
comparative_D23580:D23580_InSPI2:2.0,3.1119874675,0.9360939957000001
comparative_D23580:D23580_25C:1.0,-0.3544803461,-1.4655453378
comparative_D23580:D23580_pBT1 deletion:2.0,-0.0199783326,-1.0528216096
comparative_D23580:D23580_Oxygen_shock:1.0,5.2150976705,2.3236035173
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,0.7185702854,1.4601335725
comparative_D23580:D23580_LEP:1.0,1.1591521393,-0.3341691599
comparative_D23580:D23580_ESP:1.0,-1.7506682837,-1.6050170013
comparative_D23580:D23580_Macrophage:1.0,-0.0215306255,0.37274737900000005
comparative_D23580:D23580_ESP:2.0,-0.28789593680000003,-0.41690316600000005
comparative_D23580:D23580_Low_Fe2+_shock:1.0,10.9994222439,6.0550017448
comparative_D23580:D23580_Bile_shock:1.0,6.1190876904,3.223927711
comparative_D23580:D23580_NaCl_shock:1.0,11.2255380166,4.4910265936
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,4.2154225173,2.5666670665
comparative_D23580:D23580_InSPI2:3.0,4.2019313509,0.9353420466000001
comparative_D23580:D23580_EEP:1.0,2.8387448229,-0.4315079128
comparative_D23580:D23580_NO_shock_InSPI2:1.0,2.7708464325,0.9638886384
comparative_D23580:D23580_Anaerobic_shock:1.0,2.1592661745,1.6663108690000001
comparative_D23580:D23580_InSPI2:4.0,3.1514129517,0.1129041944
comparative_D23580:D23580_NonSPI2:2.0,1.7244060042,0.1641212326
comparative_D23580:D23580_NonSPI2:3.0,1.7708103998,0.7677610380000001
comparative_D23580:D23580_ESP:3.0,-1.391887519,-0.6791222901
comparative_D23580:D23580_Macrophage:2.0,3.3315698,1.7610831889
comparative_D23580:D23580_NonSPI2:4.0,2.6812403048,0.7173057631
comparative_D23580:D23580_ESP:4.0,-0.8347230454000001,-1.0027667204
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-0.9791314165,-0.4506241138
comparative_D23580:D23580_Anaerobic_growth:2.0,-3.2152987103,0.0839354427
comparative_D23580:D23580_Anaerobic_growth:3.0,-2.1245960909,0.5883844955
pgtE:ESP_tex:1.0,-5.2459224234,-3.2861275232000002
pgtE:Pooled_tex:1.0,-6.2987578801,-2.9563115838
pgtE:ESP:1.0,-5.9705596577,-3.5386827138
pgtE:InSPI2:1.0,-3.7323579459,-3.7991014
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-7.5366683662,-4.2762403103
aroA:SF101:1.0,-9.1835073601,-5.9711950300000005
aroA:SF101:2.0,-9.3353785087,-6.0433857754
aroA:SF100:1.0,-9.9800906438,-6.4042699782
aroA:SF100:2.0,-8.6155642226,-5.4772367829
aroA:WT_vivo:1.0,0.16069228870000002,-0.09831256840000001
aroA:WT_vivo:2.0,-0.16069228870000002,0.09831256840000001
flagella_mutants:SF102:1.0,-0.07560876820000001,-0.1966500413
flagella_mutants:SF102:2.0,0.07560876820000001,0.1966500413
flagella_mutants:del_fliHIJ:1.0,1.8181382291000001,0.7922584180000001
flagella_mutants:del_fliHIJ:2.0,1.5325331964,0.6856884937000001
flagella_mutants:del_fliF:1.0,1.3412557693,0.45157319960000003
flagella_mutants:del_fliF:2.0,1.1345967415,0.639821867
myricanol:Control:1.0,-0.1192464397,0.0445196446
myricanol:Control:2.0,-0.9926414798000001,-0.8161780157
myricanol:Control:3.0,1.1118879195,0.7716583711
myricanol:Myricanol:1.0,2.7120924239,1.4299228496
myricanol:Myricanol:2.0,-0.9578634852000001,-0.31565472910000003
myricanol:Myricanol:3.0,0.4811226603,0.46395448580000004
