,A,cadC
novobiocin:500_Novobiocin_10min:1.0,0.2540553077,0.9920737975
novobiocin:0_Novobiocin_20min:2.0,1.2783133309,-0.1923296754
novobiocin:500_Novobiocin_60min:3.0,5.6183963544,1.0030176019
novobiocin:0_Novobiocin_0min:2.0,-0.0208105458,0.0305389426
novobiocin:100_Novobiocin_60min:3.0,2.5940418655,0.8307968551
novobiocin:500_Novobiocin_20min:2.0,4.6941903113,0.7039169008
novobiocin:500_Novobiocin_10min:2.0,4.1227653137,1.159863868
novobiocin:0_Novobiocin_0min:3.0,0.2610436608,-0.0784192982
novobiocin:500_Novobiocin_20min:3.0,6.0664928579,1.0745297621
novobiocin:0_Novobiocin_10min:3.0,-0.0551026934,-0.1284463749
novobiocin:0_Novobiocin_20min:3.0,1.4438623284,-0.2611250175
starvation:Glucose_6h:1.0,0.044139548800000004,0.2326386679
starvation:Low_3d:1.0,0.4411703141,0.9368461591
starvation:Low_3d:2.0,1.4666518372000001,0.8180675985
starvation:Glucose_24h:1.0,6.3969199112,1.8503160868
starvation:High_4d:1.0,-0.1593317782,1.4883915536
starvation:High_4h:1.0,2.83052239,1.4495650789
starvation:High_4d:2.0,-0.7168432044,1.7304435537
starvation:High_4h:2.0,2.4246396765,1.642582274
starvation:Low_24h:1.0,-0.6582746802,0.8758266381
starvation:Glucose_6h:2.0,-0.044139548800000004,-0.2326386679
starvation:Low_24h:2.0,-0.0359807354,0.9213060567
starvation:Glucose_24h:2.0,6.6157879937,2.0401919511
18_mutants:phoB/R_InSPI2:1.0,-0.6631441553,0.0202224223
18_mutants:hfq_ESP:1.0,3.132556813,-0.0685073919
18_mutants:ompR/envZ_InSPI2:1.0,-3.0435500828,0.3829332226
18_mutants:dam_MEP:1.0,0.46080355440000004,0.1550714312
18_mutants:WT_IEP:1.0,1.1297432039,0.3533759151
18_mutants:ssrA/B_InSPI2:1.0,-2.0254013902,0.6700146231
18_mutants:WT_InSPI2:1.0,-1.982239625,0.6461154941
18_mutants:hilC_IEP:1.0,1.3988974858,0.1852811475
18_mutants:fliZ_ESP:1.0,-3.0070236133,0.9343454642000001
18_mutants:hilD_InSPI2:1.0,0.3827687113,0.679103244
18_mutants:phoP/Q_InSPI2:1.0,-1.4857598565,0.6045711381000001
18_mutants:ssrB_InSPI2:1.0,-0.2396266716,0.6357977473
18_mutants:fur_ESP:1.0,-2.5710941032,0.8581515285
18_mutants:WT_MEP:1.0,2.3887150929999997e-21,0.0
18_mutants:hilD_IEP:1.0,-0.1471433685,0.4218623198
18_mutants:hilE_IEP:1.0,0.0437106986,0.1667260677
18_mutants:slyA_InSPI2:1.0,-0.4329462558,0.1329881393
18_mutants:ssrA_InSPI2:1.0,-0.3734753259,0.7494599671000001
18_mutants:WT_lnSPI2:1.0,-0.3012107312,0.08708642330000001
18_mutants:hilA_IEP:1.0,0.143655196,0.2733987847
Infection_conditions:pH3_shock:1.0,-3.7348973333,-0.0604079953
Infection_conditions:Peroxide_shock_InSPI2:1.0,-4.4497136742,-1.3299978976
Infection_conditions:MEP:1.0,-3.8621463251,-0.4025014438
Infection_conditions:Oxygen_shock:1.0,-3.2986787989,-0.0128543179
Infection_conditions:MEP:2.0,-4.0229254727,-0.3199908205
Infection_conditions:Anaerobic_shock:1.0,5.6540865799,0.1902746938
Infection_conditions:Bile_shock:1.0,-1.7328772042,-0.11207974720000001
Infection_conditions:LowFe2+_shock:1.0,-2.3290059599,-0.21484230310000002
Infection_conditions:MEP:3.0,-4.7670618494,-0.4682462056
Infection_conditions:pH5.8_shock:1.0,7.1928842822,-0.0173382373
Infection_conditions:ESP:1.0,-6.1255624755,-0.33759697790000004
Infection_conditions:inSPI2_dRNA_seq:1.0,-2.8011470031,1.4980730172
Infection_conditions:LEP:1.0,-4.9940389479,-0.19359976710000001
Infection_conditions:Temp20:1.0,-3.2522797406,-0.2628894617
Infection_conditions:25C:1.0,-2.7527571592999998,0.3597207481
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-4.925298027,0.2381275821
Infection_conditions:ESP:2.0,-6.3419064422,0.1339423511
Infection_conditions:EEP:1.0,-4.4378370837,0.289927667
Infection_conditions:ESP:3.0,-6.2441596907,-0.6012163257
Infection_conditions:Anaerobic_growth:1.0,4.9117542164,0.1891792562
Infection_conditions:NaCl_shock:1.0,-3.4940923265,0.1853099246
Infection_conditions:Pool_RNA_seq:1.0,-4.292921434e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,-3.9033062016,0.0046807829
Infection_conditions:Pool_dRNA_seq:1.0,-1.4446941897,-0.4250976242
Infection_conditions:InSPI2_LowMg2+:1.0,-4.5953244298,0.2335242402
Infection_conditions:Temp10:1.0,-1.6017741233,0.23862987700000002
Infection_conditions:NonSPI2:1.0,-5.8731416364,0.0651188276
Macrophage:Intra_macrophage_dRNA:1.0,-2.0274602147,-0.7624845195000001
Macrophage:Intra_macrophage_RNA:1.0,1.32341298,0.0126679341
Macrophage:Intra_macrophage_RNA:2.0,-1.32341298,-0.0126679341
Macrophage:Intra_macrophage_dRNA:2.0,1.2562182488,-0.4371107501
comparative_st474:st474_InSPI2:1.0,-1.8943310093,0.8330345005
comparative_st474:st474_LEP:1.0,-1.1299668606,0.19766135240000002
comparative_st474:st474_InSPI2:2.0,-2.0432234086,0.6423257313
comparative_st474:st474_EEP:1.0,-0.5989897162,0.7028700560000001
comparative_st474:st474_ESP:1.0,-1.4074782157999999,0.06716265240000001
comparative_st474:st474_NaCl_shock:1.0,0.356989586,0.5512639483
comparative_st474:st474_NO_shock_InSPI2:1.0,-1.0525566899,0.5364129987
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,-0.6036947901,-1.0668875958
comparative_st474:st474_Oxygen_shock:1.0,0.5392070109,0.37858789
comparative_st474:st474_MEP:1.0,-3.623024818e-29,0.0
comparative_st474:st474_ESP:2.0,-1.752542972,0.1307230119
comparative_st474:st474_ESP:3.0,-1.3244220486,-0.5078400066000001
comparative_st474:st474_NonSPI2:1.0,-4.4600220572,0.6709196979000001
comparative_st474:st474_Bile_shock:1.0,2.0949404306,0.2955443184
comparative_st474:st474_NonSPI2:2.0,-4.4199674732,0.5747232353
comparative_st474:st474_Anaerobic_growth:1.0,6.8860391235,0.7608994127
comparative_st474:st474_Macrophage:1.0,2.655719673,0.38177238900000005
comparative_st474:st474_Anaerobic_shock:1.0,9.5110332799,0.5659684352000001
comparative_st474:st474_InSPI2:3.0,-1.7887885578,0.6524221842
comparative_st474:st474_InSPI2:4.0,-1.9784615737000002,0.5839240588
comparative_st474:st474_Anaerobic_growth:2.0,10.2641855105,0.4851450251
comparative_st474:st474_Anaerobic_growth:3.0,6.7501851579,0.5993283339000001
comparative_st474:st474_ESP:4.0,-3.8717538255,0.5289799066
comparative_st474:st474_Macrophage:2.0,0.0156388955,0.3564305245
comparative_st474:st474_25C:1.0,1.1065270195,0.7686258307
comparative_st474:st474_Low_Fe2+_shock:1.0,1.4988736572999999,0.1801829923
comparative_st474:st474_NonSPI2:3.0,-4.6359608373,0.7206004524
comparative_D23580:D23580_NonSPI2:1.0,-2.8907863668,-0.1436625213
comparative_D23580:D23580_InSPI2:1.0,-3.1626992944,0.24547964400000002
comparative_D23580:D23580_Anaerobic_growth:1.0,8.2262285507,-0.6053830222000001
comparative_D23580:D23580_pBT1 deletion:1.0,-2.30902341,-0.9439440157000001
comparative_D23580:D23580_InSPI2:2.0,-2.2003101209,0.1136663264
comparative_D23580:D23580_25C:1.0,1.8687213284,0.1596314909
comparative_D23580:D23580_pBT1 deletion:2.0,-0.8933205885000001,-1.3481460502
comparative_D23580:D23580_Oxygen_shock:1.0,-1.6197386657,-0.32881154970000004
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,0.0759440356,-0.7914886236
comparative_D23580:D23580_LEP:1.0,-2.9711143355000003,-0.1650248755
comparative_D23580:D23580_ESP:1.0,-3.037662286,-0.9034873685
comparative_D23580:D23580_Macrophage:1.0,-0.4712410064,-0.0614876473
comparative_D23580:D23580_ESP:2.0,-2.6093655447,-0.79110443
comparative_D23580:D23580_Low_Fe2+_shock:1.0,0.8636908328,-0.9999127564
comparative_D23580:D23580_Bile_shock:1.0,1.3107586992,0.0440700017
comparative_D23580:D23580_NaCl_shock:1.0,0.3687903723,0.0277189675
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,1.3661454468,-0.5110965189000001
comparative_D23580:D23580_InSPI2:3.0,-2.8797193326,0.040416194100000004
comparative_D23580:D23580_EEP:1.0,-1.0291936312,-0.2728949849
comparative_D23580:D23580_NO_shock_InSPI2:1.0,-0.8739681106,0.6286086028
comparative_D23580:D23580_Anaerobic_shock:1.0,12.4104579176,-0.2061398748
comparative_D23580:D23580_InSPI2:4.0,-2.2859831274999998,0.1477359838
comparative_D23580:D23580_NonSPI2:2.0,-3.0475666775,0.053985902100000004
comparative_D23580:D23580_NonSPI2:3.0,-2.7138434647,0.0186517335
comparative_D23580:D23580_ESP:3.0,-3.5748879664,-0.6640513795
comparative_D23580:D23580_Macrophage:2.0,0.6749662015,0.1024477642
comparative_D23580:D23580_NonSPI2:4.0,-3.0640736178,-0.1428090126
comparative_D23580:D23580_ESP:4.0,-4.3579097521,-0.9013390116000001
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-3.1951856858,-1.2370484783
comparative_D23580:D23580_Anaerobic_growth:2.0,9.4386864164,-0.7094601140000001
comparative_D23580:D23580_Anaerobic_growth:3.0,7.9791682206,-0.5315329463
pgtE:ESP_tex:1.0,-6.2471325221,-0.5067199162
pgtE:Pooled_tex:1.0,-0.4879390246,1.7125503238
pgtE:ESP:1.0,-8.6167688761,-0.655579169
pgtE:InSPI2:1.0,-9.1930510008,0.3810534041
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-5.2934004475,0.7321063301
aroA:SF101:1.0,7.9165352228,-0.7355801109
aroA:SF101:2.0,8.5496289884,-0.0008445029
aroA:SF100:1.0,7.1342198032,-0.7134261518
aroA:SF100:2.0,10.7471097984,-0.21989123100000002
aroA:WT_vivo:1.0,-0.21170424300000001,0.3305970787
aroA:WT_vivo:2.0,0.21170424300000001,-0.3305970787
flagella_mutants:SF102:1.0,-0.0092721377,-0.041173541800000005
flagella_mutants:SF102:2.0,0.0092721377,0.041173541800000005
flagella_mutants:del_fliHIJ:1.0,0.3712620504,0.20624643350000002
flagella_mutants:del_fliHIJ:2.0,-0.0121277472,0.2130710341
flagella_mutants:del_fliF:1.0,0.0458605003,0.27325299680000004
flagella_mutants:del_fliF:2.0,-0.0847173495,0.3256939601
myricanol:Control:1.0,0.1592032927,0.1252645949
myricanol:Control:2.0,-0.23607092130000001,-0.0498830538
myricanol:Control:3.0,0.0768676286,-0.0753815411
myricanol:Myricanol:1.0,0.47803665170000004,-0.1113546192
myricanol:Myricanol:2.0,-0.41839486470000004,0.1325384252
myricanol:Myricanol:3.0,-0.017017562400000002,0.1249900797
