,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,sample,BioSample1,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,BioSample2,doi,base_media,carbon_source,temperature,growth_phase,project,project_detail,condition,n_replicates,reference_condition,R1,R2,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate
SBRG_M9Na_Trehalose_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Trehalose_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Trehalose,30.0,Mid,Carbon,Carbons,M9Na_Trehalose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Trehalose_Min_carbons_Mid_Rep1_S9_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Trehalose_Mid,True,True,1
SBRG_M9Na_Trehalose_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Trehalose_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Trehalose,30.0,Mid,Carbon,Carbons,M9Na_Trehalose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Trehalose_Min_carbons_Mid_Rep2_S10_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Trehalose_Mid,True,True,2
SBRG_M9Na_ethanol_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_ethanol_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,ethanol,30.0,Mid,Carbon,Carbons,M9Na_ethanol_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_ethanol_Min_carbons_Mid_Rep1_S33_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_ethanol_Mid,True,True,1
SBRG_M9Na_ethanol_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_ethanol_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,ethanol,30.0,Mid,Carbon,Carbons,M9Na_ethanol_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_ethanol_Min_carbons_Mid_Rep2_S34_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_ethanol_Mid,True,True,2
SBRG_M9Na_fructose_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_fructose_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,fructose,30.0,Mid,Carbon,Carbons,M9Na_fructose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_fructose_Min_carbons_Mid_Rep1_S31_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_fructose_Mid,True,True,1
SBRG_M9Na_fructose_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_fructose_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,fructose,30.0,Mid,Carbon,Carbons,M9Na_fructose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_fructose_Min_carbons_Mid_Rep2_S32_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_fructose_Mid,True,True,2
SBRG_M9Na_fumarate_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_fumarate_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,fumarate,30.0,Mid,Carbon,Carbons,M9Na_fumarate_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_fumarate_Min_carbons_Mid_Rep1_S29_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_fumarate_Mid,True,True,1
SBRG_M9Na_fumarate_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_fumarate_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,fumarate,30.0,Mid,Carbon,Carbons,M9Na_fumarate_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_fumarate_Min_carbons_Mid_Rep2_S30_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_fumarate_Mid,True,True,2
SBRG_M9Na_glucoseGrowth_Late_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_glucoseGrowth_Late__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,glucose,30.0,Late,Carbon,Carbons,M9Na_glucoseGrowth_Late,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_glucose_Growth_phase_Late_Rep1_S49_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_glucoseGrowth_Late,True,True,1
SBRG_M9Na_glucoseGrowth_Late_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_glucoseGrowth_Late__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,glucose,30.0,Late,Carbon,Carbons,M9Na_glucoseGrowth_Late,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_glucose_Growth_phase_Late_Rep2_S50_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_glucoseGrowth_Late,True,True,2
SBRG_M9Na_glucoseGrowth_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_glucoseGrowth_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,glucose,30.0,Mid,Carbon,Carbons,M9Na_glucoseGrowth_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_glucose_Growth_phase_Mid_Rep1_S47_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_glucoseGrowth_Mid,True,True,1
SBRG_M9Na_glucoseGrowth_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_glucoseGrowth_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,glucose,30.0,Mid,Carbon,Carbons,M9Na_glucoseGrowth_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_glucose_Growth_phase_Mid_Rep2_S48_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_glucoseGrowth_Mid,True,True,2
SBRG_M9Na_glucoseGrowth_Stat_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_glucoseGrowth_Stat__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,glucose,30.0,Stationary,Carbon,Carbons,M9Na_glucoseGrowth_Stat,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_glucose_Growth_phase_Stationary_Rep1_S51_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_glucoseGrowth_Stat,True,True,1
SBRG_M9Na_glucoseGrowth_Stat_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_glucoseGrowth_Stat__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,glucose,30.0,Stationary,Carbon,Carbons,M9Na_glucoseGrowth_Stat,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_glucose_Growth_phase_Stationary_Rep2_S52_L002_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_glucoseGrowth_Stat,True,True,2
SBRG_M9Na_ribose_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_ribose_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,ribose,30.0,Mid,Carbon,Carbons,M9Na_ribose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_ribose_Min_carbons_Mid_Rep1_S13_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_ribose_Mid,True,True,1
SBRG_M9Na_ribose_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_ribose_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,ribose,30.0,Mid,Carbon,Carbons,M9Na_ribose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_ribose_Min_carbons_Mid_Rep2_S14_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_ribose_Mid,True,True,2
SBRG_M9Na_succinate_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_succinate_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,succinate,30.0,Mid,Carbon,Carbons,M9Na_succinate_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_succinate_Min_carbons_Mid_Rep1_S11_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_succinate_Mid,True,True,1
SBRG_M9Na_succinate_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_succinate_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,succinate,30.0,Mid,Carbon,Carbons,M9Na_succinate_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_succinate_Min_carbons_Mid_Rep2_S12_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_succinate_Mid,True,True,2
SBRG_M9Na_sucrose_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_sucrose_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,sucrose,30.0,Mid,Carbon,Carbons,M9Na_sucrose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_sucrose_Min_carbons_Mid_Rep1_S37_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_sucrose_Mid,True,True,1
SBRG_M9Na_sucrose_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_sucrose_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,sucrose,30.0,Mid,Carbon,Carbons,M9Na_sucrose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_sucrose_Min_carbons_Mid_Rep2_S38_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_sucrose_Mid,True,True,2
SBRG_LBv2_HapROver_Late_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_HapROver_Late__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Late,TF,HapR,LBv2_HapROver_Late,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__HapR_Over_Late_Rep1_S93_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_HapROver_Late,True,True,1
SBRG_LBv2_HapROver_Late_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_HapROver_Late__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Late,TF,HapR,LBv2_HapROver_Late,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__HapR_Over_Late_Rep2_S94_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_HapROver_Late,True,True,2
SBRG_LBv2_HapROver_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_HapROver_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,TF,HapR,LBv2_HapROver_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__HapR_Over_Mid_Rep1_S91_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_HapROver_Mid,True,True,1
SBRG_LBv2_HapROver_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_HapROver_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,TF,HapR,LBv2_HapROver_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__HapR_Over_Mid_Rep2_S92_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_HapROver_Mid,True,True,2
SBRG_LBv2_HapROver_Stat_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_HapROver_Stat__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,TF,HapR,LBv2_HapROver_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__HapR_Over_Stationary_Rep1_S95_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_HapROver_Stat,True,True,1
SBRG_LBv2_HapROver_Stat_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_HapROver_Stat__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,TF,HapR,LBv2_HapROver_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__HapR_Over_Stationary_Rep2_S96_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_HapROver_Stat,True,True,2
SBRG_LBv2_LuxOOver_Late_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_LuxOOver_Late__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Late,TF,LuxO,LBv2_LuxOOver_Late,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__LuxO_Over_Late_Rep1_S99_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_LuxOOver_Late,True,True,1
SBRG_LBv2_LuxOOver_Late_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_LuxOOver_Late__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Late,TF,LuxO,LBv2_LuxOOver_Late,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__LuxO_Over_Late_Rep2_S100_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_LuxOOver_Late,True,True,2
SBRG_LBv2_LuxOOver_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_LuxOOver_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,TF,LuxO,LBv2_LuxOOver_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__LuxO_Over_Mid_Rep1_S97_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_LuxOOver_Mid,True,True,1
SBRG_LBv2_LuxOOver_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_LuxOOver_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,TF,LuxO,LBv2_LuxOOver_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__LuxO_Over_Mid_Rep2_S98_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_LuxOOver_Mid,True,True,2
SBRG_LBv2_LuxOOver_Stat_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_LuxOOver_Stat__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,TF,LuxO,LBv2_LuxOOver_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__LuxO_Over_Stationary_Rep1_S101_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_LuxOOver_Stat,True,True,1
SBRG_LBv2_LuxOOver_Stat_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_LuxOOver_Stat__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,TF,LuxO,LBv2_LuxOOver_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__LuxO_Over_Stationary_Rep2_S102_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_LuxOOver_Stat,True,True,2
SBRG_LBv2_QstROver_Late_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_QstROver_Late__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Late,TF,QstR,LBv2_QstROver_Late,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__QstR_Over_Late_Rep1_S87_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_QstROver_Late,True,True,1
SBRG_LBv2_QstROver_Late_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_QstROver_Late__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Late,TF,QstR,LBv2_QstROver_Late,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__QstR_Over_Late_Rep2_S88_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_QstROver_Late,True,True,2
SBRG_LBv2_QstROver_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_QstROver_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,TF,QstR,LBv2_QstROver_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__QstR_Over_Mid_Rep1_S85_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_QstROver_Mid,True,True,1
SBRG_LBv2_QstROver_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_QstROver_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Mid,TF,QstR,LBv2_QstROver_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__QstR_Over_Mid_Rep2_S86_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_QstROver_Mid,True,True,2
SBRG_LBv2_QstROver_Stat_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_QstROver_Stat__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,TF,QstR,LBv2_QstROver_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__QstR_Over_Stationary_Rep1_S89_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_QstROver_Stat,True,True,1
SBRG_LBv2_QstROver_Stat_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_QstROver_Stat__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,TF,QstR,LBv2_QstROver_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__QstR_Over_Stationary_Rep2_S90_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_QstROver_Stat,True,True,2
SBRG_LBv2_TfoXOver_Late_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_TfoXOver_Late__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Late,TF,TfoX,LBv2_TfoXOver_Late,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__TfoX_Over_Late_Rep1_S81_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_TfoXOver_Late,True,True,1
SBRG_LBv2_TfoXOver_Late_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_TfoXOver_Late__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Late,TF,TfoX,LBv2_TfoXOver_Late,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__TfoX_Over_Late_Rep2_S82_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_TfoXOver_Late,True,True,2
