,A,sigH
mrsI:ko_sds_atc:2,-13.9635197681,-1.5212051843
mrsI:ko_sds_no_atc:1,-1.3879963588,0.1089146887
mrsI:ko_sds_no_atc:2,-2.5063947486,0.2223705169
mrsI:wt_iron_atc:1,-1.0341723948,-0.1721458504
mrsI:wt_iron_atc:2,0.4541006751,-0.060345994800000004
mrsI:wt_iron_no_atc:1,-18.1710725564,-1.2149430967
mrsI:wt_iron_no_atc:2,-15.2182922555,-1.3434020850000001
mrsI:wt_ox_atc:1,-18.1165623454,-1.1741899726
mrsI:wt_ox_atc:2,-15.8873164039,-1.4641176239
mrsI:wt_ox_noatc:1,-13.7456611715,-1.6261695276
mrsI:wt_ox_noatc:2,-13.8907360733,-1.5769230964
mrsI:wt_sds_atc:1,-13.9706170185,-1.7228354201
mrsI:wt_sds_atc:2,-13.1848211313,-1.6317320808
mrsI:wt_sds_no_atc:1,-0.6913926447000001,0.0516315594
mrsI:wt_sds_no_atc:2,0.6913926447000001,-0.0516315594
nitrate:control:1,0.1633564776,0.054487188000000006
nitrate:control:2,-0.1633564776,-0.054487188000000006
p218:0_days_.1:1,-1.6019699380999999,-0.0795110683
p218:0_days_.1:2,-0.5374657879,-0.0632870161
p218:0_days_.1:3,-1.4612619864,-0.0637422114
p218:0_days_.1:4,-1.4878129251,-0.1240169161
p218:0_days_control:1,-0.1292200983,-0.027833273000000002
p218:0_days_control:2,0.12355847160000001,0.012702789400000001
p218:0_days_control:3,0.1125495975,-0.0119949841
p218:0_days_control:4,-0.10688797080000001,0.0271254677
p218:1_days_.1:1,3.2330284084,0.1292423734
p218:1_days_.1:2,3.1759368436,0.2332150902
p218:1_days_.1:3,3.1014846414,0.2648740732
p218:1_days_.1:4,3.3056701565,0.2544177366
p218:1_days_control:1,-3.8391364521,0.1981216894
p218:1_days_control:2,-3.9436580117,0.2267733358
p218:1_days_control:3,-3.7656518394000003,0.1958255136
p218:1_days_control:4,-4.1908196564,0.3302977874
patH-Cap:post_path_ctrl:1,-0.2165733581,-0.49884757020000003
patH-Cap:post_path_ctrl:2,-0.564925317,-0.5795906535
patH-Cap:post_path_inh:1,12.0488432531,-0.7100918558
patH-Cap:post_path_inh:2,11.7350564609,-0.7967209205
patH-Cap:pre_path_ctrl:1,-0.1315717102,-0.0571890819
patH-Cap:pre_path_ctrl:2,0.1315717102,0.0571890819
patH-Cap:pre_path_inh:1,12.4704167298,-0.2206165887
patH-Cap:pre_path_inh:2,12.3857539619,-0.2115520669
ppxx:double_mutant:1,0.0730418207,-0.0107405494
ppxx:double_mutant:2,-0.0730418207,0.0107405494
reactivation:day_1_reactivation:1,-0.41363147850000004,-1.6999884621999999
reactivation:day_1_reactivation:2,-0.6638726426,-1.6443964016
reactivation:day_1_reactivation:3,-0.5433684179,-1.6897096114
reactivation:day_2_reactivation:1,14.6761624879,-1.8082499011
reactivation:day_2_reactivation:2,14.5863217532,-1.8243608378
reactivation:day_2_reactivation:3,14.3860024005,-1.7322385883
reactivation:day_3_reactivation:1,17.0106642425,-1.9847389740999999
reactivation:day_3_reactivation:2,17.1623236215,-2.0670978149
reactivation:day_3_reactivation:3,17.0500309737,-2.0512734162
reactivation:day_4_reactivation:1,16.3247628425,-2.3520842881
reactivation:day_4_reactivation:2,16.6795196571,-2.3522031026
reactivation:day_4_reactivation:3,16.2775623601,-2.4485454769
reactivation:days_0_persistence:1,0.1090914608,-0.0533514661
reactivation:days_0_persistence:2,-0.0067098972,0.0397819257
reactivation:days_0_persistence:3,-0.1023815637,0.0135695404
redox:intra_basal:1,-8.4770217532,-0.1257420428
redox:intra_basal:2,-9.0544330157,0.11127912250000001
redox:whib3_comp_4.5:1,2.6108000215000002,1.6555355549000002
redox:whib3_comp_4.5:2,-0.5995836729,2.5959174634
redox:whib3_comp_6.6:1,-1.2822414825,-0.23035915950000002
redox:whib3_comp_6.6:2,0.5798740799000001,-0.1046500217
redox:whib3_ko_4.5:1,2.815366685,1.9547015389
redox:whib3_ko_4.5:2,3.4391579112,1.7094211877
redox:wt_4.5:1,3.287003705,-0.020505490300000002
redox:wt_4.5:2,1.2968377298,-0.2874382333
redox:wt_6.6:1,-0.5362026627,-0.000899797
redox:wt_6.6:2,0.5362026627,0.000899797
resus:day_1_run_1:1,-0.1401735599,0.0859483198
resus:day_1_run_1:2,0.1401735599,-0.0859483198
resus:day_4_run_1:1,0.0293012126,-0.4888886777
resus:day_4_run_1:2,0.2685066991,-0.1975116486
rho:00h_DUC:1,0.2989986203,0.0460908618
rho:00h_DUC:2,-0.2989986203,-0.0460908618
rho:00h_DUC_1:1,3.6788675028,-0.4841516612
rho:00h_DUC_1:2,3.2739918663,-0.30412883020000003
rho:01.5_DUC:1,1.9775480201,-0.4796358718
rho:01.5_DUC:2,2.9891475076000003,-0.2908429535
rho:01.5h_DUC_ATC:1,-1.6855109453,-0.23549373280000002
rho:01.5h_DUC_ATC:2,-0.1392528944,0.0910217868
rho:03_DUC:1,3.7931016756,-0.46103506250000004
rho:03_DUC:2,3.1467065271,-0.2459896078
rho:03h_DUC_ATC:1,-0.10697586340000001,0.2134626731
rho:03h_DUC_ATC:2,1.4596018984,0.170300674
rho:06h_DUC_ATC:1,1.4040894439,-0.31778122070000003
rho:06h_DUC_ATC:2,2.5836088068,-0.2399702401
rho:06h_WT_ATC:1,-0.20809002640000002,0.2074927201
rho:06h_WT_ATC:2,-1.3118081284,0.2392472585
rho:09_DUC:1,0.6505842975,-0.2326751994
rho:09_DUC:2,1.2892560816,-0.2635384085
rho:09h_DUC_ATC:1,0.9946179064,-0.40663003680000004
smx:0_days_12.5:1,0.3374781939,0.076701762
smx:0_days_12.5:2,0.4209421775,0.15008835140000001
smx:0_days_12.5:3,0.4289223439,0.0740303301
smx:0_days_control:1,-0.0031475948,-0.0086460049
smx:0_days_control:2,0.08043517800000001,0.0197449741
smx:0_days_control:3,-0.07728758320000001,-0.011098969200000001
smx:1_days_12.5:1,1.8150876196999999,0.0875662043
smx:1_days_12.5:2,1.9689104271,0.1292670169
smx:1_days_12.5:3,2.2152021127,0.0767569879
smx:1_days_control:1,3.0294460275,-0.0506539835
smx:1_days_control:2,3.0659361233,0.0361329639
smx:1_days_control:3,3.0896762523,-0.0869639267
sq109:0_days_3:1,-2.7631944523,0.0052412619
sq109:0_days_3:2,2.4980774524,0.3390513113
sq109:0_days_3:3,2.57215352,0.330598909
sq109:0_days_3:4,-2.8420067332,-0.0209002657
sq109:0_days_control:1,-3.0747630899,-0.2096789924
sq109:0_days_control:2,3.0694563832,0.1723663545
sq109:0_days_control:3,3.2311966236,0.2956632904
sq109:0_days_control:4,-3.2258899168,-0.2583506525
sq109:1_days_3:1,-2.6935737826,-0.028458339000000003
sq109:1_days_3:2,2.4743156291,0.2625653181
sq109:1_days_3:3,2.6907513677,0.34054873010000003
sq109:1_days_3:4,-2.9187677955,-0.027061198800000002
sq109:1_days_control:1,-3.0887150801,-0.2287682838
sq109:1_days_control:2,3.0331989421,0.19678495000000001
sq109:1_days_control:3,-3.1153454892,-0.1885122541
sq109:1_days_control:4,2.9699282243000003,0.35199664210000003
stress:.1_butyrate:1,1.7891586903,0.757565774
stress:.1_butyrate:2,2.2317940487,0.4279517248
stress:.1_butyrate:3,2.9500867148000003,0.9547634517
stress:.4_gluc:1,0.37721896590000004,0.1148002105
stress:.4_gluc:2,-0.8072961612,-0.0284684325
stress:.4_gluc:3,0.4300771953,-0.0863317779
stress:1_days_low_iron:1,-8.4611786342,0.4709806621
stress:1_days_low_iron:2,-6.1073474853,0.6697742950000001
stress:1_days_low_iron:3,-7.9072268423,0.3631649166
stress:7_days_low_iron:1,-12.1943753141,0.0350503392
stress:7_days_low_iron:2,-13.6429590473,0.0757484851
stress:7_days_low_iron:3,-13.4837590364,0.1893323241
stress:gluc_butyrate:1,2.6837320428,0.300422067
stress:gluc_butyrate:2,3.3315444434,0.1099362915
stress:gluc_butyrate:3,0.7964277987,0.1598608469
stress:high_iron:1,4.7309657452,0.26988323000000003
stress:high_iron:2,4.5661780111,0.571413928
stress:high_iron:3,5.209428985,0.4800344915
stress:tolox_ph_7:1,8.3005732293,0.4020412158
stress:tolox_ph_7:2,8.3949031533,0.35625374120000003
sutez:0_days_5.6:1,0.3874861023,0.023330427
sutez:0_days_5.6:2,0.1790321575,0.0256682763
sutez:0_days_5.6:3,0.3261254155,0.0361928441
sutez:0_days_5.6:4,-0.2214352114,-0.2067549008
sutez:0_days_control:1,-0.1247272608,0.039754842000000006
sutez:0_days_control:2,0.051836887400000004,-0.0926672395
sutez:0_days_control:3,0.0810691291,-0.0275222922
sutez:0_days_control:4,-0.0081787557,0.0804346896
sutez:1_days_5.6:1,-5.5369928665,0.9347073747
sutez:1_days_5.6:2,-5.7113281306,0.8006701405000001
sutez:1_days_control:1,2.7505837314,0.3469136372
sutez:1_days_control:2,2.9417192898,0.31482798700000003
sutez:1_days_control:3,3.0056739354,0.6077277536
sutez:1_days_control:4,2.8836853509,0.3164572068
thrB:0_days_starve:1,0.0635304055,0.090564262
thrB:0_days_starve:2,-0.0635304055,-0.090564262
tss:expression_library:1,1.6639600806,0.2174502042
tss:expression_library:2,1.4689610293,0.06320415310000001
tss:mapping_triphosphate:1,0.3535370478,1.0018814738
tss:mapping_triphosphate:2,0.49116512980000004,0.8709234659
tss:mapping_wo_triphosphate:1,0.0580222929,1.2844207083999999
tss:mapping_wo_triphosphate:2,0.4029211838,1.2718364866
tss:wt_experiment_2:1,-0.3575496407,0.1199756837
tss:wt_experiment_2:2,0.28393427520000003,-0.1051333176
tss:wt_experiment_2:3,0.0736153655,-0.0148423661
vera:0_days_176:1,0.8552953115,-0.21772409650000002
vera:0_days_176:2,0.3246485103,-0.13443842350000001
vera:0_days_176:3,-0.015182768800000001,-0.2853593039
vera:0_days_176:4,-0.1793070851,-0.4090668806
vera:0_days_control:1,0.2195600091,0.0269319026
vera:0_days_control:2,-0.07304777600000001,0.0520618121
vera:0_days_control:3,-0.0898593404,-0.0401210413
vera:0_days_control:4,-0.0566528928,-0.0388726735
vera:1_days_176:1,0.2726655303,0.0245017942
vera:1_days_176:2,0.561386355,0.0524678803
vera:1_days_176:3,0.5656245795,-0.076299212
vera:1_days_control:1,0.9280795597,0.2154983199
vera:1_days_control:2,0.6925397216,0.27404855910000003
vera:1_days_control:3,0.9894204138,0.4585784002
vera:1_days_control:4,0.9783198227000001,0.4358200356
