,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,project_name,reference_condition,condition,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,co_culture,time,host_plant,host_genotype,infiltration_agent,inoculation_time (h post infiltration),sample_time (h post inoculation),additional_notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX3984023,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053015,SRP141775,PRJNA439660,439660,SRS3208844,SAMN08769762,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451806,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769762,DC3000,,,co_culture,co_culture,mono_12.5,mono_12.5,mono_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,12.5,,,,,,,True,True,True,True,co_culture:mono_12.5,True,True,1.0,co_culture__mono_12.5__1.0,4.0
SRX3984024,4/22/18 0:46,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053014,SRP141776,PRJNA439662,439662,SRS3208845,SAMN08769714,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451807,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769714,DC3000,,,co_culture,co_culture,mono_12.5,mono_25,mono_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,25.0,,,,,,,True,True,True,True,co_culture:mono_25,True,True,2.0,co_culture__mono_25__2.0,4.0
SRX3984025,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053013,SRP141777,PRJNA439631,439631,SRS3208846,SAMN08769773,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451808,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769773,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_45,c_viol_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,45.0,,,,,,,True,True,True,True,co_culture:c_viol_45,True,True,1.0,co_culture__c_viol_45__1.0,2.0
SRX3984026,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053012,SRP141778,PRJNA439627,439627,SRS3208847,SAMN08769775,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451809,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769775,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_40,c_viol_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,40.0,,,,,,,True,True,True,True,co_culture:c_viol_40,True,True,3.0,co_culture__c_viol_40__3.0,4.0
SRX3984027,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053011,SRP141779,PRJNA439619,439619,SRS3208848,SAMN08769718,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451810,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769718,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_30,c_viol_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,30.0,,,,,,,True,True,True,True,co_culture:c_viol_30,True,True,2.0,co_culture__c_viol_30__2.0,3.0
SRX3984028,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053010,SRP141782,PRJNA439615,439615,SRS3208851,SAMN08769698,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451811,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769698,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_25,c_viol_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,25.0,,,,,,,True,True,True,True,co_culture:c_viol_25,True,True,2.0,co_culture__c_viol_25__2.0,4.0
SRX3984029,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053009,SRP141780,PRJNA439632,439632,SRS3208849,SAMN08769772,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451812,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769772,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_45,c_viol_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,45.0,,,,,,,True,True,True,True,co_culture:c_viol_45,True,True,2.0,co_culture__c_viol_45__2.0,2.0
SRX3984031,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053007,SRP141784,PRJNA439685,439685,SRS3208854,SAMN08769737,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451814,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769737,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_30,b_thai_c_viol_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,30.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_30,True,True,2.0,co_culture__b_thai_c_viol_30__2.0,4.0
SRX3984032,4/22/18 0:41,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053006,SRP141783,PRJNA439653,439653,SRS3208853,SAMN08769752,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451815,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769752,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_45,b_thai_c_viol_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,45.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_45,True,True,3.0,co_culture__b_thai_c_viol_45__3.0,4.0
SRX3984034,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053004,SRP141787,PRJNA439658,439658,SRS3208857,SAMN08769715,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451817,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769715,DC3000,,,co_culture,co_culture,mono_12.5,mono_12.5,mono_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,12.5,,,,,,,True,True,True,True,co_culture:mono_12.5,True,True,2.0,co_culture__mono_12.5__2.0,4.0
SRX3984035,4/22/18 0:36,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053003,SRP141838,PRJNA439636,439636,SRS3208908,SAMN08769769,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451818,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769769,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_12.5,b_thai_c_viol_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,12.5,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_12.5,True,True,1.0,co_culture__b_thai_c_viol_12.5__1.0,2.0
SRX3984036,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053002,SRP141788,PRJNA439599,439599,SRS3208858,SAMN08769728,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451819,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769728,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_35,b_thai_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,35.0,,,,,,,True,True,True,True,co_culture:b_thai_35,True,True,2.0,co_culture__b_thai_35__2.0,4.0
SRX3984037,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053001,SRP141786,PRJNA439591,439591,SRS3208856,SAMN08769733,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451820,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769733,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_25,b_thai_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,25.0,,,,,,,True,True,True,True,co_culture:b_thai_25,True,True,3.0,co_culture__b_thai_25__3.0,3.0
SRX3984038,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053000,SRP141789,PRJNA439607,439607,SRS3208859,SAMN08769758,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451821,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769758,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_45,b_thai_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,45.0,,,,,,,True,True,True,True,co_culture:b_thai_45,True,True,2.0,co_culture__b_thai_45__2.0,3.0
SRX3984039,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052999,SRP141792,PRJNA439595,439595,SRS3208862,SAMN08769623,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451822,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769623,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_30,b_thai_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,30.0,,,,,,,True,True,True,True,co_culture:b_thai_30,True,True,2.0,co_culture__b_thai_30__2.0,4.0
SRX3984040,4/22/18 0:38,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052998,SRP141790,PRJNA439623,439623,SRS3208860,SAMN08769760,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451823,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769760,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_35,c_viol_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,35.0,,,,,,,True,True,True,True,co_culture:c_viol_35,True,True,2.0,co_culture__c_viol_35__2.0,4.0
SRX3984041,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052997,SRP141793,PRJNA439603,439603,SRS3208863,SAMN08769725,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451824,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769725,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_40,b_thai_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,40.0,,,,,,,True,True,True,True,co_culture:b_thai_40,True,True,2.0,co_culture__b_thai_40__2.0,3.0
SRX3984042,4/22/18 0:39,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052996,SRP141791,PRJNA439588,439588,SRS3208861,SAMN08769735,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451825,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769735,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_12.5,b_thai_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,12.5,,,,,,,True,True,True,True,co_culture:b_thai_12.5,True,True,2.0,co_culture__b_thai_12.5__2.0,3.0
SRX3984043,4/22/18 0:36,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052995,SRP141795,PRJNA439637,439637,SRS3208865,SAMN08769768,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451826,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769768,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_12.5,b_thai_c_viol_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,12.5,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_12.5,True,True,2.0,co_culture__b_thai_c_viol_12.5__2.0,2.0
SRX3984045,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052993,SRP141796,PRJNA439669,439669,SRS3208866,SAMN08769746,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451828,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769746,DC3000,,,co_culture,co_culture,mono_12.5,mono_35,mono_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,35.0,,,,,,,True,True,True,True,co_culture:mono_35,True,True,3.0,co_culture__mono_35__3.0,4.0
SRX3984046,4/22/18 0:36,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052992,SRP141797,PRJNA439659,439659,SRS3208867,SAMN08769763,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451829,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769763,DC3000,,,co_culture,co_culture,mono_12.5,mono_12.5,mono_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,12.5,,,,,,,True,True,True,True,co_culture:mono_12.5,True,True,3.0,co_culture__mono_12.5__3.0,4.0
SRX3984047,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052991,SRP141798,PRJNA439654,439654,SRS3208868,SAMN08769751,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451830,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769751,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_45,b_thai_c_viol_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,45.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_45,True,True,4.0,co_culture__b_thai_c_viol_45__4.0,4.0
SRX3984048,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052990,SRP141800,PRJNA439646,439646,SRS3208870,SAMN08769754,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451831,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769754,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_35,b_thai_c_viol_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,35.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_35,True,True,3.0,co_culture__b_thai_c_viol_35__3.0,4.0
SRX3984049,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052989,SRP141799,PRJNA439642,439642,SRS3208869,SAMN08769765,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451832,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769765,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_30,b_thai_c_viol_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,30.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_30,True,True,3.0,co_culture__b_thai_c_viol_30__3.0,4.0
SRX3984050,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052988,SRP141801,PRJNA439643,439643,SRS3208871,SAMN08769702,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451833,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769702,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_30,b_thai_c_viol_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,30.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_30,True,True,4.0,co_culture__b_thai_c_viol_30__4.0,4.0
SRX3984051,4/22/18 0:38,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052987,SRP141802,PRJNA439650,439650,SRS3208872,SAMN08769705,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451834,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769705,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_40,b_thai_c_viol_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,40.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_40,True,True,3.0,co_culture__b_thai_c_viol_40__3.0,3.0
SRX3984052,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052986,SRP141803,PRJNA439626,439626,SRS3208873,SAMN08769776,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451835,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769776,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_40,c_viol_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,40.0,,,,,,,True,True,True,True,co_culture:c_viol_40,True,True,4.0,co_culture__c_viol_40__4.0,4.0
SRX3984056,4/22/18 0:46,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052982,SRP141807,PRJNA439598,439598,SRS3208877,SAMN08769624,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451839,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769624,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_35,b_thai_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,35.0,,,,,,,True,True,True,True,co_culture:b_thai_35,True,True,3.0,co_culture__b_thai_35__3.0,4.0
SRX3984057,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052981,SRP141808,PRJNA439594,439594,SRS3208878,SAMN08769731,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451840,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769731,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_30,b_thai_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,30.0,,,,,,,True,True,True,True,co_culture:b_thai_30,True,True,3.0,co_culture__b_thai_30__3.0,4.0
SRX3984058,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052980,SRP141809,PRJNA439606,439606,SRS3208879,SAMN08769626,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451841,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769626,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_45,b_thai_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,45.0,,,,,,,True,True,True,True,co_culture:b_thai_45,True,True,3.0,co_culture__b_thai_45__3.0,3.0
SRX3984059,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052979,SRP141810,PRJNA439661,439661,SRS3208880,SAMN08769631,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451842,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769631,DC3000,,,co_culture,co_culture,mono_12.5,mono_25,mono_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,25.0,,,,,,,True,True,True,True,co_culture:mono_25,True,True,3.0,co_culture__mono_25__3.0,4.0
SRX3984061,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052977,SRP141812,PRJNA439677,439677,SRS3208882,SAMN08769740,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451844,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769740,DC3000,,,co_culture,co_culture,mono_12.5,mono_45,mono_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,45.0,,,,,,,True,True,True,True,co_culture:mono_45,True,True,3.0,co_culture__mono_45__3.0,4.0
SRX3984062,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052976,SRP141813,PRJNA439673,439673,SRS3208883,SAMN08769743,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451845,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769743,DC3000,,,co_culture,co_culture,mono_12.5,mono_40,mono_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,40.0,,,,,,,True,True,True,True,co_culture:mono_40,True,True,3.0,co_culture__mono_40__3.0,4.0
SRX3984063,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052975,SRP141814,PRJNA439614,439614,SRS3208884,SAMN08769721,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451846,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769721,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_25,c_viol_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,25.0,,,,,,,True,True,True,True,co_culture:c_viol_25,True,True,3.0,co_culture__c_viol_25__3.0,4.0
SRX3984064,4/22/18 0:34,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052974,SRP141816,PRJNA439622,439622,SRS3208886,SAMN08769627,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451847,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769627,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_35,c_viol_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,35.0,,,,,,,True,True,True,True,co_culture:c_viol_35,True,True,3.0,co_culture__c_viol_35__3.0,4.0
SRX3984065,4/22/18 0:38,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052973,SRP141817,PRJNA439664,439664,SRS3208887,SAMN08769712,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451848,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769712,DC3000,,,co_culture,co_culture,mono_12.5,mono_25,mono_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,25.0,,,,,,,True,True,True,True,co_culture:mono_25,True,True,4.0,co_culture__mono_25__4.0,4.0
SRX3984066,4/22/18 0:38,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7052972,SRP141819,PRJNA439672,439672,SRS3208889,SAMN08769744,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451849,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769744,DC3000,,,co_culture,co_culture,mono_12.5,mono_35,mono_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,35.0,,,,,,,True,True,True,True,co_culture:mono_35,True,True,4.0,co_culture__mono_35__4.0,4.0
