,A,Rv0681
mrsI:ko_ox_no_atc:1,-2.3876116304,1.3987429394
mrsI:ko_ox_no_atc:2,-2.6727750691,1.1227670181
mrsI:ko_sds_atc:1,-2.5769310865,1.1022906617000001
mrsI:ko_sds_atc:2,-2.3516194005,1.3905803983
mrsI:ko_sds_no_atc:1,-1.7240744141,-0.0580159306
mrsI:ko_sds_no_atc:2,-1.1859825402,-0.3853765026
mrsI:wt_iron_atc:1,0.5367788923,-0.1708671317
mrsI:wt_iron_atc:2,-0.5548935667,-0.0118182444
mrsI:wt_iron_no_atc:1,-9.1640394524,0.5898365861
mrsI:wt_iron_no_atc:2,-8.3528525248,0.14583030360000002
mrsI:wt_ox_atc:1,-9.4434339006,0.5087142175
mrsI:wt_ox_atc:2,-8.3913976809,0.2939211392
mrsI:wt_ox_noatc:1,-1.9237347659,1.5897548509
mrsI:wt_ox_noatc:2,-1.1848459142,1.3174478975000001
mrsI:wt_sds_atc:1,-1.7621845512,1.4090289289
mrsI:wt_sds_atc:2,-2.2929198881,1.4977780305000001
mrsI:wt_sds_no_atc:1,0.1343229722,-0.0716189676
mrsI:wt_sds_no_atc:2,-0.1343229722,0.0716189676
nitrate:control:1,0.3060333997,-0.012811735900000001
nitrate:control:2,-0.3060333997,0.012811735900000001
p218:0_days_.1:1,2.4059758583,-0.718986102
p218:0_days_.1:2,0.9232680006,-0.1021109718
p218:0_days_.1:3,2.0172017851,-0.5851404029
p218:0_days_.1:4,2.2376411843,-0.7338300334000001
p218:0_days_control:1,-0.0602301566,-0.0798303841
p218:0_days_control:2,-0.1367376538,-0.0346739604
p218:0_days_control:3,0.101734424,-0.013189954700000001
p218:0_days_control:4,0.09523338640000001,0.1276942992
p218:1_days_.1:1,-1.2166637805,0.3748023891
p218:1_days_.1:2,-0.8845095658000001,0.2350784042
p218:1_days_.1:3,-0.7668476378,0.1817371529
p218:1_days_.1:4,-0.5943942926,0.2137721186
p218:1_days_control:1,-0.09316630120000001,-0.0039915654
p218:1_days_control:2,0.4202598225,-0.0777406687
p218:1_days_control:3,0.097038381,0.013663021800000001
p218:1_days_control:4,-0.11692694540000001,-0.0507955795
patH-Cap:post_path_ctrl:1,4.6250588405,-0.3310415224
patH-Cap:post_path_ctrl:2,4.7691679615,-0.0764883142
patH-Cap:post_path_inh:1,2.1668439887,-0.2587678557
patH-Cap:post_path_inh:2,2.0957131255,-0.3161548557
patH-Cap:pre_path_ctrl:1,0.08094232380000001,0.023291921
patH-Cap:pre_path_ctrl:2,-0.08094232380000001,-0.023291921
patH-Cap:pre_path_inh:1,-2.5576832353,-0.4999738066
patH-Cap:pre_path_inh:2,-2.3278705272,-0.49188314650000003
ppxx:double_mutant:1,0.2981894963,0.0543936628
ppxx:double_mutant:2,-0.2981894963,-0.0543936628
reactivation:day_1_reactivation:1,-25.0139453782,-0.0584499657
reactivation:day_1_reactivation:2,-25.2643319053,-0.11885908710000001
reactivation:day_1_reactivation:3,-25.1970184848,0.043940447
reactivation:day_2_reactivation:1,-23.3578453768,-0.18896976740000002
reactivation:day_2_reactivation:2,-23.4464288761,-0.22096709990000002
reactivation:day_2_reactivation:3,-23.5247046529,-0.0958743331
reactivation:day_3_reactivation:1,-20.7420033354,-0.3255048809
reactivation:day_3_reactivation:2,-21.0702387522,-0.5329103624
reactivation:day_3_reactivation:3,-20.9027658116,-0.3791012694
reactivation:day_4_reactivation:1,-20.1869594175,-0.49423970240000004
reactivation:day_4_reactivation:2,-19.8264482212,-0.5379672203
reactivation:day_4_reactivation:3,-19.3790872774,-0.7221703386
reactivation:days_0_persistence:1,-0.034358127700000005,-0.047367265400000004
reactivation:days_0_persistence:2,0.0373095046,0.0172614517
reactivation:days_0_persistence:3,-0.0029513769000000002,0.0301058137
redox:intra_basal:1,10.224502524,0.1638031839
redox:intra_basal:2,10.9203437283,-0.34595166720000003
redox:whib3_comp_4.5:1,4.6456991949,1.4605853154
redox:whib3_comp_4.5:2,4.4517207673,1.5996380835
redox:whib3_comp_6.6:1,2.2190948745,-0.000790234
redox:whib3_comp_6.6:2,2.8705899186,0.1226243335
redox:whib3_ko_4.5:1,4.1751929741,1.4362991873
redox:whib3_ko_4.5:2,1.8018762901,1.2261517573
redox:wt_4.5:1,2.3165124293,0.0728932789
redox:wt_4.5:2,0.5180551517,-0.1480654253
redox:wt_6.6:1,0.29588531490000003,0.0774106338
redox:wt_6.6:2,-0.29588531490000003,-0.0774106338
resus:day_1_run_1:1,-0.1659796308,0.047009349400000004
resus:day_1_run_1:2,0.1659796308,-0.047009349400000004
resus:day_4_run_1:1,-2.6280910223,0.3067190085
resus:day_4_run_1:2,-1.8004165303000002,0.3919754963
rho:00h_DUC:1,0.32093887330000004,0.0720284231
rho:00h_DUC:2,-0.32093887330000004,-0.0720284231
rho:00h_DUC_1:1,1.8089570285,-0.5271422585000001
rho:00h_DUC_1:2,2.5240372374,-0.4332813863
rho:01.5_DUC:1,1.2107310200999999,-0.2091317312
rho:01.5_DUC:2,1.3999243209,-0.2284737811
rho:01.5h_DUC_ATC:1,-1.2284076416,0.2222610814
rho:01.5h_DUC_ATC:2,0.5893354011,-0.1409296421
rho:03_DUC:1,2.5385997251,-0.4360750131
rho:03_DUC:2,1.7900178739000001,-0.5306257083
rho:03h_DUC_ATC:1,1.2068269993,0.0610730676
rho:03h_DUC_ATC:2,1.9909325071000001,-0.1020041403
rho:06h_DUC_ATC:1,-1.4058751882,0.1962423752
rho:06h_DUC_ATC:2,-0.0263364144,0.202464893
rho:06h_WT_ATC:1,1.3798608657,-0.3859417041
rho:06h_WT_ATC:2,0.5542684999,-0.16395856120000002
rho:09_DUC:1,-0.8748749939,0.8044831523
rho:09_DUC:2,-0.8986106150000001,0.45560790300000004
rho:09h_DUC_ATC:1,-0.1592224528,0.6822057904000001
smx:0_days_12.5:1,-0.6258906941,-0.0290131369
smx:0_days_12.5:2,-0.7163151681000001,0.1744757075
smx:0_days_12.5:3,-0.6078176403000001,-0.1923997422
smx:0_days_control:1,-0.031505680200000004,-0.0145186149
smx:0_days_control:2,-0.051259626100000004,0.0323410247
smx:0_days_control:3,0.08276530630000001,-0.0178224097
smx:1_days_12.5:1,-3.0307164527,0.378497954
smx:1_days_12.5:2,-3.161418673,0.4899278677
smx:1_days_12.5:3,-3.0038708621,0.5084965144
smx:1_days_control:1,-2.8347533524,0.3648491803
smx:1_days_control:2,-2.64026455,0.3737124095
smx:1_days_control:3,-2.5408378161,0.48967047010000003
sq109:0_days_3:1,0.8450393506,-0.1433226887
sq109:0_days_3:2,-0.9383651662,0.0956053949
sq109:0_days_3:3,-0.6054326265000001,0.0926878273
sq109:0_days_3:4,0.4439882972,0.11225020150000001
sq109:0_days_control:1,1.106661316,-0.1885356608
sq109:0_days_control:2,-0.8478374051,0.1665461118
sq109:0_days_control:3,-0.8806039099,0.1581857468
sq109:0_days_control:4,0.6217799989,-0.1361961978
sq109:1_days_3:1,0.6357427753,-0.17935352340000002
sq109:1_days_3:2,-0.8647595024,0.0431231169
sq109:1_days_3:3,-0.7177460051,0.0755407839
sq109:1_days_3:4,0.7220789801,-0.0332276998
sq109:1_days_control:1,1.1083384877,-0.1893473075
sq109:1_days_control:2,-0.8899794249,0.1658747466
sq109:1_days_control:3,0.5690403944,-0.0276643248
sq109:1_days_control:4,-0.842057696,-0.006844406700000001
stress:.1_butyrate:1,2.822491105,-0.290586995
stress:.1_butyrate:2,2.2418935218,-0.1922718403
stress:.1_butyrate:3,5.084950253,-0.285446907
stress:.4_gluc:1,-0.1342196306,0.0534791976
stress:.4_gluc:2,-0.6494427459000001,0.1334984452
stress:.4_gluc:3,0.7836623766,-0.1869776428
stress:1_days_low_iron:1,0.6546934143,0.2205354824
stress:1_days_low_iron:2,-0.8061167850000001,0.46535033540000004
stress:1_days_low_iron:3,-0.6619349649,0.3256168547
stress:7_days_low_iron:1,1.4998656048,0.33903485440000003
stress:7_days_low_iron:2,1.7748927869000002,0.5280969616
stress:7_days_low_iron:3,1.9265929876,0.42646685360000003
stress:gluc_butyrate:1,-1.5930987698,0.3511358895
stress:gluc_butyrate:2,-2.1392934728,0.4848136374
stress:gluc_butyrate:3,-1.9448349697,0.45848283040000004
stress:high_iron:1,-7.0694497289000005,0.44416341940000004
stress:high_iron:2,-6.5302091872,0.4498858611
stress:high_iron:3,-6.8895209442,0.4098987683
stress:tolox_ph_7:1,-5.5017334046,0.5077571421
stress:tolox_ph_7:2,-5.6980905727,0.3602148855
sutez:0_days_5.6:1,-0.053092885000000006,-0.1107677133
sutez:0_days_5.6:2,-0.6219638961,0.2020075712
sutez:0_days_5.6:3,-0.067132642,0.1835695196
sutez:0_days_5.6:4,0.1679307033,-0.0812681239
sutez:0_days_control:1,-0.12267925390000001,-0.0915911958
sutez:0_days_control:2,0.268761762,0.0706807328
sutez:0_days_control:3,-0.10280042310000001,0.0584725736
sutez:0_days_control:4,-0.043282085000000005,-0.037562110600000004
sutez:1_days_5.6:1,4.7849455948,0.2461780973
sutez:1_days_5.6:2,5.5131990066,-0.2580748567
sutez:1_days_control:1,-1.4670851448,0.4939902198
sutez:1_days_control:2,-1.0960707607,0.4058225145
sutez:1_days_control:3,-1.2109488097,0.18481606990000002
sutez:1_days_control:4,-1.4140506852999999,0.5101428034000001
thrB:0_days_starve:1,-1.5064859443,0.6971732122000001
thrB:0_days_starve:2,1.5064859443,-0.6971732122000001
tss:expression_library:1,3.0073514795,0.4952093428
tss:expression_library:2,0.9213420361,0.7192108948
tss:mapping_triphosphate:1,6.7853788925,-1.1955184216
tss:mapping_triphosphate:2,3.8901204299,-0.6680994374
tss:mapping_wo_triphosphate:1,4.5198927819,-0.83089906
tss:mapping_wo_triphosphate:2,6.2668078246,-1.503142197
tss:wt_experiment_2:1,0.38699956490000004,-0.08787232460000001
tss:wt_experiment_2:2,0.1877158982,0.0928248929
tss:wt_experiment_2:3,-0.5747154631,-0.004952568300000001
vera:0_days_176:1,-0.533377224,0.0742615613
vera:0_days_176:2,-0.7177497828,-0.0197610897
vera:0_days_176:3,-0.3677027571,-0.0170601024
vera:0_days_176:4,-1.1752974763,0.0276686235
vera:0_days_control:1,-0.5244203841,0.0646987554
vera:0_days_control:2,0.3602844293,-0.2174769305
vera:0_days_control:3,0.1926777458,-0.0539913271
vera:0_days_control:4,-0.028541791,0.20676950230000002
vera:1_days_176:1,-3.837806067,0.2670479132
vera:1_days_176:2,-4.1900888958,0.3256565262
vera:1_days_176:3,-3.7389629164000002,0.3552418124
vera:1_days_control:1,-5.4454534143,0.3656706269
vera:1_days_control:2,-6.1958574081,0.359895199
vera:1_days_control:3,-5.1731757044,0.24628904210000002
vera:1_days_control:4,-5.2258757038,0.0427829918
