,A,RpoH
mexZ_knockout:del_mexZ:3,0.7595934749000001,0.199677032
mexZ_knockout:wt_LB:1,-2.7606320005000002,-0.073978798
mexZ_knockout:wt_LB:2,1.5842270257000002,-0.13747857800000002
mexZ_knockout:wt_LB:3,1.1764049748,0.211457376
n-alkanes_treatment:PA_alkane:1,-4.7775271061,0.18704755
n-alkanes_treatment:PA_alkane:2,-4.784153421,-0.23664747300000002
n-alkanes_treatment:PA_Glycerol:1,-0.9893192423,-0.138928665
n-alkanes_treatment:PA_Glycerol:2,0.7178654723,-0.068145046
n-alkanes_treatment:PA_Glycerol:3,0.27145377,0.20707371100000002
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.0409762293,-0.038807287
natural_RNA_aptamers:PA_Water_rep_wt:2,0.0409762293,0.038807287
natural_RNA_aptamers:PA_FMN_rep:1,-0.2065126646,-0.082297203
natural_RNA_aptamers:PA_FMN_rep:2,0.0184974868,0.034395696
NC_002516.2:Planktonic_total_RNA_Rep:1,0.1059029673,0.18507620400000002
NC_002516.2:Planktonic_total_RNA_Rep:2,1.0377515048000001,-0.10886903
NC_002516.2:Planktonic_total_RNA_Rep:3,-1.1436544721,-0.076207174
NC_002516.2:Biofilm_total_RNA_Rep:1,4.5591954891,0.300683623
NC_002516.2:Biofilm_total_RNA_Rep:2,3.0469488185,0.186142845
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-1.0264037823,-0.30584693300000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-1.0820490845,0.303842321
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-1.0657318197,0.313970855
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-2.2034346283,-0.309982979
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-2.1649243727,-0.24402916
p-anisaldehyde_epigallocatechin_gallate:Combination:1,3.333564428,0.227998949
p-anisaldehyde_epigallocatechin_gallate:Combination:2,3.2411303587,0.21263078600000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.1628421445,-0.001057584
p-anisaldehyde_epigallocatechin_gallate:Combination:3,2.9970551058,0.086870817
p-anisaldehyde_epigallocatechin_gallate:Combination:4,2.9918731535000003,0.045317993
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.5545938796000001,0.019076494000000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.6654948174,0.14544978
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.5237511094,0.16145473800000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,8.4094063676,0.6984530560000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,8.2567142022,0.71573564
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,7.9742191854,0.8480952070000001
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,7.8167328618,0.850954443
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.9266760241,-0.343196074
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,8.1129733857,0.78265067
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,8.1001688671,0.7779537990000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.2891884252,-0.016800444
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,23.2917207003,1.329692448
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,23.2490935466,1.502154541
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,22.9664913964,1.413909836
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.48525974320000004,-0.026144451000000003
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.48151231190000005,-0.06545635100000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.0037474313,0.09160080200000001
relA-spoT_double-mutant:plank_WT_1:1,-2.1672616105999998,-0.069024456
relA-spoT_double-mutant:plank_WT_1:2,0.5835630012,0.161298921
relA-spoT_double-mutant:plank_WT_1:3,1.5836986094,-0.092274465
relA-spoT_double-mutant:plank_rel-spot:1,4.2015586749,-0.00406443
relA-spoT_double-mutant:plank_rel-spot:2,0.4639975009,0.051776226
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.4080822457,-0.082105682
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.7994432130000001,-0.09955008100000001
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.4543833886,-0.036009781000000005
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-1.0798375081,0.203370767
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.3266954381,0.014294778000000001
sRNA_PA0805.1_overexpression:PA08051:1,1.7855105956,0.186589784
sRNA_PA0805.1_overexpression:PA08051:2,0.29971287350000003,0.321852746
sRNA_PA0805.1_overexpression:PA08051:3,0.6639520466000001,0.301217793
sRNA_PA0805.1_overexpression:PA08051:4,0.4496780494,0.318931334
sRNA_PA0805.1_overexpression:PA08051:5,0.5610263438,0.29898661800000004
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,3.4205105198,0.154861725
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.7742437649,0.183650848
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.15200551310000002,0.019664054
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.15200551310000002,-0.019664054
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-1.0134235067,-0.064857302
sRNA_ReaL_represses_RpoS:sRNA_wt:2,1.0134235067,0.064857302
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-0.5234988848000001,-0.62029898
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,1.5810202941,-0.46102829500000003
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,1.5970696965,-0.42833003500000005
yhjH_knockout:PA_delyhjH_wt:1,-0.5432916729,-0.122937716
yhjH_knockout:PA_delyhjH_wt:2,0.5432916729,0.122937716
yhjH_knockout:PA_delyhjH:1,8.3075405231,0.731746726
yhjH_knockout:PA_delyhjH:2,8.9277031772,0.847035753
yhjH_knockout:PA_delwspF:1,2.2965810671,-0.281848417
yhjH_knockout:PA_delwspF:2,1.4724079143,0.131247956
