,A,AcoR
mexZ_knockout:wt_LB:2,-1.088405819,-0.520711487
mexZ_knockout:wt_LB:3,-1.9354787274,-0.13051130600000002
n-alkanes_treatment:PA_alkane:1,-0.48655398590000004,0.662877255
n-alkanes_treatment:PA_alkane:2,-1.4986078915,1.014854169
n-alkanes_treatment:PA_Glycerol:1,0.0701620979,-0.127214337
n-alkanes_treatment:PA_Glycerol:2,-1.0522178348,-0.033709765
n-alkanes_treatment:PA_Glycerol:3,0.9820557369,0.160924102
natural_RNA_aptamers:PA_Water_rep_wt:1,0.1693763114,-0.039052958000000006
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.1693763114,0.039052958000000006
natural_RNA_aptamers:PA_FMN_rep:1,-0.3530266161,-0.18834845900000002
natural_RNA_aptamers:PA_FMN_rep:2,-0.4112819344,-0.15437034200000002
NC_002516.2:Planktonic_total_RNA_Rep:1,0.7598840427,-0.156491095
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.3886643115,0.25763514
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.3712197312,-0.101144044
NC_002516.2:Biofilm_total_RNA_Rep:1,-1.7818412113000002,-0.43924784
NC_002516.2:Biofilm_total_RNA_Rep:2,-0.9936229753,0.25396129900000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,1.4065809906,-0.081870234
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-1.0553761827,0.45765396100000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.9255911511,0.37278853100000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-1.1900080623,0.30615631800000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.1016476502,0.20341277800000002
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.8572461839000001,-0.28587174400000004
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.9199034644,-0.24885140100000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-1.1056624883,-0.125460641
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.472748557,0.012054889000000001
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-0.2784159029,0.09183564500000001
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-0.8982655944,0.272544848
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.0211684549,0.16480212200000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.27975004740000003,0.042528752
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,0.34961706260000003,0.019327247000000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,0.4147903867,0.051321944
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-0.3568310514,-0.055623655
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-0.1979545181,-0.12714313200000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,1.4265239194000001,0.02035069
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-0.2553139125,-0.054511897000000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-0.3627990689,-0.078167463
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.6535278422,-0.031603429
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-0.5578743638,0.304851345
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,3.3914184846,0.9643913310000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,2.6375037871,0.9950878400000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.6756825544,-0.19639756900000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.7414594720000001,0.218639049
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-1.4171420264,-0.02224148
relA-spoT_double-mutant:plank_WT_1:1,0.321940367,0.191474536
relA-spoT_double-mutant:plank_WT_1:2,-0.1829807145,-0.028320594
relA-spoT_double-mutant:plank_WT_1:3,-0.1389596525,-0.16315394300000002
relA-spoT_double-mutant:plank_rel-spot:1,-0.9818061010000001,-0.5501691710000001
relA-spoT_double-mutant:plank_rel-spot:2,0.5569994307,-0.45640324600000004
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.10092670470000001,-0.15954764800000001
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.42314545740000004,0.106195252
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.1911137376,0.249952374
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.1577508604,0.073784423
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.5574350393,-0.270384401
sRNA_PA0805.1_overexpression:PA08051:1,0.007999123,-0.595410812
sRNA_PA0805.1_overexpression:PA08051:2,-1.1516926424,-0.013468423
sRNA_PA0805.1_overexpression:PA08051:3,-1.3937711535,-0.049417289
sRNA_PA0805.1_overexpression:PA08051:4,-2.5886344381,-0.20283693600000002
sRNA_PA0805.1_overexpression:PA08051:5,-1.9339177037000002,-0.6070738960000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-4.0097367905,-0.426759957
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.2639723976,-0.447030533
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.3686291157,0.14777939
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.3686291157,-0.14777939
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.25376440710000003,-0.011565441000000001
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.25376440710000003,0.011565441000000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,3.5896114975,0.8609336240000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,0.43907301600000004,0.982732197
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,0.2654056875,0.9382077630000001
yhjH_knockout:PA_delyhjH_wt:1,1.4307111015,0.090895159
yhjH_knockout:PA_delyhjH_wt:2,-1.4307111015,-0.090895159
yhjH_knockout:PA_delyhjH:1,-15.9600395995,-3.682102176
yhjH_knockout:PA_delyhjH:2,-16.4040411412,-3.692930661
yhjH_knockout:PA_delwspF:1,-6.681896774,-0.8375392370000001
yhjH_knockout:PA_delwspF:2,-6.629709835,-0.6161409250000001
