,A,Rv3095
mrsI:ko_ox_atc:2,3.6868003952,2.104666472
mrsI:ko_ox_no_atc:1,4.6309780252,1.3382333973
mrsI:ko_ox_no_atc:2,4.787901227,1.2495296541
mrsI:ko_sds_atc:1,4.7228100328,1.151782595
mrsI:ko_sds_atc:2,4.7936835805,1.241711751
mrsI:ko_sds_no_atc:1,1.5346127325999999,-0.1660699938
mrsI:ko_sds_no_atc:2,1.7254596055,-0.38826148390000004
mrsI:wt_iron_atc:1,-0.24694549740000002,-0.156655132
mrsI:wt_iron_atc:2,-0.3649367626,-0.0749213903
mrsI:wt_iron_no_atc:1,3.3655027137,2.3294094716
mrsI:wt_iron_no_atc:2,2.6108174874,1.9690675933000001
mrsI:wt_ox_atc:1,3.371052002,2.2982019391
mrsI:wt_ox_atc:2,2.3455108168,1.9712058412000002
mrsI:wt_ox_noatc:1,2.7517975329,1.0976927258
mrsI:wt_ox_noatc:2,2.9360541763,1.3408948434
mrsI:wt_sds_atc:1,2.4395677668,1.039623732
mrsI:wt_sds_atc:2,2.9318547629,1.1272032122
mrsI:wt_sds_no_atc:1,0.4840804409,0.0021045562
mrsI:wt_sds_no_atc:2,-0.4840804409,-0.0021045562
nitrate:control:1,-0.1840871408,0.0525637137
nitrate:control:2,0.1840871408,-0.0525637137
p218:0_days_.1:1,2.1451345409,0.9875315453000001
p218:0_days_.1:2,0.6135417154,0.30411040030000003
p218:0_days_.1:3,2.1184836225,0.9011206071000001
p218:0_days_.1:4,2.0683359624,0.9277107977
p218:0_days_control:1,0.1754185933,0.044684988
p218:0_days_control:2,-0.1673230262,-0.1613120604
p218:0_days_control:3,-0.2653074979,0.045169979000000006
p218:0_days_control:4,0.2572119309,0.0714570933
p218:1_days_.1:1,-2.5593617834,-1.2914267976
p218:1_days_.1:2,-2.9395430627,-1.1226650077
p218:1_days_.1:3,-3.0413322499,-1.1531129443
p218:1_days_.1:4,-3.0706313641,-1.1970801925
p218:1_days_control:1,-4.2036485631,-1.5043680376
p218:1_days_control:2,-4.5615172169000004,-1.6544602029000002
p218:1_days_control:3,-4.1845892039,-1.6185430196000001
p218:1_days_control:4,-4.7109023528,-1.5545775967000002
patH-Cap:post_path_ctrl:1,0.8955900338,-0.19327599780000002
patH-Cap:post_path_ctrl:2,1.0286131901,-0.035884012300000004
patH-Cap:post_path_inh:1,1.7300945875,-0.1403671688
patH-Cap:post_path_inh:2,2.351118472,-0.2082635928
patH-Cap:pre_path_ctrl:1,0.0808447285,0.0140852632
patH-Cap:pre_path_ctrl:2,-0.0808447285,-0.0140852632
patH-Cap:pre_path_inh:1,0.8140651752,0.0610732251
patH-Cap:pre_path_inh:2,0.1837499861,0.0353551212
ppxx:double_mutant:1,-0.1340240174,-0.0779012384
ppxx:double_mutant:2,0.1340240174,0.0779012384
reactivation:day_1_reactivation:1,3.6829349455,-0.2915022805
reactivation:day_1_reactivation:2,3.6503369093,-0.1017127491
reactivation:day_1_reactivation:3,3.7861713342,-0.2745380635
reactivation:day_2_reactivation:1,3.2705916138,-0.4810275765
reactivation:day_2_reactivation:2,3.3374073398,-0.4631057215
reactivation:day_2_reactivation:3,3.3080617087,-0.47705737000000004
reactivation:day_3_reactivation:1,3.677883408,-0.7024448144000001
reactivation:day_3_reactivation:2,3.6608674127,-0.6086755631
reactivation:day_3_reactivation:3,3.6953431073000003,-0.5570159237
reactivation:day_4_reactivation:1,3.8791912801,-0.12257834690000001
reactivation:day_4_reactivation:2,3.5224287189,-0.1910028303
reactivation:day_4_reactivation:3,3.6159184252000003,0.056777054900000005
reactivation:days_0_persistence:1,0.1312562747,0.0323394581
reactivation:days_0_persistence:2,-0.11985804430000001,-0.0746965626
reactivation:days_0_persistence:3,-0.0113982304,0.0423571045
redox:intra_basal:1,4.249217953,2.4143234426999998
redox:intra_basal:2,4.8107091791,2.4143624781
redox:whib3_comp_4.5:1,9.0978298039,1.3014922756
redox:whib3_comp_4.5:2,9.3554854242,1.0505377907
redox:whib3_comp_6.6:1,-2.2779249693,-1.1634295601
redox:whib3_comp_6.6:2,-0.49542490840000003,0.5253874335000001
redox:whib3_ko_4.5:1,8.6508442964,0.9632262123
redox:whib3_ko_4.5:2,8.2833672945,1.1926940241
redox:wt_4.5:1,0.7185037231,-1.3978669128
redox:wt_4.5:2,1.1970157693,-0.0299844647
redox:wt_6.6:1,-0.1706367217,0.0123088804
redox:wt_6.6:2,0.1706367217,-0.0123088804
resus:day_1_run_1:1,-0.1568853241,0.18235054850000001
resus:day_1_run_1:2,0.1568853241,-0.18235054850000001
resus:day_4_run_1:1,1.1075719504000001,1.3088733283
resus:day_4_run_1:2,-0.49222892640000004,1.1914105456
rho:00h_DUC:1,-0.1325445963,-0.10958822430000001
rho:00h_DUC:2,0.1325445963,0.10958822430000001
rho:00h_DUC_1:1,-3.7345437999,-0.4264456909
rho:00h_DUC_1:2,-3.6206720731,-0.6421263636
rho:01.5_DUC:1,-2.5221638525,-0.32577755
rho:01.5_DUC:2,-2.2523047635,-0.5856781087
rho:01.5h_DUC_ATC:1,1.2696673767,-0.2048689292
rho:01.5h_DUC_ATC:2,0.629410177,-0.075587506
rho:03_DUC:1,-3.9280222096,-0.9033785414000001
rho:03_DUC:2,-2.6860157423,-0.3279766183
rho:03h_DUC_ATC:1,0.6884027238,0.0621116035
rho:03h_DUC_ATC:2,0.9521790312,0.4326570296
rho:06h_DUC_ATC:1,2.0492146487,-0.2064864596
rho:06h_DUC_ATC:2,1.8401883015,-0.6087785445
rho:06h_WT_ATC:1,-0.019491315500000002,-0.2638559548
rho:06h_WT_ATC:2,-0.0304951063,0.0736563742
rho:09_DUC:1,3.4884938135,0.0889830715
rho:09_DUC:2,3.5635359947,-0.1994847481
rho:09h_DUC_ATC:1,3.5350997206,0.0005827727
smx:0_days_12.5:1,0.1753653836,-0.0618647508
smx:0_days_12.5:2,-0.030273871900000002,-0.0483610196
smx:0_days_12.5:3,0.1447357635,0.0787417321
smx:0_days_control:1,0.23215675100000002,-0.0108936052
smx:0_days_control:2,-0.0774578918,0.050605125
smx:0_days_control:3,-0.1546988592,-0.0397115197
smx:1_days_12.5:1,-5.0297201297,-1.5725125403
smx:1_days_12.5:2,-4.9810980464,-1.4826534892
smx:1_days_12.5:3,-4.8375755388,-1.5540839436
smx:1_days_control:1,-6.51133835,-2.2202674495
smx:1_days_control:2,-6.6483243033,-2.1166019057
smx:1_days_control:3,-6.509516218,-2.1049713946
sq109:0_days_3:1,2.4102394092,0.9837622752
sq109:0_days_3:2,-2.3604382931,-0.8440851121
sq109:0_days_3:3,-2.4588350392000002,-0.8282417556
sq109:0_days_3:4,2.4176605403,1.0082861488
sq109:0_days_control:1,3.2417243927,1.1687991772
sq109:0_days_control:2,-3.1801729138,-1.1787375703
sq109:0_days_control:3,-3.1620921484,-1.1021715171
sq109:0_days_control:4,3.1005406695,1.1121099102
sq109:1_days_3:1,2.4338418893,0.9798340888
sq109:1_days_3:2,-2.2295777239,-0.8195567286000001
sq109:1_days_3:3,-2.5899799849000003,-0.9317352465000001
sq109:1_days_3:4,2.5168004072,1.0165713276
sq109:1_days_control:1,2.8219529131,1.1097802281
sq109:1_days_control:2,-3.065137237,-1.2592695435
sq109:1_days_control:3,3.0717927332,1.1032849522000001
sq109:1_days_control:4,-3.0251398097,-1.3279626484
stress:.1_butyrate:1,1.6011578629,0.5190076598
stress:.1_butyrate:2,0.6275773408,0.1507741893
stress:.1_butyrate:3,2.3495114212,0.6424687062000001
stress:.4_gluc:1,-0.22849454090000001,0.1752666598
stress:.4_gluc:2,0.2456146938,0.0040037877
stress:.4_gluc:3,-0.017120153000000003,-0.1792704476
stress:1_days_low_iron:1,3.6723871416,0.3280729345
stress:1_days_low_iron:2,1.5237988309000001,-0.37100922080000004
stress:1_days_low_iron:3,1.8403818771,-0.23806204900000003
stress:7_days_low_iron:1,3.0442563271,-0.6723873034
stress:7_days_low_iron:2,3.182702847,-0.5152692258
stress:7_days_low_iron:3,2.7902797098,-0.701966987
stress:gluc_butyrate:1,-1.2270924565,-0.660906254
stress:gluc_butyrate:2,-1.3256516744,-0.5411156325
stress:gluc_butyrate:3,-0.7930661727,-0.8664033178
stress:high_iron:1,9.6908405119,2.2496178441
stress:high_iron:2,8.6986562047,2.1193082935
stress:high_iron:3,9.1350835004,2.0722889394
stress:tolox_ph_7:1,5.3322236647,0.837798612
stress:tolox_ph_7:2,5.1098541865,0.9546571739
sutez:0_days_5.6:1,-0.0789440238,0.0807639433
sutez:0_days_5.6:2,0.1750371932,0.1478363591
sutez:0_days_5.6:3,-0.008068922000000001,0.027728565
sutez:0_days_5.6:4,0.1254047507,0.1843565006
sutez:0_days_control:1,-0.1167889738,0.031733527000000004
sutez:0_days_control:2,0.1378423737,0.0126075868
sutez:0_days_control:3,-0.0779625035,-0.0721215094
sutez:0_days_control:4,0.056909103700000005,0.0277803956
sutez:1_days_5.6:1,-3.4964947655,-2.7673598287
sutez:1_days_5.6:2,-3.5355297542,-2.7412452364
sutez:1_days_control:1,-3.4359345432,-1.6151564039
sutez:1_days_control:2,-3.3381193493,-1.6088422904000002
sutez:1_days_control:3,-3.6759074891,-1.4104069129
sutez:1_days_control:4,-3.486998425,-1.5194748734
thrB:0_days_starve:1,0.5300864912000001,-0.3239883883
thrB:0_days_starve:2,-0.5300864912000001,0.3239883883
tss:expression_library:1,-0.5610108155,-1.5675561529
tss:expression_library:2,-0.39048493710000004,-1.2818968117
tss:mapping_triphosphate:1,-0.3471307863,-1.7968856381
tss:mapping_triphosphate:2,0.6437608271,-1.1519835797
tss:mapping_wo_triphosphate:1,0.6628205024,-1.8192290281
tss:mapping_wo_triphosphate:2,-0.4300572452,-2.5586295936
tss:wt_experiment_2:1,-0.0299082897,-0.0023628256
tss:wt_experiment_2:2,-0.0190274286,0.0874598464
tss:wt_experiment_2:3,0.0489357183,-0.0850970208
vera:0_days_176:1,-0.5673712679,-0.404939331
vera:0_days_176:2,0.0652581609,0.1944861028
vera:0_days_176:3,0.5503566470000001,-0.054039988500000004
vera:0_days_176:4,0.8449157801,0.0763969872
vera:0_days_control:1,0.106554851,-0.0043385718000000005
vera:0_days_control:2,-0.31482548400000004,0.0168470353
vera:0_days_control:3,-0.0195502762,0.0269309745
vera:0_days_control:4,0.2278209092,-0.0394394381
vera:1_days_176:1,2.3635262456,-0.073092289
vera:1_days_176:2,2.6051198202,-0.24820666770000002
vera:1_days_176:3,2.6355740917,-0.4381299604
vera:1_days_control:1,4.9299247187,0.10323182500000001
vera:1_days_control:2,5.3984140033,0.31094321280000004
vera:1_days_control:3,4.342757286,0.3845125565
vera:1_days_control:4,4.4698811703,0.2658401459
