,A,rpoN
novobiocin:500_Novobiocin_10min:1.0,1.1681970537,0.7249705591000001
novobiocin:0_Novobiocin_20min:2.0,-0.0841402718,0.4429855995
novobiocin:500_Novobiocin_60min:3.0,0.8105360034,1.5026583987
novobiocin:0_Novobiocin_0min:2.0,-0.3163068784,-0.0187308437
novobiocin:100_Novobiocin_60min:3.0,0.7863867051000001,1.4374717778
novobiocin:500_Novobiocin_20min:2.0,0.1345897892,1.1678701064
novobiocin:500_Novobiocin_10min:2.0,-1.6013682339000002,0.6788277327000001
novobiocin:0_Novobiocin_0min:3.0,0.279436055,0.0244352446
novobiocin:500_Novobiocin_20min:3.0,-1.0179169593,1.4062079434
novobiocin:0_Novobiocin_10min:3.0,1.3019448577000001,0.0629553015
novobiocin:0_Novobiocin_20min:3.0,1.6656331709,0.2026455126
starvation:Glucose_6h:1.0,0.5697424535,0.0710243257
starvation:Low_3d:1.0,-6.1600030398,-1.7701411085
starvation:Low_3d:2.0,-5.9744034376,-1.6019326059
starvation:Glucose_24h:1.0,8.58150159,-2.6606302797
starvation:High_4d:1.0,-6.2910676833,-1.5329921569
starvation:High_4h:1.0,-2.2977044972,-1.2394828543
starvation:High_4d:2.0,-7.1756930445,-1.6298009063
starvation:High_4h:2.0,-1.0006945609,-0.8771891655
starvation:Low_24h:1.0,-2.5316799438,-0.2200596331
starvation:Glucose_6h:2.0,-0.5697424535,-0.0710243257
starvation:Low_24h:2.0,-0.22568001940000001,-0.19893042230000002
starvation:Glucose_24h:2.0,8.2566870014,-2.4290476473
18_mutants:phoB/R_InSPI2:1.0,0.7545395183,0.11842270910000001
18_mutants:hfq_ESP:1.0,-4.8672622867,1.3953968891000001
18_mutants:ompR/envZ_InSPI2:1.0,2.8276009478,0.0285080529
18_mutants:dam_MEP:1.0,-3.582338388,0.07695839360000001
18_mutants:WT_IEP:1.0,-7.3004883789,-0.3895133269
18_mutants:ssrA/B_InSPI2:1.0,0.6292796907,-0.2572298356
18_mutants:WT_InSPI2:1.0,2.2448402548,0.06988127570000001
18_mutants:hilC_IEP:1.0,-6.0223755192,0.21186766240000002
18_mutants:fliZ_ESP:1.0,-8.9131407048,0.9144336099
18_mutants:hilD_InSPI2:1.0,-0.2835448535,-0.3151648482
18_mutants:phoP/Q_InSPI2:1.0,0.5188870499,-0.0366502515
18_mutants:ssrB_InSPI2:1.0,-0.3953359387,-0.0917513883
18_mutants:fur_ESP:1.0,-8.2897497854,0.47420321730000004
18_mutants:WT_MEP:1.0,-6.00834102e-22,0.0
18_mutants:hilD_IEP:1.0,-6.2668746965,-0.1456163734
18_mutants:hilE_IEP:1.0,-8.2216252149,-0.4694359831
18_mutants:slyA_InSPI2:1.0,-1.2789947851,0.2338584762
18_mutants:ssrA_InSPI2:1.0,-0.2648281954,0.032768817900000004
18_mutants:WT_lnSPI2:1.0,2.0216497406,0.1571017814
18_mutants:hilA_IEP:1.0,-6.8334448393,-0.2657110186
Infection_conditions:pH3_shock:1.0,-2.2312787148,-0.9501048076
Infection_conditions:Peroxide_shock_InSPI2:1.0,5.9354612024,-1.2836109961
Infection_conditions:MEP:1.0,3.5340912397,-0.33876160520000004
Infection_conditions:Oxygen_shock:1.0,-5.6328095904,-0.06953224770000001
Infection_conditions:MEP:2.0,3.5797635431,-0.3101752326
Infection_conditions:Anaerobic_shock:1.0,-7.3148420247,0.22737470640000002
Infection_conditions:Bile_shock:1.0,2.6678219486,0.0501949033
Infection_conditions:LowFe2+_shock:1.0,-0.9222257444,-0.0582942262
Infection_conditions:MEP:3.0,3.1629757985,-0.23672677
Infection_conditions:pH5.8_shock:1.0,-9.1412936236,-0.7507355194
Infection_conditions:ESP:1.0,-5.2510628684,0.43094398040000004
Infection_conditions:inSPI2_dRNA_seq:1.0,1.8916169219,-1.5739602087
Infection_conditions:LEP:1.0,-2.7802813134,-0.28425218620000003
Infection_conditions:Temp20:1.0,-6.1260978034,-0.2642215547
Infection_conditions:25C:1.0,1.0606399429,-0.7697219378
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,0.1857200272,0.2727969758
Infection_conditions:ESP:2.0,-7.2940589137,0.026040796800000002
Infection_conditions:EEP:1.0,-2.3441645483,-0.32670351470000003
Infection_conditions:ESP:3.0,-5.1972796013,0.397150273
Infection_conditions:Anaerobic_growth:1.0,-9.01914112,0.2080326069
Infection_conditions:NaCl_shock:1.0,-5.5893268829,-0.1761758311
Infection_conditions:Pool_RNA_seq:1.0,1.0797991339999998e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,1.6456723046000001,-0.13267899830000002
Infection_conditions:Pool_dRNA_seq:1.0,-2.0980870431,-0.7892415083000001
Infection_conditions:InSPI2_LowMg2+:1.0,-6.9541901053,0.3612288824
Infection_conditions:Temp10:1.0,-6.6594614428,0.3513444099
Infection_conditions:NonSPI2:1.0,4.9221379929,0.0264531817
Macrophage:Intra_macrophage_dRNA:1.0,-1.3109676538000001,-0.8655137881
Macrophage:Intra_macrophage_RNA:1.0,-1.0454829835,-0.0036536835
Macrophage:Intra_macrophage_RNA:2.0,1.0454829835,0.0036536835
Macrophage:Intra_macrophage_dRNA:2.0,-2.3909772947,-0.2485936189
comparative_st474:st474_InSPI2:1.0,2.5101446983,-0.152161825
comparative_st474:st474_LEP:1.0,-6.3221734578,0.0432289327
comparative_st474:st474_InSPI2:2.0,3.1855153035,0.0269179488
comparative_st474:st474_EEP:1.0,-5.8781627313,0.0229738297
comparative_st474:st474_ESP:1.0,-6.5892394359,0.5917507588
comparative_st474:st474_NaCl_shock:1.0,-9.1130507566,0.1259597202
comparative_st474:st474_NO_shock_InSPI2:1.0,-3.3709946665,0.5064018100000001
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,2.3307039866,-1.090026841
comparative_st474:st474_Oxygen_shock:1.0,-9.1702185759,0.25822293350000003
comparative_st474:st474_MEP:1.0,-1.475833556e-28,0.0
comparative_st474:st474_ESP:2.0,-7.5299125591,0.6079978609000001
comparative_st474:st474_ESP:3.0,-7.1764941937,0.6301299334
comparative_st474:st474_NonSPI2:1.0,3.3172710953,0.3699781916
comparative_st474:st474_Bile_shock:1.0,-0.8795787693,0.3942844413
comparative_st474:st474_NonSPI2:2.0,2.1864272896,0.24635523580000002
comparative_st474:st474_Anaerobic_growth:1.0,-7.2099518134,0.6230634438
comparative_st474:st474_Macrophage:1.0,-6.9697639684,0.3356542313
comparative_st474:st474_Anaerobic_shock:1.0,-10.8295809422,0.5392764025
comparative_st474:st474_InSPI2:3.0,3.4911864106,-0.09252896640000001
comparative_st474:st474_InSPI2:4.0,2.2145485885,0.0070778842000000005
comparative_st474:st474_Anaerobic_growth:2.0,-6.8214304671,0.039995492800000004
comparative_st474:st474_Anaerobic_growth:3.0,-7.5249736987,0.5539754918
comparative_st474:st474_ESP:4.0,-10.347364303500001,0.3758102472
comparative_st474:st474_Macrophage:2.0,-4.8788590867,0.34295551890000003
comparative_st474:st474_25C:1.0,-2.4841074918,-0.42402286580000004
comparative_st474:st474_Low_Fe2+_shock:1.0,-4.4639069127,0.2729540191
comparative_st474:st474_NonSPI2:3.0,2.4016293453,0.5652708091
comparative_D23580:D23580_NonSPI2:1.0,6.9846114884,0.7594954309
comparative_D23580:D23580_InSPI2:1.0,9.0362610506,0.1552163087
comparative_D23580:D23580_Anaerobic_growth:1.0,-0.8071032047000001,1.2339988945
comparative_D23580:D23580_pBT1 deletion:1.0,-0.08605815530000001,0.7473198353
comparative_D23580:D23580_InSPI2:2.0,8.2503341593,0.39076201200000005
comparative_D23580:D23580_25C:1.0,-2.4374629513,-0.22520377130000002
comparative_D23580:D23580_pBT1 deletion:2.0,0.19019314280000002,0.3620317154
comparative_D23580:D23580_Oxygen_shock:1.0,-3.6219868257,0.5762755322
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,0.8992139523,0.5054103108
comparative_D23580:D23580_LEP:1.0,-0.8986352862,0.0814750028
comparative_D23580:D23580_ESP:1.0,-3.879089168,0.9548483162
comparative_D23580:D23580_Macrophage:1.0,-0.5116447166,-0.20845784220000002
comparative_D23580:D23580_ESP:2.0,-2.1836335433,0.6103705148
comparative_D23580:D23580_Low_Fe2+_shock:1.0,0.2471988437,0.1483407473
comparative_D23580:D23580_Bile_shock:1.0,0.2224007083,0.4114631899
comparative_D23580:D23580_NaCl_shock:1.0,-1.1111528389,0.17439005100000002
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,-1.5056456088,0.3381142065
comparative_D23580:D23580_InSPI2:3.0,6.9668995721,0.5419057419000001
comparative_D23580:D23580_EEP:1.0,-2.4941883798,-0.17771541640000002
comparative_D23580:D23580_NO_shock_InSPI2:1.0,0.1592206867,0.7006843103
comparative_D23580:D23580_Anaerobic_shock:1.0,-4.5590740654,0.3007743531
comparative_D23580:D23580_InSPI2:4.0,15.0665053412,0.2775560877
comparative_D23580:D23580_NonSPI2:2.0,8.8852917839,0.6325730420000001
comparative_D23580:D23580_NonSPI2:3.0,6.2184319159,0.9582472670000001
comparative_D23580:D23580_ESP:3.0,-3.39689972,0.9320522542
comparative_D23580:D23580_Macrophage:2.0,-2.3214843918,-0.21960825490000002
comparative_D23580:D23580_NonSPI2:4.0,6.1120552097,0.44741295340000004
comparative_D23580:D23580_ESP:4.0,-4.5331792829,0.800307486
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,6.3991297523,-0.3578608178
comparative_D23580:D23580_Anaerobic_growth:2.0,-3.5950188157,1.2046132024
comparative_D23580:D23580_Anaerobic_growth:3.0,-3.495455315,1.3053684642
pgtE:ESP_tex:1.0,-5.9561929335,-0.9205484033
pgtE:Pooled_tex:1.0,-1.7789442657999999,-1.5833651997
pgtE:ESP:1.0,-3.2076572231,0.4140244724
pgtE:InSPI2:1.0,8.005158318,-0.0410807196
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,6.205031515,-1.5390302337000001
aroA:SF101:1.0,-2.695063508,1.1830680248
aroA:SF101:2.0,-5.0783510639,1.7158269599
aroA:SF100:1.0,-4.4070700895,1.6827179042
aroA:SF100:2.0,-4.5555316044000005,1.1461568372
aroA:WT_vivo:1.0,-0.39049207300000005,-0.15349845280000002
aroA:WT_vivo:2.0,0.39049207300000005,0.15349845280000002
flagella_mutants:SF102:1.0,-0.0301052074,-0.07838407280000001
flagella_mutants:SF102:2.0,0.0301052074,0.07838407280000001
flagella_mutants:del_fliHIJ:1.0,0.8211173057000001,0.2713708036
flagella_mutants:del_fliHIJ:2.0,1.1585522622,0.4383078637
flagella_mutants:del_fliF:1.0,1.3614522192,0.37127160140000004
flagella_mutants:del_fliF:2.0,1.1294260402,0.6362739029000001
myricanol:Control:1.0,-0.10611023730000001,-0.100624005
myricanol:Control:2.0,0.08411387570000001,0.1984284588
myricanol:Control:3.0,0.0219963616,-0.09780445380000001
myricanol:Myricanol:1.0,0.8819573444000001,0.0454526133
myricanol:Myricanol:2.0,-0.5286242759,0.43115248170000003
myricanol:Myricanol:3.0,-0.7262546775000001,0.397688655
