,A,Rv0576
mrsI:ko_sds_no_atc:1,0.0505685091,0.0626739168
mrsI:ko_sds_no_atc:2,0.9278304221,-0.2157886651
mrsI:wt_iron_atc:1,0.07843162890000001,-0.0287155938
mrsI:wt_iron_atc:2,0.10185331780000001,0.0088687348
mrsI:wt_iron_no_atc:1,-11.9328273397,-0.34717377920000003
mrsI:wt_iron_no_atc:2,-10.7264934929,-0.37668043560000003
mrsI:wt_ox_atc:1,-11.5612368065,-0.3014874396
mrsI:wt_ox_atc:2,-10.7839994818,-0.35517466070000003
mrsI:wt_ox_noatc:1,-4.650016212,-1.1555355986
mrsI:wt_ox_noatc:2,-4.627526481,-1.3563049336000002
mrsI:wt_sds_atc:1,-5.1212600244,-1.2585715021000001
mrsI:wt_sds_atc:2,-4.914711298,-1.2557101984
mrsI:wt_sds_no_atc:1,0.2770644076,-0.1296847431
mrsI:wt_sds_no_atc:2,-0.2770644076,0.1296847431
nitrate:control:1,0.756469363,0.16886096720000002
nitrate:control:2,-0.756469363,-0.16886096720000002
p218:0_days_.1:1,-0.8369061892,-0.3733341939
p218:0_days_.1:2,-0.2569443911,-0.088528359
p218:0_days_.1:3,-0.7933772896,-0.3218838645
p218:0_days_.1:4,-0.9330109007,-0.4143545706
p218:0_days_control:1,-0.0697021651,-0.0284021076
p218:0_days_control:2,0.14872742220000001,0.0629776497
p218:0_days_control:3,-0.0422957166,0.0027915109
p218:0_days_control:4,-0.036729540500000005,-0.037367053000000004
p218:1_days_.1:1,0.17142736860000002,0.11024019700000001
p218:1_days_.1:2,0.0916768583,0.10081511950000001
p218:1_days_.1:3,0.2327803491,0.042626430900000005
p218:1_days_.1:4,0.2906676097,0.0155591179
p218:1_days_control:1,1.9318413644999999,-0.0248880954
p218:1_days_control:2,2.3046071856,-0.2924649112
p218:1_days_control:3,2.1404615596,-0.0951760583
p218:1_days_control:4,1.8848214460000001,-0.2909581848
patH-Cap:post_path_ctrl:1,0.0293493285,0.24641696740000002
patH-Cap:post_path_ctrl:2,-2.0234195474,-0.3689744868
patH-Cap:post_path_inh:1,0.8195086924,0.0696426899
patH-Cap:post_path_inh:2,1.3558635525,0.1479207004
patH-Cap:pre_path_ctrl:1,-0.2825851716,0.027492023400000003
patH-Cap:pre_path_ctrl:2,0.2825851716,-0.027492023400000003
patH-Cap:pre_path_inh:1,1.0764796216,-0.1394350925
patH-Cap:pre_path_inh:2,0.7929507364,-0.1251685497
ppxx:double_mutant:1,-0.1369121197,-0.0194575926
ppxx:double_mutant:2,0.1369121197,0.0194575926
reactivation:day_1_reactivation:1,-20.6931941029,0.3515178489
reactivation:day_1_reactivation:2,-20.8215827393,0.3350862571
reactivation:day_1_reactivation:3,-21.1199270478,0.3921509228
reactivation:day_2_reactivation:1,-20.4418527909,0.36634297730000004
reactivation:day_2_reactivation:2,-20.7291677553,0.2244617927
reactivation:day_2_reactivation:3,-20.6250478776,0.3506396275
reactivation:day_3_reactivation:1,-21.3019893863,0.3677552866
reactivation:day_3_reactivation:2,-21.0794674992,0.43778211510000004
reactivation:day_3_reactivation:3,-21.0623066773,0.4583425969
reactivation:day_4_reactivation:1,-20.6488354684,0.9080699528
reactivation:day_4_reactivation:2,-20.7363692499,0.7911288774
reactivation:day_4_reactivation:3,-20.7934102992,0.7264032402
reactivation:days_0_persistence:1,-0.0410075136,0.021280967300000002
reactivation:days_0_persistence:2,0.0925654142,-0.0532736122
reactivation:days_0_persistence:3,-0.051557900600000005,0.0319926449
redox:intra_basal:1,0.45638222240000004,0.9336893143
redox:intra_basal:2,0.549544193,1.6007205066
redox:whib3_comp_4.5:1,0.43143760070000003,1.7335100460000001
redox:whib3_comp_4.5:2,-1.7336191935,1.4175078403999999
redox:whib3_comp_6.6:1,-0.4631257957,-0.2545083551
redox:whib3_comp_6.6:2,0.7774073262000001,0.38697626820000003
redox:whib3_ko_4.5:1,-0.42128855940000004,1.6493777643
redox:whib3_ko_4.5:2,-2.0257740591,1.5034059619
redox:wt_4.5:1,3.0442648557,0.5644448993
redox:wt_4.5:2,2.3951247231,0.3072697026
redox:wt_6.6:1,0.08564146510000001,0.08374113
redox:wt_6.6:2,-0.08564146510000001,-0.08374113
resus:day_1_run_1:1,-0.046646168700000004,-0.1035524288
resus:day_1_run_1:2,0.046646168700000004,0.1035524288
resus:day_4_run_1:1,-3.3884547014,0.6606458882
resus:day_4_run_1:2,-2.0991054364,0.606027712
rho:00h_DUC:1,-0.046281081700000004,-0.011388121900000001
rho:00h_DUC:2,0.046281081700000004,0.011388121900000001
rho:00h_DUC_1:1,2.606885696,-0.14083263640000002
rho:00h_DUC_1:2,2.6123163241,-0.22204061590000002
rho:01.5_DUC:1,0.8334011555,-0.2491900987
rho:01.5_DUC:2,1.3097333971,-0.3145462109
rho:01.5h_DUC_ATC:1,-0.1677384943,0.214974098
rho:01.5h_DUC_ATC:2,0.9855882291,0.5820157314000001
rho:03_DUC:1,2.3460399247,-0.2835966412
rho:03_DUC:2,2.2634328567,0.0974144177
rho:03h_DUC_ATC:1,1.8790634556999999,0.8273574427
rho:03h_DUC_ATC:2,1.4220424129,-0.0810873743
rho:06h_DUC_ATC:1,3.3257770952,0.8236182308000001
rho:06h_DUC_ATC:2,3.5336690303,0.7997404242
rho:06h_WT_ATC:1,1.2073118608,0.0891338371
rho:06h_WT_ATC:2,0.5203906519,0.3403470804
rho:09_DUC:1,8.4635011817,1.4075692878
rho:09_DUC:2,7.937549009,1.4013900831
rho:09h_DUC_ATC:1,8.2059125004,1.5778725906000002
smx:0_days_12.5:1,0.1080907546,0.0489932687
smx:0_days_12.5:2,0.3107990872,0.0373318331
smx:0_days_12.5:3,0.4503615573,0.0891822694
smx:0_days_control:1,-0.0185409349,0.0358708698
smx:0_days_control:2,-0.0274135357,0.0054850584
smx:0_days_control:3,0.0459544706,-0.0413559282
smx:1_days_12.5:1,2.3758011237,-0.0104902302
smx:1_days_12.5:2,2.1868911004,0.0277610181
smx:1_days_12.5:3,2.2964098422,0.08831730410000001
smx:1_days_control:1,2.2265841392,0.1768207431
smx:1_days_control:2,2.4910712051,0.197076615
smx:1_days_control:3,2.1522729193,0.24860142340000002
sq109:0_days_3:1,-1.377854459,-0.1104282999
sq109:0_days_3:2,2.5869869504,0.055960991700000004
sq109:0_days_3:3,2.4770978622,0.060001339
sq109:0_days_3:4,-0.6706944798000001,-0.07684836340000001
sq109:0_days_control:1,-1.7377731864000001,-0.006001542800000001
sq109:0_days_control:2,1.6542779215999999,-0.0369905241
sq109:0_days_control:3,2.1286974821,0.1269147387
sq109:0_days_control:4,-2.0452022174,-0.08392267190000001
sq109:1_days_3:1,-1.4008130726,-0.1761752128
sq109:1_days_3:2,2.3090893752,0.1173953846
sq109:1_days_3:3,2.256581164,-0.0395209934
sq109:1_days_3:4,-1.3528765076,-0.10851929240000001
sq109:1_days_control:1,-1.6848562234000002,-0.1692294903
sq109:1_days_control:2,1.9457293018000001,0.0595982783
sq109:1_days_control:3,-1.4111328317,-0.0530487601
sq109:1_days_control:4,2.3674271767,-0.045622835800000004
stress:.1_butyrate:1,25.7406163982,-0.10076543930000001
stress:.1_butyrate:2,16.50593098,-0.2836288252
stress:.1_butyrate:3,28.9555300074,-0.2767155704
stress:.4_gluc:1,0.0931778037,0.135834495
stress:.4_gluc:2,-1.699595076,0.07105031070000001
stress:.4_gluc:3,1.6064172721999999,-0.2068848057
stress:1_days_low_iron:1,1.3446995531,0.5843145406
stress:1_days_low_iron:2,1.736964322,0.7444931902
stress:1_days_low_iron:3,2.2526513242,0.6283207378
stress:7_days_low_iron:1,11.0458391293,2.0376128257
stress:7_days_low_iron:2,9.1617635368,2.1920368355
stress:7_days_low_iron:3,9.3854321805,2.0283778762
stress:gluc_butyrate:1,-1.6965380653,0.2720577784
stress:gluc_butyrate:2,-0.33945313590000004,0.5622210763000001
stress:gluc_butyrate:3,-1.4947267499,0.1836477057
stress:high_iron:1,-2.7666435533,0.8185998582
stress:high_iron:2,-2.1322948544,0.6880778342
stress:high_iron:3,-2.1500440078,0.7925734563
stress:tolox_ph_7:1,-0.1697099024,0.4589780614
stress:tolox_ph_7:2,0.1330046111,0.4673686916
sutez:0_days_5.6:1,0.0893441022,-0.026233340100000002
sutez:0_days_5.6:2,-0.2528515458,0.047568951400000004
sutez:0_days_5.6:3,0.3138814875,-0.2460845472
sutez:0_days_5.6:4,-0.5339001228,0.19275848710000001
sutez:0_days_control:1,0.1046473378,-0.0231301446
sutez:0_days_control:2,-0.1355779336,-0.0703470347
sutez:0_days_control:3,0.0808058539,0.1011144122
sutez:0_days_control:4,-0.0498752581,-0.007637232900000001
sutez:1_days_5.6:1,3.8076943442,0.2078801245
sutez:1_days_5.6:2,4.2658189918,0.2314526757
sutez:1_days_control:1,0.4636215674,0.23332435340000002
sutez:1_days_control:2,-0.5204835134,0.32058456890000003
sutez:1_days_control:3,0.7104089081,0.2294606707
sutez:1_days_control:4,0.0332728771,0.3772124134
thrB:0_days_starve:1,-0.7632640706,-0.0539921717
thrB:0_days_starve:2,0.7632640706,0.0539921717
tss:expression_library:1,4.3872957531,-0.9929771934
tss:expression_library:2,3.6828441720000002,-0.7821707425000001
tss:mapping_triphosphate:1,7.3001938997,-0.8808235428000001
tss:mapping_triphosphate:2,6.5436831092,-0.6791382458
tss:mapping_wo_triphosphate:1,5.3870984585,-0.8955659917000001
tss:mapping_wo_triphosphate:2,6.2760132798,-0.5150348098
tss:wt_experiment_2:1,-0.256087345,0.069812092
tss:wt_experiment_2:2,0.5131456672,-0.0981595358
tss:wt_experiment_2:3,-0.2570583222,0.0283474438
vera:0_days_176:1,-0.7244740276,0.2453033732
vera:0_days_176:2,-0.6682033222,0.4657802869
vera:0_days_176:3,-1.3278019307,0.30685551240000003
vera:0_days_176:4,-1.4031454665,0.5312235417
vera:0_days_control:1,0.6530213864000001,-0.0066571217
vera:0_days_control:2,-0.1702920781,0.1760472039
vera:0_days_control:3,-0.2122051656,-0.17548373650000001
vera:0_days_control:4,-0.2705241427,0.0060936543
vera:1_days_176:1,-2.1845965348,-0.1187510294
vera:1_days_176:2,-1.9693509085,-0.1699190901
vera:1_days_176:3,-2.2239821353,-0.2145389758
vera:1_days_control:1,-3.2776117319,0.08420822430000001
vera:1_days_control:2,-3.8912479715,0.3677763918
vera:1_days_control:3,-3.6628807975,-0.0484452305
vera:1_days_control:4,-3.4286339584,0.0817846845
