,A,Anr
mexZ_knockout:del_mexZ:3,-0.8884044377,-0.29497038200000003
mexZ_knockout:wt_LB:1,1.3579814399,-0.064802443
mexZ_knockout:wt_LB:2,-0.6190524618000001,0.08003123
mexZ_knockout:wt_LB:3,-0.7389289781,-0.015228787
n-alkanes_treatment:PA_alkane:1,-0.3860455607,0.055928106000000005
n-alkanes_treatment:PA_alkane:2,1.4596642677,-0.110293046
n-alkanes_treatment:PA_Glycerol:1,-3.9408545122,0.082046002
n-alkanes_treatment:PA_Glycerol:2,-3.6409800833,-0.216538158
n-alkanes_treatment:PA_Glycerol:3,7.5818345955,0.134492156
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.08650772970000001,-0.095306208
natural_RNA_aptamers:PA_Water_rep_wt:2,0.08650772970000001,0.095306208
natural_RNA_aptamers:PA_FMN_rep:1,0.2330869409,0.10258533700000001
natural_RNA_aptamers:PA_FMN_rep:2,0.3346930481,0.057129979000000004
NC_002516.2:Planktonic_total_RNA_Rep:1,0.3064299769,0.051699849000000006
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.479484844,-0.151351345
NC_002516.2:Planktonic_total_RNA_Rep:3,0.1730548671,0.099651496
NC_002516.2:Biofilm_total_RNA_Rep:1,-6.717431599,-0.700321249
NC_002516.2:Biofilm_total_RNA_Rep:2,-5.0086791439,-0.604270878
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-0.3065269956,-0.314433513
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.37758249520000003,0.351644098
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.3569807258,0.372635616
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-2.1165416513,-0.548648463
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.9575277051,-0.550343449
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.5636431959,-0.178611185
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.5670300961,-0.25558173700000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.6119447259,-0.05257081
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.6820165111,0.020870301
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.7383586234,0.067141504
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.2784859458,-0.21523646300000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.49964481060000004,0.18058911
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.4188269109,0.18641521300000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,1.7331379622,-0.40491258700000005
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,1.5883658363,-0.45916488400000005
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,1.8485813671,-0.040519158
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,1.7612855234,-0.019221903000000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.4185207139,-0.315317189
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,2.1641176881,-0.21441801400000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,2.2490737496,-0.181256738
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.4735622714,-0.05926557700000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-7.6647355965,0.16464083000000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-9.6021493527,0.225680187
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-7.9043188581,0.17176137900000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.19134163410000002,-0.074001511
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.13768039810000002,0.129033364
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.3290220323,-0.055031854000000005
relA-spoT_double-mutant:plank_WT_1:1,1.0650582618,0.084543322
relA-spoT_double-mutant:plank_WT_1:2,-0.1179421934,-0.057461943
relA-spoT_double-mutant:plank_WT_1:3,-0.9471160683000001,-0.027081379000000003
relA-spoT_double-mutant:plank_rel-spot:1,-5.6359815473,-0.775900225
relA-spoT_double-mutant:plank_rel-spot:2,-1.7684521608,-0.430376272
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.9651341312,0.027229317000000003
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.6647810991,-0.15826224600000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.5055430329,0.027842587000000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.07212773680000001,0.19620518
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.1330622641,-0.093014839
sRNA_PA0805.1_overexpression:PA08051:1,0.0534171463,0.07177340900000001
sRNA_PA0805.1_overexpression:PA08051:2,3.6469672434,0.36215521700000003
sRNA_PA0805.1_overexpression:PA08051:3,4.4240512286,0.44415336200000005
sRNA_PA0805.1_overexpression:PA08051:4,3.7652161764,0.35152368100000003
sRNA_PA0805.1_overexpression:PA08051:5,2.1534857588,0.304893067
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,0.5544022668,0.217077121
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.22855035,-0.0118817
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.08874951760000001,-0.06250914
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.08874951760000001,0.06250914
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.2520737866,-0.07873790700000001
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.2520737866,0.07873790700000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-0.25134777010000003,0.409546067
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-0.4829740804,0.161697637
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,1.0794006977,0.52331638
yhjH_knockout:PA_delyhjH_wt:1,0.291820236,0.071695382
yhjH_knockout:PA_delyhjH_wt:2,-0.291820236,-0.071695382
yhjH_knockout:PA_delyhjH:1,3.2479655236,0.21198528100000003
yhjH_knockout:PA_delyhjH:2,3.1345850466,0.24923625500000002
yhjH_knockout:PA_delwspF:1,6.3311418807,-1.57154733
yhjH_knockout:PA_delwspF:2,3.2223469876,-1.154461754
