,A,AmrZ,AlgR
Paeru_PRECISE:M9GlcNAcAA_4:1,-1.877149609,-0.07734078300000001,-0.185049295
Paeru_PRECISE:M9GlcNAcAA_4:2,2.190922182,-1.342243107,-0.718476607
Paeru_PRECISE:M9GlcNAcAA_2:1,-1.978165401,0.133652568,1.038426451
Paeru_PRECISE:M9GlcNAcAA_2:2,-0.21713852900000002,-0.43634004400000004,-0.36250300500000004
Paeru_PRECISE:M9GlcNAcAA_1:1,-2.567061015,-0.737902406,1.238778647
Paeru_PRECISE:M9GlcNAcAA_1:2,-1.46493491,-0.470353752,-0.21523711
Paeru_PRECISE:M9glucAA_NaOCl:2,1.089726496,-0.50957337,-0.008537007000000001
Paeru_PRECISE:M9glucAA_Cu:2,-3.122608089,2.099156621,0.518868815
Paeru_PRECISE:M9glucAA_Fe:1,1.199349324,-0.169370559,0.284257419
Paeru_PRECISE:M9glucAA_Fe:2,-0.29011641,0.375971849,0.300214865
Paeru_PRECISE:M9glucAA_Zn:2,0.177912652,0.6221279190000001,0.8883201620000001
Paeru_PRECISE:M9glucAA_wt:4,-0.11879383600000001,-0.075009485,0.916919994
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,1.242139156,0.739729057,1.188568593
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,2.822373719,0.8086477070000001,1.148558863
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,2.467079849,0.769177557,1.189505477
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.47755510300000004,-0.054665423000000005,0.092307701
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.066128488,-0.008147423,-0.13719699700000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.41142661500000005,0.062812847,0.044889296
relA-spoT_double-mutant:plank_WT_1:1,-0.7383143670000001,0.10911169500000001,0.039775472
relA-spoT_double-mutant:plank_WT_1:2,0.6495413280000001,-0.058802878,-0.090007612
relA-spoT_double-mutant:plank_WT_1:3,0.08877303900000001,-0.050308816000000006,0.050232141
relA-spoT_double-mutant:plank_rel-spot:1,3.599308047,-0.752950227,-0.7733614600000001
relA-spoT_double-mutant:plank_rel-spot:2,2.031833458,0.102885154,-0.65811493
Rosmarinic_acid:PAO1-100UMRA:1,0.06958747800000001,0.310697543,0.08329995
Rosmarinic_acid:PAO1-100UMRA:2,0.070023047,0.035868313,-0.19239871900000002
Rosmarinic_acid:PAO1_DMSO_Control:1,0.18833855800000002,-0.08577580700000001,0.212152625
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.24086479800000002,0.084406063,-0.092961924
Rosmarinic_acid:PAO1_DMSO_Control:3,0.05252624,0.001369743,-0.11919070100000001
Tf_toxin_expression:PAO1_WT:1,-0.749457986,0.15299109,0.32067014400000005
Tf_toxin_expression:PAO1_WT:2,0.749457986,-0.15299109,-0.32067014400000005
Tf_toxin_expression:PAO1_derfA:1,0.084640296,-0.00802571,0.180453517
Tf_toxin_expression:PAO1_derfA:2,-0.12152472800000001,0.13403701,0.256543043
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-8.234802878,0.528258491,-1.6022180050000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-7.415761658,0.428224431,-1.207939635
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-5.110024018,-0.9485112910000001,-0.952309971
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-7.320701007,-0.7997765450000001,-0.8062210190000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,2.684219875,1.41144286,1.492530769
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,1.756333663,1.40709703,1.382876479
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.649162452,-0.15562609100000002,0.139046725
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.649162452,0.15562609100000002,-0.139046724
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-3.787909107,0.53351431,-0.083958708
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-4.858814971,0.49756792,0.325335535
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-3.47653138,0.66642467,0.59324895
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-3.570207975,0.712008901,0.406236011
natural_RNA_aptamers:PA_Water_rep_wt:1,0.432775589,-0.23397467300000002,-0.057949770000000005
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.432775589,0.23397467300000002,0.057949770000000005
natural_RNA_aptamers:PA_FMN_rep:1,-0.7106296860000001,-0.127600071,-0.201953331
natural_RNA_aptamers:PA_FMN_rep:2,-0.29757898,0.003982303,-0.11286239
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.3791458,-0.151247863,0.24550689800000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.993214608,-0.229432722,-0.17943218200000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,1.163359097,-0.198508652,-0.166843713
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,0.5350137140000001,0.190718307,-0.058148712000000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,0.533359343,0.20948248800000002,-0.060778513000000006
p-anisaldehyde_epigallocatechin_gallate:Combination:1,1.04423097,0.27512769800000003,-0.264084702
p-anisaldehyde_epigallocatechin_gallate:Combination:2,1.163115077,0.280118878,-0.264984353
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.642361512,0.415745748,-0.321335123
p-anisaldehyde_epigallocatechin_gallate:Combination:3,0.778079026,-0.300009692,0.172598957
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.059558606,-0.328131072,0.170683677
p-anisaldehyde_epigallocatechin_gallate:Combination:5,1.458468467,-0.542679612,0.45749475700000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.188641667,-0.12250706200000001,0.041836648000000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.074574045,-0.14199082200000002,0.033991578
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,0.152139143,0.360437018,-0.36694023200000003
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,0.168743684,0.362902447,-0.38707299300000003
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,0.16434014100000002,0.19058960800000002,-0.024695833
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,0.347552309,0.194123757,-0.033772273000000005
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-1.437008317,-0.33041853,-0.450062754
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.15886572100000002,-0.19360301,-0.20551791400000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.281344558,-0.14844156,-0.132016452
sRNA_PA0805.1_overexpression:EmptyVector_1:4,1.05917455,0.552345,0.47645123
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.818044046,0.12011809999999999,0.31114589
sRNA_PA0805.1_overexpression:PA08051:1,6.770134004,-0.6890989430000001,0.0029677700000000002
sRNA_PA0805.1_overexpression:PA08051:2,10.64088895,-0.09199009999999999,0.5682662780000001
sRNA_PA0805.1_overexpression:PA08051:3,11.25843772,0.052781470000000004,0.558679727
sRNA_PA0805.1_overexpression:PA08051:4,11.30822928,0.54857714,0.8368962
sRNA_PA0805.1_overexpression:PA08051:5,11.42861885,0.10724703000000001,1.025490785
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-0.37198118700000005,-0.12230134000000001,0.203198503
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,1.000411787,-0.2771016,0.066785124
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.030809606000000003,-0.18133057,0.036160479
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.030809606000000003,0.18133057,-0.036160479
