,A,fliA
novobiocin:500_Novobiocin_10min:1.0,0.8860759398,-0.47953683020000004
novobiocin:0_Novobiocin_20min:2.0,-0.7422916277,-0.5036336362
novobiocin:500_Novobiocin_60min:3.0,-3.5223750852,-1.2391693597
novobiocin:0_Novobiocin_0min:2.0,0.3152045614,0.010891418
novobiocin:100_Novobiocin_60min:3.0,-2.241128727,-0.0358135656
novobiocin:500_Novobiocin_20min:2.0,-0.6199844932,-1.1453511444
novobiocin:500_Novobiocin_10min:2.0,-0.3144461488,-0.6380057452
novobiocin:0_Novobiocin_0min:3.0,-0.7053701779,-0.0718529819
novobiocin:500_Novobiocin_20min:3.0,1.1223556638,-0.6359530118000001
novobiocin:0_Novobiocin_10min:3.0,-1.707021642,-0.4142786617
novobiocin:0_Novobiocin_20min:3.0,-1.9880134626000001,-0.3602074538
starvation:Glucose_6h:1.0,0.0861414595,0.0842428208
starvation:Low_3d:1.0,-9.5508918356,-2.6731029985
starvation:Low_3d:2.0,-9.685958182,-2.6849812767
starvation:Glucose_24h:1.0,-8.5093880222,-2.0261862887
starvation:High_4d:1.0,-8.2623347049,-0.9703200701
starvation:High_4h:1.0,-8.266842457,-1.5714595695
starvation:High_4d:2.0,-7.9479636193,-1.219813962
starvation:High_4h:2.0,-8.8605294993,-1.0746892969
starvation:Low_24h:1.0,-10.6411036057,-2.6623781781
starvation:Glucose_6h:2.0,-0.0861414595,-0.0842428208
starvation:Low_24h:2.0,-9.5917735807,-1.9290397279
starvation:Glucose_24h:2.0,-8.8790583332,-1.9574035243
18_mutants:phoB/R_InSPI2:1.0,-17.4333980243,-2.6307381342
18_mutants:hfq_ESP:1.0,-2.0385457438,-0.8374842869
18_mutants:ompR/envZ_InSPI2:1.0,2.7044785904,0.0055862419
18_mutants:dam_MEP:1.0,0.9778835247000001,0.3033847666
18_mutants:WT_IEP:1.0,2.2758965863,-0.2791070979
18_mutants:ssrA/B_InSPI2:1.0,0.7752910933,-0.5608410057000001
18_mutants:WT_InSPI2:1.0,-19.3800623672,-2.7093319337
18_mutants:hilC_IEP:1.0,1.193378923,-0.0849598268
18_mutants:fliZ_ESP:1.0,5.0679764006,1.7104781437
18_mutants:hilD_InSPI2:1.0,-12.3724903531,-1.930136685
18_mutants:phoP/Q_InSPI2:1.0,4.85863916,0.2911457702
18_mutants:ssrB_InSPI2:1.0,-0.2199123346,-0.34074683640000003
18_mutants:fur_ESP:1.0,-5.7656420869,0.2750696274
18_mutants:WT_MEP:1.0,-2.0427117369999995e-21,0.0
18_mutants:hilD_IEP:1.0,0.6369823950000001,-0.20062800620000001
18_mutants:hilE_IEP:1.0,-0.15513205800000002,-0.5297953205
18_mutants:slyA_InSPI2:1.0,0.7478424455,-0.33296814150000004
18_mutants:ssrA_InSPI2:1.0,-0.8649196992,-0.3973082155
18_mutants:WT_lnSPI2:1.0,-20.8723687157,-3.3843864632000003
18_mutants:hilA_IEP:1.0,3.349858725,-6.939730000000001e-05
Infection_conditions:pH3_shock:1.0,-2.0214023067,-0.6406273639
Infection_conditions:Peroxide_shock_InSPI2:1.0,0.4768071077,-0.2120573513
Infection_conditions:MEP:1.0,2.201029108,0.2845100794
Infection_conditions:Oxygen_shock:1.0,3.2824735144,0.8261257171
Infection_conditions:MEP:2.0,1.9382651724,0.2627186852
Infection_conditions:Anaerobic_shock:1.0,4.3306910684,0.5349217068000001
Infection_conditions:Bile_shock:1.0,3.2494154866000002,0.2943983076
Infection_conditions:LowFe2+_shock:1.0,1.6945075175,0.2957995168
Infection_conditions:MEP:3.0,1.8016009403000002,0.1433828816
Infection_conditions:pH5.8_shock:1.0,3.0334276842,-0.4178148742
Infection_conditions:ESP:1.0,6.5363689948,1.0871160553
Infection_conditions:inSPI2_dRNA_seq:1.0,-17.0444338319,-1.7911910251
Infection_conditions:LEP:1.0,1.8147629546,0.48324225590000003
Infection_conditions:Temp20:1.0,-5.0338863244,0.3689046187
Infection_conditions:25C:1.0,-1.6204112253,-1.0539592521
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,6.8740583995,0.3694587039
Infection_conditions:ESP:2.0,8.1853765246,1.2986730276
Infection_conditions:EEP:1.0,0.2709659319,-0.19147860460000002
Infection_conditions:ESP:3.0,6.6631005469,1.0891247819
Infection_conditions:Anaerobic_growth:1.0,5.8477791736,1.0390224166
Infection_conditions:NaCl_shock:1.0,3.198430932,-0.10273244690000001
Infection_conditions:Pool_RNA_seq:1.0,3.6710955269999996e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,1.1290917858,-0.682918774
Infection_conditions:Pool_dRNA_seq:1.0,-3.6186545409,0.5640003547
Infection_conditions:InSPI2_LowMg2+:1.0,-6.8790669483,-1.7481299482
Infection_conditions:Temp10:1.0,-0.7149341043,-0.0048397675
Infection_conditions:NonSPI2:1.0,3.1780507513,0.086603146
Macrophage:Intra_macrophage_dRNA:1.0,-1.8194347112,0.8150978779
Macrophage:Intra_macrophage_RNA:1.0,2.6953140264,0.043158225700000004
Macrophage:Intra_macrophage_RNA:2.0,-2.6953140264,-0.043158225700000004
Macrophage:Intra_macrophage_dRNA:2.0,2.3907098568,0.7787195936
comparative_st474:st474_InSPI2:1.0,-20.6995491046,-2.6930906875
comparative_st474:st474_LEP:1.0,-0.36559088510000004,0.1874063125
comparative_st474:st474_InSPI2:2.0,-21.2295957791,-2.67249895
comparative_st474:st474_EEP:1.0,-1.9285477165,-0.46501111380000004
comparative_st474:st474_ESP:1.0,4.9181329812,0.9410239388
comparative_st474:st474_NaCl_shock:1.0,1.0087705326,-0.42395660100000004
comparative_st474:st474_NO_shock_InSPI2:1.0,4.680331511,-0.0204049339
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,-1.7579186733,-0.6433044723
comparative_st474:st474_Oxygen_shock:1.0,1.0944548273,0.5305936176
comparative_st474:st474_MEP:1.0,7.26327398e-29,0.0
comparative_st474:st474_ESP:2.0,5.3916590376,0.9611423881000001
comparative_st474:st474_ESP:3.0,5.3747609549,0.6905420468
comparative_st474:st474_NonSPI2:1.0,2.7400404825,0.3241392885
comparative_st474:st474_Bile_shock:1.0,1.0465860595,0.015287475200000001
comparative_st474:st474_NonSPI2:2.0,4.08893367,0.27036195490000003
comparative_st474:st474_Anaerobic_growth:1.0,1.3380267458000001,0.7332189251
comparative_st474:st474_Macrophage:1.0,-17.8655603293,-4.0632049565
comparative_st474:st474_Anaerobic_shock:1.0,2.1330247161,0.2235461658
comparative_st474:st474_InSPI2:3.0,-20.9820413289,-2.556843206
comparative_st474:st474_InSPI2:4.0,-19.3709737374,-2.7720236627
comparative_st474:st474_Anaerobic_growth:2.0,0.8692642171,-0.20670822300000002
comparative_st474:st474_Anaerobic_growth:3.0,0.11958523630000001,0.5715114621
comparative_st474:st474_ESP:4.0,7.1900942207,1.041208853
comparative_st474:st474_Macrophage:2.0,-23.2519716518,-4.1495274
comparative_st474:st474_25C:1.0,-3.8158665326000003,-1.331512021
comparative_st474:st474_Low_Fe2+_shock:1.0,-0.4950239409,0.003791687
comparative_st474:st474_NonSPI2:3.0,3.679298937,0.4763252456
comparative_D23580:D23580_NonSPI2:1.0,-18.7912826168,-3.119224269
comparative_D23580:D23580_InSPI2:1.0,-22.0026841757,-5.5959859689
comparative_D23580:D23580_Anaerobic_growth:1.0,4.8851708448,1.6199472364
comparative_D23580:D23580_pBT1 deletion:1.0,3.0155735701,0.604614184
comparative_D23580:D23580_InSPI2:2.0,-22.5662660419,-5.3871286056
comparative_D23580:D23580_25C:1.0,-3.1456069364,-0.6953120621000001
comparative_D23580:D23580_pBT1 deletion:2.0,3.6128129060000003,0.32988479930000003
comparative_D23580:D23580_Oxygen_shock:1.0,2.209173619,1.4011721819
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,-23.2572072739,-5.0751606801
comparative_D23580:D23580_LEP:1.0,2.6651849318,0.8676897225
comparative_D23580:D23580_ESP:1.0,3.5502393307,1.2392571345
comparative_D23580:D23580_Macrophage:1.0,-23.0992565425,-5.2303345643
comparative_D23580:D23580_ESP:2.0,3.2155408847,1.1913582384
comparative_D23580:D23580_Low_Fe2+_shock:1.0,2.5373432791,0.6556401496
comparative_D23580:D23580_Bile_shock:1.0,-0.1472371372,0.5195510829000001
comparative_D23580:D23580_NaCl_shock:1.0,2.8843896561999998,-0.25674402900000004
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,-22.462346206,-5.6096389963
comparative_D23580:D23580_InSPI2:3.0,-22.182886403,-4.9710202713000005
comparative_D23580:D23580_EEP:1.0,-6.8567561709,-0.7994802473
comparative_D23580:D23580_NO_shock_InSPI2:1.0,-19.4060909723,-5.2912039043
comparative_D23580:D23580_Anaerobic_shock:1.0,0.7413662575000001,0.6665280666000001
comparative_D23580:D23580_InSPI2:4.0,-22.6852750591,-5.1549818366
comparative_D23580:D23580_NonSPI2:2.0,-18.3852647441,-3.4333822510000003
comparative_D23580:D23580_NonSPI2:3.0,-19.5564303619,-3.4218725252
comparative_D23580:D23580_ESP:3.0,3.6212377907,1.1488461864
comparative_D23580:D23580_Macrophage:2.0,-21.6615180411,-5.7157938515
comparative_D23580:D23580_NonSPI2:4.0,-12.2626059772,-2.4567892168
comparative_D23580:D23580_ESP:4.0,3.3763558659,0.9345980442
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-20.7528439335,-5.5123629536
comparative_D23580:D23580_Anaerobic_growth:2.0,5.32933169,1.3236693354
comparative_D23580:D23580_Anaerobic_growth:3.0,4.1662917876,1.2018175209
pgtE:ESP_tex:1.0,0.6307510629,1.8092546272
pgtE:Pooled_tex:1.0,-6.0295395989,0.8483771957
pgtE:ESP:1.0,5.1860265377,1.0030250677
pgtE:InSPI2:1.0,-20.0274496666,-5.7842711723
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-19.2061114677,-4.6509715402000005
aroA:SF101:1.0,11.0702389048,1.3462788906
aroA:SF101:2.0,6.9529899546,0.9271719079
aroA:SF100:1.0,9.0370914465,1.7374414517
aroA:SF100:2.0,10.1013617861,1.9719486455
aroA:WT_vivo:1.0,-0.0732176952,-0.0841689303
aroA:WT_vivo:2.0,0.0732176952,0.0841689303
flagella_mutants:SF102:1.0,0.48658998800000003,-0.22803355720000001
flagella_mutants:SF102:2.0,-0.48658998800000003,0.22803355720000001
flagella_mutants:del_fliHIJ:1.0,-9.389195352,-0.035650738
flagella_mutants:del_fliHIJ:2.0,-8.6120155146,-0.0773571309
flagella_mutants:del_fliF:1.0,-9.7285853424,0.1256725866
flagella_mutants:del_fliF:2.0,-9.9652822067,0.0920630649
myricanol:Control:1.0,0.7275844025,0.2144832991
myricanol:Control:2.0,0.184820863,0.008174674100000001
myricanol:Control:3.0,-0.9124052656,-0.2226579732
myricanol:Myricanol:1.0,3.4839681137,-0.2586080306
myricanol:Myricanol:2.0,4.9877666805,0.5706472742
myricanol:Myricanol:3.0,3.2366511995,0.1683760258
