,A,MdcR
mexZ_knockout:del_mexZ:3,-0.2726466454,-0.03366757
mexZ_knockout:wt_LB:1,3.1799551823,1.489636778
mexZ_knockout:wt_LB:2,-1.8529886826,-0.501429933
mexZ_knockout:wt_LB:3,-1.3269664997000001,-0.9882068450000001
n-alkanes_treatment:PA_alkane:1,3.1458694318,0.7520301690000001
n-alkanes_treatment:PA_alkane:2,4.121013252,-0.35104375400000004
n-alkanes_treatment:PA_Glycerol:1,-0.1556291371,0.21183922600000002
n-alkanes_treatment:PA_Glycerol:2,-0.3258500922,-0.009824918
n-alkanes_treatment:PA_Glycerol:3,0.48147922930000003,-0.202014308
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.041699785,-0.08822371400000001
natural_RNA_aptamers:PA_Water_rep_wt:2,0.041699785,0.08822371400000001
natural_RNA_aptamers:PA_FMN_rep:1,-1.7443985426,-0.032336008
natural_RNA_aptamers:PA_FMN_rep:2,-1.3830711837,0.5480152110000001
NC_002516.2:Planktonic_total_RNA_Rep:1,0.3420396142,0.251351151
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.8198721712,-0.012456598000000001
NC_002516.2:Planktonic_total_RNA_Rep:3,0.47783255700000005,-0.238894553
NC_002516.2:Biofilm_total_RNA_Rep:1,3.1063645959,-0.559891649
NC_002516.2:Biofilm_total_RNA_Rep:2,3.6955849861,-1.529570048
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,1.033374419,-0.605359796
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.5592995243000001,0.409864465
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.189384346,0.320264166
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.5735044340000001,-0.009571509
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.5381160843,0.18024393700000002
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.41233944650000004,0.011331434000000001
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.663817031,0.129764872
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-1.0261815168,0.27010765200000003
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.5910459831,0.34558168300000003
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-0.714609979,0.14716310100000002
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-0.9801885237,-0.312585537
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.0768677868,0.16824318900000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.0696748846,0.16700895500000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-1.4598517817,-0.022577568000000003
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-1.5249572683000001,-0.216642615
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-0.7796231905000001,0.414934163
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-1.0161291667,0.25828717100000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,1.0960941262,-0.424195916
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-0.6056000254,0.427579863
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-0.606214088,0.46842022200000005
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-1.0620042735,0.48162644400000004
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,1.2252226172,0.6774699270000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,0.967794052,0.9914742430000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,0.9938104684000001,1.042500676
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.3036007423,0.39420423800000004
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.7978692437,0.559001557
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.4942685014,-0.953205795
relA-spoT_double-mutant:plank_WT_1:1,-0.0830505391,-0.011730103
relA-spoT_double-mutant:plank_WT_1:2,-0.3628197949,0.12795815900000002
relA-spoT_double-mutant:plank_WT_1:3,0.44587033400000003,-0.11622805700000001
relA-spoT_double-mutant:plank_rel-spot:1,-1.2153363774,-0.577608058
relA-spoT_double-mutant:plank_rel-spot:2,0.2702199644,-1.07571098
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.067922016,-0.295723232
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.5964570964,-0.104438476
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.2412628185,-0.14144499800000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-1.1092708072,0.295175617
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.2036288762,0.24643108900000002
sRNA_PA0805.1_overexpression:PA08051:1,-0.3863563579,-0.059553049000000004
sRNA_PA0805.1_overexpression:PA08051:2,1.6068893839,-0.587588864
sRNA_PA0805.1_overexpression:PA08051:3,0.7010957181,-0.52519354
sRNA_PA0805.1_overexpression:PA08051:4,0.9488472566,0.21447296600000001
sRNA_PA0805.1_overexpression:PA08051:5,0.09560390640000001,-0.175555025
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-0.7120160479000001,-0.402639081
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.1221053505,-0.14875064200000002
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.29483092050000004,-0.037131702
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.29483092050000004,0.037131702
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.1125512005,0.14894151
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.1125512005,-0.14894151
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-0.10603295230000001,1.4310790930000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,0.9940842226000001,0.34318276200000003
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,3.0959667328,0.49085236
yhjH_knockout:PA_delyhjH_wt:1,0.2124209316,0.046587641000000006
yhjH_knockout:PA_delyhjH_wt:2,-0.2124209316,-0.046587641000000006
yhjH_knockout:PA_delyhjH:1,-9.4361941173,-1.477166771
yhjH_knockout:PA_delyhjH:2,-9.4716954297,-1.384866629
yhjH_knockout:PA_delwspF:1,-8.5191013399,-1.425157561
yhjH_knockout:PA_delwspF:2,-9.2184350741,-1.786194948
