,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,R1,R2,reference_sequence,project,condition,reference_condition,strain_description,base_media,temperature,pH,growth_phase,OD,notes,Title,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,doi,n_replicates
SRX4488546,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624653,SRP155796,PRJNA483526,483526,SRS3612258,SAMN09742705,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080307,0,0,31728201,9742705,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,planktonic,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:planktonic,True,True,1.0,AB5075_biofilm+abx__planktonic__1.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488547,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624652,SRP155796,PRJNA483526,483526,SRS3612259,SAMN09742704,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080308,9742704,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,planktonic,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:planktonic,True,True,2.0,AB5075_biofilm+abx__planktonic__2.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488548,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624651,SRP155796,PRJNA483526,483526,SRS3612260,SAMN09742707,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080309,0,0,31728201,9742707,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,biofilm,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:biofilm,True,True,1.0,AB5075_biofilm+abx__biofilm__1.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488549,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624650,SRP155796,PRJNA483526,483526,SRS3612261,SAMN09742706,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080310,9742706,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,planktonic,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:planktonic,True,True,3.0,AB5075_biofilm+abx__planktonic__3.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488550,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624649,SRP155796,PRJNA483526,483526,SRS3612262,SAMN09742709,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080311,0,0,31728201,9742709,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,biofilm,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:biofilm,True,True,2.0,AB5075_biofilm+abx__biofilm__2.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488551,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624648,SRP155796,PRJNA483526,483526,SRS3612263,SAMN09742708,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080312,9742708,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,biofilm,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:biofilm,True,True,3.0,AB5075_biofilm+abx__biofilm__3.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488552,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624647,SRP155796,PRJNA483526,483526,SRS3612264,SAMN09742711,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080313,0,0,31728201,9742711,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,cip_biofilm,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:cip_biofilm,True,True,1.0,AB5075_biofilm+abx__cip_biofilm__1.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488553,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624646,SRP155796,PRJNA483526,483526,SRS3612265,SAMN09742710,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080314,9742710,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,cip_biofilm,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:cip_biofilm,True,True,2.0,AB5075_biofilm+abx__cip_biofilm__2.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488554,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624645,SRP155796,PRJNA483526,483526,SRS3612266,SAMN09742713,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080315,0,0,31728201,9742713,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,tet_biofilm,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:tet_biofilm,True,True,1.0,AB5075_biofilm+abx__tet_biofilm__1.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488555,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624644,SRP155796,PRJNA483526,483526,SRS3612267,SAMN09742712,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080316,9742712,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,cip_biofilm,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:cip_biofilm,True,True,3.0,AB5075_biofilm+abx__cip_biofilm__3.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488556,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624643,SRP155796,PRJNA483526,483526,SRS3612268,SAMN09742715,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080317,0,0,31728201,9742715,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,tet_biofilm,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:tet_biofilm,True,True,2.0,AB5075_biofilm+abx__tet_biofilm__2.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX4488557,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624642,SRP155796,PRJNA483526,483526,SRS3612269,SAMN09742714,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080318,9742714,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,tet_biofilm,planktonic,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_biofilm+abx:tet_biofilm,True,True,3.0,AB5075_biofilm+abx__tet_biofilm__3.0,doi.org/10.1038/s41522-019-0108-3,3.0
SRX2568047,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263925,SRP100071,PRJNA375077,375077,SRS1984420,SAMN06342413,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710439,6342413,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_gigB,WT,AB5075-UW del_gigB,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:kan_gigB,True,True,1.0,AB5075_gigAB__kan_gigB__1.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568048,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263926,SRP100071,PRJNA375077,375077,SRS1984422,SAMN06342412,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710440,6342412,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_gigB,WT,AB5075-UW del_gigB,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:kan_gigB,True,True,2.0,AB5075_gigAB__kan_gigB__2.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568049,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263927,SRP100071,PRJNA375077,375077,SRS1984423,SAMN06342411,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710441,6342411,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_gigB,WT,AB5075-UW del_gigB,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:kan_gigB,True,True,3.0,AB5075_gigAB__kan_gigB__3.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568050,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263928,SRP100071,PRJNA375077,375077,SRS1984421,SAMN06342410,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710442,6342410,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,gigB,WT,AB5075-UW del_gigB,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:gigB,True,True,1.0,AB5075_gigAB__gigB__1.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568051,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263929,SRP100071,PRJNA375077,375077,SRS1984424,SAMN06342409,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710443,0,0,28264991,6342409,AB5075-UW,0,0,0,0,AB5075_gigAB,gigB,WT,AB5075-UW del_gigB,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:gigB,True,True,2.0,AB5075_gigAB__gigB__2.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568052,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263930,SRP100071,PRJNA375077,375077,SRS1984426,SAMN06342408,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710444,6342408,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,gigB,WT,AB5075-UW del_gigB,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:gigB,True,True,3.0,AB5075_gigAB__gigB__3.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568053,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263931,SRP100071,PRJNA375077,375077,SRS1984425,SAMN06342407,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710445,0,0,28264991,6342407,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_gigA,WT,AB5075-UW del_gigA,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:kan_gigA,True,True,1.0,AB5075_gigAB__kan_gigA__1.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568054,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263932,SRP100071,PRJNA375077,375077,SRS1984427,SAMN06342406,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710446,6342406,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_gigA,WT,AB5075-UW del_gigA,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:kan_gigA,True,True,2.0,AB5075_gigAB__kan_gigA__2.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568055,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263933,SRP100071,PRJNA375077,375077,SRS1984428,SAMN06342405,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710447,0,0,28264991,6342405,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_gigA,WT,AB5075-UW del_gigA,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:kan_gigA,True,True,3.0,AB5075_gigAB__kan_gigA__3.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568056,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263934,SRP100071,PRJNA375077,375077,SRS1984429,SAMN06342404,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710448,6342404,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,gigA,WT,AB5075-UW del_gigA,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:gigA,True,True,1.0,AB5075_gigAB__gigA__1.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568057,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263935,SRP100071,PRJNA375077,375077,SRS1984430,SAMN06342403,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710449,0,0,28264991,6342403,AB5075-UW,0,0,0,0,AB5075_gigAB,gigA,WT,AB5075-UW del_gigA,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:gigA,True,True,2.0,AB5075_gigAB__gigA__2.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568058,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263936,SRP100071,PRJNA375077,375077,SRS1984431,SAMN06342402,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710450,6342402,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,gigA,WT,AB5075-UW del_gigA,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:gigA,True,True,3.0,AB5075_gigAB__gigA__3.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568059,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263937,SRP100071,PRJNA375077,375077,SRS1984432,SAMN06342401,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710451,0,0,28264991,6342401,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_WT,WT,AB5075-UW,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:kan_WT,True,True,1.0,AB5075_gigAB__kan_WT__1.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568060,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263938,SRP100071,PRJNA375077,375077,SRS1984433,SAMN06342400,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710452,6342400,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_WT,WT,AB5075-UW,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:kan_WT,True,True,2.0,AB5075_gigAB__kan_WT__2.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568061,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263939,SRP100071,PRJNA375077,375077,SRS1984434,SAMN06342399,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710453,0,0,28264991,6342399,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_WT,WT,AB5075-UW,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:kan_WT,True,True,3.0,AB5075_gigAB__kan_WT__3.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568062,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263940,SRP100071,PRJNA375077,375077,SRS1984435,SAMN06342398,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710454,6342398,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,WT,WT,AB5075-UW,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:WT,True,True,1.0,AB5075_gigAB__WT__1.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568063,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263941,SRP100071,PRJNA375077,375077,SRS1984436,SAMN06342397,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710455,6342397,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,WT,WT,AB5075-UW,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:WT,True,True,2.0,AB5075_gigAB__WT__2.0,doi.org/10.1128/jb.00066-17,3.0
SRX2568064,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263942,SRP100071,PRJNA375077,375077,SRS1984437,SAMN06342396,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710456,0,0,28264991,6342396,AB5075-UW,0,0,0,0,AB5075_gigAB,WT,WT,AB5075-UW,LB,,0,,,0,0,0,True,True,True,AB5075_gigAB:WT,True,True,3.0,AB5075_gigAB__WT__3.0,doi.org/10.1128/jb.00066-17,3.0
Abaum_0001,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_10_S38_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_10_S38_L001_R2_001.fastq.gz,AB5075,AB5075_med,CA-MHB,LB,AB5075,CA-MHB,,7,,,0,0,0,True,True,True,AB5075_med:CA-MHB,True,True,1.0,AB5075_med__CA-MHB__1.0,,2.0
Abaum_0002,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_11_S39_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_11_S39_L001_R2_001.fastq.gz,AB5075,AB5075_med,CA-MHB,LB,AB5075,CA-MHB,,7,,,0,0,0,True,True,True,AB5075_med:CA-MHB,True,True,2.0,AB5075_med__CA-MHB__2.0,,2.0
Abaum_0003,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_12_S40_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_12_S40_L001_R2_001.fastq.gz,AB5075,AB5075_med,CA-MHB_pH6,LB,AB5075,CA-MHB,,6,,,0,0,0,True,True,True,AB5075_med:CA-MHB_pH6,True,True,1.0,AB5075_med__CA-MHB_pH6__1.0,,2.0
Abaum_0004,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_13_S41_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_13_S41_L001_R2_001.fastq.gz,AB5075,AB5075_med,CA-MHB_pH6,LB,AB5075,CA-MHB,,6,,,0,0,0,True,True,True,AB5075_med:CA-MHB_pH6,True,True,2.0,AB5075_med__CA-MHB_pH6__2.0,,2.0
Abaum_0005,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_14_S42_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_14_S42_L001_R2_001.fastq.gz,AB5075,AB5075_med,RPMI+_pH7,LB,AB5075,RPMI+10%LB,,7,,,0,0,0,True,True,True,AB5075_med:RPMI+_pH7,True,True,1.0,AB5075_med__RPMI+_pH7__1.0,,2.0
Abaum_0006,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_15_S43_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_15_S43_L001_R2_001.fastq.gz,AB5075,AB5075_med,RPMI+_pH7,LB,AB5075,RPMI+10%LB,,7,,,0,0,0,True,True,True,AB5075_med:RPMI+_pH7,True,True,2.0,AB5075_med__RPMI+_pH7__2.0,,2.0
Abaum_0007,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_16_S44_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_16_S44_L001_R2_001.fastq.gz,AB5075,AB5075_med,RPMI+_pH6,LB,AB5075,RPMI+10%LB,,6,,,0,0,0,True,True,True,AB5075_med:RPMI+_pH6,True,True,1.0,AB5075_med__RPMI+_pH6__1.0,,2.0
Abaum_0008,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_9_S37_L001_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-16-IGM-NovaSeq/_UO1_HRS_A__baumannii_Precise_Sample_9_S37_L001_R2_001.fastq.gz,AB5075,AB5075_med,RPMI+_pH6,LB,AB5075,RPMI+10%LB,,6,,,0,0,0,True,True,True,AB5075_med:RPMI+_pH6,True,True,2.0,AB5075_med__RPMI+_pH6__2.0,,2.0
Abaum_0009,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-20-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample1_S1_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-20-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample1_S1_R2_001.fastq.gz,AB5075,AB5075_med,RPMI+_-HCO3,LB,AB5075,RPMI+10%LB-HCO3,,7,,,0,0,0,True,True,True,AB5075_med:RPMI+_-HCO3,True,True,1.0,AB5075_med__RPMI+_-HCO3__1.0,,2.0
Abaum_0010,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2500,0,0,Abaum_Nick,0,0,0,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,0,0,0,0,0,0,0,0,0,0,s3://sbrg-sequencing-files/2020-01-20-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample2_S2_R1_001.fastq.gz,s3://sbrg-sequencing-files/2020-01-20-salk-nextseq/UO1_HRS_A_baumannii_Precise_Sample2_S2_R2_001.fastq.gz,AB5075,AB5075_med,RPMI+_-HCO3,LB,AB5075,RPMI+10%LB-HCO3,,7,,,0,0,0,True,True,True,AB5075_med:RPMI+_-HCO3,True,True,2.0,AB5075_med__RPMI+_-HCO3__2.0,,2.0
