,A,HexR
mexZ_knockout:del_mexZ:1,1.2244642033,-0.063714297
mexZ_knockout:del_mexZ:2,0.043642822500000004,-0.329911365
mexZ_knockout:del_mexZ:3,0.38256078060000004,-0.052181523
mexZ_knockout:wt_LB:1,-1.0712988954,0.16783535800000002
mexZ_knockout:wt_LB:2,0.0050919014,-0.18487556700000002
mexZ_knockout:wt_LB:3,1.066206994,0.017040209
n-alkanes_treatment:PA_alkane:1,-12.5130926571,-1.651784826
n-alkanes_treatment:PA_alkane:2,-11.9921530511,-2.004604607
n-alkanes_treatment:PA_Glycerol:1,0.5861615795,0.08723979500000001
n-alkanes_treatment:PA_Glycerol:2,-0.0878438175,0.12423816
n-alkanes_treatment:PA_Glycerol:3,-0.49831776200000005,-0.21147795500000002
natural_RNA_aptamers:PA_Water_rep_wt:1,0.0506948721,-0.09940206800000001
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.0506948721,0.09940206800000001
natural_RNA_aptamers:PA_FMN_rep:1,-1.0921536184,-0.49803475900000005
natural_RNA_aptamers:PA_FMN_rep:2,-0.45125492910000004,-0.157455384
NC_002516.2:Planktonic_total_RNA_Rep:1,0.1626378286,0.104271687
NC_002516.2:Planktonic_total_RNA_Rep:2,0.6053675222,0.341483965
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.7680053508,-0.445755652
NC_002516.2:Biofilm_total_RNA_Rep:1,1.4490373642,-0.503463907
NC_002516.2:Biofilm_total_RNA_Rep:2,1.1903326071,-0.6593158480000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.3522545198,-0.191081874
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-1.41433938,-0.27251894
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-1.3620925459,-0.17295785700000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-1.1955399674,-0.339213097
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.0932556109,-0.384572791
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-1.370689569,-0.27164276600000004
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-1.2932421378,-0.283196867
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.32124418260000004,0.00585079
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.5803338503000002,-0.46454386700000005
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-1.832727205,-0.445676255
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-2.3953873933,-0.665455342
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.0831427487,0.081795563
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.1141530858,0.10343552
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-4.0056102718,-0.9397758960000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-3.9429695238,-0.9468083880000001
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-3.3751165243,-0.691167543
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-3.4421894137,-0.785050295
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.27562985300000004,-0.274680388
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-3.8198536923,-1.022824796
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-3.7224877721,-0.919991832
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.1913144309,0.026093213
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,2.8932268108,0.7883225850000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,2.3197363039,1.020519765
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,1.6706761879,0.756681559
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.33746020050000003,-0.09447316300000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.9153651811,0.023456919000000003
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.5779049805,0.071016244
relA-spoT_double-mutant:plank_WT_1:1,0.4303875874,0.017542066000000002
relA-spoT_double-mutant:plank_WT_1:2,-0.419181682,-0.07924650700000001
relA-spoT_double-mutant:plank_WT_1:3,-0.0112059054,0.061704441000000006
relA-spoT_double-mutant:plank_rel-spot:1,-1.8728562800000002,-0.8996609270000001
relA-spoT_double-mutant:plank_rel-spot:2,-2.7100350796,-1.009107978
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-1.1615351316,-0.375737054
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.5883821767,-0.186524257
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.24113804020000001,-0.188373108
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.4272950882,0.41139175800000005
sRNA_PA0805.1_overexpression:EmptyVector_1:5,1.5637602603,0.339242661
sRNA_PA0805.1_overexpression:PA08051:1,0.9377314303000001,0.28709671000000003
sRNA_PA0805.1_overexpression:PA08051:2,1.4344594629,0.157944839
sRNA_PA0805.1_overexpression:PA08051:3,0.7886296025,0.011742341
sRNA_PA0805.1_overexpression:PA08051:4,1.5947554547,0.44084300400000004
sRNA_PA0805.1_overexpression:PA08051:5,3.145044971,0.74076619
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-0.6931397164,-0.40407127
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-1.422612369,0.119152267
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.19222982300000002,0.040306196
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.19222982300000002,-0.040306196
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.3618024124,-0.136812457
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.3618024124,0.136812457
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,1.0379817203,1.715501087
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,1.8978965674000001,0.451728414
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,1.7938382153,0.505019894
yhjH_knockout:PA_delyhjH_wt:1,-0.12030008710000001,0.023204619000000003
yhjH_knockout:PA_delyhjH_wt:2,0.12030008710000001,-0.023204619000000003
yhjH_knockout:PA_delyhjH:1,0.7725553486000001,-0.228998223
yhjH_knockout:PA_delyhjH:2,0.3282849027,-0.222800406
yhjH_knockout:PA_delwspF:1,1.5595843432,-0.08408647400000001
yhjH_knockout:PA_delwspF:2,-1.3056921724000001,-0.151455627
