,A,fhlA
novobiocin:0_Novobiocin_60min:3.0,-2.8529581674,1.2013672371
novobiocin:500_Novobiocin_10min:1.0,-1.4143896738000001,0.20544506980000002
novobiocin:0_Novobiocin_20min:2.0,-2.2464144936,0.1735312609
novobiocin:500_Novobiocin_60min:3.0,-3.0633044604,0.9356756966
novobiocin:0_Novobiocin_0min:2.0,-0.1096572328,0.007368240900000001
novobiocin:100_Novobiocin_60min:3.0,-2.7486032445,1.483645332
novobiocin:500_Novobiocin_20min:2.0,0.06795591940000001,-0.038818137600000004
novobiocin:500_Novobiocin_10min:2.0,-1.1766537916,-0.39545879970000003
novobiocin:0_Novobiocin_0min:3.0,-0.0906885786,-0.1983729004
novobiocin:500_Novobiocin_20min:3.0,-1.4785272595,0.1273035172
novobiocin:0_Novobiocin_10min:3.0,-2.0365860733,-0.42618753200000004
novobiocin:0_Novobiocin_20min:3.0,-2.9081658427,0.1200838853
starvation:Glucose_6h:1.0,0.7371158373000001,-0.0134307791
starvation:Low_3d:1.0,-22.1461226231,-1.8265061383
starvation:Low_3d:2.0,-23.8591012172,-1.8488693545000001
starvation:Glucose_24h:1.0,-2.3137753986,-1.3558935605
starvation:High_4d:1.0,-24.1012444557,-1.2801279262
starvation:High_4h:1.0,-23.6160910825,-1.2489881547000001
starvation:High_4d:2.0,-24.8089147136,-1.1826660093
starvation:High_4h:2.0,-23.8582348092,-0.9192139016
starvation:Low_24h:1.0,-23.858588954600002,-0.5450622638
starvation:Glucose_6h:2.0,-0.7371158373000001,0.0134307791
starvation:Low_24h:2.0,-22.6267369237,-0.5543476782
starvation:Glucose_24h:2.0,-1.7787650652,-1.0615249137
18_mutants:phoB/R_InSPI2:1.0,1.1043954672,1.1073752064
18_mutants:hfq_ESP:1.0,-4.654303563,0.6840168977000001
18_mutants:ompR/envZ_InSPI2:1.0,-0.9214176781000001,-0.2191639277
18_mutants:dam_MEP:1.0,-0.2177940209,0.3832916675
18_mutants:WT_IEP:1.0,-2.6457429600999998,0.3486009271
18_mutants:ssrA/B_InSPI2:1.0,-1.6574742867,0.362613785
18_mutants:WT_InSPI2:1.0,1.5858267251,1.0506007414
18_mutants:hilC_IEP:1.0,-4.4375139844,1.0369638171
18_mutants:fliZ_ESP:1.0,-3.9365686768,1.9072063118
18_mutants:hilD_InSPI2:1.0,2.5866409519999998,0.7616125918000001
18_mutants:phoP/Q_InSPI2:1.0,-1.5603440121,-0.0821811374
18_mutants:ssrB_InSPI2:1.0,0.2642982364,0.5926864707
18_mutants:fur_ESP:1.0,-3.8857400223000003,1.7390611931
18_mutants:WT_MEP:1.0,-1.387977986e-21,0.0
18_mutants:hilD_IEP:1.0,-3.4523368232,0.5319893658
18_mutants:hilE_IEP:1.0,-3.0625005917,0.4489022607
18_mutants:slyA_InSPI2:1.0,-0.8464773897000001,0.8448885105
18_mutants:ssrA_InSPI2:1.0,-0.0596537736,0.6485941030000001
18_mutants:WT_lnSPI2:1.0,1.7914054411,1.2189461734
18_mutants:hilA_IEP:1.0,-2.4523690449,0.5058341057
Infection_conditions:pH3_shock:1.0,-2.07810681,-1.2083841936
Infection_conditions:Peroxide_shock_InSPI2:1.0,-1.7237213089,-0.5871670752
Infection_conditions:MEP:1.0,-1.3836412201,-1.1687055391
Infection_conditions:Oxygen_shock:1.0,0.5620896102,0.2419607846
Infection_conditions:MEP:2.0,-1.5625605786999999,-0.6411593217
Infection_conditions:Anaerobic_shock:1.0,-2.5475390605,1.6856939996
Infection_conditions:Bile_shock:1.0,-1.7750556418,-0.7851867352
Infection_conditions:LowFe2+_shock:1.0,-1.9959215334,-0.7668541059
Infection_conditions:MEP:3.0,-1.2042214264,-0.7143151897000001
Infection_conditions:pH5.8_shock:1.0,-0.4848913976,-1.1631829071
Infection_conditions:ESP:1.0,-4.1246665122,0.4096346569
Infection_conditions:inSPI2_dRNA_seq:1.0,-0.776901367,0.2605756549
Infection_conditions:LEP:1.0,-2.203521831,-0.3322836967
Infection_conditions:Temp20:1.0,-3.5308666368,0.07565157900000001
Infection_conditions:25C:1.0,-1.5609943275,-0.8544787540000001
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-2.8227326776,0.8230825412
Infection_conditions:ESP:2.0,-4.9912235593,0.4421343996
Infection_conditions:EEP:1.0,-0.9428248673,-0.8350999593
Infection_conditions:ESP:3.0,-3.7554889906,0.3367509642
Infection_conditions:Anaerobic_growth:1.0,13.8040117657,1.4471636542000001
Infection_conditions:NaCl_shock:1.0,-2.776985033,-0.27823105200000003
Infection_conditions:Pool_RNA_seq:1.0,2.494427931e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,-2.8355257149,-0.62682201
Infection_conditions:Pool_dRNA_seq:1.0,-0.5760693007000001,0.0411560766
Infection_conditions:InSPI2_LowMg2+:1.0,-0.9043502815000001,0.9285396525
Infection_conditions:Temp10:1.0,-2.8952889807,0.1540660591
Infection_conditions:NonSPI2:1.0,-2.1871757597,-0.3908172934
Macrophage:Intra_macrophage_dRNA:1.0,0.11053935520000001,0.1280071142
Macrophage:Intra_macrophage_RNA:1.0,0.197605989,-0.3430070846
Macrophage:Intra_macrophage_RNA:2.0,-0.197605989,0.3430070846
Macrophage:Intra_macrophage_dRNA:2.0,0.6808861577,-0.34036152140000003
comparative_st474:st474_InSPI2:1.0,1.64361612,0.7225169770000001
comparative_st474:st474_LEP:1.0,-0.8322794136,0.8239310136
comparative_st474:st474_InSPI2:2.0,1.2018684095,1.0678561606
comparative_st474:st474_EEP:1.0,0.43852911180000004,0.3429845238
comparative_st474:st474_ESP:1.0,-3.5738562729,0.9190048385
comparative_st474:st474_NaCl_shock:1.0,-1.3793415996,0.8536913660000001
comparative_st474:st474_NO_shock_InSPI2:1.0,-1.4206712359,1.8858582294000001
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,-0.23613200150000002,0.4425447142
comparative_st474:st474_Oxygen_shock:1.0,1.9261753273000002,1.3975649993
comparative_st474:st474_MEP:1.0,-3.755190468e-28,0.0
comparative_st474:st474_ESP:2.0,-2.4694748581,1.3569259456
comparative_st474:st474_ESP:3.0,-3.5857560293,0.6061561143
comparative_st474:st474_NonSPI2:1.0,-0.629345194,0.30694312030000004
comparative_st474:st474_Bile_shock:1.0,-0.3563990118,0.38763051270000004
comparative_st474:st474_NonSPI2:2.0,-0.7076777868,0.5140605707
comparative_st474:st474_Anaerobic_growth:1.0,17.8395812789,2.3914443877
comparative_st474:st474_Macrophage:1.0,3.5686080856,1.3892549468
comparative_st474:st474_Anaerobic_shock:1.0,-1.1573033663,2.8244558756
comparative_st474:st474_InSPI2:3.0,1.4509639951,0.6767354761000001
comparative_st474:st474_InSPI2:4.0,1.5894853743000001,0.9902746221000001
comparative_st474:st474_Anaerobic_growth:2.0,16.626028925900002,1.28276154
comparative_st474:st474_Anaerobic_growth:3.0,17.261820236,2.0038992796
comparative_st474:st474_ESP:4.0,-3.5770603062,1.521189941
comparative_st474:st474_Macrophage:2.0,3.1768345049,2.0752631418
comparative_st474:st474_25C:1.0,-0.1607716763,0.3198611286
comparative_st474:st474_Low_Fe2+_shock:1.0,-0.6363526402,0.39390124870000004
comparative_st474:st474_NonSPI2:3.0,-0.7051105554,0.4557827541
comparative_D23580:D23580_NonSPI2:1.0,-0.1876435945,0.6773398355
comparative_D23580:D23580_InSPI2:1.0,0.8738647295,1.1431668545
comparative_D23580:D23580_Anaerobic_growth:1.0,14.6400547705,1.5872194971
comparative_D23580:D23580_pBT1 deletion:1.0,-3.1412730886,1.019741892
comparative_D23580:D23580_InSPI2:2.0,1.3125883273,1.2167143759
comparative_D23580:D23580_25C:1.0,-0.9692024851000001,-0.2235574246
comparative_D23580:D23580_pBT1 deletion:2.0,-2.4796139241,0.8285561156
comparative_D23580:D23580_Oxygen_shock:1.0,6.0219993189,1.1801401674
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,2.5396397163,1.9755214637
comparative_D23580:D23580_LEP:1.0,-2.5431026765,0.6829924403000001
comparative_D23580:D23580_ESP:1.0,-5.0092918214,1.4304186481
comparative_D23580:D23580_Macrophage:1.0,2.1475214852,1.1651494695
comparative_D23580:D23580_ESP:2.0,-1.5420950692000002,1.5000584412
comparative_D23580:D23580_Low_Fe2+_shock:1.0,-2.8068665918,0.2033173184
comparative_D23580:D23580_Bile_shock:1.0,-0.0180618082,0.4460717836
comparative_D23580:D23580_NaCl_shock:1.0,-2.0544672498,0.43146715090000004
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,2.0767057403,1.5956955133
comparative_D23580:D23580_InSPI2:3.0,1.766179289,0.7802881984000001
comparative_D23580:D23580_EEP:1.0,1.7698258803,-0.119377572
comparative_D23580:D23580_NO_shock_InSPI2:1.0,1.4968378274,2.2067429679
comparative_D23580:D23580_Anaerobic_shock:1.0,-3.746429887,2.4337745169
comparative_D23580:D23580_InSPI2:4.0,1.5686760421,1.0281304782
comparative_D23580:D23580_NonSPI2:2.0,-0.9499807939,0.35341592860000004
comparative_D23580:D23580_NonSPI2:3.0,-1.2115690054,0.9463066898
comparative_D23580:D23580_ESP:3.0,-3.4076963589,1.2506533261000001
comparative_D23580:D23580_Macrophage:2.0,0.6342084222000001,1.1425581772
comparative_D23580:D23580_NonSPI2:4.0,0.49918361180000004,0.3630736308
comparative_D23580:D23580_ESP:4.0,-4.279077914,1.3096097095
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-1.0775148425,0.6223384239
comparative_D23580:D23580_Anaerobic_growth:2.0,12.3945636723,1.6489118298
comparative_D23580:D23580_Anaerobic_growth:3.0,11.9566904955,2.6004919504
pgtE:ESP_tex:1.0,-2.1941546865,-0.2256349088
pgtE:Pooled_tex:1.0,-2.3082340114,-0.2199371285
pgtE:ESP:1.0,-4.7712696429,0.6878188792000001
pgtE:InSPI2:1.0,-2.3537699233,0.3309746502
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-2.0100128646,0.22260396170000002
aroA:SF101:1.0,-1.5430073828,-1.324204702
aroA:SF101:2.0,-0.4229031481,-1.4071689522
aroA:SF100:1.0,-2.034992249,-1.5540579849
aroA:SF100:2.0,0.3429407847,-1.2373272026
aroA:WT_vivo:1.0,0.7701704166000001,-0.0263927535
aroA:WT_vivo:2.0,-0.7701704166000001,0.0263927535
flagella_mutants:SF102:1.0,-0.0694643582,-0.0351978618
flagella_mutants:SF102:2.0,0.0694643582,0.0351978618
flagella_mutants:del_fliHIJ:1.0,-0.6002955465,0.30895397
flagella_mutants:del_fliHIJ:2.0,-0.2472956358,0.102173701
flagella_mutants:del_fliF:1.0,0.1704433531,0.14672042770000002
flagella_mutants:del_fliF:2.0,-0.2517253599,0.2949454057
myricanol:Control:1.0,0.07162800870000001,-0.0444986629
myricanol:Control:2.0,0.23171357650000002,-0.0395892334
myricanol:Control:3.0,-0.3033415852,0.0840878963
myricanol:Myricanol:1.0,-0.8438835187,-0.43346874300000005
myricanol:Myricanol:2.0,-0.6607353107,0.2774492823
myricanol:Myricanol:3.0,-0.8149896750000001,-0.046594816500000004
