,A,FleN
mexZ_knockout:wt_LB:2,1.7620203258,0.009521634000000001
mexZ_knockout:wt_LB:3,1.173032377,0.12273645
n-alkanes_treatment:PA_alkane:1,-4.0966550694,-0.44266527800000005
n-alkanes_treatment:PA_alkane:2,-1.5441728612999999,0.10228888900000001
n-alkanes_treatment:PA_Glycerol:1,-0.8601234237000001,-0.102833481
n-alkanes_treatment:PA_Glycerol:2,-1.1566700172,-0.124691301
n-alkanes_treatment:PA_Glycerol:3,2.016793441,0.227524782
natural_RNA_aptamers:PA_Water_rep_wt:1,0.2389763362,0.041838947
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.2389763362,-0.041838947
natural_RNA_aptamers:PA_FMN_rep:1,-0.24598906950000002,-0.165844247
natural_RNA_aptamers:PA_FMN_rep:2,-0.327493831,-0.146165068
NC_002516.2:Planktonic_total_RNA_Rep:1,-1.5518659611999999,-0.12450949400000001
NC_002516.2:Planktonic_total_RNA_Rep:2,0.8777511521,0.029500629
NC_002516.2:Planktonic_total_RNA_Rep:3,0.6741148091,0.09500886500000001
NC_002516.2:Biofilm_total_RNA_Rep:1,1.3165838658,0.5835404470000001
NC_002516.2:Biofilm_total_RNA_Rep:2,0.9802820510000001,0.515064482
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-0.1889340814,-0.233817988
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.0229978859,-0.12710827
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.046572863900000004,-0.171331959
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.3094257823,-0.041844531000000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.4892661736,-0.091946175
p-anisaldehyde_epigallocatechin_gallate:Combination:1,3.9860732274,0.35189916800000004
p-anisaldehyde_epigallocatechin_gallate:Combination:2,3.8307696148,0.34236281900000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.1664501006,0.058829844000000006
p-anisaldehyde_epigallocatechin_gallate:Combination:3,3.8916620660000003,0.17945381400000002
p-anisaldehyde_epigallocatechin_gallate:Combination:4,3.6795206425,0.225073919
p-anisaldehyde_epigallocatechin_gallate:Combination:5,2.9257204234,0.204883066
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.048795452600000004,0.07165851200000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.07127943340000001,0.103329632
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,8.7457065109,0.647646446
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,8.97015795,0.669490417
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,8.2911385734,0.924901
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,8.0884365628,0.948928886
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.0396252472,-0.22616227800000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,8.4036344732,0.87650406
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,8.5703560379,0.893741843
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.3474402075,0.040836471
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-7.8970762652,-0.427919938
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-8.7775888627,-0.26508663600000004
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-8.4517542946,-0.41033765800000005
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.0742179641,-0.020592559
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.2601427912,0.012434995
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.1859248271,0.008157564
relA-spoT_double-mutant:plank_WT_1:1,-0.2351970588,-0.014651993
relA-spoT_double-mutant:plank_WT_1:2,0.40173142040000004,-0.013761431000000001
relA-spoT_double-mutant:plank_WT_1:3,-0.1665343615,0.028413424000000003
relA-spoT_double-mutant:plank_rel-spot:1,1.2555449016,-0.6359732060000001
relA-spoT_double-mutant:plank_rel-spot:2,0.2334936267,-0.38549298200000004
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.3017015179,-0.07039914500000001
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.199669158,0.05909427800000001
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.2217113736,0.039166597000000004
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.305229482,0.086847215
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.018514251500000002,-0.114708946
sRNA_PA0805.1_overexpression:PA08051:1,2.9697873742,0.214568682
sRNA_PA0805.1_overexpression:PA08051:2,4.01312649,0.433309496
sRNA_PA0805.1_overexpression:PA08051:3,4.4314225393,0.4870718
sRNA_PA0805.1_overexpression:PA08051:4,4.3187597481,0.022648552000000002
sRNA_PA0805.1_overexpression:PA08051:5,4.3343777263,0.415715702
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,1.7066525025,0.184279031
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.6930941643,0.204622361
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.0623084613,0.017876585
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.0623084613,-0.017876585
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.1381593019,-0.027847657
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.1381593019,0.027847657
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-2.7883355933000002,-0.802682035
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-0.6206461944,-0.723045401
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,0.19323701440000002,-0.6708485350000001
yhjH_knockout:PA_delyhjH_wt:1,-0.23358606240000002,-0.005796497
yhjH_knockout:PA_delyhjH_wt:2,0.23358606240000002,0.005796497
yhjH_knockout:PA_delyhjH:1,0.6997397857000001,0.18203833800000002
yhjH_knockout:PA_delyhjH:2,1.1782008285,0.13754259300000002
yhjH_knockout:PA_delwspF:1,-5.1509013186,-0.387970933
yhjH_knockout:PA_delwspF:2,-1.4644951149,-0.46105941800000005
