,A,tdcA
novobiocin:500_Novobiocin_10min:1.0,2.1701800577,0.40686374150000004
novobiocin:0_Novobiocin_20min:2.0,1.925682685,1.9853821150000002
novobiocin:500_Novobiocin_60min:3.0,3.5997149315,0.9019867009
novobiocin:0_Novobiocin_0min:2.0,0.2729236635,-0.2719207488
novobiocin:100_Novobiocin_60min:3.0,3.2332602266,0.4036948227
novobiocin:500_Novobiocin_20min:2.0,4.83690267,1.5527101703000001
novobiocin:500_Novobiocin_10min:2.0,3.3076251651,0.8114769111
novobiocin:0_Novobiocin_0min:3.0,-0.9023279486,-0.39383073020000003
novobiocin:500_Novobiocin_20min:3.0,4.6007595813,0.7684882887000001
novobiocin:0_Novobiocin_10min:3.0,1.7189804738,1.5039051983
novobiocin:0_Novobiocin_20min:3.0,3.2653330764,2.2945302896
starvation:Glucose_6h:1.0,0.0835077419,0.30549100090000003
starvation:Low_3d:1.0,-0.9945047178,0.072143176
starvation:Low_3d:2.0,-1.5248447085999999,-0.9293635917
starvation:Glucose_24h:1.0,3.8830729954,-0.1860327651
starvation:High_4d:1.0,-2.8099646197,0.5443240650000001
starvation:High_4h:1.0,-1.2606594274,1.9882019612000001
starvation:High_4d:2.0,-3.4876958948,1.4650697039
starvation:High_4h:2.0,-0.9200709530000001,1.6283034953
starvation:Low_24h:1.0,-0.7930272309,1.4180731685
starvation:Glucose_6h:2.0,-0.0835077419,-0.30549100090000003
starvation:Low_24h:2.0,-0.28410887630000004,0.5556833418
starvation:Glucose_24h:2.0,4.2142922322,0.2938390245
18_mutants:phoB/R_InSPI2:1.0,1.941192251,0.6840599234
18_mutants:hfq_ESP:1.0,0.8885356985,1.4820343304
18_mutants:ompR/envZ_InSPI2:1.0,4.0965066702,-1.3687320363
18_mutants:dam_MEP:1.0,2.4958667375,-0.2883792685
18_mutants:WT_IEP:1.0,4.1612923687,2.3826267833
18_mutants:ssrA/B_InSPI2:1.0,4.076902104,0.45439459870000004
18_mutants:WT_InSPI2:1.0,1.3113807943,-1.3566964407
18_mutants:hilC_IEP:1.0,4.6638373197,2.5784658711
18_mutants:fliZ_ESP:1.0,2.8236439768,3.0462147602
18_mutants:hilD_InSPI2:1.0,3.0722102413,0.6091632637000001
18_mutants:phoP/Q_InSPI2:1.0,6.5369523958,-0.434813267
18_mutants:ssrB_InSPI2:1.0,3.9644919234,0.3950732702
18_mutants:fur_ESP:1.0,4.1355909679,1.0762795141
18_mutants:WT_MEP:1.0,1.5069373879999999e-22,0.0
18_mutants:hilD_IEP:1.0,2.8630529542,1.7599715321
18_mutants:hilE_IEP:1.0,1.9849843892,1.2316553856
18_mutants:slyA_InSPI2:1.0,3.682599716,1.0817287991
18_mutants:ssrA_InSPI2:1.0,3.4577489102,0.8051740945
18_mutants:WT_lnSPI2:1.0,2.1595395987,0.3379876996
18_mutants:hilA_IEP:1.0,3.4514187427,1.6037838155
Infection_conditions:pH3_shock:1.0,-5.4566865753,-2.0909659989
Infection_conditions:Peroxide_shock_InSPI2:1.0,-0.5525957092,-1.5439383774
Infection_conditions:MEP:1.0,-7.7049753723,-3.0973991219
Infection_conditions:Oxygen_shock:1.0,-2.0266613648,-2.2559692303
Infection_conditions:MEP:2.0,-7.8739498462,-3.0594189689
Infection_conditions:Anaerobic_shock:1.0,16.1451529416,4.6827630031
Infection_conditions:Bile_shock:1.0,-6.4492929572,-0.34971529090000003
Infection_conditions:LowFe2+_shock:1.0,-6.2796001194,-2.9638267323000003
Infection_conditions:MEP:3.0,-7.057399371,-3.225672646
Infection_conditions:pH5.8_shock:1.0,-4.4002561289,-2.7310568097
Infection_conditions:ESP:1.0,-4.0944534939,-2.0512454198
Infection_conditions:inSPI2_dRNA_seq:1.0,0.3757476402,-1.417759899
Infection_conditions:LEP:1.0,-4.377079343,-1.9343792894
Infection_conditions:Temp20:1.0,-5.5037864368000005,-1.0249075299
Infection_conditions:25C:1.0,-7.8068458272,-3.2511806503000003
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-1.1713142174,-1.0013152374
Infection_conditions:ESP:2.0,-2.9548353565000003,-1.359929358
Infection_conditions:EEP:1.0,-6.2105364963,-3.3576362406999998
Infection_conditions:ESP:3.0,-3.6430793757,-1.7262232776
Infection_conditions:Anaerobic_growth:1.0,10.4277798808,2.9789440061
Infection_conditions:NaCl_shock:1.0,-3.4723180373,-0.7184984430000001
Infection_conditions:Pool_RNA_seq:1.0,-2.7082282810000006e-22,0.0
Infection_conditions:Cold_shock_15C:1.0,-5.8826591514,-2.240198444
Infection_conditions:Pool_dRNA_seq:1.0,-1.0394451106,-0.8632356835
Infection_conditions:InSPI2_LowMg2+:1.0,-3.3193936885,-2.371760578
Infection_conditions:Temp10:1.0,-3.9185376476,-1.3115617957999999
Infection_conditions:NonSPI2:1.0,-3.6833973542000003,-2.5357485276
Macrophage:Intra_macrophage_dRNA:1.0,2.8453088805,-0.2466394023
Macrophage:Intra_macrophage_RNA:1.0,0.3655394549,0.0664833845
Macrophage:Intra_macrophage_RNA:2.0,-0.3655394549,-0.0664833845
Macrophage:Intra_macrophage_dRNA:2.0,1.1122104183000001,-0.2261937524
comparative_st474:st474_InSPI2:1.0,0.8726060395,-2.2492083747000002
comparative_st474:st474_LEP:1.0,3.3469661761,1.1502217413
comparative_st474:st474_InSPI2:2.0,-0.0631619046,-1.4203187699
comparative_st474:st474_EEP:1.0,1.5071240893,-0.2496029814
comparative_st474:st474_ESP:1.0,4.256091552,2.7073792942
comparative_st474:st474_NaCl_shock:1.0,4.2360131934,2.3399596123
comparative_st474:st474_NO_shock_InSPI2:1.0,6.5562106659,1.990018118
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,7.1707997158,1.408308346
comparative_st474:st474_Oxygen_shock:1.0,5.7009896366,0.8294047142000001
comparative_st474:st474_MEP:1.0,-3.13343968e-28,0.0
comparative_st474:st474_ESP:2.0,5.5917540600999995,3.1849737777
comparative_st474:st474_ESP:3.0,4.6894035681,2.2295023363
comparative_st474:st474_NonSPI2:1.0,2.8145330698,-0.8892734938
comparative_st474:st474_Bile_shock:1.0,1.2577486486,2.7501689593
comparative_st474:st474_NonSPI2:2.0,4.359966297,-1.9672062193
comparative_st474:st474_Anaerobic_growth:1.0,24.2646812226,6.7629646968
comparative_st474:st474_Macrophage:1.0,2.0917663207,-1.1533711063
comparative_st474:st474_Anaerobic_shock:1.0,23.8290903527,7.7499460638
comparative_st474:st474_InSPI2:3.0,-0.46761793170000004,-2.2517973787
comparative_st474:st474_InSPI2:4.0,1.3419706968,-1.4072058597
comparative_st474:st474_Anaerobic_growth:2.0,26.9608327204,6.9069055098
comparative_st474:st474_Anaerobic_growth:3.0,24.8781110533,6.9401587508
comparative_st474:st474_ESP:4.0,5.7742151123,1.3439950595
comparative_st474:st474_Macrophage:2.0,1.3583332512,-1.2863428383
comparative_st474:st474_25C:1.0,-0.100066549,-0.1470863806
comparative_st474:st474_Low_Fe2+_shock:1.0,1.4564487528,0.1262967352
comparative_st474:st474_NonSPI2:3.0,3.9935871369,-1.0613420853
comparative_D23580:D23580_NonSPI2:1.0,-1.9715831773999999,-1.2749573771
comparative_D23580:D23580_InSPI2:1.0,-0.12282020800000001,-0.9947131932000001
comparative_D23580:D23580_Anaerobic_growth:1.0,11.8901833701,5.2391315497
comparative_D23580:D23580_pBT1 deletion:1.0,3.0073029792,1.1029334046
comparative_D23580:D23580_InSPI2:2.0,-0.6615638208,-0.608273689
comparative_D23580:D23580_25C:1.0,-2.4152246699,-0.9881980926
comparative_D23580:D23580_pBT1 deletion:2.0,3.9255595427000003,0.0517489474
comparative_D23580:D23580_Oxygen_shock:1.0,0.1178114646,-1.0275873957
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,0.5285441297,-1.3144328385000001
comparative_D23580:D23580_LEP:1.0,1.5352836345,0.20695977940000002
comparative_D23580:D23580_ESP:1.0,1.829305695,2.5964121541000003
comparative_D23580:D23580_Macrophage:1.0,1.0879226733,-1.4219987186
comparative_D23580:D23580_ESP:2.0,0.6429534696,0.5394137668
comparative_D23580:D23580_Low_Fe2+_shock:1.0,2.2728535414,3.5784740604
comparative_D23580:D23580_Bile_shock:1.0,-0.2866105031,1.8306182641
comparative_D23580:D23580_NaCl_shock:1.0,1.2739649484,2.3686521312
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,1.173812037,-0.3852886473
comparative_D23580:D23580_InSPI2:3.0,-2.8185225564,-0.6320176853
comparative_D23580:D23580_EEP:1.0,-1.2346093600999999,-1.0673569784999999
comparative_D23580:D23580_NO_shock_InSPI2:1.0,3.6927126643,0.1467777335
comparative_D23580:D23580_Anaerobic_shock:1.0,16.6322181202,6.9034044706
comparative_D23580:D23580_InSPI2:4.0,-1.8625285147000001,-0.6997559156000001
comparative_D23580:D23580_NonSPI2:2.0,-1.9186433951000001,-1.8002930756
comparative_D23580:D23580_NonSPI2:3.0,-1.2320311348,-0.7325627214
comparative_D23580:D23580_ESP:3.0,2.0573369955,2.3777857626
comparative_D23580:D23580_Macrophage:2.0,1.6234096042,-0.8316488628
comparative_D23580:D23580_NonSPI2:4.0,-0.738165719,-1.3566441559
comparative_D23580:D23580_ESP:4.0,1.9903355114,2.4107046291
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,5.4259948769,-1.4976638628
comparative_D23580:D23580_Anaerobic_growth:2.0,14.639090639199999,5.1470077214
comparative_D23580:D23580_Anaerobic_growth:3.0,14.5596524436,3.0813606262
pgtE:ESP_tex:1.0,-0.9993608747,-1.9567842177
pgtE:Pooled_tex:1.0,3.545121763,1.9807874007000001
pgtE:ESP:1.0,-3.319562934,-2.4357326519
pgtE:InSPI2:1.0,-4.074957405,-3.9698148346
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,1.2829575913,-2.8232720713
aroA:SF101:1.0,-4.702934641,-2.7106797942
aroA:SF101:2.0,0.3002771571,-1.1739859686
aroA:SF100:1.0,-3.7105652553,-1.4023786433
aroA:SF100:2.0,-8.1080001052,-2.0531189082
aroA:WT_vivo:1.0,0.5581633652,0.220600766
aroA:WT_vivo:2.0,-0.5581633652,-0.220600766
flagella_mutants:SF102:1.0,-0.5654244962,-0.2170724617
flagella_mutants:SF102:2.0,0.5654244962,0.2170724617
flagella_mutants:del_fliHIJ:1.0,-0.6458027131,0.3659209309
flagella_mutants:del_fliHIJ:2.0,-0.277817598,0.2508118409
flagella_mutants:del_fliF:1.0,-0.10361828020000001,0.179919625
flagella_mutants:del_fliF:2.0,-0.0651115183,-0.0012286144
myricanol:Control:1.0,0.2781281218,0.19005186440000002
myricanol:Control:2.0,-0.1916450904,0.020570648400000002
myricanol:Control:3.0,-0.08648303140000001,-0.2106225129
myricanol:Myricanol:1.0,1.853064311,1.1894688255
myricanol:Myricanol:2.0,1.0274916553,0.3451542649
myricanol:Myricanol:3.0,-0.2067440767,0.39612181220000003
