,A,DhcR
gcsR_mutant:GcsR_rep:1,0.5345078587000001,-0.23651073400000003
gcsR_mutant:GcsR_rep:2,-0.8235463052,-0.453411914
mexZ_knockout:del_mexZ:1,2.5181786777,-0.114368567
mexZ_knockout:del_mexZ:2,-2.4986337555,-0.384367446
mexZ_knockout:del_mexZ:3,-1.7728341901,-0.0120904
mexZ_knockout:wt_LB:1,1.7122986694,0.837873694
mexZ_knockout:wt_LB:2,-0.6712362134000001,-0.5277625530000001
mexZ_knockout:wt_LB:3,-1.0410624561,-0.31011114100000003
n-alkanes_treatment:PA_alkane:1,2.4591112314,0.859786249
n-alkanes_treatment:PA_alkane:2,1.9360123313000002,0.940427682
n-alkanes_treatment:PA_Glycerol:1,0.21547001840000002,0.048009813000000005
n-alkanes_treatment:PA_Glycerol:2,-1.1010185268,0.030142616
n-alkanes_treatment:PA_Glycerol:3,0.8855485084,-0.07815242900000001
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.6326670908,0.333500571
natural_RNA_aptamers:PA_Water_rep_wt:2,0.6326670908,-0.333500571
natural_RNA_aptamers:PA_FMN_rep:1,-0.7376154274000001,0.537195237
natural_RNA_aptamers:PA_FMN_rep:2,-0.9683691710000001,0.332041293
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.8411959389,0.08772700900000001
NC_002516.2:Planktonic_total_RNA_Rep:2,0.4030763304,0.068063016
NC_002516.2:Planktonic_total_RNA_Rep:3,0.43811960850000004,-0.155790025
NC_002516.2:Biofilm_total_RNA_Rep:1,-1.6051154305000002,0.8942876470000001
NC_002516.2:Biofilm_total_RNA_Rep:2,-1.7588110933,0.5331479610000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.6672614137,-0.433039693
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.19453560620000002,0.7284914250000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.2371492024,0.609141178
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.21792433890000001,-0.039035915000000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.3045753822,0.09622296400000001
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-1.9364604305,-0.507321741
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-2.2608704113,-0.37836937600000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.2736616079,-0.008859657
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.1628531884,0.040252323
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-1.3035629238,-0.08254817
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-1.1743964286,0.426454987
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.10765198790000001,0.21033651
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.2859478178,0.23156283900000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-2.2098317737,-0.260324147
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-2.5119762068,-0.46417047600000005
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-2.3413871563,-0.06508032700000001
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-2.4632624002,0.144109709
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.6331912326,-0.318612336
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-1.8925810242,0.16714174
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-1.9306437658000002,0.07068028500000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.0480762531,-0.027604814000000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-2.0880497798,1.763792102
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-1.9303216938,1.815253422
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-2.6826511021,1.727768379
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.5528836391,-0.343085438
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.3278611053,0.119586281
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.8807447445000001,0.223499157
relA-spoT_double-mutant:plank_WT_1:1,0.2213789157,0.09726421
relA-spoT_double-mutant:plank_WT_1:2,-0.3493094397,-0.17161384
relA-spoT_double-mutant:plank_WT_1:3,0.12793052400000002,0.07434963
relA-spoT_double-mutant:plank_rel-spot:1,-1.3594472685,-0.63856358
relA-spoT_double-mutant:plank_rel-spot:2,-0.6809076148000001,-0.223183386
sRNA_PA0805.1_overexpression:EmptyVector_1:1,1.3536971419000001,-0.171976924
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.2351461581,0.073121268
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.5524749912,0.10597587400000001
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-1.3181445654,-0.192359256
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.8231737258,0.18523903800000002
sRNA_PA0805.1_overexpression:PA08051:1,-0.055113337400000004,0.12166061900000001
sRNA_PA0805.1_overexpression:PA08051:2,0.0611161038,0.329829772
sRNA_PA0805.1_overexpression:PA08051:3,-0.32070911150000003,0.24836100100000003
sRNA_PA0805.1_overexpression:PA08051:4,-1.0481413211,0.6630794630000001
sRNA_PA0805.1_overexpression:PA08051:5,-1.6914575358000001,0.060449929000000006
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,0.49270669510000004,-0.097897892
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,1.4961229637,0.22634363700000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.1626466289,-0.010466005
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.1626466289,0.010466005
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.4658574901,-0.004702055
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.4658574901,0.004702055
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-3.8174847295000003,-0.408941306
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-1.8826313017,-0.552672665
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-2.4621401778,-0.465236482
yhjH_knockout:PA_delyhjH_wt:1,0.014971400900000001,0.10919716600000001
yhjH_knockout:PA_delyhjH_wt:2,-0.014971400900000001,-0.10919716600000001
yhjH_knockout:PA_delyhjH:1,0.050942236200000005,-0.329622052
yhjH_knockout:PA_delyhjH:2,0.0692020686,-0.23112010500000002
yhjH_knockout:PA_delwspF:1,1.5981732415,-0.292810477
yhjH_knockout:PA_delwspF:2,0.6062709325,-0.43626046500000004
