,A,RpoN
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-1.257050002,-0.42478484400000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.234536988,-0.425167671
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.7242893610000001,-0.698842331
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.7395266030000001,-0.764329082
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.37907952300000003,-0.29803193
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.423038038,-0.010456934000000001
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.478584208,-0.020847791
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.636425476,-0.145851599
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.9109195240000001,0.132045147
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.575949251,0.136598369
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,0.8831302550000001,-0.533141983
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,0.856653788,-0.5561148410000001
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,0.061055702,-0.20127259700000003
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,0.068970037,-0.22422582200000002
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-6.817336066,-0.105937841
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-2.918071881,-0.07350105300000001
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.139274711,-0.070244094
sRNA_PA0805.1_overexpression:EmptyVector_1:4,3.012416167,0.148072901
sRNA_PA0805.1_overexpression:EmptyVector_1:5,6.862266491,0.101610085
sRNA_PA0805.1_overexpression:PA08051:1,1.600501672,0.073720194
sRNA_PA0805.1_overexpression:PA08051:2,11.59278192,0.09354448100000001
sRNA_PA0805.1_overexpression:PA08051:3,12.11768294,0.11208659900000001
sRNA_PA0805.1_overexpression:PA08051:4,10.09438544,0.190186134
sRNA_PA0805.1_overexpression:PA08051:5,13.75120257,0.30402770700000004
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-4.537406067,0.076171527
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-1.388446165,0.14264172
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.24596197800000003,0.064726027
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.24596197800000003,-0.064726027
