,A,EatR
mexZ_knockout:del_mexZ:2,-0.6331897119000001,-0.41060181900000003
mexZ_knockout:del_mexZ:3,-0.649784385,0.07573922200000001
mexZ_knockout:wt_LB:1,1.1686706098,0.45327545100000005
mexZ_knockout:wt_LB:2,-0.2067210737,-0.440444545
mexZ_knockout:wt_LB:3,-0.9619495361,-0.012830905
n-alkanes_treatment:PA_alkane:1,3.1885676353,0.5124035290000001
n-alkanes_treatment:PA_alkane:2,-1.2851653563,1.120018894
n-alkanes_treatment:PA_Glycerol:1,-0.0978271939,0.141947332
n-alkanes_treatment:PA_Glycerol:2,0.1386315,0.08072815700000001
n-alkanes_treatment:PA_Glycerol:3,-0.0408043061,-0.222675489
natural_RNA_aptamers:PA_Water_rep_wt:1,0.0027799860000000003,0.093326295
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.0027799860000000003,-0.093326295
natural_RNA_aptamers:PA_FMN_rep:1,-1.2040047804,0.001985432
natural_RNA_aptamers:PA_FMN_rep:2,-0.9041098122000001,-0.070954378
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.30999069090000003,-0.013414219000000002
NC_002516.2:Planktonic_total_RNA_Rep:2,1.0067056966,-0.008577648
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.6967150058,0.021991867000000002
NC_002516.2:Biofilm_total_RNA_Rep:1,-2.3329936399999998,-0.718157671
NC_002516.2:Biofilm_total_RNA_Rep:2,-1.8706582134,-0.37184658400000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-0.2509632162,0.083440634
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,1.9391336961,0.597097206
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,2.0716380879,0.5756647380000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,1.322375191,0.052056036
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,1.1304275658,0.15181207600000002
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.9144277194,-0.10014460700000001
p-anisaldehyde_epigallocatechin_gallate:Combination:2,1.2487615511,-0.065252345
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.139560141,-0.08584069999999999
p-anisaldehyde_epigallocatechin_gallate:Combination:3,2.4442733272,0.408232735
p-anisaldehyde_epigallocatechin_gallate:Combination:4,2.4482754866,0.44670075400000003
p-anisaldehyde_epigallocatechin_gallate:Combination:5,3.9227672814,0.46526719400000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.0996762176,-0.01065486
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.2110792928,0.013054927000000001
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,1.076932167,0.268235544
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,1.0256361067,0.255462263
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,0.7549274348,0.260140134
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,0.895110975,0.17253348500000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.4593086417,0.08821429700000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,1.4494791393,0.291872267
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,1.1558512255,0.208637271
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.1010780824,-0.074681404
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-4.6837884114,0.6375465210000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-5.0248865719,0.731047742
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-5.4929309406,0.657331702
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.2877728365,0.174661855
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.2024249927,-0.320242468
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.0853478438,0.145580614
relA-spoT_double-mutant:plank_WT_1:1,0.2428584177,0.031892939
relA-spoT_double-mutant:plank_WT_1:2,-1.1072761077,-0.114714065
relA-spoT_double-mutant:plank_WT_1:3,0.86441769,0.08282112600000001
relA-spoT_double-mutant:plank_rel-spot:1,1.174520561,-1.224214776
relA-spoT_double-mutant:plank_rel-spot:2,3.8772501814,-0.968501444
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.7462152866,-0.42917032600000005
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.2671327418,0.218995291
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.271805159,-0.074068642
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.3355872002,0.34226454
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.40595566920000004,-0.058020864000000005
sRNA_PA0805.1_overexpression:PA08051:1,1.1189122722,-0.216349858
sRNA_PA0805.1_overexpression:PA08051:2,-0.061886566500000004,-0.22918717700000002
sRNA_PA0805.1_overexpression:PA08051:3,0.6343322557000001,-0.483709934
sRNA_PA0805.1_overexpression:PA08051:4,0.4571778026,-0.24799689500000002
sRNA_PA0805.1_overexpression:PA08051:5,0.8679923862000001,0.21256893200000002
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-2.0404779943,0.332743872
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-2.6025179929,0.313014252
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.1330174069,0.093665884
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.1330174069,-0.093665884
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.2961612934,-0.038052125
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.2961612934,0.038052125
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,3.3407222699,0.000105765
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,3.0075759006,-0.012431132000000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,3.1953590675,-0.038287128000000004
yhjH_knockout:PA_delyhjH_wt:1,0.9865957987,0.020932482000000002
yhjH_knockout:PA_delyhjH_wt:2,-0.9865957987,-0.020932482000000002
yhjH_knockout:PA_delyhjH:1,-8.9268579776,-0.6138273430000001
yhjH_knockout:PA_delyhjH:2,-8.6652803776,-0.58857256
yhjH_knockout:PA_delwspF:1,-2.6632970732,-0.14034569
yhjH_knockout:PA_delwspF:2,-2.8166139678,-0.473350457
