,A,lsr2
mrsI:ko_sds_atc:2,7.0166461206,1.3203309131
mrsI:ko_sds_no_atc:1,1.2269266111000001,0.1407044969
mrsI:ko_sds_no_atc:2,2.1186570702,-0.384978804
mrsI:wt_iron_atc:1,0.7766781064,-0.2682524964
mrsI:wt_iron_atc:2,0.3124279545,0.08527095750000001
mrsI:wt_iron_no_atc:1,5.1560304073,-0.5880163053
mrsI:wt_iron_no_atc:2,4.7536876323,-0.3889672098
mrsI:wt_ox_atc:1,5.9737325826,-0.5512126646000001
mrsI:wt_ox_atc:2,3.7411791315,-0.4354822615
mrsI:wt_ox_noatc:1,4.901538147,1.1782386528
mrsI:wt_ox_noatc:2,8.2616724493,1.1465970566
mrsI:wt_sds_atc:1,5.71319684,1.0514700383
mrsI:wt_sds_atc:2,4.8440647151,1.2389918877000001
mrsI:wt_sds_no_atc:1,0.3544138504,-0.0999528365
mrsI:wt_sds_no_atc:2,-0.3544138504,0.0999528365
nitrate:control:1,-0.6801545539,-0.062391877400000004
nitrate:control:2,0.6801545539,0.062391877400000004
p218:0_days_.1:1,2.2859848771,0.008959313200000001
p218:0_days_.1:2,0.4124506697,0.0544358195
p218:0_days_.1:3,1.065084161,-0.024305824
p218:0_days_.1:4,1.6489953096,0.0517674206
p218:0_days_control:1,-0.37218632560000003,0.0044006298
p218:0_days_control:2,0.0782938496,-0.0356801272
p218:0_days_control:3,0.7954619341,-0.0327205805
p218:0_days_control:4,-0.5015694582,0.06400007790000001
p218:1_days_.1:1,-4.9677908359,0.3245064637
p218:1_days_.1:2,-3.9532538955,0.2516134572
p218:1_days_.1:3,-3.8675495119,0.3190959465
p218:1_days_.1:4,-3.0786503673,0.26428960020000003
p218:1_days_control:1,-2.3552645835,-0.16379046590000002
p218:1_days_control:2,-1.5758012245000002,0.2312670333
p218:1_days_control:3,-2.9385867613,0.2408375328
p218:1_days_control:4,-0.9427094576,0.3695379059
patH-Cap:post_path_ctrl:1,9.2533016403,-2.2293438281
patH-Cap:post_path_ctrl:2,9.277531108,-2.0304878397
patH-Cap:post_path_inh:1,9.2332992829,-2.6273393159
patH-Cap:post_path_inh:2,10.4324225266,-1.7867626356000001
patH-Cap:pre_path_ctrl:1,0.0338907099,-0.0275242062
patH-Cap:pre_path_ctrl:2,-0.0338907099,0.0275242062
patH-Cap:pre_path_inh:1,-0.1606659574,-0.059122420200000005
patH-Cap:pre_path_inh:2,-0.11589778220000001,-0.2372437671
ppxx:double_mutant:1,0.254504244,0.0370693714
ppxx:double_mutant:2,-0.254504244,-0.0370693714
reactivation:day_1_reactivation:1,8.1716414813,0.3949964964
reactivation:day_1_reactivation:2,7.8227445137,0.48760412150000004
reactivation:day_1_reactivation:3,7.3644763058,0.3742585492
reactivation:day_2_reactivation:1,8.039565848,0.6684916126
reactivation:day_2_reactivation:2,9.0538981956,0.7720248046
reactivation:day_2_reactivation:3,8.7304951579,0.8026479867
reactivation:day_3_reactivation:1,9.0604532248,0.8386350776
reactivation:day_3_reactivation:2,9.6726833109,0.8954687193
reactivation:day_3_reactivation:3,8.8399505955,0.9777746088
reactivation:day_4_reactivation:1,8.1838023625,0.8711606391000001
reactivation:day_4_reactivation:2,9.8497222116,1.0937838097
reactivation:day_4_reactivation:3,10.8859709298,1.2150388275
reactivation:days_0_persistence:1,-0.5344711784,-0.0880574107
reactivation:days_0_persistence:2,0.8906669611,0.06522430060000001
reactivation:days_0_persistence:3,-0.3561957827,0.0228331101
redox:intra_basal:1,5.3839766269,-1.4058344987
redox:intra_basal:2,8.2403698944,-0.7765514851
redox:whib3_comp_4.5:1,-9.8843414241,0.30880532990000004
redox:whib3_comp_4.5:2,-11.212231745,-0.1079291507
redox:whib3_comp_6.6:1,0.0737294435,-0.284127366
redox:whib3_comp_6.6:2,-0.4367273345,-0.4985528343
redox:whib3_ko_4.5:1,-7.1255044567,0.4004414523
redox:whib3_ko_4.5:2,-8.8348362431,0.3535213195
redox:wt_4.5:1,1.2956468304,0.1156813153
redox:wt_4.5:2,1.9713083164,0.2734774607
redox:wt_6.6:1,-1.0248793844,-0.0254186755
redox:wt_6.6:2,1.0248793844,0.0254186755
resus:day_1_run_1:1,0.5928547820000001,-0.1375924036
resus:day_1_run_1:2,-0.5928547820000001,0.1375924036
resus:day_4_run_1:1,-4.7679642428,0.3500716285
resus:day_4_run_1:2,-0.7088307442,0.16531587650000001
rho:00h_DUC:1,-0.1492433577,-0.1710949306
rho:00h_DUC:2,0.1492433577,0.1710949306
rho:00h_DUC_1:1,0.53322767,0.6405730433
rho:00h_DUC_1:2,-0.315112121,0.9873558661
rho:01.5_DUC:1,1.3954043658,0.9436484464
rho:01.5_DUC:2,0.3267511018,0.8448818147
rho:01.5h_DUC_ATC:1,-2.3751833806000002,-0.1579951728
rho:01.5h_DUC_ATC:2,1.6447851432,0.13578236200000002
rho:03_DUC:1,0.040302903,1.1839232506
rho:03_DUC:2,-3.2413980448,1.6189559073000002
rho:03h_DUC_ATC:1,3.6508398805,0.3303848462
rho:03h_DUC_ATC:2,1.4867624887,0.7606820857000001
rho:06h_DUC_ATC:1,3.9130369008,-0.4374538858
rho:06h_DUC_ATC:2,6.7641436577,0.3577221702
rho:06h_WT_ATC:1,6.9733382165,0.4797936956
rho:06h_WT_ATC:2,7.1027617731,0.2900045057
rho:09_DUC:1,4.0536056384,-0.2442452052
rho:09_DUC:2,5.7647101033,0.4270421118
rho:09h_DUC_ATC:1,6.3858127125,0.0919526767
smx:0_days_12.5:1,-0.8644705646,0.1745911893
smx:0_days_12.5:2,0.6690666266,-0.0485408131
smx:0_days_12.5:3,0.5860478467,-0.1787281252
smx:0_days_control:1,-0.6672644957,0.0549506749
smx:0_days_control:2,0.09933259400000001,0.0147791512
smx:0_days_control:3,0.5679319016000001,-0.0697298261
smx:1_days_12.5:1,1.3909323037,0.2579629061
smx:1_days_12.5:2,1.9741982924,0.2576454716
smx:1_days_12.5:3,1.5140119425,0.3533517902
smx:1_days_control:1,-1.0269156825,0.21900795520000002
smx:1_days_control:2,-1.1086268102,0.17486777650000002
smx:1_days_control:3,-3.1370682818,0.4430993449
sq109:0_days_3:1,5.8083679351,-0.5633552826
sq109:0_days_3:2,-1.483033271,0.4499902885
sq109:0_days_3:3,-1.5760462792,0.3486800121
sq109:0_days_3:4,3.5688195346000002,-0.5864059173
sq109:0_days_control:1,2.6845731304,-0.5015024603
sq109:0_days_control:2,-1.2078833862,0.33925117990000003
sq109:0_days_control:3,-2.3100042064,0.5211955723
sq109:0_days_control:4,0.8333144622,-0.3589442919
sq109:1_days_3:1,6.102265643,-0.5842954260000001
sq109:1_days_3:2,-1.4189806722,0.4448330441
sq109:1_days_3:3,0.2770321631,0.40765377010000003
sq109:1_days_3:4,4.7157295493,-0.4670536246
sq109:1_days_control:1,3.0569380864,-0.40447336440000003
sq109:1_days_control:2,-2.5310843052000003,0.5402685445000001
sq109:1_days_control:3,2.0778666205,-0.4358510621
sq109:1_days_control:4,-0.9187230609,0.5582982181
stress:.1_butyrate:1,2.7669898340000003,-0.2545157736
stress:.1_butyrate:2,0.6775716262,0.1319557559
stress:.1_butyrate:3,1.9166059830000002,-0.48249891200000006
stress:.4_gluc:1,0.36192625780000004,0.1294459363
stress:.4_gluc:2,-0.7528409152000001,-0.0717296058
stress:.4_gluc:3,0.39091465740000003,-0.0577163304
stress:1_days_low_iron:1,-1.4661254893,-0.317632519
stress:1_days_low_iron:2,-0.6176914747000001,-1.1433225217
stress:1_days_low_iron:3,1.312349993,-0.5960878162000001
stress:7_days_low_iron:1,-2.2497121876,-0.2661767236
stress:7_days_low_iron:2,-4.4262806576,-0.45564973740000003
stress:7_days_low_iron:3,-2.5244778292,-0.772838688
stress:gluc_butyrate:1,1.6568943073,-0.0419549724
stress:gluc_butyrate:2,4.0928356573,0.3891766452
stress:gluc_butyrate:3,0.5148820885000001,-0.28114688060000004
stress:high_iron:1,0.414795171,0.9464059908
stress:high_iron:2,4.6476500398,1.0725528805
stress:high_iron:3,5.032819617,0.8211240579
stress:tolox_ph_7:1,9.094460512,0.9245527898
stress:tolox_ph_7:2,8.1055621771,0.6248797441
sutez:0_days_5.6:1,1.7647836881,-0.0673980881
sutez:0_days_5.6:2,3.0085646269,-0.0190539448
sutez:0_days_5.6:3,0.3439076418,0.1325955998
sutez:0_days_5.6:4,2.6657356117,0.047232786400000004
sutez:0_days_control:1,1.5065025087000001,-0.136916818
sutez:0_days_control:2,-0.6477490817,0.0336640901
sutez:0_days_control:3,-1.258991248,0.0815316889
sutez:0_days_control:4,0.40023782100000005,0.021721039
sutez:1_days_5.6:1,-9.6109173721,1.154192803
sutez:1_days_5.6:2,-8.3354043229,1.3970177787
sutez:1_days_control:1,-4.3421906761999995,0.3060042569
sutez:1_days_control:2,-3.2111858941,0.24873813600000003
sutez:1_days_control:3,0.7484480353,-0.14079921880000001
sutez:1_days_control:4,-3.5212270051,-0.0869852119
thrB:0_days_starve:1,-3.2650755997,0.14875476840000001
thrB:0_days_starve:2,3.2650755997,-0.14875476840000001
tss:expression_library:1,4.6293039621,2.235767316
tss:expression_library:2,2.8002753968,1.5975098968
tss:mapping_triphosphate:1,13.0563546176,2.7259207321
tss:mapping_triphosphate:2,9.954739268099999,2.6643754612
tss:mapping_wo_triphosphate:1,12.0111530971,1.5751219131
tss:mapping_wo_triphosphate:2,15.5586881845,1.7307857012
tss:wt_experiment_2:1,-1.207522302,0.1211562395
tss:wt_experiment_2:2,0.5289564928,-0.12168310880000001
tss:wt_experiment_2:3,0.6785658091,0.0005268694
vera:0_days_176:1,-1.5414482561,0.3025344034
vera:0_days_176:2,-3.6705978265,0.6180773122000001
vera:0_days_176:3,-3.0899350086,0.4582968604
vera:0_days_176:4,-5.3249964562,0.5390588124
vera:0_days_control:1,-0.7961380020000001,0.2019848438
vera:0_days_control:2,0.8259180049,-0.18201487090000001
vera:0_days_control:3,0.8806181142,-0.0930601754
vera:0_days_control:4,-0.9103981171000001,0.0730902025
vera:1_days_176:1,-5.2289352215000005,0.5725405693
vera:1_days_176:2,-6.615583538,0.5921856178
vera:1_days_176:3,-7.6327520135,0.6955092864
vera:1_days_control:1,-6.4289547206,0.6728533651
vera:1_days_control:2,-7.7011773939,0.7087030253000001
vera:1_days_control:3,-5.5643615064,0.6188511938
vera:1_days_control:4,-4.5160579395,0.5227950473
