,A,DguR
mexZ_knockout:del_mexZ:3,-0.3450090994,-0.23850880900000002
mexZ_knockout:wt_LB:1,0.5783898247,0.5325644350000001
mexZ_knockout:wt_LB:2,-0.5294841681,-0.278041342
mexZ_knockout:wt_LB:3,-0.0489056566,-0.25452309300000003
n-alkanes_treatment:PA_alkane:1,0.8481794007000001,0.910544393
n-alkanes_treatment:PA_alkane:2,0.3003420182,1.202366199
n-alkanes_treatment:PA_Glycerol:1,0.17436926690000001,-0.8588025370000001
n-alkanes_treatment:PA_Glycerol:2,0.0135353732,0.32811434300000003
n-alkanes_treatment:PA_Glycerol:3,-0.18790464010000002,0.530688194
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.3810938035,-0.17935920700000002
natural_RNA_aptamers:PA_Water_rep_wt:2,0.3810938035,0.17935920700000002
natural_RNA_aptamers:PA_FMN_rep:1,0.366369516,-0.44170813800000003
natural_RNA_aptamers:PA_FMN_rep:2,0.1549629518,-0.524073921
NC_002516.2:Planktonic_total_RNA_Rep:1,0.51031906,0.397895665
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.32242888480000004,-0.135645989
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.1878901752,-0.26224967600000004
NC_002516.2:Biofilm_total_RNA_Rep:1,-0.8650629179,0.42382905
NC_002516.2:Biofilm_total_RNA_Rep:2,-1.179914736,0.113081941
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.1628770706,0.20809449200000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-1.1858320539,0.250219808
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-1.2197350179,0.142578417
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-1.1452889523,-0.055855973
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.199957825,0.078811486
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.9481364381,-0.028359184000000003
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.8367032562000001,0.03925128
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.1075223562,-0.242603907
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.3917260045,0.693702892
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-0.3249567773,0.702818962
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-0.8134263187,0.57476536
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.11406728790000001,0.069551636
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.058712573500000004,-0.03504222
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-2.4858011667,0.17898555
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-2.603283047,0.049915626000000005
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-1.6903069821,0.710063542
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-1.9439587434,0.5786155040000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.0330277162,0.209909262
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-2.0682044965,0.360048876
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-2.1933209195,0.655045961
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.2567731291,-0.12981045400000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,0.9973690921,1.338247039
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,1.2973166644,1.124017332
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,1.2552543295,1.229695345
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.8681446137000001,0.14781464600000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.4137707081,0.21269484600000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,1.2819153219000001,-0.360509493
relA-spoT_double-mutant:plank_WT_1:1,-0.1060112601,0.023998791000000002
relA-spoT_double-mutant:plank_WT_1:2,1.0108201512,0.11049858700000001
relA-spoT_double-mutant:plank_WT_1:3,-0.9048088911000001,-0.134497379
relA-spoT_double-mutant:plank_rel-spot:1,-0.8589110594,-0.851446133
relA-spoT_double-mutant:plank_rel-spot:2,-0.5435426815000001,-0.11741239
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.1353461134,-0.399590763
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.0400047652,-0.19059663300000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.4940813155,-0.19989347300000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.3748189209,0.382425838
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.6935493578,0.40765503000000003
sRNA_PA0805.1_overexpression:PA08051:1,0.2957454362,-0.13912364600000002
sRNA_PA0805.1_overexpression:PA08051:2,-2.4921325819,0.10895352900000001
sRNA_PA0805.1_overexpression:PA08051:3,-3.4050588642,-0.34234948400000004
sRNA_PA0805.1_overexpression:PA08051:4,-2.1787630112,-0.29548578400000003
sRNA_PA0805.1_overexpression:PA08051:5,-1.2006803255,0.7126967190000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-7.2243488245,0.7196480030000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-7.1770789787,0.9542092520000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.3530092359,0.013969045000000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.3530092359,-0.013969045000000001
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.5723440264,-0.048851042000000004
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.5723440264,0.048851042000000004
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-0.2841289942,1.300458321
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,0.1534537306,0.028707867
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,0.6031787083,0.113114401
yhjH_knockout:PA_delyhjH_wt:1,0.1786240804,-0.103048261
yhjH_knockout:PA_delyhjH_wt:2,-0.1786240804,0.103048261
yhjH_knockout:PA_delyhjH:1,3.5309182473,0.9521164630000001
yhjH_knockout:PA_delyhjH:2,3.7886788604,1.102328999
yhjH_knockout:PA_delwspF:1,0.4996020801,0.066536918
yhjH_knockout:PA_delwspF:2,0.22842126740000002,-0.31036541500000003
