,A,fasR
mrsI:ko_ox_no_atc:1,12.7492982124,-0.5583204514
mrsI:ko_ox_no_atc:2,11.9265149386,-0.6955847479
mrsI:ko_sds_atc:1,12.2315705965,-0.6742432548
mrsI:ko_sds_atc:2,13.0050176608,-0.5609214847
mrsI:ko_sds_no_atc:1,-0.09461493280000001,-0.16188570160000001
mrsI:ko_sds_no_atc:2,-0.5498824709,-0.047959350500000004
mrsI:wt_iron_atc:1,0.47321064370000004,-0.027751905
mrsI:wt_iron_atc:2,-0.075395643,-0.1291593432
mrsI:wt_iron_no_atc:1,2.6298914535,0.5680338874
mrsI:wt_iron_no_atc:2,1.8208327276,0.5791090317
mrsI:wt_ox_atc:1,2.6506496288,0.5390242578000001
mrsI:wt_ox_atc:2,1.5786011367000001,0.5055747505
mrsI:wt_ox_noatc:1,14.1701603294,-0.3952557749
mrsI:wt_ox_noatc:2,13.5148896003,-0.4532461493
mrsI:wt_sds_atc:1,13.9345580932,-0.3757935714
mrsI:wt_sds_atc:2,13.670726223,-0.3748161948
mrsI:wt_sds_no_atc:1,-0.24777193890000002,0.0393357426
mrsI:wt_sds_no_atc:2,0.24777193890000002,-0.0393357426
nitrate:control:1,-0.1023888461,-0.0335680869
nitrate:control:2,0.1023888461,0.0335680869
p218:0_days_.1:1,-0.38871179640000003,-0.18282715260000001
p218:0_days_.1:2,1.0452113391,-0.050975106900000004
p218:0_days_.1:3,-0.4819803616,-0.0785834695
p218:0_days_.1:4,-0.4432179679,-0.1484130925
p218:0_days_control:1,0.15933544360000002,-0.07261074070000001
p218:0_days_control:2,-0.00695184,0.015103106500000001
p218:0_days_control:3,-0.3790087411,0.0398182505
p218:0_days_control:4,0.2266251376,0.017689383700000002
p218:1_days_.1:1,0.0623297477,0.15968330120000002
p218:1_days_.1:2,-0.1514146364,0.1564573393
p218:1_days_.1:3,-0.1835271082,0.1712494504
p218:1_days_.1:4,-0.14985098230000002,0.188748313
p218:1_days_control:1,-2.6140077567,-0.0585990506
p218:1_days_control:2,-2.8678096249,-0.1551538086
p218:1_days_control:3,-2.741272312,-0.2322505497
p218:1_days_control:4,-3.2697866687,0.0362852024
patH-Cap:post_path_ctrl:1,-1.3632307447,0.3669412488
patH-Cap:post_path_ctrl:2,-1.1415834585,-0.1684571994
patH-Cap:post_path_inh:1,-2.3550769056,-0.495081362
patH-Cap:post_path_inh:2,-2.8904731361,-0.6633864942000001
patH-Cap:pre_path_ctrl:1,0.19955652610000002,-0.052691236200000005
patH-Cap:pre_path_ctrl:2,-0.19955652610000002,0.052691236200000005
patH-Cap:pre_path_inh:1,-1.8582287212000002,-0.1401471401
patH-Cap:pre_path_inh:2,-1.6667292535,-0.0590566452
ppxx:double_mutant:1,0.1193150853,-0.043532592
ppxx:double_mutant:2,-0.1193150853,0.043532592
reactivation:day_1_reactivation:1,2.7152868978,0.6584382446
reactivation:day_1_reactivation:2,2.6171084413,0.653615803
reactivation:day_1_reactivation:3,2.5153936271,0.7534128983
reactivation:day_2_reactivation:1,6.4447056114,0.9604232426
reactivation:day_2_reactivation:2,6.4455919211,0.9740861605000001
reactivation:day_2_reactivation:3,6.4611538465,1.0138429105
reactivation:day_3_reactivation:1,9.0692589006,1.0301797435
reactivation:day_3_reactivation:2,8.9499716783,1.0293545778
reactivation:day_3_reactivation:3,9.2568245365,1.0128389538
reactivation:day_4_reactivation:1,10.5737605822,1.110218876
reactivation:day_4_reactivation:2,10.3769510396,1.2210316349
reactivation:day_4_reactivation:3,10.398263753,1.0520815587
reactivation:days_0_persistence:1,0.0732537593,-0.0083615549
reactivation:days_0_persistence:2,-0.1310017168,0.0208806086
reactivation:days_0_persistence:3,0.0577479575,-0.012519053700000001
redox:intra_basal:1,6.591114307,-0.4455453251
redox:intra_basal:2,4.0895509813,-0.2836886312
redox:whib3_comp_4.5:1,-3.6269269598,-0.14319594430000002
redox:whib3_comp_4.5:2,-2.9375876955,-0.037071118
redox:whib3_comp_6.6:1,3.9079905258,-0.3068045897
redox:whib3_comp_6.6:2,-1.0169800121,-0.0181668006
redox:whib3_ko_4.5:1,-4.5547851612,-0.36539276860000003
redox:whib3_ko_4.5:2,-4.3543134846000005,-0.3040793576
redox:wt_4.5:1,1.9643084969000002,-0.4451005558
redox:wt_4.5:2,3.0303036624,-0.45770811780000004
redox:wt_6.6:1,0.3432737299,-0.0269512365
redox:wt_6.6:2,-0.3432737299,0.0269512365
resus:day_1_run_1:1,-0.0056633502,0.1666448781
resus:day_1_run_1:2,0.0056633502,-0.1666448781
resus:day_4_run_1:1,0.3201243326,0.42479477330000004
resus:day_4_run_1:2,0.3253901247,0.443589394
rho:00h_DUC:1,0.0023089269,0.0561143788
rho:00h_DUC:2,-0.0023089269,-0.0561143788
rho:00h_DUC_1:1,1.6560401281,-0.5667422434
rho:00h_DUC_1:2,2.3397520236,-0.6282557809
rho:01.5_DUC:1,1.781898554,-0.4508513322
rho:01.5_DUC:2,2.0830206415,-0.4075964385
rho:01.5h_DUC_ATC:1,0.6512115843,-0.2903993946
rho:01.5h_DUC_ATC:2,-0.3326289,-0.0170163538
rho:03_DUC:1,1.9165059781,-0.7241099687
rho:03_DUC:2,1.7035503343,-0.5962877546
rho:03h_DUC_ATC:1,-1.2281553985,0.032993011100000004
rho:03h_DUC_ATC:2,-0.7806384758,-0.0104508202
rho:06h_DUC_ATC:1,-0.1425534329,-0.009393303
rho:06h_DUC_ATC:2,-1.1069815658,-0.2414138858
rho:06h_WT_ATC:1,-2.0656256764,-0.0762620156
rho:06h_WT_ATC:2,-2.232633727,0.0219803402
rho:09_DUC:1,3.3731116025,-1.112547433
rho:09_DUC:2,3.3567600575,-1.0234461644
rho:09h_DUC_ATC:1,2.1640921683,-1.0152638179
smx:0_days_12.5:1,-0.0210168399,0.1453527037
smx:0_days_12.5:2,0.0867879029,0.083441624
smx:0_days_12.5:3,0.7158547694,0.0571948293
smx:0_days_control:1,0.27970029560000004,0.0357961434
smx:0_days_control:2,0.0307945484,-0.0038017435
smx:0_days_control:3,-0.3104948439,-0.031994399800000003
smx:1_days_12.5:1,-1.3769805567,0.10975761170000001
smx:1_days_12.5:2,-1.0821362107,0.1791866055
smx:1_days_12.5:3,-0.7547574005000001,0.1457692642
smx:1_days_control:1,1.0177080716,0.2073568628
smx:1_days_control:2,0.6333571422000001,0.32539228340000004
smx:1_days_control:3,0.2527878859,0.26603490080000003
sq109:0_days_3:1,3.4709225104,-0.4941236955
sq109:0_days_3:2,-5.3676418756,0.3886518517
sq109:0_days_3:3,-5.2391791659,0.2961410732
sq109:0_days_3:4,3.3719861214,-0.3920984393
sq109:0_days_control:1,3.9743242471,-0.44846758900000006
sq109:0_days_control:2,-3.9229153481,0.41879084310000003
sq109:0_days_control:3,-4.0948521693,0.5056289849
sq109:0_days_control:4,4.0434432703,-0.47595223900000005
sq109:1_days_3:1,3.4370272129,-0.4958164418
sq109:1_days_3:2,-5.4722086148999995,0.1923648789
sq109:1_days_3:3,-5.3471240691,0.29242609540000003
sq109:1_days_3:4,3.3065764784000002,-0.5604041073
sq109:1_days_control:1,3.9744946821,-0.48958553720000003
sq109:1_days_control:2,-4.070149337,0.47650140090000004
sq109:1_days_control:3,3.7841532992999998,-0.41687615170000003
sq109:1_days_control:4,-4.0291896098,0.4359329376
stress:.1_butyrate:1,0.10028841270000001,0.1311554168
stress:.1_butyrate:2,-1.3766044788,0.0899352293
stress:.1_butyrate:3,-1.8875307626,0.209229031
stress:.4_gluc:1,-0.5549693008000001,0.0149922245
stress:.4_gluc:2,1.6397748585,0.1596985853
stress:.4_gluc:3,-1.0848055576,-0.1746908097
stress:1_days_low_iron:1,5.5169842576,0.4103833321
stress:1_days_low_iron:2,6.3109480366,0.3919302167
stress:1_days_low_iron:3,5.6976777657,0.3265033593
stress:7_days_low_iron:1,6.1596633541,0.3629470966
stress:7_days_low_iron:2,7.7091499261,0.27008610040000003
stress:7_days_low_iron:3,8.0338039356,0.22938871500000002
stress:gluc_butyrate:1,-1.4225415666,0.3568275959
stress:gluc_butyrate:2,-2.0183836056,0.4348612626
stress:gluc_butyrate:3,-2.1252039932,0.19949832050000002
stress:high_iron:1,-0.171832704,0.7170137721000001
stress:high_iron:2,-1.1286200708,0.8115085739
stress:high_iron:3,-0.9831966581,0.7809544689
stress:tolox_ph_7:1,-4.892964073,0.7089918409
stress:tolox_ph_7:2,-4.8088301763,0.684372575
sutez:0_days_5.6:1,-0.1874010103,-0.0137351291
sutez:0_days_5.6:2,-0.033990903600000004,0.0631042774
sutez:0_days_5.6:3,-0.6887620873,-0.0776180932
sutez:0_days_5.6:4,-1.0122005948,-0.021927714600000002
sutez:0_days_control:1,-0.16981958560000002,-0.0103115084
sutez:0_days_control:2,-0.054407878800000004,0.0328005972
sutez:0_days_control:3,0.19591269490000002,-0.0528965182
sutez:0_days_control:4,0.0283147696,0.0304074294
sutez:1_days_5.6:1,1.8860487348000001,0.7171123615
sutez:1_days_5.6:2,2.0196646175,0.7371600427
sutez:1_days_control:1,1.0595139919,0.1485323305
sutez:1_days_control:2,1.2370523232,0.2292760247
sutez:1_days_control:3,1.2725743876,0.3058221188
sutez:1_days_control:4,1.3939678085,0.1914235245
thrB:0_days_starve:1,0.8774591014,-0.10854985340000001
thrB:0_days_starve:2,-0.8774591014,0.10854985340000001
tss:expression_library:1,-0.2602659228,0.6443262746
tss:expression_library:2,-1.3481769914,0.8675029443000001
tss:mapping_triphosphate:1,1.9537027823000002,0.5969356466
tss:mapping_triphosphate:2,0.7628069632000001,0.7463643613000001
tss:mapping_wo_triphosphate:1,2.2770248365,0.4503036923
tss:mapping_wo_triphosphate:2,3.3740650584000003,0.6577084397
tss:wt_experiment_2:1,-0.3794110569,0.1016721976
tss:wt_experiment_2:2,0.2935814249,-0.0807101153
tss:wt_experiment_2:3,0.085829632,-0.0209620823
vera:0_days_176:1,0.3675251923,-0.3108011812
vera:0_days_176:2,1.5557143788999999,-0.1676796766
vera:0_days_176:3,1.722046202,-0.2160725382
vera:0_days_176:4,1.5815300098,-0.12136611550000001
vera:0_days_control:1,-0.19695726460000001,0.0518414513
vera:0_days_control:2,-0.2443895599,-0.0271583448
vera:0_days_control:3,0.2212503775,-0.0490273259
vera:0_days_control:4,0.220096447,0.024344219400000002
vera:1_days_176:1,-4.1454469809,-0.357919733
vera:1_days_176:2,-4.2217349325,-0.32859660150000003
vera:1_days_176:3,-3.7727047641,-0.4615701598
vera:1_days_control:1,-0.3270694268,-0.11155295750000001
vera:1_days_control:2,-0.2398747401,-0.2512378693
vera:1_days_control:3,-0.53839696,-0.11659403230000001
vera:1_days_control:4,-0.2599617714,-0.127352624
