,A,PA1226
mexZ_knockout:del_mexZ:1,-1.5763009499,-0.564802236
mexZ_knockout:del_mexZ:2,0.7200293525,-0.523659298
mexZ_knockout:del_mexZ:3,0.3042733501,0.113391851
mexZ_knockout:wt_LB:1,-0.7092373475,0.5663879580000001
mexZ_knockout:wt_LB:2,1.0979417323,-0.369177252
mexZ_knockout:wt_LB:3,-0.3887043848,-0.197210706
n-alkanes_treatment:PA_alkane:1,0.0156443094,0.41991501000000003
n-alkanes_treatment:PA_alkane:2,-0.6645491157,-0.11971282300000001
n-alkanes_treatment:PA_Glycerol:1,0.18213416030000001,-0.037366046
n-alkanes_treatment:PA_Glycerol:2,0.6446254903,0.062143185000000004
n-alkanes_treatment:PA_Glycerol:3,-0.8267596506,-0.024777138
natural_RNA_aptamers:PA_Water_rep_wt:1,0.3235135441,-0.32854776900000005
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.3235135441,0.32854776900000005
natural_RNA_aptamers:PA_FMN_rep:1,0.4908703447,-0.30248146400000003
natural_RNA_aptamers:PA_FMN_rep:2,2.5180842807,0.101787395
NC_002516.2:Planktonic_total_RNA_Rep:1,-1.6799407303,-0.14962034400000002
NC_002516.2:Planktonic_total_RNA_Rep:2,0.23819261600000002,-0.27895779600000004
NC_002516.2:Planktonic_total_RNA_Rep:3,1.4417481143,0.42857814
NC_002516.2:Biofilm_total_RNA_Rep:1,-1.2534422975,0.33237937100000003
NC_002516.2:Biofilm_total_RNA_Rep:2,0.5613714217,0.34222735
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,2.426932052,-0.27746945700000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.7923406729,0.524625782
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.8325271015,0.705020744
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-1.422971907,0.032545301
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.3287178375,0.07499362100000001
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-1.3293652141,-0.187809903
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-1.257669392,-0.362561179
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-1.4050130942,0.046797007
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.27311737550000004,0.284688724
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-0.10641927030000001,0.107663188
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.9709378621,0.266876251
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.4583329828,0.03814133
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.5635859751,0.19253112
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,0.11181525440000001,0.074355319
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,0.1590231176,0.22658787900000002
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,0.123394577,0.366235024
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,0.07781413300000001,0.28218934300000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,2.4553274598,-0.17932287400000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,0.2630688604,0.25424197400000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,0.2321484802,-0.0053431170000000005
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-1.4009120014,0.058343313
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-4.3067993493,-0.040908355
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-4.0878666171999996,0.032231639
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-5.9519172561,0.5576886600000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.1057260621,0.385942141
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,-0.26207771290000004,-0.28433054
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.3678037749,-0.10161160100000001
relA-spoT_double-mutant:plank_WT_1:1,-0.8034260432,0.008565004000000001
relA-spoT_double-mutant:plank_WT_1:2,0.0075260234,0.025850082
relA-spoT_double-mutant:plank_WT_1:3,0.7959000198,-0.034415086000000004
relA-spoT_double-mutant:plank_rel-spot:1,-2.7055118923,-0.404184853
relA-spoT_double-mutant:plank_rel-spot:2,-3.1050017347,-0.41436705700000004
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.9572828366,-0.29260852400000004
sRNA_PA0805.1_overexpression:EmptyVector_1:2,1.3978635836,0.12405734800000001
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.1488311863,-0.208995587
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-2.4080541814,0.31074976200000004
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.0959234251,0.06679700100000001
sRNA_PA0805.1_overexpression:PA08051:1,3.7683985201,0.319946383
sRNA_PA0805.1_overexpression:PA08051:2,5.2940999995,0.167032606
sRNA_PA0805.1_overexpression:PA08051:3,6.1541122105,0.16348558700000002
sRNA_PA0805.1_overexpression:PA08051:4,4.763706341,-0.514760573
sRNA_PA0805.1_overexpression:PA08051:5,3.116368479,0.323073863
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,1.4955478414,0.22192382900000002
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.0005640144,0.311286836
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.1092172478,0.030222226
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.1092172478,-0.030222226
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.1264053477,-0.176497561
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.1264053477,0.176497561
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-2.2746333809,-0.6227288240000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-1.3145239769,-0.5736549750000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-2.0880958251,-0.388534886
yhjH_knockout:PA_delyhjH_wt:1,0.9091950815000001,0.037192025000000004
yhjH_knockout:PA_delyhjH_wt:2,-0.9091950815000001,-0.037192025000000004
yhjH_knockout:PA_delyhjH:1,-0.1834155101,0.26561337500000004
yhjH_knockout:PA_delyhjH:2,1.0625534745,0.420132045
yhjH_knockout:PA_delwspF:1,-0.9065727924,-0.506591111
yhjH_knockout:PA_delwspF:2,-2.9804044843,-0.615277446
