,A,PvdS
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.041377424,0.078317154
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.518174927,0.384623745
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.530115308,0.305890025
p-anisaldehyde_epigallocatechin_gallate:Combination:5,1.014493049,0.20083801
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.11911128900000001,-0.000931898
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.10605121,-0.048412708000000006
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-1.497811114,-0.7485071999999999
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-1.36223982,-0.655848626
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-1.406229927,-0.27306879500000003
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-1.559768045,-0.14032779
sRNA_PA0805.1_overexpression:EmptyVector_1:1,0.124745692,0.49310097500000005
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.321217639,-1.2781309730000001
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.8038534540000001,0.055068372000000004
sRNA_PA0805.1_overexpression:EmptyVector_1:4,1.057194559,1.7981068530000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.056869158,-1.068145226
sRNA_PA0805.1_overexpression:PA08051:1,-0.797655289,-1.612396084
sRNA_PA0805.1_overexpression:PA08051:2,2.801534508,-0.7734832920000001
sRNA_PA0805.1_overexpression:PA08051:3,2.10150276,-0.332902892
sRNA_PA0805.1_overexpression:PA08051:4,2.604012514,0.31642225900000004
sRNA_PA0805.1_overexpression:PA08051:5,0.6670039830000001,-0.8152541550000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-2.679716156,-1.805331399
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-2.76456393,-1.354815986
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.174565626,0.23330644
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.174565626,-0.23330644
