,A,narP
novobiocin:500_Novobiocin_10min:1.0,-4.7382819812,0.3316799228
novobiocin:0_Novobiocin_20min:2.0,-2.2414243964000002,0.368714912
novobiocin:500_Novobiocin_60min:3.0,-4.4030702943,1.4828832641
novobiocin:0_Novobiocin_0min:2.0,-0.6473702183000001,-0.0726685801
novobiocin:100_Novobiocin_60min:3.0,-7.7392094679,0.1910886108
novobiocin:500_Novobiocin_20min:2.0,-7.4603150608,0.40071019500000005
novobiocin:500_Novobiocin_10min:2.0,-5.5339499243,0.2218882225
novobiocin:0_Novobiocin_0min:3.0,-0.8572318065000001,-0.056880759100000004
novobiocin:500_Novobiocin_20min:3.0,-7.5181621826,0.1077576698
novobiocin:0_Novobiocin_10min:3.0,-2.1645320873,0.2914725217
novobiocin:0_Novobiocin_20min:3.0,-2.5527984938,0.7066430122
starvation:Glucose_6h:1.0,-0.4465636174,-0.15277415160000002
starvation:Low_3d:1.0,2.7738300122,-1.0813994042
starvation:Low_3d:2.0,1.2309433985,-0.9055260999
starvation:Glucose_24h:1.0,1.5083726305,-1.0201257468
starvation:High_4d:1.0,-1.3368739063000001,0.6377779844
starvation:High_4h:1.0,-0.48232379480000004,0.2471354587
starvation:High_4d:2.0,-1.7835236053,0.3578285154
starvation:High_4h:2.0,-2.3542711511,0.2516658256
starvation:Low_24h:1.0,-1.8395437582,-0.7862585444
starvation:Glucose_6h:2.0,0.4465636174,0.15277415160000002
starvation:Low_24h:2.0,-0.5671912197,-0.725803802
starvation:Glucose_24h:2.0,1.4010304965,-0.9102151763
18_mutants:phoB/R_InSPI2:1.0,-3.0674453196,0.45268550490000004
18_mutants:hfq_ESP:1.0,12.4638382675,3.462158571
18_mutants:ompR/envZ_InSPI2:1.0,-0.9202232511,0.4412196195
18_mutants:dam_MEP:1.0,0.13024334440000002,0.371722622
18_mutants:WT_IEP:1.0,1.603798454,0.3370627339
18_mutants:ssrA/B_InSPI2:1.0,-3.4688817309,0.4057977365
18_mutants:WT_InSPI2:1.0,-4.1450290227,0.1796867247
18_mutants:hilC_IEP:1.0,-0.1291606522,0.2852956528
18_mutants:fliZ_ESP:1.0,6.1247045634,1.3206008013
18_mutants:hilD_InSPI2:1.0,-2.110379953,-0.1366065658
18_mutants:phoP/Q_InSPI2:1.0,-1.8034554274999999,0.9364650964000001
18_mutants:ssrB_InSPI2:1.0,-1.7122827202000002,0.4772377594
18_mutants:fur_ESP:1.0,1.5140103288,0.9599949125
18_mutants:WT_MEP:1.0,-9.610960954999999e-21,0.0
18_mutants:hilD_IEP:1.0,1.7671762507,-0.0423785022
18_mutants:hilE_IEP:1.0,2.0077185232,0.7841045706
18_mutants:slyA_InSPI2:1.0,-2.0556238875,0.3739368235
18_mutants:ssrA_InSPI2:1.0,-2.4312612637,0.5723270651
18_mutants:WT_lnSPI2:1.0,-2.8356776614,0.3976595705
18_mutants:hilA_IEP:1.0,1.5247797909,0.1446910734
Infection_conditions:pH3_shock:1.0,-3.1483816745,-0.8113296662
Infection_conditions:Peroxide_shock_InSPI2:1.0,-7.210978311,-0.1083866371
Infection_conditions:MEP:1.0,-4.0301261505,-0.7173063754
Infection_conditions:Oxygen_shock:1.0,-7.9359112595,0.43141024800000005
Infection_conditions:MEP:2.0,-4.4797739764,-0.6228710903
Infection_conditions:Anaerobic_shock:1.0,18.876720988,0.8533093562
Infection_conditions:Bile_shock:1.0,-4.9027027624,-0.8378462902
Infection_conditions:LowFe2+_shock:1.0,-5.6791072593,-1.1349459101
Infection_conditions:MEP:3.0,-4.9128388034,-0.9488622556
Infection_conditions:pH5.8_shock:1.0,-5.3221996629,-0.5426599325
Infection_conditions:ESP:1.0,12.6007630952,1.1286316163
Infection_conditions:inSPI2_dRNA_seq:1.0,-6.9542457122,0.051323624500000005
Infection_conditions:LEP:1.0,-1.5210510804,0.19360402100000002
Infection_conditions:Temp20:1.0,-3.8672594193,-0.150068492
Infection_conditions:25C:1.0,-8.5503054329,-1.2708390777
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-5.0636566784,0.6117805798
Infection_conditions:ESP:2.0,5.8460418256,0.6176320695
Infection_conditions:EEP:1.0,-5.2291035714,-0.8533745825
Infection_conditions:ESP:3.0,12.451203482,1.1087458722
Infection_conditions:Anaerobic_growth:1.0,-0.1753229586,0.7157801094
Infection_conditions:NaCl_shock:1.0,-7.0957554952,-0.2870892386
Infection_conditions:Pool_RNA_seq:1.0,1.72725067e-20,0.0
Infection_conditions:Cold_shock_15C:1.0,-5.618641698,-0.4293976799
Infection_conditions:Pool_dRNA_seq:1.0,-0.39962656760000004,0.4145517789
Infection_conditions:InSPI2_LowMg2+:1.0,-7.966371191,0.4947633584
Infection_conditions:Temp10:1.0,-3.3597773302,0.2437506452
Infection_conditions:NonSPI2:1.0,-6.1663508912000005,-0.3653038725
Macrophage:Intra_macrophage_dRNA:1.0,3.543112946,-0.058825006400000004
Macrophage:Intra_macrophage_RNA:1.0,0.49379524140000003,0.2262328993
Macrophage:Intra_macrophage_RNA:2.0,-0.49379524140000003,-0.2262328993
Macrophage:Intra_macrophage_dRNA:2.0,3.2840142814,0.3937268842
comparative_st474:st474_InSPI2:1.0,-2.9488517262,-0.2221540118
comparative_st474:st474_LEP:1.0,2.4415346380000003,0.8992289064000001
comparative_st474:st474_InSPI2:2.0,-2.4035027195,-0.4344237151
comparative_st474:st474_EEP:1.0,-1.0777258243,-0.1252798153
comparative_st474:st474_ESP:1.0,13.5146559672,1.6327908389
comparative_st474:st474_NaCl_shock:1.0,-3.2720954491,0.3938366553
comparative_st474:st474_NO_shock_InSPI2:1.0,-1.2067835606,1.2240475835
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,-3.0413651783,0.46403799370000004
comparative_st474:st474_Oxygen_shock:1.0,-4.1168035166,1.1372378605
comparative_st474:st474_MEP:1.0,-2.5529573619999997e-28,0.0
comparative_st474:st474_ESP:2.0,13.2497463233,1.5586878168
comparative_st474:st474_ESP:3.0,14.9543187164,1.4998479804
comparative_st474:st474_NonSPI2:1.0,-3.4457310043,-0.507661759
comparative_st474:st474_Bile_shock:1.0,-0.6721011969,-0.1151847765
comparative_st474:st474_NonSPI2:2.0,-2.5755579644,-0.45178229820000004
comparative_st474:st474_Anaerobic_growth:1.0,0.3909859503,1.0870060411
comparative_st474:st474_Macrophage:1.0,-1.3504438772,0.1600770581
comparative_st474:st474_Anaerobic_shock:1.0,22.7981555568,1.5432498671000001
comparative_st474:st474_InSPI2:3.0,-2.1852044441,-0.1502767341
comparative_st474:st474_InSPI2:4.0,-4.3287837356,0.1179413004
comparative_st474:st474_Anaerobic_growth:2.0,2.7705116533,1.0470765415
comparative_st474:st474_Anaerobic_growth:3.0,1.6458791774,1.164136491
comparative_st474:st474_ESP:4.0,10.7439085632,1.2461675995000001
comparative_st474:st474_Macrophage:2.0,-2.3329821249,-0.2923946638
comparative_st474:st474_25C:1.0,-4.4646698331,-0.5463752282000001
comparative_st474:st474_Low_Fe2+_shock:1.0,-1.7041713175000002,-0.424542741
comparative_st474:st474_NonSPI2:3.0,-3.6105435737000002,-0.7206011826000001
comparative_D23580:D23580_NonSPI2:1.0,-4.0883777287,0.0724511685
comparative_D23580:D23580_InSPI2:1.0,-4.7293466745,0.1574431778
comparative_D23580:D23580_Anaerobic_growth:1.0,2.9057315758,1.2164206707
comparative_D23580:D23580_pBT1 deletion:1.0,16.3159773401,2.2671964548
comparative_D23580:D23580_InSPI2:2.0,-2.9180041098,0.39131413260000003
comparative_D23580:D23580_25C:1.0,-4.8663451391,-1.0180742104
comparative_D23580:D23580_pBT1 deletion:2.0,13.8796393231,2.6134267094
comparative_D23580:D23580_Oxygen_shock:1.0,-5.2944794707,1.2664505694
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,2.7914991139,0.921152178
comparative_D23580:D23580_LEP:1.0,1.8028657048999999,0.939450784
comparative_D23580:D23580_ESP:1.0,9.9032544757,1.9058179031
comparative_D23580:D23580_Macrophage:1.0,-0.4515537848,0.2166897978
comparative_D23580:D23580_ESP:2.0,18.33313211,1.9531880243000002
comparative_D23580:D23580_Low_Fe2+_shock:1.0,-2.9638031137,-0.2431120183
comparative_D23580:D23580_Bile_shock:1.0,-1.7210034263,-0.1550665064
comparative_D23580:D23580_NaCl_shock:1.0,-3.4304114783,0.1009837689
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,-0.0661176897,1.3834919907
comparative_D23580:D23580_InSPI2:3.0,-3.4790108263,0.4028579067
comparative_D23580:D23580_EEP:1.0,1.0983866958,-0.5774180159
comparative_D23580:D23580_NO_shock_InSPI2:1.0,-2.6867993099,1.1158164583
comparative_D23580:D23580_Anaerobic_shock:1.0,21.0961049682,0.1781317019
comparative_D23580:D23580_InSPI2:4.0,-3.0884860463,0.32772945140000004
comparative_D23580:D23580_NonSPI2:2.0,-3.7763639376,-0.454645081
comparative_D23580:D23580_NonSPI2:3.0,-4.7901613683,0.1481077659
comparative_D23580:D23580_ESP:3.0,8.0010453908,1.7082045361
comparative_D23580:D23580_Macrophage:2.0,-2.039263833,0.9233042440000001
comparative_D23580:D23580_NonSPI2:4.0,-2.3491418304,-0.052943058
comparative_D23580:D23580_ESP:4.0,8.2605989987,1.8604891944
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-5.5034219121,0.696601792
comparative_D23580:D23580_Anaerobic_growth:2.0,4.6646578037,1.2828891508
comparative_D23580:D23580_Anaerobic_growth:3.0,3.3341783717,1.2847998445
pgtE:ESP_tex:1.0,10.991630989899999,-0.0375676429
pgtE:Pooled_tex:1.0,-6.9448346164,-1.196873176
pgtE:ESP:1.0,11.6701887309,1.3702102323
pgtE:InSPI2:1.0,-11.2036222012,-0.425486087
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-10.5707873021,-1.5846395259000001
aroA:SF101:1.0,-17.8433353768,0.5247846197
aroA:SF101:2.0,-15.3585141786,0.17172064580000002
aroA:SF100:1.0,-17.7752521606,0.7215404421
aroA:SF100:2.0,-16.5315789847,0.3859998966
aroA:WT_vivo:1.0,-0.5022516639,-0.0925531447
aroA:WT_vivo:2.0,0.5022516639,0.0925531447
flagella_mutants:SF102:1.0,0.5591051815,0.1284248884
flagella_mutants:SF102:2.0,-0.5591051815,-0.1284248884
flagella_mutants:del_fliHIJ:1.0,-1.7996211351,-0.3838297178
flagella_mutants:del_fliHIJ:2.0,-1.5065321827,-0.07436372370000001
flagella_mutants:del_fliF:1.0,-1.0558446688,-0.3565576475
flagella_mutants:del_fliF:2.0,-1.8011181889,-0.0746897091
myricanol:Control:1.0,-1.5680989484999999,0.10263404920000001
myricanol:Control:2.0,-0.35587725340000004,-0.2200468377
myricanol:Control:3.0,1.9239762019,0.1174127885
myricanol:Myricanol:1.0,-6.7830139245000005,0.1629078321
myricanol:Myricanol:2.0,-3.9532977648000003,0.0371028034
myricanol:Myricanol:3.0,-4.1810237464,0.0438423731
