,A,SoxR
mexZ_knockout:del_mexZ:2,0.23661794260000002,-0.361024542
mexZ_knockout:del_mexZ:3,0.5164516152,-0.028664693
mexZ_knockout:wt_LB:1,1.5212461103,0.216642632
mexZ_knockout:wt_LB:2,-1.0171560381,-0.49800756500000004
mexZ_knockout:wt_LB:3,-0.5040900722,0.281364932
n-alkanes_treatment:PA_alkane:1,11.2664582134,0.8581943
n-alkanes_treatment:PA_alkane:2,6.9024134385,1.1787397130000001
n-alkanes_treatment:PA_Glycerol:1,1.1036795597,-0.136374676
n-alkanes_treatment:PA_Glycerol:2,-1.254326597,-0.056806298000000005
n-alkanes_treatment:PA_Glycerol:3,0.1506470372,0.193180975
natural_RNA_aptamers:PA_Water_rep_wt:1,0.09507482510000001,-0.376463188
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.09507482510000001,0.376463188
natural_RNA_aptamers:PA_FMN_rep:1,-0.723457832,-0.9715403920000001
natural_RNA_aptamers:PA_FMN_rep:2,0.4506836608,-0.667421483
NC_002516.2:Planktonic_total_RNA_Rep:1,0.12621489630000002,0.276520193
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.2241411034,-0.147306806
NC_002516.2:Planktonic_total_RNA_Rep:3,0.09792620710000001,-0.129213387
NC_002516.2:Biofilm_total_RNA_Rep:1,5.3838862236,0.12066723400000001
NC_002516.2:Biofilm_total_RNA_Rep:2,6.114153956,0.147319432
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.1737489149,-0.096706014
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.6988062472000001,0.148324127
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.4290006988,0.000292215
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,0.8945137817000001,0.22804475300000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,0.8472372561,0.086354231
p-anisaldehyde_epigallocatechin_gallate:Combination:1,1.8012858907,0.050037160000000004
p-anisaldehyde_epigallocatechin_gallate:Combination:2,1.9391334095000001,0.166845874
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.0851329215,-0.21461054400000001
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.5766873749,0.722737905
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.3391685051,0.67364958
p-anisaldehyde_epigallocatechin_gallate:Combination:5,1.9698331435,0.7261454140000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.0739526319,0.096794744
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.1849292045,0.214521814
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,4.3031531933,0.566243004
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,4.2836923122,0.39487797300000005
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,5.0069994541,1.086830146
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,4.9266959478,1.120492403
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.3004267333,-0.005009907
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,4.2877454939,0.726104293
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,4.1361185245,0.856989231
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.0668320974,-0.253598364
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,4.7149615754,2.046912249
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,5.280426455,2.11319299
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,4.3077024944,1.915724111
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.6881249399,-0.20857409300000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.1176338197,-0.320571991
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.5704911203,0.5291460840000001
relA-spoT_double-mutant:plank_WT_1:1,0.35361786770000003,-0.29524397
relA-spoT_double-mutant:plank_WT_1:2,-0.1092456287,0.08496102800000001
relA-spoT_double-mutant:plank_WT_1:3,-0.24437223900000002,0.210282942
relA-spoT_double-mutant:plank_rel-spot:1,1.0243034897,-0.889626007
relA-spoT_double-mutant:plank_rel-spot:2,0.11645366230000001,-0.6008871490000001
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.9602232427,-0.509745541
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.147622908,0.278410608
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.1979769322,-0.009487891
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.9960535186,-0.13274724100000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.3097695643,0.37357006600000003
sRNA_PA0805.1_overexpression:PA08051:1,1.9666041451,1.097535685
sRNA_PA0805.1_overexpression:PA08051:2,1.7133031669,1.390585042
sRNA_PA0805.1_overexpression:PA08051:3,1.890598962,1.46469445
sRNA_PA0805.1_overexpression:PA08051:4,1.9193516096,0.46535172500000005
sRNA_PA0805.1_overexpression:PA08051:5,2.5073108893000002,0.8296836790000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,0.2359526519,-0.001745383
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.5300494912,0.100428023
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.0811551568,0.029343469
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.0811551568,-0.029343469
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.4699298488,0.065537074
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.4699298488,-0.065537074
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-0.6105224692,-0.26973151300000003
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,1.3093044464,-0.256603527
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,0.2032467336,-0.500492377
yhjH_knockout:PA_delyhjH_wt:1,0.2219581333,0.0127174
yhjH_knockout:PA_delyhjH_wt:2,-0.2219581333,-0.0127174
yhjH_knockout:PA_delyhjH:1,3.688033882,0.9847147820000001
yhjH_knockout:PA_delyhjH:2,3.3305047497,0.934350486
yhjH_knockout:PA_delwspF:1,0.5003344841,-0.8680802820000001
yhjH_knockout:PA_delwspF:2,0.7046239904,-1.277123691
