,A,devR
mrsI:wt_iron_no_atc:1,0.9059204403000001,0.1200375092
mrsI:wt_iron_no_atc:2,-0.4427820596,0.35205609
mrsI:wt_ox_atc:1,0.5637529002,0.1914684328
mrsI:wt_ox_atc:2,-0.3572282618,0.2866999585
mrsI:wt_ox_noatc:1,2.7806004858,-0.0507627198
mrsI:wt_ox_noatc:2,2.5077946357,-0.2806922631
mrsI:wt_sds_atc:1,2.6532235526,-0.2536103554
mrsI:wt_sds_atc:2,2.8665320865,0.012082868600000001
mrsI:wt_sds_no_atc:1,0.2679843153,-0.1363703749
mrsI:wt_sds_no_atc:2,-0.2679843153,0.1363703749
nitrate:control:1,-0.156210285,0.0113203755
nitrate:control:2,0.156210285,-0.0113203755
p218:0_days_.1:1,-0.0338832473,0.3234100599
p218:0_days_.1:2,-0.3628434841,-0.056256904100000005
p218:0_days_.1:3,-0.37303691580000004,0.13481136430000001
p218:0_days_.1:4,-0.37325862260000003,0.2247545393
p218:0_days_control:1,-0.1997484797,-0.017043367
p218:0_days_control:2,0.0015892145,0.0403144608
p218:0_days_control:3,0.0550100608,-0.0468800538
p218:0_days_control:4,0.14314920450000002,0.0236089599
p218:1_days_.1:1,-0.9121316982000001,0.23876339770000002
p218:1_days_.1:2,-1.1774360924,0.1807499103
p218:1_days_.1:3,-1.3314034817,0.1734407073
p218:1_days_.1:4,-0.9316717592,0.20324796950000001
p218:1_days_control:1,-1.0417337848,0.4709122438
p218:1_days_control:2,-0.9962309261000001,0.5493546725
p218:1_days_control:3,-1.4522384835,0.4017360075
p218:1_days_control:4,0.3682739257,0.3365465481
patH-Cap:post_path_ctrl:1,1.2183121816,-0.2547688946
patH-Cap:post_path_ctrl:2,-0.33796881840000004,-0.21391860070000002
patH-Cap:post_path_inh:1,-0.8059123017,-0.7049837097
patH-Cap:post_path_inh:2,-0.015388213100000001,-1.7395633825
patH-Cap:pre_path_ctrl:1,-0.1177203888,0.0835695878
patH-Cap:pre_path_ctrl:2,0.1177203888,-0.0835695878
patH-Cap:pre_path_inh:1,0.5644259582,0.07192021550000001
patH-Cap:pre_path_inh:2,0.09913504120000001,0.2341505433
ppxx:double_mutant:1,-0.034892419,0.0512163671
ppxx:double_mutant:2,0.034892419,-0.0512163671
reactivation:day_1_reactivation:1,-19.1173430256,-1.2887913826
reactivation:day_1_reactivation:2,-18.6995535758,-1.3368454954
reactivation:day_1_reactivation:3,-18.997047977,-1.3089289093
reactivation:day_2_reactivation:1,-19.5934678001,-1.5475362612999999
reactivation:day_2_reactivation:2,-20.0820760117,-1.5657054494
reactivation:day_2_reactivation:3,-20.1899039727,-1.5712549189
reactivation:day_3_reactivation:1,-15.7792000032,-0.4279539948
reactivation:day_3_reactivation:2,-16.0977972253,-0.5901875616000001
reactivation:day_3_reactivation:3,-15.5988126118,-0.4716643626
reactivation:day_4_reactivation:1,-15.717938784,-0.3819819967
reactivation:day_4_reactivation:2,-15.8954637842,-0.4341265747
reactivation:day_4_reactivation:3,-16.2023644952,-0.5453644987
reactivation:days_0_persistence:1,0.0170427747,0.0051834512000000004
reactivation:days_0_persistence:2,0.0027104971,0.0709453876
reactivation:days_0_persistence:3,-0.0197532718,-0.0761288388
redox:intra_basal:1,7.4142368029,0.757201091
redox:intra_basal:2,9.320776671,1.3911764070000001
redox:whib3_comp_4.5:1,4.0343346142,-0.6399403486
redox:whib3_comp_4.5:2,6.1064952338,-0.2694598264
redox:whib3_comp_6.6:1,1.2904053823,-0.1380828091
redox:whib3_comp_6.6:2,1.8810289189,0.1648298779
redox:whib3_ko_4.5:1,6.3792812221,-0.5445185097
redox:whib3_ko_4.5:2,3.6626757786,-1.0700151343
redox:wt_4.5:1,2.0383552764,-0.8805526376
redox:wt_4.5:2,1.5843177583,-0.8814671597
redox:wt_6.6:1,0.3540870856,0.2960239752
redox:wt_6.6:2,-0.3540870856,-0.2960239752
resus:day_1_run_1:1,0.38455429700000004,-0.1632820748
resus:day_1_run_1:2,-0.38455429700000004,0.1632820748
resus:day_4_run_1:1,-0.9484623562000001,-0.43970198380000003
resus:day_4_run_1:2,-0.9535227819000001,-0.5488563442000001
rho:00h_DUC:1,2.1692063064,0.4031240856
rho:00h_DUC:2,-2.1692063064,-0.4031240856
rho:00h_DUC_1:1,-3.350970059,-0.1551416422
rho:00h_DUC_1:2,-4.0072370644,-0.3240989506
rho:01.5_DUC:1,-2.9745620093,-0.2193616169
rho:01.5_DUC:2,-3.525898083,-0.6038031914
rho:01.5h_DUC_ATC:1,-1.4754538388,-0.23064268940000002
rho:01.5h_DUC_ATC:2,-2.4949444936000003,-0.6867707301
rho:03_DUC:1,-3.6575571117,-0.2092317561
rho:03_DUC:2,-4.0648344789,-0.0333694702
rho:03h_DUC_ATC:1,-1.5023811804,-0.1633422535
rho:03h_DUC_ATC:2,-2.489050397,-0.2409768301
rho:06h_DUC_ATC:1,1.0910720727,-0.20204704380000002
rho:06h_DUC_ATC:2,1.0043873252,-0.6918836714000001
rho:06h_WT_ATC:1,-1.3441574924,-0.2044633794
rho:06h_WT_ATC:2,-2.4621221028,-0.0988851513
rho:09_DUC:1,4.6169896085,-0.4320161873
rho:09_DUC:2,4.3571012262,-0.2355538398
rho:09h_DUC_ATC:1,3.2819681692,-0.3508409529
smx:0_days_12.5:1,-0.0377044244,0.0622265584
smx:0_days_12.5:2,0.281875558,-0.020916525300000002
smx:0_days_12.5:3,-0.11722710230000001,-0.043024929100000005
smx:0_days_control:1,0.1242750433,-0.0037094281000000003
smx:0_days_control:2,0.030938126200000002,0.0011543182
smx:0_days_control:3,-0.1552131696,0.0025551098
smx:1_days_12.5:1,0.2410975612,-0.15807468460000001
smx:1_days_12.5:2,-0.4227250558,-0.2535966834
smx:1_days_12.5:3,-0.2383458961,-0.32334233700000004
smx:1_days_control:1,-0.2623977316,-0.3022474235
smx:1_days_control:2,0.2483881018,-0.2565402012
smx:1_days_control:3,-0.3250340152,-0.2863634195
sq109:0_days_3:1,-0.6908446245000001,-0.3970275434
sq109:0_days_3:2,0.6422441932,0.3470840726
sq109:0_days_3:3,0.6217547848,0.31656951
sq109:0_days_3:4,0.5344001858,-0.1810457853
sq109:0_days_control:1,-0.24442727700000003,-0.2416577791
sq109:0_days_control:2,0.5713657731,0.30507776740000003
sq109:0_days_control:3,0.1292212287,0.3603722372
sq109:0_days_control:4,-0.4561597249,-0.4237922254
sq109:1_days_3:1,-0.4056844974,-0.4497331419
sq109:1_days_3:2,0.6495994198,0.25159001140000004
sq109:1_days_3:3,0.5993761666,0.2066694134
sq109:1_days_3:4,-0.3119218648,-0.3380905377
sq109:1_days_control:1,-1.0474915603,-0.4901185682
sq109:1_days_control:2,0.3659375869,0.2902749867
sq109:1_days_control:3,-0.3189077623,-0.1719204574
sq109:1_days_control:4,0.48706512700000004,0.3178340062
stress:.1_butyrate:1,3.9773912941000003,-0.159012923
stress:.1_butyrate:2,5.1969104185,0.0063043684000000004
stress:.1_butyrate:3,5.5787160505,-0.006257111
stress:.4_gluc:1,-2.2433097409,-0.2403561515
stress:.4_gluc:2,-6.4420182918,-0.9508591986
stress:.4_gluc:3,8.6853280327,1.1912153501
stress:1_days_low_iron:1,-14.4604945139,-2.4615622090000002
stress:1_days_low_iron:2,-13.2994839237,-2.2751767595
stress:1_days_low_iron:3,-14.2203447141,-2.3539403134
stress:7_days_low_iron:1,6.0461926349,0.2668732763
stress:7_days_low_iron:2,1.5752241607,-0.4293743712
stress:7_days_low_iron:3,0.0707906676,-0.6823986283
stress:gluc_butyrate:1,-11.6579754233,-1.699718394
stress:gluc_butyrate:2,-13.7877062351,-2.4378468453
stress:gluc_butyrate:3,-11.4815847196,-1.6188181754
stress:high_iron:1,-9.8275783162,-1.936227133
stress:high_iron:2,-11.3922174184,-2.3722476854
stress:high_iron:3,-10.9669372239,-2.3590744854
stress:tolox_ph_7:1,-13.7662653565,-2.624264406
stress:tolox_ph_7:2,-13.9704222283,-2.4406192924
sutez:0_days_5.6:1,-0.1232291346,0.16546341720000002
sutez:0_days_5.6:2,0.2896529204,-0.2326193051
sutez:0_days_5.6:3,-0.4210824214,-0.010215176000000001
sutez:0_days_5.6:4,-0.9841947987,-0.1221546404
sutez:0_days_control:1,-0.0782372137,0.0382288082
sutez:0_days_control:2,0.2716447383,0.0316644051
sutez:0_days_control:3,-0.15069789050000001,-0.10294230280000001
sutez:0_days_control:4,-0.0427096342,0.0330490894
sutez:1_days_5.6:1,3.3657066527,-1.292861259
sutez:1_days_5.6:2,4.0778327921,-1.9036474959
sutez:1_days_control:1,-0.6236893752,0.22964492190000002
sutez:1_days_control:2,-1.4275844256,0.3847287131
sutez:1_days_control:3,-0.6661159565,0.2117238799
sutez:1_days_control:4,-0.5682470311,0.2955688949
thrB:0_days_starve:1,-1.4914984562,0.36385978210000003
thrB:0_days_starve:2,1.4914984562,-0.36385978210000003
tss:expression_library:1,0.840981873,0.3634587814
tss:expression_library:2,1.9940951981000001,0.33898709850000003
tss:mapping_triphosphate:1,1.5341149695,-0.6423916065
tss:mapping_triphosphate:2,1.2983715445000001,-0.9740935858
tss:mapping_wo_triphosphate:1,-0.8146411359,-0.2649986563
tss:mapping_wo_triphosphate:2,-0.1232722649,-0.4108100764
tss:wt_experiment_2:1,0.4010718244,0.0094555512
tss:wt_experiment_2:2,-0.1513884217,-0.0350245132
tss:wt_experiment_2:3,-0.2496834028,0.025568962100000002
vera:0_days_176:1,-0.975104897,-0.3531687188
vera:0_days_176:2,-0.5161726645,-0.1643062147
vera:0_days_176:3,-1.1696409064,-0.0077209489
vera:0_days_176:4,-1.3408494619,-0.38336598920000003
vera:0_days_control:1,0.2655294946,-0.0511124169
vera:0_days_control:2,0.2158273813,0.12296216210000001
vera:0_days_control:3,-0.5475194841000001,0.0548888498
vera:0_days_control:4,0.0661626082,-0.126738595
vera:1_days_176:1,0.5876025659,-0.0598443576
vera:1_days_176:2,0.7462648540000001,0.060670963700000004
vera:1_days_176:3,-0.2334059865,0.30435514
vera:1_days_control:1,1.063411342,-0.23463935230000002
vera:1_days_control:2,0.5626585164,-0.48822555110000004
vera:1_days_control:3,0.3005854519,-0.19485919140000002
vera:1_days_control:4,1.0117136486,-0.2242619321
