,A,Dnr,Anr
Paeru_PRECISE:M9GlcNAcAA_2:2,-2.602674633,-0.052651393000000005,-2.303858279
Paeru_PRECISE:M9GlcNAcAA_1:1,-0.608305623,0.358693107,-2.225364986
Paeru_PRECISE:M9GlcNAcAA_1:2,-1.230376815,1.071893083,-2.13095935
Paeru_PRECISE:M9glucAA_NaOCl:2,-4.631261049,0.17160925500000002,-2.170744313
Paeru_PRECISE:M9glucAA_Cu:2,-2.918549531,-0.7722901440000001,-1.118779602
Paeru_PRECISE:M9glucAA_Fe:1,1.273331296,-0.2609447,-1.264583913
Paeru_PRECISE:M9glucAA_Fe:2,-0.684416545,0.179191224,-0.9714356670000001
Paeru_PRECISE:M9glucAA_Zn:2,-0.7237831010000001,-0.20195290300000002,-0.8940276260000001
Paeru_PRECISE:M9glucAA_wt:4,-3.200343008,0.5430582780000001,-1.008336049
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-3.840985481,-1.824901168,0.16464082900000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-4.383106526,-2.643297154,0.225680187
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-1.209540819,-2.100903159,0.17176137800000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.047158476000000005,0.08006163,-0.074001511
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.592767692,0.17258478600000002,0.129033364
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.639926168,-0.252646417,-0.055031854000000005
relA-spoT_double-mutant:plank_WT_1:1,0.693470636,0.478507966,0.084543322
relA-spoT_double-mutant:plank_WT_1:2,-0.9322399440000001,-0.10979830900000001,-0.057461943
relA-spoT_double-mutant:plank_WT_1:3,0.23876930700000001,-0.368709658,-0.027081378000000003
relA-spoT_double-mutant:plank_rel-spot:1,-4.377334256,-0.7644301840000001,-0.775900225
relA-spoT_double-mutant:plank_rel-spot:2,1.8558335380000002,0.038989667000000006,-0.430376272
Rosmarinic_acid:PAO1-100UMRA:1,0.949877084,-0.065660402,-0.235256858
Rosmarinic_acid:PAO1-100UMRA:2,-0.032087835,-0.162755431,-0.568149486
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.8110875070000001,-0.20006875000000002,0.24429766600000002
Rosmarinic_acid:PAO1_DMSO_Control:2,0.416342456,0.1599845,-0.09403283300000001
Rosmarinic_acid:PAO1_DMSO_Control:3,0.39474505,0.040084251,-0.15026483200000001
Tf_toxin_expression:PAO1_WT:1,3.6554647,0.345939152,0.069959081
Tf_toxin_expression:PAO1_WT:2,-3.6554647,-0.345939151,-0.069959081
Tf_toxin_expression:PAO1_derfA:1,-3.300721331,0.5080286820000001,0.019312201
Tf_toxin_expression:PAO1_derfA:2,-2.520408105,0.355920147,0.021636007000000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,1.943070332,1.904061714,0.214379587
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,2.490158843,1.4771293650000001,-0.400755321
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,1.930742423,2.2617891390000002,0.314829075
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,2.4009608399999998,1.939540853,-0.32965155100000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,0.09841770600000001,2.379461851,-0.009672054000000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-1.098613821,1.59503129,-0.002825764
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.630968305,-1.183219574,-0.20254606500000003
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.630968305,1.183219574,0.20254606500000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,2.90404026,0.9132200140000001,-0.314506134
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,3.298306842,1.043546921,-0.214830234
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,2.914612416,0.34095186800000005,0.249400841
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,3.740755383,0.21212438800000002,-0.479614407
natural_RNA_aptamers:PA_Water_rep_wt:1,0.356395508,0.20426996800000002,-0.095306208
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.356395508,-0.20426996800000002,0.095306208
natural_RNA_aptamers:PA_FMN_rep:1,0.5018718670000001,0.11645981600000001,0.10258533800000001
natural_RNA_aptamers:PA_FMN_rep:2,-0.218094591,0.18852712300000002,0.057129980000000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-1.175281306,-0.056435713000000005,-0.314433513
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.673669976,0.43542109900000003,0.351644098
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.739581852,0.41564249200000003,0.372635616
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-1.328383496,-0.23601247500000003,-0.548648464
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.268163796,-0.238910105,-0.550343449
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.014018582000000002,-0.37974541500000003,-0.178611185
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.098301701,-0.28812126600000004,-0.25558173700000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.089536768,-0.008382238,-0.05257081
p-anisaldehyde_epigallocatechin_gallate:Combination:3,0.320129398,-0.131499578,0.020870301
p-anisaldehyde_epigallocatechin_gallate:Combination:4,0.21976520300000002,0.047959133,0.067141504
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-0.000567489,-0.343157935,-0.21523646300000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.638587004,0.008583537,0.18058911
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.62623107,0.056234415,0.18641521300000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-3.673164569,-0.42677326600000004,-0.40491258700000005
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-3.6238501750000003,-0.34051074600000003,-0.45916488400000005
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-3.473660858,-0.258255188,-0.040519158
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-3.486423505,-0.422737216,-0.019221903000000002
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.780343533,-0.020350228,0.027229317000000003
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.9806732950000001,-0.166411692,-0.15826224700000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.336562544,0.019513357000000002,0.027842587000000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,1.126780454,0.085497658,0.19620518
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.29767383000000003,0.081750904,-0.093014839
sRNA_PA0805.1_overexpression:PA08051:1,-1.5067011799999999,-0.9263193340000001,0.07177340900000001
sRNA_PA0805.1_overexpression:PA08051:2,3.896756608,0.25199720600000003,0.36215521700000003
sRNA_PA0805.1_overexpression:PA08051:3,3.621737559,0.495428436,0.44415336200000005
sRNA_PA0805.1_overexpression:PA08051:4,0.8472815140000001,0.5761611050000001,0.35152368100000003
sRNA_PA0805.1_overexpression:PA08051:5,1.912880224,0.23222491,0.30489306600000005
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.4707280520000001,-1.450518194,0.21707712
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.9438451550000001,0.01141108,-0.011881699
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.09998373,0.04190145,-0.062509141
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.09998373,-0.04190145,0.062509141
