,A,LiuR
mexZ_knockout:wt_LB:1,-0.3937499501,0.5562033350000001
mexZ_knockout:wt_LB:2,0.5227816995,-0.069551983
mexZ_knockout:wt_LB:3,-0.1290317494,-0.48665135200000004
n-alkanes_treatment:PA_alkane:1,0.7856613644,0.605063647
n-alkanes_treatment:PA_alkane:2,-0.0125663102,1.064017402
n-alkanes_treatment:PA_Glycerol:1,-0.1012037561,-0.326419931
n-alkanes_treatment:PA_Glycerol:2,-0.3804490593,0.39522460400000003
n-alkanes_treatment:PA_Glycerol:3,0.48165281540000005,-0.06880467300000001
natural_RNA_aptamers:PA_Water_rep_wt:1,0.1324058583,0.056082665000000004
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.1324058583,-0.056082665000000004
natural_RNA_aptamers:PA_FMN_rep:1,-0.4726972882,-0.054314538
natural_RNA_aptamers:PA_FMN_rep:2,-0.3684750405,-0.160204079
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.6064496176,-0.124520816
NC_002516.2:Planktonic_total_RNA_Rep:2,1.1615649467,0.035253358000000005
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.5551153291,0.08926745900000001
NC_002516.2:Biofilm_total_RNA_Rep:1,-6.0779905606,-1.5773546660000002
NC_002516.2:Biofilm_total_RNA_Rep:2,-5.8271290277,-1.450752626
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-0.8853132051,0.00416563
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.7778773296,-0.013117563
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.7960885945,0.08351691900000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-1.5361694664,0.024695367000000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-1.6249286846,-0.00149639
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.8154878979,0.9227866560000001
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.7620485122,0.877919784
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.4996816287,0.036292586
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.8826454431,0.566524943
p-anisaldehyde_epigallocatechin_gallate:Combination:4,1.9217477041,0.5643318820000001
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.3917928659,0.608555095
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.7511962799,-0.040758431000000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.6337985539000001,0.000300216
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,2.277876288,1.432374179
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,2.1596644141,1.41582955
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,2.2623823598,1.571798429
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,2.4207236229,1.624206459
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.8745034577,-0.007984035
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,2.8449750099,1.645276234
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,2.7857710243,1.660273582
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.5752249444,-0.012073335000000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,6.580444182,2.732591117
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,5.770075009,2.772696358
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,5.8972670767,2.7378784400000002
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.40301816760000003,0.266140885
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,1.1885885114,-0.07956895300000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-1.591606679,-0.18657193200000002
relA-spoT_double-mutant:plank_WT_1:1,0.156000661,0.38925653400000004
relA-spoT_double-mutant:plank_WT_1:2,0.14128553030000002,0.43246325100000005
relA-spoT_double-mutant:plank_WT_1:3,-0.2972861913,-0.8217197850000001
relA-spoT_double-mutant:plank_rel-spot:1,-1.4338424814000001,-0.601203683
relA-spoT_double-mutant:plank_rel-spot:2,-1.3833034287000001,-0.49354536600000004
sRNA_PA0805.1_overexpression:EmptyVector_1:1,1.2278848986,-0.16329605700000002
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.5106406873,-0.36044726600000004
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.4479813285,-0.22121021800000001
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.7975219488,0.18630041700000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.528259066,0.558653124
sRNA_PA0805.1_overexpression:PA08051:1,0.3298582795,-0.348157951
sRNA_PA0805.1_overexpression:PA08051:2,-3.5675992741,-0.8256043710000001
sRNA_PA0805.1_overexpression:PA08051:3,-4.2937803014,-0.9882305690000001
sRNA_PA0805.1_overexpression:PA08051:4,-3.6556844939,-0.28828374700000003
sRNA_PA0805.1_overexpression:PA08051:5,-2.8045847189,0.29445708400000004
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,2.0974344815,0.077489553
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,0.6849397174,-0.024239157
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.037392004,-0.15034381900000002
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.037392004,0.15034381900000002
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.5583388289,0.089166457
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.5583388289,-0.089166457
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,0.2000072548,0.5055474520000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,1.9259081782,0.26620276200000004
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,2.7128339526,0.5620606260000001
yhjH_knockout:PA_delyhjH_wt:1,-0.0372636358,-0.014520477
yhjH_knockout:PA_delyhjH_wt:2,0.0372636358,0.014520477
yhjH_knockout:PA_delyhjH:1,12.5370021254,3.121982686
yhjH_knockout:PA_delyhjH:2,12.613945093,2.842399803
yhjH_knockout:PA_delwspF:1,-1.2524481368,-0.36666934700000003
yhjH_knockout:PA_delwspF:2,0.5494292107000001,-0.701495262
