,A,YdfF
gcsR_mutant:GcsR_rep:2,1.0662240704000001,0.09854689400000001
mexZ_knockout:del_mexZ:1,2.8697380865,0.005056334
mexZ_knockout:del_mexZ:2,-0.5227287704,-0.458008687
mexZ_knockout:del_mexZ:3,1.2814816255,0.183513784
mexZ_knockout:wt_LB:1,0.4112097537,0.37840870200000004
mexZ_knockout:wt_LB:2,-1.398603864,-0.141468919
mexZ_knockout:wt_LB:3,0.9873941104,-0.23693978300000001
n-alkanes_treatment:PA_alkane:1,-0.9670562021,0.244614889
n-alkanes_treatment:PA_alkane:2,-2.6867193825999998,0.9227201020000001
n-alkanes_treatment:PA_Glycerol:1,-1.4672384735000001,0.152930326
n-alkanes_treatment:PA_Glycerol:2,-1.1876892061,-0.321935048
n-alkanes_treatment:PA_Glycerol:3,2.6549276795,0.16900472200000002
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.1184053689,0.06302621500000001
natural_RNA_aptamers:PA_Water_rep_wt:2,0.1184053689,-0.06302621500000001
natural_RNA_aptamers:PA_FMN_rep:1,-0.2837996595,0.019499944
natural_RNA_aptamers:PA_FMN_rep:2,0.4618066485,-0.162082531
NC_002516.2:Planktonic_total_RNA_Rep:1,2.0105670053,0.41054849400000004
NC_002516.2:Planktonic_total_RNA_Rep:2,-1.3001947098,-0.181828694
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.7103722955,-0.2287198
NC_002516.2:Biofilm_total_RNA_Rep:1,-3.8562381032,-0.8137788330000001
NC_002516.2:Biofilm_total_RNA_Rep:2,-3.342631356,-0.527228236
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-0.5668643666000001,0.10329465600000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.2144600225,0.735003456
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.1254380121,0.466568048
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,1.3236029028,-0.7598844330000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,1.1208426784,-0.368282056
p-anisaldehyde_epigallocatechin_gallate:Combination:1,0.5696063752,0.108037823
p-anisaldehyde_epigallocatechin_gallate:Combination:2,0.3287719119,-0.357790266
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.6195707119,-0.14792649500000002
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.8032002127000001,0.382809561
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-0.8684960205000001,0.47965289400000005
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-1.2633384372,-0.20969075
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.0028968692,-0.088853552
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.055603214500000005,0.133485391
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-2.6515030405,-0.15200306800000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-2.5512629228,-0.214648481
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-1.8808488267,0.17300957900000002
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-2.1557516016,0.014301964
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.5232734415,0.296833895
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-2.4288575292,0.104109351
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-2.6157945041,-0.351978954
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.7882965112,-0.19463439
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-1.9927683596999999,1.044770398
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-1.2728108481,1.15454096
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-1.5805122040000001,1.479008154
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-1.1303883064,0.236143136
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.9115767268,-0.582762262
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.2188115797,0.346619126
relA-spoT_double-mutant:plank_WT_1:1,-1.117752033,-0.10196413600000001
relA-spoT_double-mutant:plank_WT_1:2,0.36582138080000004,0.034826383
relA-spoT_double-mutant:plank_WT_1:3,0.7519306522,0.06713775300000001
relA-spoT_double-mutant:plank_rel-spot:1,2.6418493511000003,-0.606140557
relA-spoT_double-mutant:plank_rel-spot:2,2.2992745353,-0.855782868
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.261945024,0.166285616
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.6037631914,-0.22782454500000002
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.5630748252000001,0.099817315
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.844717024,0.13538813
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.5840660165,-0.17366651700000002
sRNA_PA0805.1_overexpression:PA08051:1,-0.5887439028,0.24308758800000002
sRNA_PA0805.1_overexpression:PA08051:2,-3.1943919533,0.03508651
sRNA_PA0805.1_overexpression:PA08051:3,-3.7862785843999998,-0.35438941100000004
sRNA_PA0805.1_overexpression:PA08051:4,-0.9501289814,-0.768260809
sRNA_PA0805.1_overexpression:PA08051:5,-1.7057743322999999,-0.309502043
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-2.9845855452,-0.762822106
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-7.4952014511,-0.432434064
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.35379592730000003,-0.12240390400000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.35379592730000003,0.12240390400000001
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.1296624822,0.07110609300000001
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.1296624822,-0.07110609300000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,2.9896277841,-0.8541369820000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,0.9868224871000001,-0.6833950670000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,0.8119619823,-0.9420703250000001
yhjH_knockout:PA_delyhjH_wt:1,0.2204573457,-0.069859503
yhjH_knockout:PA_delyhjH_wt:2,-0.2204573457,0.069859503
yhjH_knockout:PA_delyhjH:1,-0.364605577,-0.360286178
yhjH_knockout:PA_delyhjH:2,-0.5237357873,-0.44192453200000004
yhjH_knockout:PA_delwspF:1,0.6217879708,-0.23249881300000003
yhjH_knockout:PA_delwspF:2,0.7062416758000001,-0.91508233
