,A,virS
mrsI:ko_ox_no_atc:2,-17.4292014685,-2.8768728774000003
mrsI:ko_sds_atc:1,-17.6388718783,-2.8978096764
mrsI:ko_sds_atc:2,-17.4964189108,-2.913881851
mrsI:ko_sds_no_atc:1,-2.2148750015,-0.35630718110000004
mrsI:ko_sds_no_atc:2,-2.6984140137,-0.11194700290000001
mrsI:wt_iron_atc:1,-0.0421812931,0.251843007
mrsI:wt_iron_atc:2,-0.1288249255,-0.09707707580000001
mrsI:wt_iron_no_atc:1,-8.6035194612,-2.8290519199
mrsI:wt_iron_no_atc:2,-9.7361671458,-2.4604093924
mrsI:wt_ox_atc:1,-8.5334279818,-3.0349829544
mrsI:wt_ox_atc:2,-8.6774268808,-2.283176667
mrsI:wt_ox_noatc:1,-17.1603799294,-2.8625825591
mrsI:wt_ox_noatc:2,-17.4552833902,-2.749767176
mrsI:wt_sds_atc:1,-16.9301493239,-3.0094043911
mrsI:wt_sds_atc:2,-17.0877432863,-2.847955228
mrsI:wt_sds_no_atc:1,-0.2506937831,0.12732259340000002
mrsI:wt_sds_no_atc:2,0.2506937831,-0.12732259340000002
nitrate:control:1,-0.0630045808,-0.044754634
nitrate:control:2,0.0630045808,0.044754634
p218:0_days_.1:1,0.5427093575,-0.2252070948
p218:0_days_.1:2,0.45171255050000003,-0.0331836254
p218:0_days_.1:3,0.5618273868,-0.4278474598
p218:0_days_.1:4,0.4471581918,-0.3969006677
p218:0_days_control:1,0.1963395883,0.0365860761
p218:0_days_control:2,-0.210422399,-0.027802767200000002
p218:0_days_control:3,-0.22535675460000001,-0.0296667028
p218:0_days_control:4,0.2394395654,0.0208833939
p218:1_days_.1:1,-1.7717160987,0.3314751013
p218:1_days_.1:2,-1.5396973429,0.24978636580000002
p218:1_days_.1:3,-1.8376076535,0.2477967227
p218:1_days_.1:4,-1.4871579863,0.2149196885
p218:1_days_control:1,-1.7025096113,0.0256551714
p218:1_days_control:2,-1.6658727575,0.2521304277
p218:1_days_control:3,-1.3985802939,0.3302773076
p218:1_days_control:4,-0.9671646023,0.4253937645
patH-Cap:post_path_ctrl:1,-0.6050412506,-0.1109501202
patH-Cap:post_path_ctrl:2,-1.8306329747999999,0.7092961375
patH-Cap:post_path_inh:1,-2.5798013848,0.9690041712
patH-Cap:post_path_inh:2,-1.0480811359,0.589184567
patH-Cap:pre_path_ctrl:1,-0.0401455022,-0.0680674725
patH-Cap:pre_path_ctrl:2,0.0401455022,0.0680674725
patH-Cap:pre_path_inh:1,-1.0173659841,-0.4844691185
patH-Cap:pre_path_inh:2,-0.9844014940000001,-0.30981546860000003
ppxx:double_mutant:1,0.0540980682,-0.0443798316
ppxx:double_mutant:2,-0.0540980682,0.0443798316
reactivation:day_1_reactivation:1,-4.9213193073,-1.1719301121
reactivation:day_1_reactivation:2,-5.212379305,-0.9401793969000001
reactivation:day_1_reactivation:3,-5.1794804758,-1.0427382904
reactivation:day_2_reactivation:1,-4.2487507493,-1.1342124534
reactivation:day_2_reactivation:2,-4.2862187809,-1.4883182692
reactivation:day_2_reactivation:3,-4.3012250838,-1.4099493492000001
reactivation:day_3_reactivation:1,-1.3246443594000001,-1.0225522878
reactivation:day_3_reactivation:2,-1.6368981748,-1.4120086216
reactivation:day_3_reactivation:3,-1.3315008604,-1.4072656027
reactivation:day_4_reactivation:1,0.18076356070000002,-1.5415687242
reactivation:day_4_reactivation:2,-0.09843087930000001,-1.4076027987
reactivation:day_4_reactivation:3,0.0934861476,-1.4158581794
reactivation:days_0_persistence:1,-0.0716725023,-0.046570484200000005
reactivation:days_0_persistence:2,0.0234601127,0.050564476000000004
reactivation:days_0_persistence:3,0.0482123896,-0.0039939918
redox:intra_basal:1,-5.1326307347,-3.6530705991
redox:intra_basal:2,-6.2699368222,-2.6313931302
redox:whib3_comp_4.5:1,-4.1266995167000005,0.38495093680000003
redox:whib3_comp_4.5:2,-4.0256218898,-0.1662728789
redox:whib3_comp_6.6:1,2.3242527051,-0.5488313132
redox:whib3_comp_6.6:2,0.2265427087,-0.19015596710000002
redox:whib3_ko_4.5:1,-4.501553092,-0.1485113716
redox:whib3_ko_4.5:2,-5.1822337666,-0.3956745232
redox:wt_4.5:1,5.6413868184,-0.3231823525
redox:wt_4.5:2,4.7007057531,-0.24825300930000002
redox:wt_6.6:1,0.9078434324,0.1781092849
redox:wt_6.6:2,-0.9078434324,-0.1781092849
resus:day_1_run_1:1,-8.91247e-05,0.0279397028
resus:day_1_run_1:2,8.91247e-05,-0.0279397028
resus:day_4_run_1:1,0.00014811890000000002,0.0155785574
resus:day_4_run_1:2,-0.4436224187,0.2654938096
rho:00h_DUC:1,0.1565565256,0.0805749714
rho:00h_DUC:2,-0.1565565256,-0.0805749714
rho:00h_DUC_1:1,1.9772032619000002,-0.9952606438
rho:00h_DUC_1:2,5.2871509864,-1.2162041317
rho:01.5_DUC:1,0.7732401612,-0.9357014254
rho:01.5_DUC:2,1.1370107582,-1.1051197807
rho:01.5h_DUC_ATC:1,-1.4303174178,-0.87748642
rho:01.5h_DUC_ATC:2,-2.8659936007,-0.020399244
rho:03_DUC:1,4.6522309737,-0.5241458604
rho:03_DUC:2,2.4033007928,-1.1719840583
rho:03h_DUC_ATC:1,-2.1984772899,0.44702262200000004
rho:03h_DUC_ATC:2,-3.5669721742,0.2528867251
rho:06h_DUC_ATC:1,-2.1446934282,0.1175761597
rho:06h_DUC_ATC:2,-2.4359439771,0.48965562
rho:06h_WT_ATC:1,-2.0637856349,0.21276478410000002
rho:06h_WT_ATC:2,-3.2484101565,-0.1485233874
rho:09_DUC:1,-0.8986353299000001,0.7670593084
rho:09_DUC:2,-0.7946149432,0.7029342845000001
rho:09h_DUC_ATC:1,-2.7049851857,0.5234135183
smx:0_days_12.5:1,0.8936252535,-0.0008924247000000001
smx:0_days_12.5:2,0.8545568077,0.0067868249
smx:0_days_12.5:3,1.4062086767,0.1622682612
smx:0_days_control:1,0.33216958350000003,0.12136087320000001
smx:0_days_control:2,-0.0656492214,-0.1072652769
smx:0_days_control:3,-0.2665203621,-0.0140955964
smx:1_days_12.5:1,1.0596176423,0.4134551992
smx:1_days_12.5:2,1.1733360074,0.46724171600000003
smx:1_days_12.5:3,1.396027614,0.6374711312
smx:1_days_control:1,2.333254597,0.9395572902
smx:1_days_control:2,2.0791048234,1.0885432817
smx:1_days_control:3,1.8951798577,1.0234756261
sq109:0_days_3:1,7.4541550331,-0.47225583260000004
sq109:0_days_3:2,-8.7569683991,0.6228867823
sq109:0_days_3:3,-8.62133548,0.8154230920000001
sq109:0_days_3:4,7.417243969,-0.32831445800000003
sq109:0_days_control:1,8.0149324073,-0.8351342396
sq109:0_days_control:2,-7.7895897806,0.7402374489
sq109:0_days_control:3,-8.3351563467,0.9511534505
sq109:0_days_control:4,8.10981372,-0.8562566598
sq109:1_days_3:1,7.5567596405,-0.7205955087
sq109:1_days_3:2,-8.7450085351,0.7284318842
sq109:1_days_3:3,-8.7556914888,0.6516567914
sq109:1_days_3:4,7.7364772441,-0.6893694680000001
sq109:1_days_control:1,8.2183168395,-0.29231297910000004
sq109:1_days_control:2,-8.2302984133,0.8866868626000001
sq109:1_days_control:3,7.9502034465,-0.5975705327
sq109:1_days_control:4,-8.2114934287,0.8993823394
stress:.1_butyrate:1,-0.9511192479,1.1673941591
stress:.1_butyrate:2,0.0387310374,1.203613073
stress:.1_butyrate:3,-1.8197292376,1.0433393703
stress:.4_gluc:1,-0.3033183162,0.0816111147
stress:.4_gluc:2,0.5234356856,-0.0725209373
stress:.4_gluc:3,-0.2201173694,-0.0090901774
stress:1_days_low_iron:1,3.1704165432,-0.8778247658
stress:1_days_low_iron:2,1.9660948326,-0.1942689253
stress:1_days_low_iron:3,1.012203523,-0.26389733
stress:7_days_low_iron:1,-5.0956911037,1.1820372889
stress:7_days_low_iron:2,-4.0123808846,0.9221064487
stress:7_days_low_iron:3,-3.9286308074000003,0.6997729079
stress:gluc_butyrate:1,-2.1750175839,-0.5452389477
stress:gluc_butyrate:2,-1.7751665723,-0.0998573207
stress:gluc_butyrate:3,-3.0634564668,-0.2998269065
stress:high_iron:1,0.24337745090000001,-0.46280735850000004
stress:high_iron:2,-0.3799626034,-0.1532927046
stress:high_iron:3,-0.5743846999000001,-0.10147808180000001
stress:tolox_ph_7:1,-6.9294022249000005,0.6048830221
stress:tolox_ph_7:2,-6.319616467,0.6451080035
sutez:0_days_5.6:1,-0.2071387029,-0.8627650543000001
sutez:0_days_5.6:2,-0.6607940093,-1.0745267220999999
sutez:0_days_5.6:3,0.3551373013,-0.0077826337
sutez:0_days_5.6:4,-0.0920488013,-1.1292990102
sutez:0_days_control:1,-0.07616437940000001,0.030962534400000002
sutez:0_days_control:2,-0.10003681860000001,0.0089983144
sutez:0_days_control:3,0.28082248930000003,-0.00929905
sutez:0_days_control:4,-0.10462129120000001,-0.0306617987
sutez:1_days_5.6:1,-3.1230266942,1.0865828087
sutez:1_days_5.6:2,-2.2029026835,1.0611661513
sutez:1_days_control:1,-1.7928604203,0.06777173140000001
sutez:1_days_control:2,-1.5690133497,0.2133544434
sutez:1_days_control:3,-1.5884113374000002,-0.0080475644
sutez:1_days_control:4,-1.7744863998,0.18115638080000002
thrB:0_days_starve:1,0.0080652164,0.1087521379
thrB:0_days_starve:2,-0.0080652164,-0.1087521379
tss:expression_library:1,-4.9145513443,1.4722230581
tss:expression_library:2,-5.0739502758,1.4364594224
tss:mapping_triphosphate:1,-4.0682058433,1.2543595455
tss:mapping_triphosphate:2,-5.3970842337,1.1606938173999999
tss:mapping_wo_triphosphate:1,-4.5826858102,0.7346363591
tss:mapping_wo_triphosphate:2,-3.4902519098,0.3608359634
tss:wt_experiment_2:1,0.22903971650000002,0.1196418333
tss:wt_experiment_2:2,0.00030985130000000003,0.0729624427
tss:wt_experiment_2:3,-0.22934956780000001,-0.19260427600000002
vera:0_days_176:1,-0.4254198068,-0.25267706500000003
vera:0_days_176:2,0.4638111318,-0.673763568
vera:0_days_176:3,0.7937821333,-0.3613611143
vera:0_days_176:4,0.9300205564,-0.7472067704
vera:0_days_control:1,0.031661598,0.25857837910000003
vera:0_days_control:2,-0.0628607994,-0.0469359049
vera:0_days_control:3,0.033040236,0.257959826
vera:0_days_control:4,-0.0018410346,-0.46960230020000004
vera:1_days_176:1,-0.0417571156,-0.145983404
vera:1_days_176:2,0.1789092615,0.1483940503
vera:1_days_176:3,0.1259842823,-0.5606077396
vera:1_days_control:1,-0.5042864133,-0.1445439132
vera:1_days_control:2,-0.3928438754,-0.3583476532
vera:1_days_control:3,-0.6475779453,0.08437921400000001
vera:1_days_control:4,-0.3660454024,-0.4301420292
