,A,prpR
novobiocin:500_Novobiocin_10min:1.0,-3.6600571394,2.8510226394
novobiocin:0_Novobiocin_20min:2.0,-1.0205444199,2.4689923226
novobiocin:500_Novobiocin_60min:3.0,-1.165729943,4.9496242113
novobiocin:0_Novobiocin_0min:2.0,-0.1711926429,-0.3612724305
novobiocin:100_Novobiocin_60min:3.0,-2.4266059828,2.7430141628999998
novobiocin:500_Novobiocin_20min:2.0,-4.7254081596,3.6696815458
novobiocin:500_Novobiocin_10min:2.0,-1.3520553799,1.0918031148
novobiocin:0_Novobiocin_0min:3.0,0.1928221042,0.43599322090000003
novobiocin:500_Novobiocin_20min:3.0,-2.5920417135,2.6109921748
novobiocin:0_Novobiocin_10min:3.0,-0.5124312789000001,2.7373818486
novobiocin:0_Novobiocin_20min:3.0,0.3485944728,4.487474665
starvation:Glucose_6h:1.0,-0.876031741,-0.22390246830000002
starvation:Low_3d:1.0,8.0100656003,0.6378582811
starvation:Low_3d:2.0,9.0709418016,0.048240613
starvation:Glucose_24h:1.0,-0.38818346200000003,-0.2168623732
starvation:High_4d:1.0,7.1295167126,2.0941037419
starvation:High_4h:1.0,5.2922834688,2.0807666202
starvation:High_4d:2.0,7.4535504792000005,2.2747232759
starvation:High_4h:2.0,6.6804129816,2.1252857042
starvation:Low_24h:1.0,7.5919185046,1.6356184952000001
starvation:Glucose_6h:2.0,0.876031741,0.22390246830000002
starvation:Low_24h:2.0,8.7699355316,1.1414270133
starvation:Glucose_24h:2.0,-0.9713558829000001,-0.2397441555
18_mutants:phoB/R_InSPI2:1.0,0.7037128568000001,-1.1940807887
18_mutants:hfq_ESP:1.0,5.0138512933,1.4402434808
18_mutants:ompR/envZ_InSPI2:1.0,-0.993891288,-2.166023359
18_mutants:dam_MEP:1.0,-1.2825542637,0.031017848400000003
18_mutants:WT_IEP:1.0,-2.5110318654,1.5178621279
18_mutants:ssrA/B_InSPI2:1.0,-1.141212498,-1.4733172675000001
18_mutants:WT_InSPI2:1.0,-1.6104671887,-1.6905191342
18_mutants:hilC_IEP:1.0,-2.8868088621,2.2018661625
18_mutants:fliZ_ESP:1.0,0.4508472525,0.0266674231
18_mutants:hilD_InSPI2:1.0,0.4936592712,-1.3170887054
18_mutants:phoP/Q_InSPI2:1.0,-1.7010500792,-2.0167752223
18_mutants:ssrB_InSPI2:1.0,-0.903711727,-1.1024140823
18_mutants:fur_ESP:1.0,0.09755305610000001,0.1899837523
18_mutants:WT_MEP:1.0,2.401852247e-21,0.0
18_mutants:hilD_IEP:1.0,-2.49103349,1.9251827441
18_mutants:hilE_IEP:1.0,-0.8292040970000001,0.6046533641
18_mutants:slyA_InSPI2:1.0,-0.5676023091,-0.8836892549
18_mutants:ssrA_InSPI2:1.0,0.1094343096,-1.3926235309
18_mutants:WT_lnSPI2:1.0,-0.1830211566,-1.3981387084999999
18_mutants:hilA_IEP:1.0,-3.1354510641,1.5039765348
Infection_conditions:pH3_shock:1.0,1.3412705989,1.4682341355
Infection_conditions:Peroxide_shock_InSPI2:1.0,0.3609806547,-2.3980226795
Infection_conditions:MEP:1.0,1.3860794236,-0.8126811989
Infection_conditions:Oxygen_shock:1.0,1.0160744788,0.6900492441
Infection_conditions:MEP:2.0,1.5618548030000001,-0.8828256513
Infection_conditions:Anaerobic_shock:1.0,-1.9918603863,-1.6298527265
Infection_conditions:Bile_shock:1.0,1.1974436454,1.6832372478000002
Infection_conditions:LowFe2+_shock:1.0,1.3999232496,-0.9885956555000001
Infection_conditions:MEP:3.0,0.8910204468,-1.0760075788
Infection_conditions:pH5.8_shock:1.0,1.4354494622,-2.4496762813
Infection_conditions:ESP:1.0,1.9730804241,0.1729469743
Infection_conditions:inSPI2_dRNA_seq:1.0,1.7894966544000002,0.1638841342
Infection_conditions:LEP:1.0,2.4556065011,0.3314095859
Infection_conditions:Temp20:1.0,0.7902999523,1.2775882520000001
Infection_conditions:25C:1.0,-0.5293683186,-0.7529036424000001
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-0.09082853660000001,-0.884269316
Infection_conditions:ESP:2.0,1.5577956027000002,-1.256427503
Infection_conditions:EEP:1.0,1.0140756873,-2.307543678
Infection_conditions:ESP:3.0,2.0894433696,-0.161162194
Infection_conditions:Anaerobic_growth:1.0,-1.8155598020000001,-1.4879058361
Infection_conditions:NaCl_shock:1.0,-0.3028485769,-0.9883332953
Infection_conditions:Pool_RNA_seq:1.0,-4.316531331e-21,0.0
Infection_conditions:Cold_shock_15C:1.0,-0.7508983461000001,0.8188019086
Infection_conditions:Pool_dRNA_seq:1.0,0.9494816611,-0.3507037743
Infection_conditions:InSPI2_LowMg2+:1.0,0.1264607167,-1.2189293659
Infection_conditions:Temp10:1.0,0.2920058989,-0.2182734667
Infection_conditions:NonSPI2:1.0,-0.058481826800000004,-1.945005009
Macrophage:Intra_macrophage_dRNA:1.0,1.6493721315,-0.5114881029
Macrophage:Intra_macrophage_RNA:1.0,-0.15900348490000002,0.1840196712
Macrophage:Intra_macrophage_RNA:2.0,0.15900348490000002,-0.1840196712
Macrophage:Intra_macrophage_dRNA:2.0,1.1576153052,0.3185886509
comparative_st474:st474_InSPI2:1.0,-3.0201019737,-2.1421605832
comparative_st474:st474_LEP:1.0,1.0780078062,1.1317426133
comparative_st474:st474_InSPI2:2.0,-2.9069690339000003,-1.5375096316999999
comparative_st474:st474_EEP:1.0,-0.3584179031,-1.4812529381
comparative_st474:st474_ESP:1.0,1.3583311408,-0.054362152100000005
comparative_st474:st474_NaCl_shock:1.0,-1.6535964797,-0.209849416
comparative_st474:st474_NO_shock_InSPI2:1.0,-1.4597552336000001,-0.1707167781
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,-0.9706987698,-1.7027611692
comparative_st474:st474_Oxygen_shock:1.0,-0.3500360249,1.4903935707
comparative_st474:st474_MEP:1.0,-1.1378450980000002e-28,0.0
comparative_st474:st474_ESP:2.0,2.2555911805,-0.0399245562
comparative_st474:st474_ESP:3.0,1.4354151926,-0.5017787253
comparative_st474:st474_NonSPI2:1.0,-2.0453444125,-2.4329603431
comparative_st474:st474_Bile_shock:1.0,-0.16278709830000002,2.4993229345
comparative_st474:st474_NonSPI2:2.0,-2.1373152752,-2.459679817
comparative_st474:st474_Anaerobic_growth:1.0,-7.092383122,-1.3510119774
comparative_st474:st474_Macrophage:1.0,-4.2439432724,0.2527819836
comparative_st474:st474_Anaerobic_shock:1.0,-3.3558676332,-0.8396687489
comparative_st474:st474_InSPI2:3.0,-2.045891204,-1.3963772195
comparative_st474:st474_InSPI2:4.0,-1.5742829168,-1.7424210663
comparative_st474:st474_Anaerobic_growth:2.0,-6.7736831018,-1.7332669321
comparative_st474:st474_Anaerobic_growth:3.0,-7.4117390684,-1.29225841
comparative_st474:st474_ESP:4.0,-0.2932873842,-0.5747304585
comparative_st474:st474_Macrophage:2.0,-3.9270605012,-0.1152631061
comparative_st474:st474_25C:1.0,-1.8959331523,0.0662293956
comparative_st474:st474_Low_Fe2+_shock:1.0,0.0267594775,-0.182652752
comparative_st474:st474_NonSPI2:3.0,-1.8945670476,-2.1598961795
comparative_D23580:D23580_NonSPI2:1.0,-2.468128618,-1.9372615445
comparative_D23580:D23580_InSPI2:1.0,-2.2958727287,-1.4998085947
comparative_D23580:D23580_Anaerobic_growth:1.0,-2.2739733013,1.0577691765
comparative_D23580:D23580_pBT1 deletion:1.0,3.4870675639,0.9144098728000001
comparative_D23580:D23580_InSPI2:2.0,-3.3175960678,-1.5206020606
comparative_D23580:D23580_25C:1.0,0.9566071465,-2.1760257517
comparative_D23580:D23580_pBT1 deletion:2.0,2.9046361931,0.419091706
comparative_D23580:D23580_Oxygen_shock:1.0,1.4096107508,1.0957114137
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,0.45665930920000003,0.6161962347000001
comparative_D23580:D23580_LEP:1.0,1.21870708,0.5864309608
comparative_D23580:D23580_ESP:1.0,1.8529853178,0.576377445
comparative_D23580:D23580_Macrophage:1.0,-0.2482530484,-0.1698946534
comparative_D23580:D23580_ESP:2.0,1.5704202016000002,0.6257135455
comparative_D23580:D23580_Low_Fe2+_shock:1.0,0.4450204983,3.1490365863
comparative_D23580:D23580_Bile_shock:1.0,-0.7491062403000001,2.444944688
comparative_D23580:D23580_NaCl_shock:1.0,-1.7984263093,2.5204688198
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,-0.7732063072,-0.0386927883
comparative_D23580:D23580_InSPI2:3.0,-3.0250045006,-1.7742761537
comparative_D23580:D23580_EEP:1.0,1.3559205437,-1.8759854544
comparative_D23580:D23580_NO_shock_InSPI2:1.0,-0.5858320483,-1.6597549031
comparative_D23580:D23580_Anaerobic_shock:1.0,-2.224014306,-1.1307703568
comparative_D23580:D23580_InSPI2:4.0,-2.8276861045,-1.0780239958
comparative_D23580:D23580_NonSPI2:2.0,-2.7590900245,-2.0239670723
comparative_D23580:D23580_NonSPI2:3.0,-2.2496529097,-1.8058386337
comparative_D23580:D23580_ESP:3.0,1.9198246268,0.6579747915
comparative_D23580:D23580_Macrophage:2.0,-0.5929100413,-0.5313710076
comparative_D23580:D23580_NonSPI2:4.0,-0.5855402201000001,-1.7864414635
comparative_D23580:D23580_ESP:4.0,2.0759313473,0.030777683200000003
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,1.9904998888,-0.9730556566
comparative_D23580:D23580_Anaerobic_growth:2.0,-2.32008086,1.2736635171000001
comparative_D23580:D23580_Anaerobic_growth:3.0,-1.7505003373,1.6396208615
pgtE:ESP_tex:1.0,3.6753912467000003,-0.7369107235
pgtE:Pooled_tex:1.0,0.9915338884,0.1913246314
pgtE:ESP:1.0,1.0531238455,-0.5641119552
pgtE:InSPI2:1.0,-2.8053386476,-2.6895896317
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,-0.5956136812,-2.8044955937
aroA:SF101:1.0,2.3174292029,-0.9898301255
aroA:SF101:2.0,-2.4778582823,-2.114031353
aroA:SF100:1.0,-3.2313194174,-2.2062623844
aroA:SF100:2.0,-2.7145524054,-2.0964052186
aroA:WT_vivo:1.0,-1.1090320109,0.13651276110000002
aroA:WT_vivo:2.0,1.1090320109,-0.13651276110000002
flagella_mutants:SF102:1.0,-0.7833137116000001,-0.17281213210000002
flagella_mutants:SF102:2.0,0.7833137116000001,0.17281213210000002
flagella_mutants:del_fliHIJ:1.0,0.6596189833,0.7685925503000001
flagella_mutants:del_fliHIJ:2.0,0.7371098416,0.5663728306
flagella_mutants:del_fliF:1.0,1.1374857768,0.6339478364000001
flagella_mutants:del_fliF:2.0,2.0736995881,0.8877754724
myricanol:Control:1.0,0.6604636251,0.0100916527
myricanol:Control:2.0,-0.1692154724,0.0093509684
myricanol:Control:3.0,-0.4912481527,-0.0194426211
myricanol:Myricanol:1.0,15.7838766729,0.3694318401
myricanol:Myricanol:2.0,1.0257598565,0.5923092413000001
myricanol:Myricanol:3.0,4.5133642484,0.41488916340000004
