,regulator,regulator_id,gene_id,gene_name,Strain,gene_id (evidence),evidence,Ims,Link,Unnamed: 9
151,Crp,PN96_RS14840,PN96_RS10090,,V. cholerae strain N16961,VC0941,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
152,Crp,PN96_RS14840,PN96_RS10105,treB,V. cholerae strain N16961,VC0910,BioCyc,33.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
153,Crp,PN96_RS14840,PN96_RS10155,,V. cholerae strain N16961,VC0900,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
154,Crp,PN96_RS14840,PN96_RS10160,ppnN,V. cholerae strain N16961,VC0899,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
155,Crp,PN96_RS14840,PN96_RS10165,xni,V. cholerae strain N16961,VC0898,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
156,Crp,PN96_RS14840,PN96_RS10295,,V. cholerae strain N16961,VC2279,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
157,Crp,PN96_RS14840,PN96_RS10400,recN,V. cholerae strain N16961,VC0852,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
158,Crp,PN96_RS14840,PN96_RS10585,,V. cholerae strain N16961,VC0765,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
159,Crp,PN96_RS14840,PN96_RS10665,iscU,V. cholerae strain N16961,VC0749,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
160,Crp,PN96_RS14840,PN96_RS10670,,V. cholerae strain N16961,VC0748,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
161,Crp,PN96_RS14840,PN96_RS10675,iscR,V. cholerae strain N16961,VC0747,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
162,Crp,PN96_RS14840,PN96_RS10705,tgt,V. cholerae strain N16961,VC0741,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
163,Crp,PN96_RS14840,PN96_RS10755,phoU,V. cholerae strain N16961,VC0727,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
164,Crp,PN96_RS14840,PN96_RS10760,pstB,V. cholerae strain N16961,VC0726,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
165,Crp,PN96_RS14840,PN96_RS10765,pstA,V. cholerae strain N16961,VC0725,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
166,Crp,PN96_RS14840,PN96_RS10770,,V. cholerae strain N16961,VC0724,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
167,Crp,PN96_RS14840,PN96_RS10960,tyrA,V. cholerae strain N16961,VC0696,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
168,Crp,PN96_RS14840,PN96_RS10965,,V. cholerae strain N16961,VC0695,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
169,Crp,PN96_RS14840,PN96_RS11045,,V. cholerae strain N16961,VC0678,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
170,Crp,PN96_RS14840,PN96_RS11165,,V. cholerae strain N16961,VC2356,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
171,Crp,PN96_RS14840,PN96_RS11190,grcA,V. cholerae strain N16961,VC2361,BioCyc,16.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
172,Crp,PN96_RS14840,PN96_RS11225,arcA,V. cholerae strain N16961,VC2368,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
173,Crp,PN96_RS14840,PN96_RS11255,gltB,V. cholerae strain N16961,VC2376,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
174,Crp,PN96_RS14840,PN96_RS11260,,V. cholerae strain N16961,VC2377,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
175,Crp,PN96_RS14840,PN96_RS11305,carA,V. cholerae strain N16961,VC2390,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
176,Crp,PN96_RS14840,PN96_RS11350,murC,V. cholerae strain N16961,VC2400,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
177,Crp,PN96_RS14840,PN96_RS11355,murG,V. cholerae strain N16961,VC2401,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
178,Crp,PN96_RS14840,PN96_RS11360,ftsW,V. cholerae strain N16961,VC2402,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
179,Crp,PN96_RS14840,PN96_RS11365,murD,V. cholerae strain N16961,VC2403,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
180,Crp,PN96_RS14840,PN96_RS11370,mraY,V. cholerae strain N16961,VC2404,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
181,Crp,PN96_RS14840,PN96_RS11375,murF,V. cholerae strain N16961,VC2405,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
182,Crp,PN96_RS14840,PN96_RS11380,murE,V. cholerae strain N16961,VC2406,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
183,Crp,PN96_RS14840,PN96_RS11385,,V. cholerae strain N16961,VC2407,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
184,Crp,PN96_RS14840,PN96_RS11390,ftsL,V. cholerae strain N16961,VC2408,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
185,Crp,PN96_RS14840,PN96_RS11395,rsmH,V. cholerae strain N16961,VC2409,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
186,Crp,PN96_RS14840,PN96_RS11475,,V. cholerae strain N16961,VC0566,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
187,Crp,PN96_RS14840,PN96_RS11730,calR,V. cholerae strain N16961,VC2485,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
188,Crp,PN96_RS14840,PN96_RS11835,rpmA,V. cholerae strain N16961,VC0436,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
189,Crp,PN96_RS14840,PN96_RS11840,rplU,V. cholerae strain N16961,VC0435,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
190,Crp,PN96_RS14840,PN96_RS11855,mdh,V. cholerae strain N16961,VC0432,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
191,Crp,PN96_RS14840,PN96_RS11865,,V. cholerae strain N16961,VC0430,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
192,Crp,PN96_RS14840,PN96_RS12185,cytR,V. cholerae strain N16961,VC2677,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
193,Crp,PN96_RS14840,PN96_RS12195,hslV,V. cholerae strain N16961,VC2675,BioCyc,11.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
194,Crp,PN96_RS14840,PN96_RS12225,,V. cholerae strain N16961,VC2666,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
195,Crp,PN96_RS14840,PN96_RS12955,add,V. cholerae strain N16961,VC2751,BioCyc,17.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
196,Crp,PN96_RS14840,PN96_RS12995,polA,V. cholerae strain N16961,VC0108,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
197,Crp,PN96_RS14840,PN96_RS13240,,V. cholerae strain N16961,VC0287,BioCyc,30.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
198,Crp,PN96_RS14840,PN96_RS13245,edd,V. cholerae strain N16961,VC0288,BioCyc,30.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
199,Crp,PN96_RS14840,PN96_RS13440,tusA,V. cholerae strain N16961,VC0024,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
200,Crp,PN96_RS14840,PN96_RS13500,,V. cholerae strain N16961,VC0010,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
201,Crp,PN96_RS14840,PN96_RS13565,,V. cholerae strain N16961,VC2771,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
202,Crp,PN96_RS14840,PN96_RS13570,atpB,V. cholerae strain N16961,VC2770,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
203,Crp,PN96_RS14840,PN96_RS13575,atpE,V. cholerae strain N16961,VC2769,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
204,Crp,PN96_RS14840,PN96_RS13580,atpF,V. cholerae strain N16961,VC2768,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
205,Crp,PN96_RS14840,PN96_RS13585,atpH,V. cholerae strain N16961,VC2767,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
206,Crp,PN96_RS14840,PN96_RS13590,atpA,V. cholerae strain N16961,VC2766,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
207,Crp,PN96_RS14840,PN96_RS13595,atpG,V. cholerae strain N16961,VC2765,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
208,Crp,PN96_RS14840,PN96_RS13600,atpD,V. cholerae strain N16961,VC2764,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
209,Crp,PN96_RS14840,PN96_RS13605,atpC,V. cholerae strain N16961,VC2763,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
210,Crp,PN96_RS14840,PN96_RS13625,,V. cholerae strain N16961,VC2761,BioCyc,28.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
211,Crp,PN96_RS14840,PN96_RS13670,,V. cholerae strain N16961,VC0034,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
212,Crp,PN96_RS14840,PN96_RS13675,,V. cholerae strain N16961,VC0035,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
213,Crp,PN96_RS14840,PN96_RS13680,ccoG,V. cholerae strain N16961,VC0036,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
214,Crp,PN96_RS14840,PN96_RS13780,,V. cholerae strain N16961,VC0058,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
215,Crp,PN96_RS14840,PN96_RS14055,,V. cholerae strain N16961,VC0122,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
216,Crp,PN96_RS14840,PN96_RS14060,cyaY,V. cholerae strain N16961,VC0123,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
217,Crp,PN96_RS14840,PN96_RS14070,lysA,V. cholerae strain N16961,VC0125,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
218,Crp,PN96_RS14840,PN96_RS14075,dapF,V. cholerae strain N16961,VC0126,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
219,Crp,PN96_RS14840,PN96_RS14080,,V. cholerae strain N16961,VC0127,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
220,Crp,PN96_RS14840,PN96_RS14085,xerC,V. cholerae strain N16961,VC0128,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
221,Crp,PN96_RS14840,PN96_RS14090,yigB,V. cholerae strain N16961,VC0129,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
222,Crp,PN96_RS14840,PN96_RS14160,,V. cholerae strain N16961,VC0142,Chip-Seq,28.0,https://doi.org/10.1128/mBio.00966-18,
223,Crp,PN96_RS14840,PN96_RS14210,glpE,V. cholerae strain N16961,VC0100,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
224,Crp,PN96_RS14840,PN96_RS14290,,V. cholerae strain N16961,VC0159,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
225,Crp,PN96_RS14840,PN96_RS14475,aspA,V. cholerae strain N16961,VC2698,Chip-Seq,28.0,https://doi.org/10.1128/mBio.00966-18,
226,Crp,PN96_RS14840,PN96_RS14570,frdD,V. cholerae strain N16961,VC2659,BioCyc,28.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
227,Crp,PN96_RS14840,PN96_RS14575,frdC,V. cholerae strain N16961,VC2658,BioCyc,28.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
228,Crp,PN96_RS14840,PN96_RS14580,,V. cholerae strain N16961,VC2657,BioCyc,28.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
229,Crp,PN96_RS14840,PN96_RS14585,frdA,V. cholerae strain N16961,VC2656,BioCyc,16.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
230,Crp,PN96_RS14840,PN96_RS14590,epmA,V. cholerae strain N16961,VC2655,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
231,Crp,PN96_RS14840,PN96_RS14625,secB,V. cholerae strain N16961,VC2653,BioCyc,11.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
232,Crp,PN96_RS14840,PN96_RS14775,,V. cholerae strain N16961,VC2602,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
233,Crp,PN96_RS14840,PN96_RS14820,,V. cholerae strain N16961,VC2618,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
234,Crp,PN96_RS14840,PN96_RS14825,astA,V. cholerae strain N16961,VC2617,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
235,Crp,PN96_RS14840,PN96_RS14830,astD,V. cholerae strain N16961,VC2616,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
236,Crp,PN96_RS14840,PN96_RS14840,crp,V. cholerae strain N16961,VC2614,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
237,Crp,PN96_RS14840,PN96_RS14910,,V. cholerae strain N16961,VC0355,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
238,Crp,PN96_RS14840,PN96_RS14915,tusD,V. cholerae strain N16961,VC0356,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
239,Crp,PN96_RS14840,PN96_RS14920,tusC,V. cholerae strain N16961,VC0357,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
240,Crp,PN96_RS14840,PN96_RS14940,fusA,V. cholerae strain N16961,VC0361,BioCyc,29.0,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
241,Crp,PN96_RS14840,PN96_RS14965,metJ,V. cholerae strain N16961,VC2682,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
242,Crp,PN96_RS14840,PN96_RS14995,ppc,V. cholerae strain N16961,VC2646,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
243,Crp,PN96_RS14840,PN96_RS15000,argE,V. cholerae strain N16961,VC2645,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
244,Crp,PN96_RS14840,PN96_RS15125,,V. cholerae strain N16961,VC0373,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
245,Crp,PN96_RS14840,PN96_RS15315,,V. cholerae strain N16961,VC0199,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
246,Crp,PN96_RS14840,PN96_RS15820,,V. cholerae strain N16961,VCA0013,Chip-Seq,27.0,https://doi.org/10.1128/mBio.00966-18,
247,Crp,PN96_RS14840,PN96_RS16785,,V. cholerae strain N16961,VC1712,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC2614-MONOMER#tab=REGULON,
248,Crp,PN96_RS14840,PN96_RS18175,,V. cholerae strain N16961,VCA0843,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
249,Crp,PN96_RS14840,PN96_RS18285,,V. cholerae strain N16961,VCA0691,Chip-Seq,3.0,https://doi.org/10.1128/mBio.00966-18,
250,Crp,PN96_RS14840,PN96_RS18360,,V. cholerae strain N16961,VCA0840,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
251,Crp,PN96_RS14840,PN96_RS21040,,V. cholerae strain N16961,VCA0545,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
252,Crp,PN96_RS14840,PN96_RS21045,,V. cholerae strain N16961,VCA0544,Chip-Seq,28.0,https://doi.org/10.1128/mBio.00966-18,
253,Crp,PN96_RS14840,PN96_RS21125,,V. cholerae strain N16961,VCA0801,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
254,Crp,PN96_RS14840,PN96_RS23350,,V. cholerae strain N16961,VCA0917,Chip-Seq,18.0,https://doi.org/10.1128/mBio.00966-18,
255,Crp,PN96_RS14840,PN96_RS23355,,V. cholerae strain N16961,VCA0919,Chip-Seq,,https://doi.org/10.1128/mBio.00966-18,
256,CueR,PN96_RS19985,PN96_RS09780,copA,Vibrio parahaemolyticus RIMD 2210633,VP0758,RegPrecise,32.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5154,
257,CueR,PN96_RS19985,PN96_RS09785,copG,Vibrio parahaemolyticus RIMD 2210633,VP0757,RegPrecise,32.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5154,
258,CueR,PN96_RS19985,PN96_RS20480,cytochrome c,Vibrio parahaemolyticus RIMD 2210633,VPA1012,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5154,
259,CueR,PN96_RS19985,PN96_RS23115,hypothetical protein,Vibrio parahaemolyticus RIMD 2210633,VPA0484,RegPrecise,32.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5154,
260,CueR,PN96_RS19985,PN96_RS23120,cusC,Vibrio parahaemolyticus RIMD 2210633,VPA0482,RegPrecise,32.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5154,
261,CueR,PN96_RS19985,PN96_RS23125,cusB,Vibrio parahaemolyticus RIMD 2210633,VPA0481,RegPrecise,32.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5154,
262,CueR,PN96_RS19985,PN96_RS23130,cusA,Vibrio parahaemolyticus RIMD 2210633,VPA0480,RegPrecise,32.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5154,
263,CueR,PN96_RS19985,PN96_RS23135,cusF,Vibrio parahaemolyticus RIMD 2210633,VPA0479,RegPrecise,32.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5154,
264,FabR,PN96_RS14260,PN96_RS02820,fadL,Vibrio parahaemolyticus RIMD 2210633,VP2213,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1539,
265,FabR,PN96_RS14260,PN96_RS05720,fabA,Vibrio parahaemolyticus RIMD 2210633,VP1591,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1539,
266,FabR,PN96_RS14260,PN96_RS11725,lcfH,Vibrio parahaemolyticus RIMD 2210633,VP0351,RegPrecise,20.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1539,
267,FabR,PN96_RS14260,PN96_RS13695,hyIII,Vibrio parahaemolyticus RIMD 2210633,VP3048,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1539,
268,FabR,PN96_RS14260,PN96_RS20120,OLE1,Vibrio parahaemolyticus RIMD 2210633,VPA0707,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1539,
269,FabR,PN96_RS14260,PN96_RS21900,COG2030,Vibrio parahaemolyticus RIMD 2210633,VPA0603,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1539,
270,FadR,PN96_RS03470,PN96_RS02445,fadE2,Vibrio parahaemolyticus RIMD 2210633,VP2289,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1762,
271,FadR,PN96_RS03470,PN96_RS02845,fadI,Vibrio parahaemolyticus RIMD 2210633,VP2209,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1762,
272,FadR,PN96_RS03470,PN96_RS02850,fadJ,Vibrio parahaemolyticus RIMD 2210633,VP2208,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1762,
273,FadR,PN96_RS03470,PN96_RS03110,fadH,Vibrio parahaemolyticus RIMD 2210633,VP2151,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1762,
274,FadR,PN96_RS03470,PN96_RS05720,fabA,Vibrio parahaemolyticus RIMD 2210633,VP1591,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1762,
275,FadR,PN96_RS03470,PN96_RS09460,VC2105,Vibrio parahaemolyticus RIMD 2210633,VP0834,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1762,
276,FadR,PN96_RS03470,PN96_RS13415,fadB,Vibrio parahaemolyticus RIMD 2210633,VP0030,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1762,
277,FadR,PN96_RS03470,PN96_RS13420,fadA,Vibrio parahaemolyticus RIMD 2210633,VP0029,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1762,
278,FadR,PN96_RS03470,PN96_RS14235,plsB,Vibrio parahaemolyticus RIMD 2210633,VP2947,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1762,
279,FMN,RF00050,PN96_RS18105,ribB,Vibrio parahaemolyticus RIMD 2210633,VPA1250,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=39925,
280,FNR,PN96_RS05855,PN96_RS01100,,V. cholerae strain N16961,VC2448,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
281,FNR,PN96_RS05855,PN96_RS01360,pdhR,V. cholerae strain N16961,VC2415,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
282,FNR,PN96_RS05855,PN96_RS01620,,V. cholerae strain N16961,VC0633,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
283,FNR,PN96_RS05855,PN96_RS01715,,V. cholerae strain N16961,VC0651,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
284,FNR,PN96_RS05855,PN96_RS01720,,V. cholerae strain N16961,VC0652,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
285,FNR,PN96_RS05855,PN96_RS02620,,V. cholerae strain N16961,VC2137,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
286,FNR,PN96_RS05855,PN96_RS03080,gap,V. cholerae strain N16961,VC2000,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
287,FNR,PN96_RS05855,PN96_RS03235,adhE,V. cholerae strain N16961,VC2033,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
288,FNR,PN96_RS05855,PN96_RS03665,cmk,V. cholerae strain N16961,VC1916,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
289,FNR,PN96_RS05855,PN96_RS04025,uvrY,V. cholerae strain N16961,VC1213,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
290,FNR,PN96_RS05855,PN96_RS04030,uvrC,V. cholerae strain N16961,VC1214,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
291,FNR,PN96_RS05855,PN96_RS05855,,V. cholerae strain N16961,VC1434,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
292,FNR,PN96_RS05855,PN96_RS06095,,V. cholerae strain N16961,VC1540,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
293,FNR,PN96_RS05855,PN96_RS07205,cdd,V. cholerae strain N16961,VC1231,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
294,FNR,PN96_RS05855,PN96_RS07850,,V. cholerae strain N16961,VC1849,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
295,FNR,PN96_RS05855,PN96_RS07855,lpxH,V. cholerae strain N16961,VC1850,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
296,FNR,PN96_RS05855,PN96_RS08260,ybgE,V. cholerae strain N16961,VC1841,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1434-MONOMER#tab=REGULON,
