,A,dpiA
novobiocin:0_Novobiocin_10min:2.0,-0.2966553804,-0.1434725049
novobiocin:500_Novobiocin_60min:2.0,-2.6776010189,1.2397375723
novobiocin:0_Novobiocin_60min:3.0,-0.3142554329,0.8964622859
novobiocin:500_Novobiocin_10min:1.0,-1.3318145229,0.4696668966
novobiocin:0_Novobiocin_20min:2.0,-0.6709446221,0.2765149776
novobiocin:500_Novobiocin_60min:3.0,-2.4631223361,1.1747073397
novobiocin:0_Novobiocin_0min:2.0,-0.19110667990000002,-0.1288264327
novobiocin:100_Novobiocin_60min:3.0,-2.0616801163,1.2931988933
novobiocin:500_Novobiocin_20min:2.0,-1.8047610976000001,0.7962476633000001
novobiocin:500_Novobiocin_10min:2.0,0.1049550219,0.6637979961
novobiocin:0_Novobiocin_0min:3.0,0.0356437136,-0.1266588119
novobiocin:500_Novobiocin_20min:3.0,-1.2661246492,0.9726991113000001
novobiocin:0_Novobiocin_10min:3.0,-0.6335858047,-0.0081624417
novobiocin:0_Novobiocin_20min:3.0,-1.3132255264000001,0.43799267740000003
starvation:Glucose_6h:1.0,-0.4392603812,-0.1392208315
starvation:Low_3d:1.0,0.5118049106,-0.1858250595
starvation:Low_3d:2.0,0.0842290031,-0.6479150885
starvation:Glucose_24h:1.0,-0.5160357403,-1.1635030656
starvation:High_4d:1.0,-2.5454952834,-0.0227298703
starvation:High_4h:1.0,-2.3890554809,0.3879957332
starvation:High_4d:2.0,-3.3503402244,-0.5750430201
starvation:High_4h:2.0,-3.1691010829,0.1538234279
starvation:Low_24h:1.0,-2.1072421331,-0.1074797001
starvation:Glucose_6h:2.0,0.4392603812,0.1392208315
starvation:Low_24h:2.0,-2.3423215356,0.32725083390000004
starvation:Glucose_24h:2.0,-0.3021071234,-1.2519054484
18_mutants:phoB/R_InSPI2:1.0,0.9362816365000001,0.8256335856
18_mutants:hfq_ESP:1.0,-2.0184357598,0.3946162106
18_mutants:ompR/envZ_InSPI2:1.0,-4.3604509906,0.0196977606
18_mutants:dam_MEP:1.0,-0.25586111840000003,0.0247568448
18_mutants:WT_IEP:1.0,-4.6473997258,-0.0460727462
18_mutants:ssrA/B_InSPI2:1.0,0.7719688171,0.30711264600000004
18_mutants:WT_InSPI2:1.0,-4.1248400134,-0.4035485045
18_mutants:hilC_IEP:1.0,-4.5861743584,-0.0408416006
18_mutants:fliZ_ESP:1.0,-0.5984331933,0.7791419028000001
18_mutants:hilD_InSPI2:1.0,1.5601973291,0.5035618038
18_mutants:phoP/Q_InSPI2:1.0,-3.1784126714,0.1461903161
18_mutants:ssrB_InSPI2:1.0,0.2152886115,0.5823716088
18_mutants:fur_ESP:1.0,-2.6920289034,0.4187000879
18_mutants:WT_MEP:1.0,-7.376117193999999e-21,0.0
18_mutants:hilD_IEP:1.0,-3.9911672365,-0.3147712058
18_mutants:hilE_IEP:1.0,-2.0660187995,-0.5028330043
18_mutants:slyA_InSPI2:1.0,0.0874535055,0.9701703198
18_mutants:ssrA_InSPI2:1.0,0.8786074003000001,0.5911108699000001
18_mutants:WT_lnSPI2:1.0,-0.1526977202,0.5505759452
18_mutants:hilA_IEP:1.0,-3.7410812182,-0.0386302008
Infection_conditions:pH3_shock:1.0,-0.0932070782,-0.7681040141000001
Infection_conditions:Peroxide_shock_InSPI2:1.0,1.5846137502,0.5497005204000001
Infection_conditions:MEP:1.0,1.2745578724,-0.6463881709
Infection_conditions:Oxygen_shock:1.0,2.8104861991,0.0260372852
Infection_conditions:MEP:2.0,1.083328477,-0.8758670964
Infection_conditions:Anaerobic_shock:1.0,1.6505747095,0.9142552627
Infection_conditions:Bile_shock:1.0,-3.7861676378,-1.0347171216
Infection_conditions:LowFe2+_shock:1.0,1.0960288109,-0.113001639
Infection_conditions:MEP:3.0,0.2708743588,-0.4808050994
Infection_conditions:pH5.8_shock:1.0,2.316486394,-0.06767401640000001
Infection_conditions:ESP:1.0,1.1287820888,0.4883495275
Infection_conditions:inSPI2_dRNA_seq:1.0,8.3897562819,1.0889207699
Infection_conditions:LEP:1.0,2.9618910141,-0.0402524393
Infection_conditions:Temp20:1.0,0.3375945503,0.17941931020000002
Infection_conditions:25C:1.0,1.4240680761,-0.9007612418000001
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,3.0469149433,1.0774277372
Infection_conditions:ESP:2.0,-1.4426759923999999,0.5536065598000001
Infection_conditions:EEP:1.0,1.2519746973,-0.7232937686
Infection_conditions:ESP:3.0,0.5422110915,0.3293148187
Infection_conditions:Anaerobic_growth:1.0,0.6926327821,0.652090355
Infection_conditions:NaCl_shock:1.0,0.7545097949,0.1963053571
Infection_conditions:Pool_RNA_seq:1.0,1.325611837e-20,0.0
Infection_conditions:Cold_shock_15C:1.0,0.30770335390000003,-0.5223912206
Infection_conditions:Pool_dRNA_seq:1.0,4.2851253379,0.7533483499
Infection_conditions:InSPI2_LowMg2+:1.0,2.1278931067,0.5201455943000001
Infection_conditions:Temp10:1.0,1.5483312317,0.22930607520000001
Infection_conditions:NonSPI2:1.0,1.2880152226,-0.3619944189
Macrophage:Intra_macrophage_dRNA:1.0,1.6624996137,1.3826946096000001
Macrophage:Intra_macrophage_RNA:1.0,0.5436766496000001,-0.0711048792
Macrophage:Intra_macrophage_RNA:2.0,-0.5436766496000001,0.0711048792
Macrophage:Intra_macrophage_dRNA:2.0,1.164897715,0.24992898330000002
comparative_st474:st474_InSPI2:1.0,-3.5364955274,-0.7773970722
comparative_st474:st474_LEP:1.0,1.6607668318000002,0.594294839
comparative_st474:st474_InSPI2:2.0,-3.5228433176,-0.5760303361
comparative_st474:st474_EEP:1.0,-0.033396729800000004,-0.0665496673
comparative_st474:st474_ESP:1.0,-4.7761314682,0.390899771
comparative_st474:st474_NaCl_shock:1.0,-0.5045485606,0.8060111775000001
comparative_st474:st474_NO_shock_InSPI2:1.0,1.7963718364,1.6185357237
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,0.4494106943,1.0520100753
comparative_st474:st474_Oxygen_shock:1.0,1.5022550453,0.6607754614
comparative_st474:st474_MEP:1.0,-1.097055809e-28,0.0
comparative_st474:st474_ESP:2.0,-3.8316865664,-0.406256502
comparative_st474:st474_ESP:3.0,-4.0842832912,-1.4199979833
comparative_st474:st474_NonSPI2:1.0,-3.2689387989,-1.072731393
comparative_st474:st474_Bile_shock:1.0,-5.0329582168,-0.3824868191
comparative_st474:st474_NonSPI2:2.0,-3.004438497,-0.7937622164
comparative_st474:st474_Anaerobic_growth:1.0,18.6233444902,3.1604779439
comparative_st474:st474_Macrophage:1.0,-1.5272026832,-0.016290375200000002
comparative_st474:st474_Anaerobic_shock:1.0,0.3720537014,1.532424641
comparative_st474:st474_InSPI2:3.0,-3.3167705506000003,-0.2300980927
comparative_st474:st474_InSPI2:4.0,-3.9980989085000003,-0.4609047258
comparative_st474:st474_Anaerobic_growth:2.0,20.5327058273,2.3871155214
comparative_st474:st474_Anaerobic_growth:3.0,18.3910287578,3.3268539822
comparative_st474:st474_ESP:4.0,-5.094660149,1.0209420763
comparative_st474:st474_Macrophage:2.0,-2.6133350471,0.1259136575
comparative_st474:st474_25C:1.0,0.1310754423,-0.2474527584
comparative_st474:st474_Low_Fe2+_shock:1.0,-0.1801756063,0.5253173556
comparative_st474:st474_NonSPI2:3.0,-3.8009858158,-0.3937157147
comparative_D23580:D23580_NonSPI2:1.0,-0.7570115838,0.39134136550000004
comparative_D23580:D23580_InSPI2:1.0,-0.4931741778,1.219715225
comparative_D23580:D23580_Anaerobic_growth:1.0,20.88279781,2.8462265265
comparative_D23580:D23580_pBT1 deletion:1.0,-1.7742013742,0.9542360656000001
comparative_D23580:D23580_InSPI2:2.0,-0.6193088907000001,0.220092058
comparative_D23580:D23580_25C:1.0,1.3143639528,-0.680667479
comparative_D23580:D23580_pBT1 deletion:2.0,-1.8163496797,0.4112357849
comparative_D23580:D23580_Oxygen_shock:1.0,0.8075042737,0.2794141455
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,3.703067743,1.9915615212
comparative_D23580:D23580_LEP:1.0,0.7391216447000001,1.0939153493
comparative_D23580:D23580_ESP:1.0,-2.3462034504,1.7219123746
comparative_D23580:D23580_Macrophage:1.0,1.8609404205,0.959929358
comparative_D23580:D23580_ESP:2.0,2.2874407486,1.2983821415999999
comparative_D23580:D23580_Low_Fe2+_shock:1.0,0.3910334036,0.6474833912
comparative_D23580:D23580_Bile_shock:1.0,-0.2878982111,0.8126899007
comparative_D23580:D23580_NaCl_shock:1.0,2.0152029675,0.78991645
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,4.9405787515,1.7526561445
comparative_D23580:D23580_InSPI2:3.0,-0.8249453669,0.8568973666
comparative_D23580:D23580_EEP:1.0,4.794107322,0.9104917984
comparative_D23580:D23580_NO_shock_InSPI2:1.0,1.6770678763,2.2313213527
comparative_D23580:D23580_Anaerobic_shock:1.0,0.1072765979,-0.3637624347
comparative_D23580:D23580_InSPI2:4.0,-0.6657062289,0.3463651911
comparative_D23580:D23580_NonSPI2:2.0,0.0569412294,0.14598952680000002
comparative_D23580:D23580_NonSPI2:3.0,-0.9308028516,0.4159261141
comparative_D23580:D23580_ESP:3.0,-2.61336625,1.2544413113
comparative_D23580:D23580_Macrophage:2.0,3.5082302602,1.1223487212
comparative_D23580:D23580_NonSPI2:4.0,1.730762238,1.0737362588
comparative_D23580:D23580_ESP:4.0,-3.4603835974,-0.0322067885
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-1.2819693671999999,-0.0053434382
comparative_D23580:D23580_Anaerobic_growth:2.0,21.5294529178,2.5968679504
comparative_D23580:D23580_Anaerobic_growth:3.0,21.7368329449,3.1842234358
pgtE:ESP_tex:1.0,4.2814368709,0.3563147983
pgtE:Pooled_tex:1.0,2.4245974026,0.1076820847
pgtE:ESP:1.0,1.2962464119,0.38531752490000004
pgtE:InSPI2:1.0,-1.4792559569,0.30669782360000003
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,2.8943497577,0.4706838875
aroA:SF101:1.0,-14.125870237200001,-0.0282425175
aroA:SF101:2.0,-11.9048820376,-0.057987719300000004
aroA:SF100:1.0,-15.0878116893,-0.4564221686
aroA:SF100:2.0,-11.7825240617,-0.289462202
aroA:WT_vivo:1.0,0.4257926024,-0.3812663008
aroA:WT_vivo:2.0,-0.4257926024,0.3812663008
flagella_mutants:SF102:1.0,-0.30683758980000003,-0.1032478223
flagella_mutants:SF102:2.0,0.30683758980000003,0.1032478223
flagella_mutants:del_fliHIJ:1.0,0.9083765009,0.2051002027
flagella_mutants:del_fliHIJ:2.0,0.7237135252,0.26351224630000003
flagella_mutants:del_fliF:1.0,-0.7234307971,0.0947445142
flagella_mutants:del_fliF:2.0,-0.9482684124,0.4389381162
myricanol:Control:1.0,0.4406448659,-0.0615583737
myricanol:Control:2.0,-0.2925432284,0.1557918327
myricanol:Control:3.0,-0.1481016375,-0.0942334589
myricanol:Myricanol:1.0,-0.1568120616,-0.25365178110000003
myricanol:Myricanol:2.0,0.5612040457,0.608360773
myricanol:Myricanol:3.0,0.0290967695,0.27383770300000004
