,A,QscR
mexZ_knockout:wt_LB:2,-1.4496310594000001,-0.603364408
mexZ_knockout:wt_LB:3,-2.3729701846,-0.923084419
n-alkanes_treatment:PA_alkane:1,4.6848318245,2.079891048
n-alkanes_treatment:PA_alkane:2,4.7147277097,1.56863006
n-alkanes_treatment:PA_Glycerol:1,0.7732644857000001,0.259333927
n-alkanes_treatment:PA_Glycerol:2,-0.8198809186,-0.10475398500000001
n-alkanes_treatment:PA_Glycerol:3,0.046616432900000004,-0.154579942
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.5796398082,0.24712076800000002
natural_RNA_aptamers:PA_Water_rep_wt:2,0.5796398082,-0.24712076800000002
natural_RNA_aptamers:PA_FMN_rep:1,-1.6802195152000001,-0.61072361
natural_RNA_aptamers:PA_FMN_rep:2,0.3717738641,-0.204348153
NC_002516.2:Planktonic_total_RNA_Rep:1,-1.8090391535,0.233116167
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.2765616339,-0.163195892
NC_002516.2:Planktonic_total_RNA_Rep:3,2.0856007873,-0.069920275
NC_002516.2:Biofilm_total_RNA_Rep:1,0.46876189500000004,0.5360278620000001
NC_002516.2:Biofilm_total_RNA_Rep:2,2.3981022653,0.291083454
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-1.0970112016,0.7589935800000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.7561905887,0.638438607
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.8936942672,0.9117965640000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.1681720182,0.42601497600000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.1805380758,0.251519555
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-0.34522459640000003,-0.30078451500000003
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.3092712173,0.024178939
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,0.4632144782,-0.5787840630000001
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.8104804995,0.368024511
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-0.7832026674,0.26015736300000003
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-2.4230485762000002,1.163392172
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.2823141153,-0.121304673
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.35148260810000004,-0.058904844000000005
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-2.0485300695,-0.283587982
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-1.978087476,-0.7529925310000001
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-2.5619894959,0.49202819600000003
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-2.4973893234,0.398373026
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-1.0168254643,0.673861935
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-1.8680888723,0.029253492000000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-1.7731796704,0.023874456000000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.4514023123,-0.14509592300000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-0.4517732608,-0.036825329000000004
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-0.5454831154,0.71146483
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-0.4826184868,1.130483083
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,1.0473655445,0.168443071
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.9928519807,-0.277153113
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-2.0402175252,0.10871004100000001
relA-spoT_double-mutant:plank_WT_1:1,0.1896332058,0.13338977100000002
relA-spoT_double-mutant:plank_WT_1:2,-2.2821843369,0.307582564
relA-spoT_double-mutant:plank_WT_1:3,2.0925511311,-0.44097233500000005
relA-spoT_double-mutant:plank_rel-spot:1,-9.7312922762,-0.10041957700000001
relA-spoT_double-mutant:plank_rel-spot:2,-10.9609253351,0.106116045
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-1.3493697003,0.19379025100000002
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.0340409897,0.050650934
sRNA_PA0805.1_overexpression:EmptyVector_1:3,-0.2478020437,0.14795085400000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.8406078316000001,-0.232880298
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.7906049021,-0.159511741
sRNA_PA0805.1_overexpression:PA08051:1,2.7726600402,-0.5467815220000001
sRNA_PA0805.1_overexpression:PA08051:2,3.1311466873000002,-0.367108584
sRNA_PA0805.1_overexpression:PA08051:3,3.1637120206000002,-0.274039967
sRNA_PA0805.1_overexpression:PA08051:4,3.6423681843,-0.216264692
sRNA_PA0805.1_overexpression:PA08051:5,3.7597301543,-0.548746244
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-1.9028868238,-1.257388976
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-4.9155132061,-0.5400172470000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.3236989544,0.149691727
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.3236989544,-0.149691727
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.09420915340000001,0.019563005
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.09420915340000001,-0.019563005
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,0.8783435672000001,2.258064598
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,3.9421807771,0.45471020100000004
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,2.63874194,0.502809414
yhjH_knockout:PA_delyhjH_wt:1,0.0966965258,-0.152312884
yhjH_knockout:PA_delyhjH_wt:2,-0.0966965258,0.152312884
yhjH_knockout:PA_delyhjH:1,2.6282388232000002,-0.151924588
yhjH_knockout:PA_delyhjH:2,2.1363867765,0.022334916
yhjH_knockout:PA_delwspF:1,13.2912647294,-0.127930988
yhjH_knockout:PA_delwspF:2,6.6439976708,-0.044444233
