,A,AcoR
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-1.185585688,0.30615631800000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.38611275,0.20341277800000002
p-anisaldehyde_epigallocatechin_gallate:Combination:1,-1.115285314,-0.28587174400000004
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-1.190553194,-0.24885140200000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-1.263127482,-0.125460641
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-0.5796422320000001,0.012054888000000001
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-0.24382323500000003,0.09183564400000001
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.0023740040000000003,0.272544848
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.551231879,0.16480212200000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.525926997,0.042528752
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-0.712586079,0.019327247000000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-0.48958850400000004,0.051321944
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-0.723552423,-0.055623655
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-0.693730095,-0.12714313300000002
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.043187826000000006,-0.15954764800000001
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.37010365300000003,0.106195252
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.16768886300000002,0.249952374
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-0.383045171,0.073784423
sRNA_PA0805.1_overexpression:EmptyVector_1:5,-0.11155951800000001,-0.270384401
sRNA_PA0805.1_overexpression:PA08051:1,0.12859125200000002,-0.595410812
sRNA_PA0805.1_overexpression:PA08051:2,-1.351005796,-0.013468423
sRNA_PA0805.1_overexpression:PA08051:3,-1.8572005530000002,-0.049417289
sRNA_PA0805.1_overexpression:PA08051:4,-3.227173727,-0.20283693600000002
sRNA_PA0805.1_overexpression:PA08051:5,-2.935466255,-0.6070738960000001
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-3.280756201,-0.42675995600000005
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.149993553,-0.44703053200000004
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,0.51972971,0.14777939
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,-0.51972971,-0.147779389
