,A,AntR
n-alkanes_treatment:PA_alkane:1,-6.3437026703,0.45271875600000006
n-alkanes_treatment:PA_alkane:2,-6.5924216967,-0.164969536
n-alkanes_treatment:PA_Glycerol:1,1.2218526033,0.386307546
n-alkanes_treatment:PA_Glycerol:2,-0.8049746209,-0.38330524800000004
n-alkanes_treatment:PA_Glycerol:3,-0.4168779824,-0.003002298
natural_RNA_aptamers:PA_Water_rep_wt:1,0.1359788375,0.005840281
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.1359788375,-0.005840281
natural_RNA_aptamers:PA_FMN_rep:1,-0.5237724553,-0.33002121
natural_RNA_aptamers:PA_FMN_rep:2,-0.2750875625,-0.08252611300000001
NC_002516.2:Planktonic_total_RNA_Rep:1,0.17387979280000002,0.077773194
NC_002516.2:Planktonic_total_RNA_Rep:2,0.4347604793,-0.31571613800000004
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.6086402721,0.23794294400000002
NC_002516.2:Biofilm_total_RNA_Rep:1,7.8390951212,1.001986539
NC_002516.2:Biofilm_total_RNA_Rep:2,10.3820283129,1.60974955
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.5476029793,-0.069205762
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,-0.2723058685,0.005853759
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,-0.0644702161,0.07431522
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,-0.7514224274,0.13743721
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,-0.5414590892,0.023710287
p-anisaldehyde_epigallocatechin_gallate:Combination:1,1.1460011711,-0.059729136
p-anisaldehyde_epigallocatechin_gallate:Combination:2,1.3914779725,-0.11395292500000001
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.34976651480000004,-0.033529641
p-anisaldehyde_epigallocatechin_gallate:Combination:3,0.5904076818,-0.035126219
p-anisaldehyde_epigallocatechin_gallate:Combination:4,0.0188232903,0.058748299999999996
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-0.6473760015000001,0.398250572
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.0945538251,0.022907163
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,-0.10328263950000001,0.07982824
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,1.014457,-0.413725728
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,1.0641316849,-0.48250909999999997
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,1.36235015,-0.223760335
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,1.3355058295,-0.24984230400000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.34958017140000003,-0.34304763200000005
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,0.8374302548,-0.33125144500000003
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,0.949928411,-0.373162991
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.3224417949,0.044298897000000004
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-1.2314672948,0.9465308680000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,0.48635966290000004,0.9428129690000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,0.6175040665,0.515817564
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.12100257910000001,-0.012679119
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.6161873178,0.9994978980000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-0.7371898969,-0.9868187780000001
relA-spoT_double-mutant:plank_WT_1:1,-0.4159908222,-0.033265996
relA-spoT_double-mutant:plank_WT_1:2,-0.15669102710000002,0.021520403
relA-spoT_double-mutant:plank_WT_1:3,0.5726818493,0.011745592000000001
relA-spoT_double-mutant:plank_rel-spot:1,-1.0423877411,-0.7463979380000001
relA-spoT_double-mutant:plank_rel-spot:2,-1.0004928522,-0.669906907
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-1.7375163568,-0.766533099
sRNA_PA0805.1_overexpression:EmptyVector_1:2,-0.1292646165,-0.084972843
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.0012783893,-0.005494332
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.4937051404,0.43740262
sRNA_PA0805.1_overexpression:EmptyVector_1:5,1.3717974437,0.41959765400000004
sRNA_PA0805.1_overexpression:PA08051:1,-3.5034078775,-1.240315454
sRNA_PA0805.1_overexpression:PA08051:2,-0.5119035402000001,0.011432304
sRNA_PA0805.1_overexpression:PA08051:3,1.51376649,0.5021413530000001
sRNA_PA0805.1_overexpression:PA08051:4,0.1702120754,-0.05916342300000001
sRNA_PA0805.1_overexpression:PA08051:5,-0.3069945335,0.38168089800000005
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-3.2493097059,-1.247309228
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-0.7256056327,-0.989668249
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.8035446621000001,-0.060002867
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.8035446621000001,0.060002867
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.1016897504,-0.019328198
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.1016897504,0.019328198
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,0.134999423,-0.37495091900000005
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-1.9024143885,-0.623074616
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-1.710718719,-0.53499654
yhjH_knockout:PA_delyhjH_wt:1,0.1926548399,-0.065201771
yhjH_knockout:PA_delyhjH_wt:2,-0.1926548399,0.065201771
yhjH_knockout:PA_delyhjH:1,-2.0495063844,-0.371986146
yhjH_knockout:PA_delyhjH:2,-1.8955646702000002,-0.24601888200000002
yhjH_knockout:PA_delwspF:1,-0.7749648454,-0.161931039
yhjH_knockout:PA_delwspF:2,-0.19834472120000002,-0.668405892
