,A,AtsR
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,1.455756515,0.19067061100000002
p-anisaldehyde_epigallocatechin_gallate:Combination:1,1.131741955,-0.29403402500000003
p-anisaldehyde_epigallocatechin_gallate:Combination:2,1.015588145,-0.342251159
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.103853787,-0.23799787700000002
p-anisaldehyde_epigallocatechin_gallate:Combination:3,1.151392327,0.17207254300000002
p-anisaldehyde_epigallocatechin_gallate:Combination:4,0.640911882,-0.187564163
p-anisaldehyde_epigallocatechin_gallate:Combination:5,0.43248446900000004,0.038400804000000004
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,0.017551009,-0.15450960900000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.031854443,-0.22704111200000002
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,1.5437091010000001,0.012726312
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,1.514445421,-0.42262734700000004
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,0.841066965,-0.025418713000000002
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,0.807627116,-0.109468674
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.6310779320000001,-0.10253043
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.06731964800000001,0.00021613400000000001
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.229641171,0.064365252
sRNA_PA0805.1_overexpression:EmptyVector_1:4,0.044758684,-0.16888482400000002
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.289358428,0.20683387
sRNA_PA0805.1_overexpression:PA08051:1,-0.35120194400000004,0.023037133
sRNA_PA0805.1_overexpression:PA08051:2,1.557593646,0.176498555
sRNA_PA0805.1_overexpression:PA08051:3,2.217699843,0.23216783900000001
sRNA_PA0805.1_overexpression:PA08051:4,0.98831046,-0.654640438
sRNA_PA0805.1_overexpression:PA08051:5,0.794741353,0.45994477400000006
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-5.426390521,-2.005986625
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-1.039372593,-0.47870323200000003
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.061449657000000005,-0.16521919000000002
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.061449657000000005,0.16521919000000002
