,A,rbsR
novobiocin:0_Novobiocin_60min:3.0,-9.8384044742,-2.2926555202
novobiocin:500_Novobiocin_10min:1.0,-10.2360540407,-1.390620253
novobiocin:0_Novobiocin_20min:2.0,-10.9041685679,-2.1361178269
novobiocin:500_Novobiocin_60min:3.0,-10.3215198314,-1.0823083522
novobiocin:0_Novobiocin_0min:2.0,0.5802530082,-0.0333955422
novobiocin:100_Novobiocin_60min:3.0,-10.4898608886,-1.4152942313999999
novobiocin:500_Novobiocin_20min:2.0,-10.7968963643,-1.8096829842000002
novobiocin:500_Novobiocin_10min:2.0,-10.8715356272,-1.8676056038
novobiocin:0_Novobiocin_0min:3.0,0.5875914822,-0.0955525701
novobiocin:500_Novobiocin_20min:3.0,-10.119910279700001,-1.8132178007
novobiocin:0_Novobiocin_10min:3.0,-10.9017419081,-2.34969899
novobiocin:0_Novobiocin_20min:3.0,-10.3085839467,-1.6490963961
starvation:Glucose_6h:1.0,-0.3034043292,-0.1837437908
starvation:Low_3d:1.0,9.7724370805,1.0689239709
starvation:Low_3d:2.0,8.7510699984,1.1411493666
starvation:Glucose_24h:1.0,-2.0214946656,-2.1234401269
starvation:High_4d:1.0,-2.3321387323,-1.4779354128
starvation:High_4h:1.0,-0.6166133525,-1.2650524575
starvation:High_4d:2.0,-1.6228131691,-1.2817145654
starvation:High_4h:2.0,-0.053707731,-0.8168887325
starvation:Low_24h:1.0,-2.2751133411,0.42531359160000004
starvation:Glucose_6h:2.0,0.3034043292,0.1837437908
starvation:Low_24h:2.0,8.0179156429,2.2221368248
starvation:Glucose_24h:2.0,-2.2700633816,-1.8572617876000002
18_mutants:phoB/R_InSPI2:1.0,-5.6408828598,-0.5942738634
18_mutants:hfq_ESP:1.0,-3.0793249866,0.6117686653000001
18_mutants:ompR/envZ_InSPI2:1.0,-5.0284170953,-1.3398528811000001
18_mutants:dam_MEP:1.0,-3.9989692859,-1.062656376
18_mutants:WT_IEP:1.0,-2.9128008907,-0.46509065920000003
18_mutants:ssrA/B_InSPI2:1.0,-4.8300977117,-1.4853457221
18_mutants:WT_InSPI2:1.0,-5.8119600762,-1.7207085839
18_mutants:hilC_IEP:1.0,-4.0211859403,-0.0182414162
18_mutants:fliZ_ESP:1.0,-3.2528879782,0.9860174619000001
18_mutants:hilD_InSPI2:1.0,-5.2751138567,-1.1289276928
18_mutants:phoP/Q_InSPI2:1.0,-3.9306157458,-1.3330220512
18_mutants:ssrB_InSPI2:1.0,-4.4116597344,-1.1612495021
18_mutants:fur_ESP:1.0,-3.93114597,-0.098894282
18_mutants:WT_MEP:1.0,6.221872528e-21,0.0
18_mutants:hilD_IEP:1.0,-2.8473503329,-0.19667924720000002
18_mutants:hilE_IEP:1.0,-2.0369676353,-0.7811343763
18_mutants:slyA_InSPI2:1.0,-4.1933660881,-0.6303232793
18_mutants:ssrA_InSPI2:1.0,-4.5838559539,-1.2761970598
18_mutants:WT_lnSPI2:1.0,-5.8507206522,-0.5178759293
18_mutants:hilA_IEP:1.0,-2.4763750547,-0.5252287865
Infection_conditions:pH3_shock:1.0,9.6950080716,1.4364993079000001
Infection_conditions:Peroxide_shock_InSPI2:1.0,-2.7947730543000002,-0.7991950458
Infection_conditions:MEP:1.0,0.4287742712,-0.7182073743
Infection_conditions:Oxygen_shock:1.0,-4.9017709305,-1.6762261829
Infection_conditions:MEP:2.0,-0.0033057732,-0.4387235909
Infection_conditions:Anaerobic_shock:1.0,-2.4828397791,0.1830331899
Infection_conditions:Bile_shock:1.0,-4.6826441621,-0.4378115809
Infection_conditions:LowFe2+_shock:1.0,-4.3779998696,-1.3640068989
Infection_conditions:MEP:3.0,-0.8438293835,-0.3808247144
Infection_conditions:pH5.8_shock:1.0,-3.0203508826,-2.0834392544
Infection_conditions:ESP:1.0,-2.4103182385,-0.7791766157000001
Infection_conditions:inSPI2_dRNA_seq:1.0,-1.1348817162,-0.9881028569
Infection_conditions:LEP:1.0,-2.6577410275,-0.925930942
Infection_conditions:Temp20:1.0,-4.1664325467,-1.0917447296
Infection_conditions:25C:1.0,-4.2554104961,-2.1178285631
Infection_conditions:Nitric_oxide_shock_InSPI2:1.0,-4.4132655186,-0.9924075286
Infection_conditions:ESP:2.0,-4.0511242987,-0.8594089500000001
Infection_conditions:EEP:1.0,-1.7354099293,-1.6459417988
Infection_conditions:ESP:3.0,-2.4431485474,-0.5075092250000001
Infection_conditions:Anaerobic_growth:1.0,-4.1550208539,-0.6280517028
Infection_conditions:NaCl_shock:1.0,-3.7086718411,-1.5225534444000002
Infection_conditions:Pool_RNA_seq:1.0,-1.118174634e-20,0.0
Infection_conditions:Cold_shock_15C:1.0,7.9895333977,2.9666080221
Infection_conditions:Pool_dRNA_seq:1.0,0.3985611291,-0.3010758978
Infection_conditions:InSPI2_LowMg2+:1.0,-5.7723675533000005,-1.0601210799
Infection_conditions:Temp10:1.0,-3.9819871898,-0.9800171849
Infection_conditions:NonSPI2:1.0,-3.670569815,-1.4178024716
Macrophage:Intra_macrophage_dRNA:1.0,1.232643528,-0.29178765830000003
Macrophage:Intra_macrophage_RNA:1.0,0.3496920556,0.0950865609
Macrophage:Intra_macrophage_RNA:2.0,-0.3496920556,-0.0950865609
Macrophage:Intra_macrophage_dRNA:2.0,0.9303799017000001,0.0598319371
comparative_st474:st474_InSPI2:1.0,-5.2532966228,-1.8690132405000002
comparative_st474:st474_LEP:1.0,-3.0574034186,-0.2188179941
comparative_st474:st474_InSPI2:2.0,-5.2048416484,-1.7827912089
comparative_st474:st474_EEP:1.0,-2.1562951174,-0.9165377211
comparative_st474:st474_ESP:1.0,-2.5927065471,0.040175689800000004
comparative_st474:st474_NaCl_shock:1.0,-4.1185022275,-0.8399677735000001
comparative_st474:st474_NO_shock_InSPI2:1.0,-4.826105784,-0.377983285
comparative_st474:st474_Peroxide_shock_InSPI2:1.0,-3.2117624182,-0.2260030567
comparative_st474:st474_Oxygen_shock:1.0,-5.3169210016,-0.9682916066
comparative_st474:st474_MEP:1.0,4.288864798999999e-28,0.0
comparative_st474:st474_ESP:2.0,-2.4405643071,-0.23893370060000002
comparative_st474:st474_ESP:3.0,-1.7499729312,-0.2654044374
comparative_st474:st474_NonSPI2:1.0,-3.6234805640000003,-1.2419282571
comparative_st474:st474_Bile_shock:1.0,-5.100521159,0.2856567561
comparative_st474:st474_NonSPI2:2.0,-3.9868497443,-1.2924664527
comparative_st474:st474_Anaerobic_growth:1.0,-3.9349159198,-0.08744269510000001
comparative_st474:st474_Macrophage:1.0,-3.7091126336,-0.1013711531
comparative_st474:st474_Anaerobic_shock:1.0,-2.9032330698,0.8742899842
comparative_st474:st474_InSPI2:3.0,-5.2569646991,-1.6817076314000001
comparative_st474:st474_InSPI2:4.0,-5.7969272733,-1.7813222591
comparative_st474:st474_Anaerobic_growth:2.0,-3.1622064729,-0.175367081
comparative_st474:st474_Anaerobic_growth:3.0,-3.2114720956,-0.105139247
comparative_st474:st474_ESP:4.0,-4.2775492404,-0.202959195
comparative_st474:st474_Macrophage:2.0,-4.4129868857,-0.2915502915
comparative_st474:st474_25C:1.0,-4.6677509866,-1.3920819317
comparative_st474:st474_Low_Fe2+_shock:1.0,-4.7841509656,-0.6528726604
comparative_st474:st474_NonSPI2:3.0,-3.7928057818000003,-1.1165622021
comparative_D23580:D23580_NonSPI2:1.0,-7.5578799115,-2.278613569
comparative_D23580:D23580_InSPI2:1.0,-10.3434837061,-2.8992330540999998
comparative_D23580:D23580_Anaerobic_growth:1.0,-5.313688649,-1.1064450894
comparative_D23580:D23580_pBT1 deletion:1.0,-5.8825191142,-1.6645006807
comparative_D23580:D23580_InSPI2:2.0,-8.8460351834,-2.8955748122
comparative_D23580:D23580_25C:1.0,-5.7910394465,-3.2773849841000002
comparative_D23580:D23580_pBT1 deletion:2.0,-6.5305751462,-2.1926676629
comparative_D23580:D23580_Oxygen_shock:1.0,-10.7908365702,-2.2901333846
comparative_D23580:D23580_Macrophage_dRNA_2:1.0,-8.5779325528,-1.7539525649
comparative_D23580:D23580_LEP:1.0,-7.4154053602,-1.6689106035
comparative_D23580:D23580_ESP:1.0,-6.3609092424,-1.5128278968000002
comparative_D23580:D23580_Macrophage:1.0,-8.4049027484,-2.2670004602000002
comparative_D23580:D23580_ESP:2.0,-6.7386605002,-1.2894437921
comparative_D23580:D23580_Low_Fe2+_shock:1.0,-6.9954535331,-0.8072063960000001
comparative_D23580:D23580_Bile_shock:1.0,-5.9783213292,-1.0013314386
comparative_D23580:D23580_NaCl_shock:1.0,-5.6508370524,-2.1612172235
comparative_D23580:D23580_MEP:1.0,0.0,0.0
comparative_D23580:D23580_Macrophage_dRNA_1:1.0,-8.0412260743,-1.6814619092
comparative_D23580:D23580_InSPI2:3.0,-8.5653137863,-2.5573043082
comparative_D23580:D23580_EEP:1.0,-5.4640430581,-2.7689534814
comparative_D23580:D23580_NO_shock_InSPI2:1.0,-10.7136861016,-2.0488834933
comparative_D23580:D23580_Anaerobic_shock:1.0,-5.294906482,-0.5612031908
comparative_D23580:D23580_InSPI2:4.0,-9.3769964349,-2.4515714354
comparative_D23580:D23580_NonSPI2:2.0,-7.8267444369,-2.6171539247
comparative_D23580:D23580_NonSPI2:3.0,-7.97662441,-2.3260237155
comparative_D23580:D23580_ESP:3.0,-5.9487394589,-1.2156899765
comparative_D23580:D23580_Macrophage:2.0,-8.1389241012,-2.2477183157
comparative_D23580:D23580_NonSPI2:4.0,-8.5694282129,-2.3405703688
comparative_D23580:D23580_ESP:4.0,-6.9557980311000005,-1.5738910197
comparative_D23580:D23580_Peroxide_shock_InSPI2:1.0,-8.1507688257,-3.5837805868
comparative_D23580:D23580_Anaerobic_growth:2.0,-6.2325981908,-1.0475362367
comparative_D23580:D23580_Anaerobic_growth:3.0,-6.985312697,-0.9840422667000001
pgtE:ESP_tex:1.0,3.1533198537000002,-1.3783762799
pgtE:Pooled_tex:1.0,3.5924572233000003,-1.5349389003
pgtE:ESP:1.0,-0.22194655630000001,0.3008458734
pgtE:InSPI2:1.0,-3.8215972181,-1.3088952404
pgtE:Pooled:1.0,0.0,0.0
pgtE:InSPI2_tex:1.0,0.7462730114,-0.9475707875
aroA:SF101:1.0,0.6591240457,-0.8107690917
aroA:SF101:2.0,1.5339296212,-0.6053139732
aroA:SF100:1.0,1.0530966352,-0.6290152967
aroA:SF100:2.0,1.1387998798,-0.8846391474
aroA:WT_vivo:1.0,-0.14210361130000002,0.0879087028
aroA:WT_vivo:2.0,0.14210361130000002,-0.0879087028
flagella_mutants:SF102:1.0,0.1845021865,-0.19213071780000002
flagella_mutants:SF102:2.0,-0.1845021865,0.19213071780000002
flagella_mutants:del_fliHIJ:1.0,0.1672882493,0.39943340600000005
flagella_mutants:del_fliHIJ:2.0,0.2127800218,0.29480807600000003
flagella_mutants:del_fliF:1.0,0.5807903403,0.2481918381
flagella_mutants:del_fliF:2.0,0.6859885831,0.2306358665
myricanol:Control:1.0,-0.0508346711,0.0371560405
myricanol:Control:2.0,0.0942767812,0.0089113041
myricanol:Control:3.0,-0.0434421101,-0.0460673445
myricanol:Myricanol:1.0,-0.634805578,-0.10408513870000001
myricanol:Myricanol:2.0,0.7545519558,0.0059565697
myricanol:Myricanol:3.0,0.6357547265,-0.0425342416
