,A,QscR
p-anisaldehyde_epigallocatechin_gallate:Combination:2,-0.8125426330000001,0.024178939
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,-0.249446737,-0.5787840630000001
p-anisaldehyde_epigallocatechin_gallate:Combination:3,-1.209675849,0.368024511
p-anisaldehyde_epigallocatechin_gallate:Combination:4,-1.275035657,0.26015736300000003
p-anisaldehyde_epigallocatechin_gallate:Combination:5,-0.19399121200000002,1.163392172
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:3,-0.008982829000000001,-0.121304673
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:4,0.037458276000000006,-0.058904844000000005
p-anisaldehyde_epigallocatechin_gallate:pA_1:1,-0.838907292,-0.283587982
p-anisaldehyde_epigallocatechin_gallate:pA_1:2,-1.080401932,-0.7529925310000001
p-anisaldehyde_epigallocatechin_gallate:pA_2:1,-1.049461397,0.49202819600000003
p-anisaldehyde_epigallocatechin_gallate:pA_2:2,-0.843558845,0.398373026
sRNA_PA0805.1_overexpression:EmptyVector_1:1,-0.095804683,0.19379025100000002
sRNA_PA0805.1_overexpression:EmptyVector_1:2,0.63830718,0.050650933
sRNA_PA0805.1_overexpression:EmptyVector_1:3,0.571834454,0.14795085400000002
sRNA_PA0805.1_overexpression:EmptyVector_1:4,-1.43537202,-0.232880299
sRNA_PA0805.1_overexpression:EmptyVector_1:5,0.32103506800000003,-0.159511741
sRNA_PA0805.1_overexpression:PA08051:1,-2.582845873,-0.5467815220000001
sRNA_PA0805.1_overexpression:PA08051:2,-1.263250899,-0.367108584
sRNA_PA0805.1_overexpression:PA08051:3,-0.598651295,-0.274039968
sRNA_PA0805.1_overexpression:PA08051:4,-0.28320755000000003,-0.216264693
sRNA_PA0805.1_overexpression:PA08051:5,-1.929825592,-0.548746244
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:1,-3.115650298,-1.257388977
sRNA_PrrF1_proximity_ligation:PrrF1_overexpression:2,-2.84211835,-0.5400172470000001
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:1,-0.591120557,0.149691727
sRNA_PrrF1_proximity_ligation:PrrF1PrrF2_deletion_wt:2,0.591120557,-0.149691727
